home, homescore, awayscore, away, date, group
Barcelona, 4, 0, Real Valladolid, "Sunday, May 16, 2010", "Camp Nou (98,772)"
Malaga, 1, 1, Real Madrid, "Sunday, May 16, 2010", "La Rosaleda (27,000)"
Osasuna, 1, 1, Xerez, "Sunday, May 16, 2010", "Reyno de Navarra (16,000)"
Racing Santander, 2, 0, Sporting Gijon, "Sunday, May 16, 2010", "El Sardinero (20,000)"
Valencia, 1, 0, Tenerife, "Sunday, May 16, 2010", "Mestalla (40,000)"
Athletic Bilbao, 2, 0, Deportivo La Coruña, "Saturday, May 15, 2010", "San Mamés (28,000)"
Atletico Madrid, 0, 3, Getafe, "Saturday, May 15, 2010", "Vicente Calderón (50,000)"
Real Zaragoza, 3, 3, Villarreal, "Saturday, May 15, 2010", "La Romareda (21,000)"
Almeria, 2, 3, Sevilla FC, "Saturday, May 15, 2010", "Juegos Mediterráneos (20,000)"
Mallorca, 2, 0, Espanyol, "Saturday, May 15, 2010", "Iberostar Estadi (12,000)"
Deportivo La Coruña, 1, 0, Mallorca, "Saturday, May 8, 2010", "Municipal de Riazor (9,000)"
Espanyol, 2, 1, Osasuna, "Saturday, May 8, 2010", "Cornellá - El Prat (20,000)"
Getafe, 2, 1, Malaga, "Saturday, May 8, 2010", "Coliseum Alfonso Pérez (15,000)"
Real Madrid, 5, 1, Athletic Bilbao, "Saturday, May 8, 2010", "Santiago Bernabéu (80,000)"
Real Valladolid, 2, 1, Racing Santander, "Saturday, May 8, 2010", "José Zorrilla (17,522)"
Sevilla FC, 2, 3, Barcelona, "Saturday, May 8, 2010", "Ramón Sánchez Pizjuán (40,000)"
Sporting Gijon, 1, 1, Atletico Madrid, "Saturday, May 8, 2010", "El Molinón (21,000)"
Tenerife, 2, 2, Almeria, "Saturday, May 8, 2010", "Heliodoro Rodríguez López (20,000)"
Villarreal, 2, 0, Valencia, "Saturday, May 8, 2010", "El Madrigal (16,023)"
Xerez, 3, 2, Real Zaragoza, "Saturday, May 8, 2010", "Municipal de Chapín (12,000)"
Athletic Bilbao, 1, 1, Malaga, "Wednesday, May 5, 2010", "San Mamés (27,000)"
Atletico Madrid, 3, 1, Real Valladolid, "Wednesday, May 5, 2010", "Vicente Calderón (30,000)"
Osasuna, 3, 1, Deportivo La Coruña, "Wednesday, May 5, 2010", "Reyno de Navarra (15,000)"
Racing Santander, 1, 5, Sevilla FC, "Wednesday, May 5, 2010", "El Sardinero (17,500)"
Real Zaragoza, 1, 0, Espanyol, "Wednesday, May 5, 2010", "La Romareda (25,000)"
Mallorca, 1, 4, Real Madrid, "Wednesday, May 5, 2010", "Iberostar Estadi (10,000)"
Almeria, 4, 2, Villarreal, "Tuesday, May 4, 2010", "Juegos Mediterráneos (14,000)"
Barcelona, 4, 1, Tenerife, "Tuesday, May 4, 2010", "Camp Nou (30,000)"
Getafe, 1, 1, Sporting Gijon, "Tuesday, May 4, 2010", "Coliseum Alfonso Pérez (9,000)"
Valencia, 3, 1, Xerez, "Tuesday, May 4, 2010", "Mestalla (35,000)"
Sevilla FC, 3, 1, Atletico Madrid, "Sunday, May 2, 2010", "Ramón Sánchez Pizjuán (45,000)"
Real Madrid, 3, 2, Osasuna, "Sunday, May 2, 2010", "Santiago Bernabéu (80,000)"
Athletic Bilbao, 1, 3, Mallorca, "Sunday, May 2, 2010", "San Mamés (24,500)"
Deportivo La Coruña, 0, 1, Real Zaragoza, "Saturday, May 1, 2010", "Municipal de Riazor (20,000)"
Malaga, 1, 1, Sporting Gijon, "Saturday, May 1, 2010", "La Rosaleda (25,000)"
Real Valladolid, 0, 0, Getafe, "Saturday, May 1, 2010", "José Zorrilla (24,798)"
Tenerife, 2, 1, Racing Santander, "Saturday, May 1, 2010", "Heliodoro Rodríguez López (10,000)"
Xerez, 2, 1, Almeria, "Saturday, May 1, 2010", "Municipal de Chapín (15,000)"
Espanyol, 0, 2, Valencia, "Saturday, May 1, 2010", "Cornellá - El Prat (30,000)"
Villarreal, 1, 4, Barcelona, "Saturday, May 1, 2010", "El Madrigal (20,000)"
Osasuna, 0, 0, Athletic Bilbao, "Monday, April 26, 2010", "Reyno de Navarra (18,000)"
Almeria, 0, 1, Espanyol, "Sunday, April 25, 2010", "Juegos Mediterráneos (16,000)"
Mallorca, 1, 1, Malaga, "Sunday, April 25, 2010", "Iberostar Estadi (13,000)"
Racing Santander, 1, 2, Villarreal, "Sunday, April 25, 2010", "El Sardinero (17,500)"
Sporting Gijon, 0, 2, Real Valladolid, "Sunday, April 25, 2010", "El Molinón (18,000)"
Atletico Madrid, 3, 1, Tenerife, "Sunday, April 25, 2010", "Vicente Calderón (37,000)"
Getafe, 4, 3, Sevilla FC, "Sunday, April 25, 2010", "Coliseum Alfonso Pérez (10,000)"
Barcelona, 3, 1, Xerez, "Saturday, April 24, 2010", "Camp Nou (80,000)"
Real Zaragoza, 1, 2, Real Madrid, "Saturday, April 24, 2010", "La Romareda (33,000)"
Valencia, 1, 0, Deportivo La Coruña, "Saturday, April 24, 2010", "Mestalla (50,000)"
Mallorca, 2, 0, Osasuna, "Monday, April 19, 2010", "Iberostar Estadi (10,000)"
Deportivo La Coruña, 0, 0, Almeria, "Sunday, April 18, 2010", "Municipal de Riazor (15,000)"
Malaga, 0, 0, Real Valladolid, "Sunday, April 18, 2010", "La Rosaleda (20,000)"
Tenerife, 3, 2, Getafe, "Sunday, April 18, 2010", "Heliodoro Rodríguez López (17,500)"
Xerez, 2, 2, Racing Santander, "Sunday, April 18, 2010", "Municipal de Chapín (17,000)"
Athletic Bilbao, 0, 0, Real Zaragoza, "Sunday, April 18, 2010", "San Mamés (30,000)"
Real Madrid, 2, 0, Valencia, "Sunday, April 18, 2010", "Santiago Bernabéu (70,000)"
Sevilla FC, 3, 0, Sporting Gijon, "Saturday, April 17, 2010", "Ramón Sánchez Pizjuán (30,000)"
Espanyol, 0, 0, Barcelona, "Saturday, April 17, 2010", "Cornellá - El Prat (40,000)"
Villarreal, 2, 1, Atletico Madrid, "Saturday, April 17, 2010", "El Madrigal (12,000)"
Almeria, 1, 2, Real Madrid, "Thursday, April 15, 2010", "Juegos Mediterráneos (17,000)"
Valencia, 2, 0, Athletic Bilbao, "Thursday, April 15, 2010", "Mestalla (40,000)"
Atletico Madrid, 1, 2, Xerez, "Wednesday, April 14, 2010", "Vicente Calderón (20,000)"
Osasuna, 2, 2, Malaga, "Wednesday, April 14, 2010", "Reyno de Navarra (16,500)"
Racing Santander, 3, 1, Espanyol, "Wednesday, April 14, 2010", "El Sardinero (14,000)"
Real Zaragoza, 1, 1, Mallorca, "Wednesday, April 14, 2010", "La Romareda (18,000)"
Barcelona, 3, 0, Deportivo La Coruña, "Wednesday, April 14, 2010", "Camp Nou (93,000)"
Real Valladolid, 2, 1, Sevilla FC, "Tuesday, April 13, 2010", "José Zorrilla (18,000)"
Sporting Gijon, 0, 2, Tenerife, "Tuesday, April 13, 2010", "El Molinón (19,000)"
Getafe, 3, 0, Villarreal, "Tuesday, April 13, 2010", "Coliseum Alfonso Pérez (6,000)"
Athletic Bilbao, 4, 1, Almeria, "Sunday, April 11, 2010", "San Mamés (35,000)"
Deportivo La Coruña, 1, 1, Racing Santander, "Sunday, April 11, 2010", "Municipal de Riazor (18,000)"
Osasuna, 2, 0, Real Zaragoza, "Sunday, April 11, 2010", "Reyno de Navarra (19,200)"
Espanyol, 3, 0, Atletico Madrid, "Sunday, April 11, 2010", "Cornellá - El Prat (28,000)"
Mallorca, 3, 2, Valencia, "Sunday, April 11, 2010", "Iberostar Estadi (13,500)"
Malaga, 1, 2, Sevilla FC, "Saturday, April 10, 2010", "La Rosaleda (26,000)"
Tenerife, 0, 0, Real Valladolid, "Saturday, April 10, 2010", "Heliodoro Rodríguez López (15,000)"
Villarreal, 1, 0, Sporting Gijon, "Saturday, April 10, 2010", "El Madrigal (12,000)"
Xerez, 0, 1, Getafe, "Saturday, April 10, 2010", "Municipal de Chapín (10,000)"
Real Madrid, 0, 2, Barcelona, "Saturday, April 10, 2010", "Santiago Bernabéu (80,000)"
Almeria, 1, 1, Mallorca, "Sunday, April 4, 2010", "Juegos Mediterráneos (16,000)"
Getafe, 1, 1, Espanyol, "Sunday, April 4, 2010", "Coliseum Alfonso Pérez (8,500)"
Real Valladolid, 0, 2, Villarreal, "Sunday, April 4, 2010", "José Zorrilla (20,000)"
Sporting Gijon, 2, 2, Xerez, "Sunday, April 4, 2010", "El Molinón (20,000)"
Valencia, 3, 0, Osasuna, "Sunday, April 4, 2010", "Mestalla (30,000)"
Racing Santander, 0, 2, Real Madrid, "Sunday, April 4, 2010", "El Sardinero (22,271)"
Atletico Madrid, 3, 0, Deportivo La Coruña, "Sunday, April 4, 2010", "Vicente Calderón (50,000)"
Real Zaragoza, 2, 0, Malaga, "Saturday, April 3, 2010", "La Romareda (25,000)"
Barcelona, 4, 1, Athletic Bilbao, "Saturday, April 3, 2010", "Camp Nou (94,000)"
Sevilla FC, 3, 0, Tenerife, "Saturday, April 3, 2010", "Ramón Sánchez Pizjuán (30,000)"
Athletic Bilbao, 4, 3, Racing Santander, "Monday, March 29, 2010", "San Mamés (27,000)"
Deportivo La Coruña, 1, 3, Getafe, "Sunday, March 28, 2010", "Municipal de Riazor (18,068)"
Espanyol, 0, 0, Sporting Gijon, "Sunday, March 28, 2010", "Cornellá - El Prat (18,000)"
Osasuna, 1, 0, Almeria, "Sunday, March 28, 2010", "Reyno de Navarra (16,000)"
Xerez, 3, 0, Real Valladolid, "Sunday, March 28, 2010", "Municipal de Chapín (13,438)"
Villarreal, 3, 0, Sevilla FC, "Sunday, March 28, 2010", "El Madrigal (20,000)"
Real Madrid, 3, 2, Atletico Madrid, "Sunday, March 28, 2010", "Santiago Bernabéu (83,000)"
Malaga, 1, 1, Tenerife, "Saturday, March 27, 2010", "La Rosaleda (26,000)"
Mallorca, 0, 1, Barcelona, "Saturday, March 27, 2010", "Iberostar Estadi (18,000)"
Real Zaragoza, 3, 0, Valencia, "Saturday, March 27, 2010", "La Romareda (27,000)"
Getafe, 2, 4, Real Madrid, "Thursday, March 25, 2010", "Coliseum Alfonso Pérez (15,000)"
