home, homescore, awayscore, away, date, time
Southampton, 1, 2, Leicester, Saturday 29 April 2000, 15:00
Spurs, 1, 1, Derby, Saturday 29 April 2000, 15:00
West Ham, 0, 1, Middlesbrough, Saturday 29 April 2000, 15:00
Watford, 2, 3, Man Utd, Saturday 29 April 2000, 11:30
Sunderland, 0, 1, Bradford, Monday 24 April 2000, 15:00
Derby, 2, 0, Southampton, Monday 24 April 2000, 13:00
Man Utd, 3, 2, Chelsea, Monday 24 April 2000, 12:00
Newcastle, 2, 2, Leeds, Sunday 23 April 2000, 15:00
Watford, 2, 3, Arsenal, Sunday 23 April 2000, 15:00
Aston Villa, 2, 2, Leicester, Saturday 22 April 2000, 15:00
Chelsea, 1, 1, Middlesbrough, Saturday 22 April 2000, 15:00
Sheffield Wed, 0, 2, Sunderland, Saturday 22 April 2000, 15:00
Southampton, 1, 3, Man Utd, Saturday 22 April 2000, 15:00
Spurs, 2, 0, Wimbledon, Saturday 22 April 2000, 15:00
West Ham, 5, 0, Coventry, Saturday 22 April 2000, 15:00
Everton, 0, 0, Liverpool, Friday 21 April 2000, 20:00
Bradford, 4, 4, Derby, Friday 21 April 2000, 16:00
Leicester, 0, 1, Spurs, Wednesday 19 April 2000, 19:45
Leeds, 0, 4, Arsenal, Sunday 16 April 2000, 16:00
Wimbledon, 1, 2, Liverpool, Sunday 16 April 2000, 13:00
Coventry, 2, 1, Middlesbrough, Saturday 15 April 2000, 15:06
Derby, 1, 2, West Ham, Saturday 15 April 2000, 15:06
Everton, 4, 0, Bradford, Saturday 15 April 2000, 15:06
Man Utd, 4, 0, Sunderland, Saturday 15 April 2000, 15:06
Newcastle, 0, 2, Leicester, Saturday 15 April 2000, 15:06
Sheffield Wed, 1, 0, Chelsea, Saturday 15 April 2000, 15:06
Southampton, 2, 0, Watford, Saturday 15 April 2000, 15:06
Spurs, 2, 4, Aston Villa, Saturday 15 April 2000, 15:06
Chelsea, 2, 1, Coventry, Wednesday 12 April 2000, 19:45
West Ham, 2, 1, Newcastle, Wednesday 12 April 2000, 19:45
Wimbledon, 0, 2, Sheffield Wed, Wednesday 12 April 2000, 19:45
Middlesbrough, 3, 4, Man Utd, Monday 10 April 2000, 20:00
Aston Villa, 1, 0, Leeds, Sunday 9 April 2000, 15:00
Liverpool, 2, 0, Spurs, Sunday 9 April 2000, 15:00
Bradford, 1, 2, Southampton, Saturday 8 April 2000, 15:00
Leicester, 1, 1, Everton, Saturday 8 April 2000, 15:00
Sunderland, 2, 1, Wimbledon, Saturday 8 April 2000, 15:00
Watford, 0, 0, Derby, Saturday 8 April 2000, 15:00
Sheffield Wed, 0, 1, Aston Villa, Wednesday 5 April 2000, 19:45
Spurs, 2, 3, Middlesbrough, Monday 3 April 2000, 20:00
Derby, 3, 0, Leicester, Sunday 2 April 2000, 13:00
Coventry, 0, 3, Liverpool, Saturday 1 April 2000, 15:00
Everton, 4, 2, Watford, Saturday 1 April 2000, 15:00
Leeds, 0, 1, Chelsea, Saturday 1 April 2000, 15:00
Man Utd, 7, 1, West Ham, Saturday 1 April 2000, 15:00
Newcastle, 2, 0, Bradford, Saturday 1 April 2000, 15:00
Southampton, 1, 2, Sunderland, Saturday 1 April 2000, 15:00
Wimbledon, 1, 3, Arsenal, Saturday 1 April 2000, 15:00
Arsenal, 3, 0, Coventry, Sunday 26 March 2000, 17:00
West Ham, 2, 1, Wimbledon, Sunday 26 March 2000, 17:00
Leicester, 2, 1, Leeds, Sunday 26 March 2000, 16:00
Aston Villa, 2, 0, Derby, Saturday 25 March 2000, 15:00
Bradford, 0, 4, Man Utd, Saturday 25 March 2000, 15:00
Chelsea, 1, 1, Southampton, Saturday 25 March 2000, 15:00
Liverpool, 2, 1, Newcastle, Saturday 25 March 2000, 15:00
Middlesbrough, 1, 0, Sheffield Wed, Saturday 25 March 2000, 15:00
Sunderland, 2, 1, Everton, Saturday 25 March 2000, 15:00
Watford, 1, 1, Spurs, Saturday 25 March 2000, 15:00
Everton, 0, 2, Newcastle, Sunday 19 March 2000, 16:00
Arsenal, 2, 1, Spurs, Sunday 19 March 2000, 15:00
Leeds, 4, 1, Wimbledon, Sunday 19 March 2000, 15:00
Coventry, 4, 0, Bradford, Saturday 18 March 2000, 15:00
Derby, 0, 2, Liverpool, Saturday 18 March 2000, 15:00
Leicester, 0, 2, Man Utd, Saturday 18 March 2000, 15:00
Southampton, 2, 0, Aston Villa, Saturday 18 March 2000, 15:00
Sunderland, 1, 1, Middlesbrough, Saturday 18 March 2000, 15:00
Watford, 1, 0, Sheffield Wed, Saturday 18 March 2000, 15:00
West Ham, 0, 0, Chelsea, Saturday 18 March 2000, 15:00
Coventry, 1, 0, Everton, Wednesday 15 March 2000, 19:45
Liverpool, 0, 0, Aston Villa, Wednesday 15 March 2000, 19:45
Bradford, 1, 2, Leeds, Sunday 12 March 2000, 16:00
Middlesbrough, 2, 1, Arsenal, Sunday 12 March 2000, 15:00
Aston Villa, 1, 0, Coventry, Saturday 11 March 2000, 15:00
Chelsea, 1, 1, Everton, Saturday 11 March 2000, 15:00
Liverpool, 1, 1, Sunderland, Saturday 11 March 2000, 15:00
Man Utd, 3, 1, Derby, Saturday 11 March 2000, 15:00
Newcastle, 1, 0, Watford, Saturday 11 March 2000, 15:00
Sheffield Wed, 3, 1, West Ham, Saturday 11 March 2000, 15:00
Spurs, 7, 2, Southampton, Saturday 11 March 2000, 15:00
Wimbledon, 2, 1, Leicester, Saturday 11 March 2000, 15:00
West Ham, 2, 0, Southampton, Wednesday 8 March 2000, 19:45
Leicester, 5, 2, Sunderland, Sunday 5 March 2000, 16:00
Aston Villa, 1, 1, Arsenal, Sunday 5 March 2000, 15:00
Leeds, 3, 0, Coventry, Sunday 5 March 2000, 15:00
Derby, 4, 0, Wimbledon, Saturday 4 March 2000, 15:00
Everton, 1, 1, Sheffield Wed, Saturday 4 March 2000, 15:00
Newcastle, 0, 1, Chelsea, Saturday 4 March 2000, 15:00
Southampton, 1, 1, Middlesbrough, Saturday 4 March 2000, 15:00
Spurs, 1, 1, Bradford, Saturday 4 March 2000, 15:00
Watford, 1, 2, West Ham, Saturday 4 March 2000, 15:00
Man Utd, 1, 1, Liverpool, Saturday 4 March 2000, 11:30
Arsenal, 3, 1, Southampton, Saturday 26 February 2000, 15:00
Bradford, 1, 1, Aston Villa, Saturday 26 February 2000, 15:00
Chelsea, 2, 1, Watford, Saturday 26 February 2000, 15:00
Coventry, 0, 1, Spurs, Saturday 26 February 2000, 15:00
Middlesbrough, 0, 0, Leeds, Saturday 26 February 2000, 15:00
Sheffield Wed, 0, 2, Newcastle, Saturday 26 February 2000, 15:00
Sunderland, 1, 1, Derby, Saturday 26 February 2000, 15:00
West Ham, 0, 4, Everton, Saturday 26 February 2000, 15:00
Wimbledon, 2, 2, Man Utd, Saturday 26 February 2000, 15:00
Leeds, 0, 1, Man Utd, Sunday 20 February 2000, 11:30
Middlesbrough, 2, 0, Coventry, Saturday 19 February 2000, 15:00
Middlesbrough, 0, 4, Aston Villa, Monday 14 February 2000, 20:00
Arsenal, 0, 1, Liverpool, Sunday 13 February 2000, 16:00
Chelsea, 3, 1, Wimbledon, Saturday 12 February 2000, 15:00
Coventry, 3, 2, Sunderland, Saturday 12 February 2000, 15:00
Everton, 2, 1, Derby, Saturday 12 February 2000, 15:00
Leeds, 1, 0, Spurs, Saturday 12 February 2000, 15:00
Newcastle, 3, 0, Man Utd, Saturday 12 February 2000, 15:00
Sheffield Wed, 0, 1, Southampton, Saturday 12 February 2000, 15:00
Watford, 1, 1, Leicester, Saturday 12 February 2000, 15:00
West Ham, 5, 4, Bradford, Saturday 12 February 2000, 15:00
Wimbledon, 0, 3, Everton, Sunday 6 February 2000, 16:00
Aston Villa, 4, 0, Watford, Saturday 5 February 2000, 15:00
Bradford, 2, 1, Arsenal, Saturday 5 February 2000, 15:00
Derby, 3, 3, Sheffield Wed, Saturday 5 February 2000, 15:00
Leicester, 2, 1, Middlesbrough, Saturday 5 February 2000, 15:00
Liverpool, 3, 1, Leeds, Saturday 5 February 2000, 15:00
Man Utd, 3, 2, Coventry, Saturday 5 February 2000, 15:00
Southampton, 2, 1, West Ham, Saturday 5 February 2000, 15:00
Sunderland, 2, 2, Newcastle, Saturday 5 February 2000, 15:00
Spurs, 0, 1, Chelsea, Saturday 5 February 2000, 15:00
Sheffield Wed, 0, 1, Man Utd, Wednesday 2 February 2000, 20:00
Man Utd, 1, 0, Middlesbrough, Saturday 29 January 2000, 15:00
Man Utd, 1, 1, Arsenal, Monday 24 January 2000, 20:00
Sunderland, 1, 2, Leeds, Sunday 23 January 2000, 16:00
Aston Villa, 0, 0, Chelsea, Saturday 22 January 2000, 15:00
Bradford, 3, 2, Watford, Saturday 22 January 2000, 15:00
Derby, 0, 0, Coventry, Saturday 22 January 2000, 15:00
Leicester, 1, 3, West Ham, Saturday 22 January 2000, 15:00
Liverpool, 0, 0, Middlesbrough, Saturday 22 January 2000, 15:00
Southampton, 2, 0, Everton, Saturday 22 January 2000, 15:00
Spurs, 0, 1, Sheffield Wed, Saturday 22 January 2000, 15:00
Wimbledon, 2, 0, Newcastle, Saturday 22 January 2000, 15:00
Newcastle, 5, 0, Southampton, Sunday 16 January 2000, 16:00
Arsenal, 4, 1, Sunderland, Saturday 15 January 2000, 15:00
Chelsea, 1, 1, Leicester, Saturday 15 January 2000, 15:00
Coventry, 2, 0, Wimbledon, Saturday 15 January 2000, 15:00
Everton, 2, 2, Spurs, Saturday 15 January 2000, 15:00
Middlesbrough, 1, 4, Derby, Saturday 15 January 2000, 15:00
Sheffield Wed, 2, 0, Bradford, Saturday 15 January 2000, 15:00
Watford, 2, 3, Liverpool, Saturday 15 January 2000, 15:00
West Ham, 1, 1, Aston Villa, Saturday 15 January 2000, 15:00
Chelsea, 1, 0, Spurs, Wednesday 12 January 2000, 19:45
Bradford, 1, 1, Chelsea, Saturday 8 January 2000, 15:00
Coventry, 2, 2, Chelsea, Tuesday 4 January 2000, 20:00
Everton, 2, 2, Leicester, Monday 3 January 2000, 17:30
Derby, 2, 0, Watford, Monday 3 January 2000, 15:00
Leeds, 1, 2, Aston Villa, Monday 3 January 2000, 15:00
Newcastle, 2, 2, West Ham, Monday 3 January 2000, 15:00
Sheffield Wed, 1, 1, Arsenal, Monday 3 January 2000, 15:00
Southampton, 1, 0, Bradford, Monday 3 January 2000, 15:00
Spurs, 1, 0, Liverpool, Monday 3 January 2000, 15:00
Wimbledon, 1, 0, Sunderland, Monday 3 January 2000, 15:00
Chelsea, 3, 0, Sheffield Wed, Wednesday 29 December 1999, 20:00
Aston Villa, 1, 1, Spurs, Wednesday 29 December 1999, 19:45
Sunderland, 2, 2, Man Utd, Tuesday 28 December 1999, 20:00
Arsenal, 2, 0, Leeds, Tuesday 28 December 1999, 15:00
Bradford, 0, 0, Everton, Tuesday 28 December 1999, 15:00
Leicester, 1, 2, Newcastle, Tuesday 28 December 1999, 15:00
Liverpool, 3, 1, Wimbledon, Tuesday 28 December 1999, 15:00
Watford, 3, 2, Southampton, Tuesday 28 December 1999, 15:00
West Ham, 1, 1, Derby, Tuesday 28 December 1999, 15:00
Coventry, 3, 2, Arsenal, Sunday 26 December 1999, 17:30
Derby, 0, 2, Aston Villa, Sunday 26 December 1999, 15:00
Everton, 5, 0, Sunderland, Sunday 26 December 1999, 15:00
Leeds, 2, 1, Leicester, Sunday 26 December 1999, 15:00
Man Utd, 4, 0, Bradford, Sunday 26 December 1999, 15:00
Newcastle, 2, 2, Liverpool, Sunday 26 December 1999, 15:00
Sheffield Wed, 1, 0, Middlesbrough, Sunday 26 December 1999, 15:00
Southampton, 1, 2, Chelsea, Sunday 26 December 1999, 12:00
Spurs, 4, 0, Watford, Sunday 26 December 1999, 12:00
Wimbledon, 2, 2, West Ham, Sunday 26 December 1999, 12:00
Chelsea, 0, 2, Leeds, Sunday 19 December 1999, 16:00
Arsenal, 1, 1, Wimbledon, Saturday 18 December 1999, 15:00
Aston Villa, 2, 1, Sheffield Wed, Saturday 18 December 1999, 15:00
Bradford, 2, 0, Newcastle, Saturday 18 December 1999, 15:00
Leicester, 0, 1, Derby, Saturday 18 December 1999, 15:00
Liverpool, 2, 0, Coventry, Saturday 18 December 1999, 15:00
Middlesbrough, 2, 1, Spurs, Saturday 18 December 1999, 15:00
Sunderland, 2, 0, Southampton, Saturday 18 December 1999, 15:00
Watford, 1, 3, Everton, Saturday 18 December 1999, 15:00
West Ham, 2, 4, Man Utd, Saturday 18 December 1999, 15:00
Spurs, 0, 0, West Ham, Monday 6 December 1999, 20:00
Liverpool, 4, 1, Sheffield Wed, Sunday 5 December 1999, 16:00
Derby, 0, 1, Leeds, Sunday 5 December 1999, 15:00
Aston Villa, 0, 1, Newcastle, Saturday 4 December 1999, 15:00
Bradford, 1, 1, Middlesbrough, Saturday 4 December 1999, 15:00
Man Utd, 5, 1, Everton, Saturday 4 December 1999, 15:00
Southampton, 0, 0, Coventry, Saturday 4 December 1999, 15:00
Sunderland, 4, 1, Chelsea, Saturday 4 December 1999, 15:00
Wimbledon, 5, 0, Watford, Saturday 4 December 1999, 15:00
Leicester, 0, 3, Arsenal, Saturday 4 December 1999, 11:30
Arsenal, 2, 1, Derby, Sunday 28 November 1999, 16:00
Chelsea, 1, 0, Bradford, Sunday 28 November 1999, 16:00
Leeds, 1, 0, Southampton, Sunday 28 November 1999, 15:00
Newcastle, 2, 1, Spurs, Sunday 28 November 1999, 15:00
Coventry, 0, 1, Leicester, Saturday 27 November 1999, 15:00
Everton, 0, 0, Aston Villa, Saturday 27 November 1999, 15:00
Middlesbrough, 0, 0, Wimbledon, Saturday 27 November 1999, 15:00
Watford, 2, 3, Sunderland, Saturday 27 November 1999, 15:00
West Ham, 1, 0, Liverpool, Saturday 27 November 1999, 15:00
Coventry, 2, 1, Aston Villa, Monday 22 November 1999, 20:00
West Ham, 4, 3, Sheffield Wed, Sunday 21 November 1999, 16:00
Arsenal, 5, 1, Middlesbrough, Saturday 20 November 1999, 15:00
Derby, 1, 2, Man Utd, Saturday 20 November 1999, 15:00
Everton, 1, 1, Chelsea, Saturday 20 November 1999, 15:00
Leeds, 2, 1, Bradford, Saturday 20 November 1999, 15:00
Leicester, 2, 1, Wimbledon, Saturday 20 November 1999, 15:00
Southampton, 0, 1, Spurs, Saturday 20 November 1999, 15:00
Sunderland, 0, 2, Liverpool, Saturday 20 November 1999, 15:00
Watford, 1, 1, Newcastle, Saturday 20 November 1999, 15:00
Chelsea, 0, 0, West Ham, Sunday 7 November 1999, 16:00
Spurs, 2, 1, Arsenal, Sunday 7 November 1999, 16:00
Wimbledon, 2, 0, Leeds, Sunday 7 November 1999, 16:00
Newcastle, 1, 1, Everton, Sunday 7 November 1999, 15:00
Aston Villa, 0, 1, Southampton, Saturday 6 November 1999, 15:00
Bradford, 1, 1, Coventry, Saturday 6 November 1999, 15:00
Liverpool, 2, 0, Derby, Saturday 6 November 1999, 15:00
Man Utd, 2, 0, Leicester, Saturday 6 November 1999, 15:00
Middlesbrough, 1, 1, Sunderland, Saturday 6 November 1999, 15:00
Sheffield Wed, 2, 2, Watford, Saturday 6 November 1999, 15:00
Liverpool, 3, 1, Bradford, Monday 1 November 1999, 20:00
Coventry, 4, 0, Watford, Sunday 31 October 1999, 16:00
Sunderland, 2, 1, Spurs, Sunday 31 October 1999, 15:00
Arsenal, 0, 0, Newcastle, Saturday 30 October 1999, 15:00
Derby, 3, 1, Chelsea, Saturday 30 October 1999, 15:00
Leeds, 1, 0, West Ham, Saturday 30 October 1999, 15:00
Leicester, 3, 0, Sheffield Wed, Saturday 30 October 1999, 15:00
Man Utd, 3, 0, Aston Villa, Saturday 30 October 1999, 15:00
Middlesbrough, 2, 1, Everton, Saturday 30 October 1999, 15:00
Wimbledon, 1, 1, Southampton, Saturday 30 October 1999, 15:00
Liverpool, 1, 0, West Ham, Wednesday 27 October 1999, 19:45
Newcastle, 2, 0, Derby, Monday 25 October 1999, 20:00
Watford, 1, 3, Middlesbrough, Sunday 24 October 1999, 16:00
Everton, 4, 4, Leeds, Sunday 24 October 1999, 15:00
West Ham, 1, 1, Sunderland, Sunday 24 October 1999, 15:00
Aston Villa, 1, 1, Wimbledon, Saturday 23 October 1999, 15:00
Bradford, 3, 1, Leicester, Saturday 23 October 1999, 15:00
Chelsea, 2, 3, Arsenal, Saturday 23 October 1999, 15:00
Sheffield Wed, 0, 0, Coventry, Saturday 23 October 1999, 15:00
Southampton, 1, 1, Liverpool, Saturday 23 October 1999, 15:00
Spurs, 3, 1, Man Utd, Saturday 23 October 1999, 15:00
Sunderland, 2, 1, Aston Villa, Monday 18 October 1999, 20:00
Middlesbrough, 2, 0, West Ham, Sunday 17 October 1999, 16:00
Arsenal, 4, 1, Everton, Saturday 16 October 1999, 15:00
Coventry, 4, 1, Newcastle, Saturday 16 October 1999, 15:00
Derby, 0, 1, Spurs, Saturday 16 October 1999, 15:00
Leeds, 2, 0, Sheffield Wed, Saturday 16 October 1999, 15:00
Leicester, 2, 1, Southampton, Saturday 16 October 1999, 15:00
Liverpool, 1, 0, Chelsea, Saturday 16 October 1999, 15:00
Man Utd, 4, 1, Watford, Saturday 16 October 1999, 15:00
Wimbledon, 3, 2, Bradford, Saturday 16 October 1999, 15:00
Southampton, 3, 3, Derby, Monday 4 October 1999, 20:00
Chelsea, 5, 0, Man Utd, Sunday 3 October 1999, 16:00
Spurs, 2, 3, Leicester, Sunday 3 October 1999, 16:00
West Ham, 2, 1, Arsenal, Sunday 3 October 1999, 16:00
Newcastle, 2, 1, Middlesbrough, Sunday 3 October 1999, 15:00
Watford, 1, 2, Leeds, Sunday 3 October 1999, 15:00
Aston Villa, 0, 0, Liverpool, Saturday 2 October 1999, 15:00
Bradford, 0, 4, Sunderland, Saturday 2 October 1999, 15:00
Everton, 1, 1, Coventry, Saturday 2 October 1999, 15:00
Sheffield Wed, 5, 1, Wimbledon, Saturday 2 October 1999, 15:00
Liverpool, 0, 1, Everton, Monday 27 September 1999, 20:00
Wimbledon, 1, 1, Spurs, Sunday 26 September 1999, 16:00
Arsenal, 1, 0, Watford, Saturday 25 September 1999, 15:00
Coventry, 1, 0, West Ham, Saturday 25 September 1999, 15:00
Derby, 0, 1, Bradford, Saturday 25 September 1999, 15:00
Leeds, 3, 2, Newcastle, Saturday 25 September 1999, 15:00
Leicester, 3, 1, Aston Villa, Saturday 25 September 1999, 15:00
Man Utd, 3, 3, Southampton, Saturday 25 September 1999, 15:00
Middlesbrough, 0, 1, Chelsea, Saturday 25 September 1999, 15:00
Sunderland, 1, 0, Sheffield Wed, Saturday 25 September 1999, 15:00
Leeds, 2, 0, Middlesbrough, Sunday 19 September 1999, 16:00
Everton, 1, 0, West Ham, Sunday 19 September 1999, 15:00
Newcastle, 8, 0, Sheffield Wed, Sunday 19 September 1999, 15:00
Spurs, 3, 2, Coventry, Sunday 19 September 1999, 15:00
Aston Villa, 1, 0, Bradford, Saturday 18 September 1999, 15:00
Derby, 0, 5, Sunderland, Saturday 18 September 1999, 15:00
Leicester, 2, 2, Liverpool, Saturday 18 September 1999, 15:00
Man Utd, 1, 1, Wimbledon, Saturday 18 September 1999, 15:00
Southampton, 0, 1, Arsenal, Saturday 18 September 1999, 15:00
Watford, 1, 0, Chelsea, Saturday 18 September 1999, 15:00
Bradford, 1, 1, Spurs, Sunday 12 September 1999, 16:00
Arsenal, 3, 1, Aston Villa, Saturday 11 September 1999, 15:00
Chelsea, 1, 0, Newcastle, Saturday 11 September 1999, 15:00
Coventry, 3, 4, Leeds, Saturday 11 September 1999, 15:00
Middlesbrough, 3, 2, Southampton, Saturday 11 September 1999, 15:00
Sheffield Wed, 0, 2, Everton, Saturday 11 September 1999, 15:00
Sunderland, 2, 0, Leicester, Saturday 11 September 1999, 15:00
West Ham, 1, 0, Watford, Saturday 11 September 1999, 15:00
Wimbledon, 2, 2, Derby, Saturday 11 September 1999, 15:00
Liverpool, 2, 3, Man Utd, Saturday 11 September 1999, 11:30
Leicester, 1, 0, Watford, Monday 30 August 1999, 20:00
Man Utd, 5, 1, Newcastle, Monday 30 August 1999, 13:00
Sunderland, 1, 1, Coventry, Sunday 29 August 1999, 16:00
Aston Villa, 1, 0, Middlesbrough, Saturday 28 August 1999, 15:00
Bradford, 0, 3, West Ham, Saturday 28 August 1999, 15:00
Derby, 1, 0, Everton, Saturday 28 August 1999, 15:00
Liverpool, 2, 0, Arsenal, Saturday 28 August 1999, 15:00
Southampton, 2, 0, Sheffield Wed, Saturday 28 August 1999, 15:00
Spurs, 1, 2, Leeds, Saturday 28 August 1999, 15:00
Wimbledon, 0, 1, Chelsea, Saturday 28 August 1999, 15:00
Everton, 4, 0, Wimbledon, Wednesday 25 August 1999, 20:00
Arsenal, 2, 0, Bradford, Wednesday 25 August 1999, 19:45
Coventry, 1, 2, Man Utd, Wednesday 25 August 1999, 19:45
Newcastle, 1, 2, Sunderland, Wednesday 25 August 1999, 19:45
Sheffield Wed, 0, 2, Derby, Wednesday 25 August 1999, 19:45
Middlesbrough, 0, 3, Leicester, Tuesday 24 August 1999, 19:45
Watford, 0, 1, Aston Villa, Tuesday 24 August 1999, 19:45
Leeds, 1, 2, Liverpool, Monday 23 August 1999, 20:00
Arsenal, 1, 2, Man Utd, Sunday 22 August 1999, 16:00
Chelsea, 1, 0, Aston Villa, Saturday 21 August 1999, 15:00
Coventry, 2, 0, Derby, Saturday 21 August 1999, 15:00
Everton, 4, 1, Southampton, Saturday 21 August 1999, 15:00
Leeds, 2, 1, Sunderland, Saturday 21 August 1999, 15:00
Middlesbrough, 1, 0, Liverpool, Saturday 21 August 1999, 15:00
Newcastle, 3, 3, Wimbledon, Saturday 21 August 1999, 15:00
Sheffield Wed, 1, 2, Spurs, Saturday 21 August 1999, 15:00
Watford, 1, 0, Bradford, Saturday 21 August 1999, 15:00
West Ham, 2, 1, Leicester, Saturday 21 August 1999, 15:00
Aston Villa, 2, 2, West Ham, Monday 16 August 1999, 20:00
Southampton, 4, 2, Newcastle, Sunday 15 August 1999, 16:00
Bradford, 1, 1, Sheffield Wed, Saturday 14 August 1999, 15:00
Derby, 1, 3, Middlesbrough, Saturday 14 August 1999, 15:00
Leicester, 2, 2, Chelsea, Saturday 14 August 1999, 15:00
Liverpool, 0, 1, Watford, Saturday 14 August 1999, 15:00
Sunderland, 0, 0, Arsenal, Saturday 14 August 1999, 15:00
Spurs, 3, 2, Everton, Saturday 14 August 1999, 15:00
Wimbledon, 1, 1, Coventry, Saturday 14 August 1999, 15:00
Man Utd, 2, 0, Leeds, Saturday 14 August 1999, 12:00
Man Utd, 4, 0, Sheffield Wed, Wednesday 11 August 1999, 20:00
Aston Villa, 3, 0, Everton, Wednesday 11 August 1999, 19:45
Leicester, 1, 0, Coventry, Wednesday 11 August 1999, 19:45
Southampton, 0, 3, Leeds, Wednesday 11 August 1999, 19:45
Derby, 1, 2, Arsenal, Tuesday 10 August 1999, 20:00
Sunderland, 2, 0, Watford, Tuesday 10 August 1999, 19:45
Wimbledon, 2, 3, Middlesbrough, Tuesday 10 August 1999, 19:45
Spurs, 3, 1, Newcastle, Monday 9 August 1999, 20:00
Everton, 1, 1, Man Utd, Sunday 8 August 1999, 16:00
Arsenal, 2, 1, Leicester, Saturday 7 August 1999, 15:00
Chelsea, 4, 0, Sunderland, Saturday 7 August 1999, 15:00
Coventry, 0, 1, Southampton, Saturday 7 August 1999, 15:00
Leeds, 0, 0, Derby, Saturday 7 August 1999, 15:00
Middlesbrough, 0, 1, Bradford, Saturday 7 August 1999, 15:00
Newcastle, 0, 1, Aston Villa, Saturday 7 August 1999, 15:00
Sheffield Wed, 1, 2, Liverpool, Saturday 7 August 1999, 15:00
Watford, 2, 3, Wimbledon, Saturday 7 August 1999, 15:00
West Ham, 1, 0, Spurs, Saturday 7 August 1999, 15:00
