home, homescore, awayscore, away, date, group
AC Ajaccio, 0, 0, Strasbourg, "Saturday, May 24, 2003", "Francois-Coty  (7,200)"
AJ Auxerre, 2, 0, Paris Saint-Germain , "Saturday, May 24, 2003", "Abbe-Deschamps "
AS Monaco, 6, 0, Troyes, "Saturday, May 24, 2003", "Stade Louis II (5,000)"
Bordeaux, 2, 0, Lille, "Saturday, May 24, 2003", "Parc Lescure (28,695)"
Le Havre AC, 2, 1, Nice, "Saturday, May 24, 2003", "Jules-Dechasseaux (14,000)"
Lens, 2, 0, Bastia, "Saturday, May 24, 2003", "Felix-Bollaert  (35,000)"
Lyon, 1, 4, Guingamp, "Saturday, May 24, 2003", "Municipal De Gerland (36,000)"
Nantes, 1, 0, Marseille, "Saturday, May 24, 2003", "La Beaujoire (36,411)"
Sochaux, 2, 1, Sedan, "Saturday, May 24, 2003", "Auguste-Bonal (19,078)"
Stade Rennes, 3, 1, Montpellier, "Saturday, May 24, 2003", "Route de Lorient  (18,237)"
Bastia, 2, 2, Sochaux, "Tuesday, May 20, 2003", "Armand-Cesari-Furiani Stadium (4,500)"
Guingamp, 3, 1, AS Monaco, "Tuesday, May 20, 2003", "Du Roudourou (18,001)"
Le Havre AC, 1, 3, Lens, "Tuesday, May 20, 2003", "Jules-Dechasseaux (13,583)"
Lille, 2, 0, AC Ajaccio, "Tuesday, May 20, 2003", "Grimonprez-Jooris (16,729)"
Marseille, 4, 2, Sedan, "Tuesday, May 20, 2003", "Velodrome (55,000)"
Montpellier, 1, 1, Lyon, "Tuesday, May 20, 2003", "La Mosson (19,764)"
Nice, 1, 1, Bordeaux, "Tuesday, May 20, 2003", "Municipal du Ray (17,000)"
Paris Saint-Germain , 0, 0, Stade Rennes, "Tuesday, May 20, 2003", "Parc de Princes (37,052)"
Strasbourg, 1, 2, AJ Auxerre, "Tuesday, May 20, 2003", "La Meinau (14,932)"
Troyes, 2, 0, Nantes, "Tuesday, May 20, 2003", "Stade l'Aube (11,000)"
Lyon, 1, 0, Paris Saint-Germain , "Sunday, May 11, 2003", "Municipal De Gerland (27,723)"
AS Monaco, 3, 1, Montpellier, "Saturday, May 10, 2003", "Stade Louis II (6,000)"
AC Ajaccio, 2, 0, Nice, "Saturday, May 10, 2003", "Francois-Coty  "
AJ Auxerre, 0, 0, Lille, "Saturday, May 10, 2003", "Abbe-Deschamps (8,000)"
Bordeaux, 2, 0, Le Havre AC, "Saturday, May 10, 2003", "Parc Lescure (26,824)"
Lens, 1, 0, Troyes, "Saturday, May 10, 2003", "Felix-Bollaert  (36,700)"
Nantes, 0, 4, Guingamp, "Saturday, May 10, 2003", "La Beaujoire (36,500)"
