home, homescore, awayscore, away, date, group
VfL Bochum, 1, 0, Energie Cottbus, "Sunday, April 1, 2001",  
Kaiserslautern, 1, 4, Borussia Dortmund, "Sunday, April 1, 2001",  
VfB Stuttgart, 0, 3, FC Cologne, "Saturday, March 31, 2001",  
Bayern Munich, 2, 3, Werder Bremen, "Saturday, March 31, 2001",  
Hamburg SV, 1, 1, SpVgg Unterhaching, "Saturday, March 31, 2001",  
Hertha Berlin, 3, 0, TSV 1860 Munich, "Saturday, March 31, 2001",  
SC Freiburg, 5, 2, Eintracht Frankfurt, "Saturday, March 31, 2001",  
Bayer Leverkusen, 0, 3, Schalke 04, "Saturday, March 31, 2001",  
VfL Wolfsburg, 2, 1, Hansa Rostock, "Friday, March 30, 2001",  
SpVgg Unterhaching, 0, 0, VfB Stuttgart, "Sunday, March 18, 2001", Stadion am Sportpark 
Werder Bremen, 1, 2, Kaiserslautern, "Sunday, March 18, 2001", Weserstadion 
Borussia Dortmund, 1, 3, Bayer Leverkusen, "Saturday, March 17, 2001",  
Eintracht Frankfurt, 1, 1, Hamburg SV, "Saturday, March 17, 2001",  
Energie Cottbus, 3, 0, Hertha Berlin, "Saturday, March 17, 2001",  
Hansa Rostock, 2, 0, VfL Bochum, "Saturday, March 17, 2001",  
Schalke 04, 0, 0, SC Freiburg, "Saturday, March 17, 2001",  
TSV 1860 Munich, 0, 2, Bayern Munich, "Saturday, March 17, 2001", Olympic Stadium 
FC Cologne, 0, 0, VfL Wolfsburg, "Friday, March 16, 2001", Mungersdorfer Stadium 
Hamburg SV, 2, 2, VfB Stuttgart, "Sunday, March 11, 2001", Volksparkstadion 
Kaiserslautern, 3, 2, TSV 1860 Munich, "Sunday, March 11, 2001", Fritz-Walter Stadium 
Bayern Munich, 2, 0, Energie Cottbus, "Saturday, March 10, 2001",  
Eintracht Frankfurt, 0, 0, Schalke 04, "Saturday, March 10, 2001", Waldstadion 
Hertha Berlin, 1, 0, Hansa Rostock, "Saturday, March 10, 2001",  
SC Freiburg, 2, 2, Borussia Dortmund, "Saturday, March 10, 2001",  
VfL Wolfsburg, 6, 1, SpVgg Unterhaching, "Saturday, March 10, 2001",  
VfL Bochum, 2, 3, FC Cologne, "Saturday, March 10, 2001",  
Bayer Leverkusen, 3, 0, Werder Bremen, "Friday, March 9, 2001",  
Hertha Berlin, 2, 1, SpVgg Unterhaching, "Wednesday, March 7, 2001",  
Schalke 04, 0, 1, Hamburg SV, "Sunday, March 4, 2001",  
TSV 1860 Munich, 1, 0, Bayer Leverkusen, "Sunday, March 4, 2001",  
FC Cologne, 1, 0, Hertha Berlin, "Saturday, March 3, 2001",  
SpVgg Unterhaching, 2, 1, VfL Bochum, "Saturday, March 3, 2001",  
Energie Cottbus, 0, 2, Kaiserslautern, "Saturday, March 3, 2001",  
Hansa Rostock, 3, 2, Bayern Munich, "Saturday, March 3, 2001",  
VfB Stuttgart, 2, 1, VfL Wolfsburg, "Saturday, March 3, 2001",  
Werder Bremen, 3, 1, SC Freiburg, "Saturday, March 3, 2001",  
Borussia Dortmund, 6, 1, Eintracht Frankfurt, "Friday, March 2, 2001",  
VfL Bochum, 0, 0, VfB Stuttgart, "Sunday, February 25, 2001",  
Kaiserslautern, 0, 1, Hansa Rostock, "Sunday, February 25, 2001",  
Bayern Munich, 1, 1, FC Cologne, "Saturday, February 24, 2001",  
Hamburg SV, 3, 2, VfL Wolfsburg, "Saturday, February 24, 2001",  
SC Freiburg, 0, 3, TSV 1860 Munich, "Saturday, February 24, 2001",  
