home,homescore,awayscore,away,date,location
Heart of Midlothian,3,3,Motherwell,"Saturday, April 23, 2011","Tynecastle Stadium (13,039)"
Kilmarnock,0,4,Celtic,"Wednesday, April 20, 2011","Rugby Park (9,117)"
Dundee United,0,4,Rangers,"Tuesday, April 19, 2011","Tannadice Park (11,626)"
Hibernian,1,2,Hamilton Academical ,"Sunday, April 17, 2011","Easter Road Stadium (8,173)"
Inverness Caledonian Thistle,1,1,Heart of Midlothian,"Saturday, April 16, 2011","Caledonian Stadium (4,336)"
Rangers,2,1,St Mirren,"Saturday, April 16, 2011","Ibrox Stadium (46,392)"
Aberdeen,0,1,Rangers,"Wednesday, April 13, 2011","Pittodrie Stadium (11,925)"
St Johnstone,0,1,Celtic,"Tuesday, April 12, 2011","McDiarmid Park (6,338)"
Hamilton Academical ,0,1,Rangers,"Sunday, April 10, 2011","New Douglas Park (4,526)"
Aberdeen,0,1,Hibernian,"Saturday, April 9, 2011","Pittodrie Stadium (7,400)"
Celtic,1,0,St Mirren,"Saturday, April 9, 2011","Celtic Park (50,318)"
Dundee United,2,0,St Johnstone,"Saturday, April 9, 2011","Tannadice Park (6,398)"
Heart of Midlothian,0,0,Motherwell,"Saturday, April 9, 2011","Tynecastle Stadium (13,800)"
Kilmarnock,1,1,Inverness Caledonian Thistle,"Saturday, April 9, 2011","Rugby Park (4,518)"
Celtic,3,1,Hibernian,"Wednesday, April 6, 2011","Celtic Park (47,809)"
Motherwell,2,1,Dundee United,"Wednesday, April 6, 2011","Fir Park Stadium (3,435)"
St Mirren,3,2,Aberdeen,"Wednesday, April 6, 2011","St Mirren Park (3,489)"
St Johnstone,0,2,Rangers,"Tuesday, April 5, 2011","McDiarmid Park (5,820)"
Hibernian,2,2,Heart of Midlothian,"Sunday, April 3, 2011","Easter Road Stadium (17,793)"
Motherwell,2,1,Aberdeen,"Saturday, April 2, 2011","Fir Park Stadium (4,458)"
Rangers,2,3,Dundee United,"Saturday, April 2, 2011","Ibrox Stadium (46,697)"
St Johnstone,0,0,Kilmarnock,"Saturday, April 2, 2011","McDiarmid Park (3,083)"
St Mirren,3,1,Hamilton Academical ,"Saturday, April 2, 2011","St Mirren Park (4,985)"
Kilmarnock,3,1,Motherwell,"Saturday, March 19, 2011","Rugby Park (4,259)"
Dundee United,1,0,Inverness Caledonian Thistle,"Saturday, March 19, 2011","Tannadice Park (6,548)"
Hamilton Academical ,0,0,St Johnstone,"Saturday, March 19, 2011","New Douglas Park (2,111)"
Heart of Midlothian,3,2,St Mirren,"Saturday, March 19, 2011","Tynecastle Stadium (12,763)"
Dundee United,2,0,Heart of Midlothian,"Wednesday, March 16, 2011","Tannadice Park (6,718)"
Rangers,2,1,Kilmarnock,"Sunday, March 13, 2011","Ibrox Stadium (42,417)"
Dundee United,2,1,Hamilton Academical ,"Thursday, March 10, 2011","Tannadice Park (5,766)"
Dundee United,3,1,Aberdeen,"Monday, March 7, 2011","Tannadice Park (7,416)"
St Mirren,0,1,Rangers,"Sunday, March 6, 2011","St Mirren Park (5,405)"
Celtic,2,0,Hamilton Academical ,"Saturday, March 5, 2011","Celtic Park (51,811)"
Heart of Midlothian,0,2,Kilmarnock,"Saturday, March 5, 2011","Tynecastle Stadium (13,836)"
Inverness Caledonian Thistle,3,0,Motherwell,"Saturday, March 5, 2011","Caledonian Stadium (3,563)"
St Johnstone,1,1,Hibernian,"Saturday, March 5, 2011","McDiarmid Park (4,446)"
St Johnstone,0,0,Aberdeen,"Wednesday, March 2, 2011","McDiarmid Park (2,909)"
Hamilton Academical ,1,2,Hibernian,"Tuesday, March 1, 2011","New Douglas Park (2,619)"
Inverness Caledonian Thistle,0,2,Dundee United,"Tuesday, March 1, 2011","Caledonian Stadium (3,392)"
Motherwell,2,0,Celtic,"Sunday, February 27, 2011","Fir Park Stadium (9,716)"
Rangers,4,0,St Johnstone,"Sunday, February 27, 2011","Ibrox Stadium (43,125)"
Aberdeen,0,0,Heart of Midlothian,"Saturday, February 26, 2011","Pittodrie Stadium (9,100)"
Hamilton Academical ,1,1,Dundee United,"Saturday, February 26, 2011","New Douglas Park (2,011)"
Hibernian,2,0,Inverness Caledonian Thistle,"Saturday, February 26, 2011","Easter Road Stadium (13,841)"
Kilmarnock,2,0,St Mirren,"Saturday, February 26, 2011","Rugby Park (5,243)"
Motherwell,0,1,St Mirren,"Wednesday, February 23, 2011","Fir Park Stadium (3,613)"
Aberdeen,1,0,Hamilton Academical ,"Tuesday, February 22, 2011","Pittodrie Stadium (7,019)"
St Johnstone,0,0,Dundee United,"Tuesday, February 22, 2011","McDiarmid Park (3,507)"
Celtic,3,0,Rangers,"Sunday, February 20, 2011","Celtic Park (58,748)"
St Mirren,0,1,Hibernian,"Sunday, February 20, 2011","St Mirren Park (3,505)"
Aberdeen,5,0,Kilmarnock,"Saturday, February 19, 2011","Pittodrie Stadium (7,371)"
Heart of Midlothian,2,1,Dundee United,"Saturday, February 19, 2011","Tynecastle Stadium (15,473)"
Inverness Caledonian Thistle,2,0,St Johnstone,"Saturday, February 19, 2011","Caledonian Stadium (3,942)"
Motherwell,1,0,Hamilton Academical ,"Saturday, February 19, 2011","Fir Park Stadium (4,407)"
Aberdeen,1,2,Motherwell,"Tuesday, February 15, 2011","Pittodrie Stadium (6,882)"
Dundee United,1,3,Celtic,"Sunday, February 13, 2011","Tannadice Park (11,414)"
Hamilton Academical ,0,2,Heart of Midlothian,"Saturday, February 12, 2011","New Douglas Park (2,876)"
Hibernian,2,1,Kilmarnock,"Saturday, February 12, 2011","Easter Road Stadium (11,082)"
Rangers,6,0,Motherwell,"Saturday, February 12, 2011","Ibrox Stadium (43,789)"
St Mirren,3,3,Inverness Caledonian Thistle,"Saturday, February 12, 2011","St Mirren Park (3,203)"
Hibernian,2,0,St Mirren,"Wednesday, February 2, 2011","Easter Road Stadium (9,436)"
Motherwell,0,1,Kilmarnock,"Wednesday, February 2, 2011","Fir Park Stadium (3,640)"
Rangers,1,0,Heart of Midlothian,"Wednesday, February 2, 2011","Ibrox Stadium (44,823)"
Aberdeen,0,3,Celtic,"Tuesday, February 1, 2011","Pittodrie Stadium (12,901)"
St Johnstone,2,0,Hamilton Academical ,"Tuesday, February 1, 2011","McDiarmid Park (2,631)"
Dundee United,3,0,Hibernian,"Sunday, January 30, 2011","Tannadice Park (6,215)"
Hamilton Academical ,1,1,Kilmarnock,"Saturday, January 29, 2011","New Douglas Park (2,680)"
Heart of Midlothian,1,0,St Johnstone,"Saturday, January 29, 2011","Tynecastle Stadium (13,430)"
Celtic,4,0,Heart of Midlothian,"Wednesday, January 26, 2011","Celtic Park (49,460)"
Hibernian,0,2,Rangers,"Wednesday, January 26, 2011","Easter Road Stadium (11,696)"
Inverness Caledonian Thistle,0,2,Aberdeen,"Wednesday, January 26, 2011","Caledonian Stadium (4,468)"
St Johnstone,1,0,Motherwell,"Wednesday, January 26, 2011","McDiarmid Park (2,268)"
St Mirren,1,1,Dundee United,"Wednesday, January 26, 2011","St Mirren Park (3,095)"
Heart of Midlothian,1,0,Rangers,"Saturday, January 22, 2011","Tynecastle Stadium (16,737)"
Celtic,1,0,Aberdeen,"Saturday, January 22, 2011","Celtic Park (48,717)"
Inverness Caledonian Thistle,1,1,Hamilton Academical ,"Saturday, January 22, 2011","Caledonian Stadium (3,241)"
Kilmarnock,1,1,Dundee United,"Saturday, January 22, 2011","Rugby Park (5,120)"
Motherwell,2,0,Hibernian,"Saturday, January 22, 2011","Fir Park Stadium (4,202)"
St Johnstone,0,0,St Mirren,"Saturday, January 22, 2011","McDiarmid Park (3,009)"
Kilmarnock,1,2,Heart of Midlothian,"Tuesday, January 18, 2011","Rugby Park (4,996)"
Rangers,1,0,Inverness Caledonian Thistle,"Tuesday, January 18, 2011","Ibrox Stadium (41,623)"
Hibernian,0,3,Celtic,"Saturday, January 15, 2011","Easter Road Stadium (13,649)"
Aberdeen,2,0,St Mirren,"Saturday, January 15, 2011","Pittodrie Stadium (9,740)"
Kilmarnock,1,1,St Johnstone,"Saturday, January 15, 2011","Rugby Park (4,885)"
Motherwell,0,0,Inverness Caledonian Thistle,"Saturday, January 15, 2011","Fir Park Stadium (3,728)"
Rangers,4,0,Hamilton Academical ,"Saturday, January 15, 2011","Ibrox Stadium (44,639)"
Dundee United,2,0,Motherwell,"Wednesday, January 12, 2011","Tannadice Park (4,918)"
Hamilton Academical ,1,1,Celtic,"Wednesday, January 12, 2011","New Douglas Park (5,163)"
St Mirren,0,2,Kilmarnock,"Monday, January 3, 2011","St Mirren Park (6,118)"
Rangers,0,2,Celtic,"Sunday, January 2, 2011","Ibrox Stadium (50,222)"
St Johnstone,1,0,Inverness Caledonian Thistle,"Sunday, January 2, 2011","McDiarmid Park (3,126)"
Heart of Midlothian,1,0,Hibernian,"Saturday, January 1, 2011","Tynecastle Stadium (17,156)"
Aberdeen,1,1,Dundee United,"Saturday, January 1, 2011","Pittodrie Stadium (12,487)"
Hamilton Academical ,0,0,Motherwell,"Saturday, January 1, 2011","New Douglas Park (3,171)"
Hamilton Academical ,0,1,Aberdeen,"Wednesday, December 29, 2010","New Douglas Park (2,968)"
Hibernian,2,2,Dundee United,"Wednesday, December 29, 2010","Easter Road Stadium (10,252)"
Celtic,1,0,Motherwell,"Wednesday, December 29, 2010","Celtic Park (40,750)"
Inverness Caledonian Thistle,1,3,Kilmarnock,"Wednesday, December 29, 2010","Caledonian Stadium (3,735)"
St Mirren,0,2,Heart of Midlothian,"Wednesday, December 29, 2010","St Mirren Park (4,599)"
Celtic,2,0,St Johnstone,"Sunday, December 26, 2010","Celtic Park (41,522)"
Hibernian,1,2,Aberdeen,"Sunday, December 26, 2010","Easter Road Stadium (10,115)"
Inverness Caledonian Thistle,1,2,St Mirren,"Sunday, December 26, 2010","Caledonian Stadium (3,819)"
Motherwell,1,4,Rangers,"Sunday, December 26, 2010","Fir Park Stadium (9,371)"
Celtic,1,1,Kilmarnock,"Tuesday, December 21, 2010","Celtic Park (44,522)"
Heart of Midlothian,1,1,Inverness Caledonian Thistle,"Saturday, December 18, 2010","Tynecastle Stadium (12,994)"
Kilmarnock,2,1,Hibernian,"Saturday, December 18, 2010","Rugby Park (4,216)"
Motherwell,1,2,Heart of Midlothian,"Tuesday, December 14, 2010","Fir Park Stadium (3,324)"
Inverness Caledonian Thistle,1,1,Rangers,"Saturday, December 11, 2010","Caledonian Stadium (6,799)"
Heart of Midlothian,5,0,Aberdeen,"Saturday, December 11, 2010","Tynecastle Stadium (13,434)"
St Mirren,1,2,St Johnstone,"Saturday, December 11, 2010","St Mirren Park (2,701)"
Celtic,2,2,Inverness Caledonian Thistle,"Saturday, November 27, 2010","Celtic Park (46,096)"
Hamilton Academical ,0,0,St Mirren,"Saturday, November 27, 2010","New Douglas Park (2,280)"
Hibernian,0,0,St Johnstone,"Saturday, November 27, 2010","Easter Road Stadium (10,248)"
Kilmarnock,2,0,Aberdeen,"Saturday, November 27, 2010","Rugby Park (5,013)"
Kilmarnock,2,3,Rangers,"Saturday, November 20, 2010","Rugby Park (10,177)"
Heart of Midlothian,2,0,Hamilton Academical ,"Saturday, November 20, 2010","Tynecastle Stadium (12,620)"
Aberdeen,0,1,St Johnstone,"Saturday, November 20, 2010","Pittodrie Stadium (7,841)"
Celtic,1,1,Dundee United,"Saturday, November 20, 2010","Celtic Park (47,523)"
Inverness Caledonian Thistle,4,2,Hibernian,"Saturday, November 20, 2010","Caledonian Stadium (4,217)"
St Mirren,1,1,Motherwell,"Saturday, November 20, 2010","St Mirren Park (4,213)"
St Mirren,0,1,Celtic,"Sunday, November 14, 2010","St Mirren Park (6,073)"
Dundee United,1,1,Kilmarnock,"Saturday, November 13, 2010","Tannadice Park (6,597)"
Hamilton Academical ,1,3,Inverness Caledonian Thistle,"Saturday, November 13, 2010","New Douglas Park (2,019)"
Hibernian,2,1,Motherwell,"Saturday, November 13, 2010","Easter Road Stadium (11,178)"
Rangers,2,0,Aberdeen,"Saturday, November 13, 2010","Ibrox Stadium (44,919)"
St Johnstone,0,2,Heart of Midlothian,"Saturday, November 13, 2010","McDiarmid Park (4,156)"
Heart of Midlothian,2,0,Celtic,"Wednesday, November 10, 2010","Tynecastle Stadium (15,632)"
Dundee United,1,2,St Mirren,"Wednesday, November 10, 2010","Tannadice Park (5,548)"
Kilmarnock,3,0,Hamilton Academical ,"Wednesday, November 10, 2010","Rugby Park (4,214)"
Motherwell,4,0,St Johnstone,"Wednesday, November 10, 2010","Fir Park Stadium (3,361)"
Rangers,0,3,Hibernian,"Wednesday, November 10, 2010","Ibrox Stadium (41,514)"
Aberdeen,1,2,Inverness Caledonian Thistle,"Tuesday, November 9, 2010","Pittodrie Stadium (5,917)"
St Mirren,1,3,Rangers,"Sunday, November 7, 2010","St Mirren Park (5,674)"
Hibernian,0,2,Heart of Midlothian,"Sunday, November 7, 2010","Easter Road Stadium (17,767)"
Celtic,9,0,Aberdeen,"Saturday, November 6, 2010","Celtic Park (46,446)"
Hamilton Academical ,0,1,Dundee United,"Saturday, November 6, 2010","New Douglas Park (2,456)"
Inverness Caledonian Thistle,1,2,Motherwell,"Saturday, November 6, 2010","Caledonian Stadium (4,054)"
St Johnstone,0,3,Kilmarnock,"Saturday, November 6, 2010","McDiarmid Park (3,230)"
Heart of Midlothian,0,3,Kilmarnock,"Sunday, October 31, 2010","Tynecastle Stadium (13,056)"
St Johnstone,0,3,Celtic,"Saturday, October 30, 2010","McDiarmid Park (6,866)"
Dundee United,1,0,Hibernian,"Saturday, October 30, 2010","Tannadice Park (7,377)"
Motherwell,0,1,Hamilton Academical ,"Saturday, October 30, 2010","Fir Park Stadium (4,865)"
Rangers,1,1,Inverness Caledonian Thistle,"Saturday, October 30, 2010","Ibrox Stadium (43,697)"
St Mirren,2,1,Aberdeen,"Saturday, October 30, 2010","St Mirren Park (4,589)"
Celtic,1,3,Rangers,"Sunday, October 24, 2010","Celtic Park (58,874)"
Aberdeen,4,2,Hibernian,"Saturday, October 23, 2010","Pittodrie Stadium (7,587)"
Hamilton Academical ,1,2,St Johnstone,"Saturday, October 23, 2010","New Douglas Park (2,431)"
Heart of Midlothian,3,0,St Mirren,"Saturday, October 23, 2010","Tynecastle Stadium (12,009)"
Kilmarnock,1,2,Inverness Caledonian Thistle,"Saturday, October 23, 2010","Rugby Park (4,508)"
Motherwell,2,1,Dundee United,"Saturday, October 23, 2010","Fir Park Stadium (4,635)"
Dundee United,1,2,Celtic,"Sunday, October 17, 2010","Tannadice Park (11,790)"
Aberdeen,0,1,Heart of Midlothian,"Saturday, October 16, 2010","Pittodrie Stadium (8,999)"
Hibernian,2,1,Kilmarnock,"Saturday, October 16, 2010","Easter Road Stadium (11,256)"
Inverness Caledonian Thistle,1,1,St Johnstone,"Saturday, October 16, 2010","Caledonian Stadium (4,883)"
Rangers,4,1,Motherwell,"Saturday, October 16, 2010","Ibrox Stadium (44,609)"
St Mirren,2,2,Hamilton Academical ,"Saturday, October 16, 2010","St Mirren Park (3,577)"
Heart of Midlothian,1,2,Rangers,"Saturday, October 2, 2010","Tynecastle Stadium (15,637)"
Celtic,3,1,Hamilton Academical ,"Saturday, October 2, 2010","Celtic Park (47,446)"
Inverness Caledonian Thistle,2,0,Aberdeen,"Saturday, October 2, 2010","Caledonian Stadium (6,144)"
Kilmarnock,1,2,Dundee United,"Saturday, October 2, 2010","Rugby Park (4,833)"
Motherwell,3,1,St Mirren,"Saturday, October 2, 2010","Fir Park Stadium (4,384)"
St Johnstone,2,0,Hibernian,"Saturday, October 2, 2010","McDiarmid Park (3,819)"
Aberdeen,2,3,Rangers,"Sunday, September 26, 2010","Pittodrie Stadium (15,307)"
Celtic,2,1,Hibernian,"Saturday, September 25, 2010","Celtic Park (48,625)"
Dundee United,1,0,St Johnstone,"Saturday, September 25, 2010","Tannadice Park (7,397)"
Hamilton Academical ,2,2,Kilmarnock,"Saturday, September 25, 2010","New Douglas Park (3,033)"
Heart of Midlothian,0,2,Motherwell,"Saturday, September 25, 2010","Tynecastle Stadium (13,749)"
St Mirren,1,2,Inverness Caledonian Thistle,"Saturday, September 25, 2010","St Mirren Park (3,954)"
Kilmarnock,1,2,Celtic,"Sunday, September 19, 2010","Rugby Park (8,645)"
Inverness Caledonian Thistle,1,3,Heart of Midlothian,"Saturday, September 18, 2010","Caledonian Stadium (4,515)"
Hibernian,1,1,Hamilton Academical ,"Saturday, September 18, 2010","Easter Road Stadium (11,294)"
Motherwell,1,1,Aberdeen,"Saturday, September 18, 2010","Fir Park Stadium (5,251)"
Rangers,4,0,Dundee United,"Saturday, September 18, 2010","Ibrox Stadium (44,786)"
St Johnstone,2,1,St Mirren,"Saturday, September 18, 2010","McDiarmid Park (3,349)"
Hamilton Academical ,1,2,Rangers,"Saturday, September 11, 2010","New Douglas Park (5,356)"
Celtic,3,0,Heart of Midlothian,"Saturday, September 11, 2010","Celtic Park (49,023)"
Dundee United,3,1,Aberdeen,"Saturday, September 11, 2010","Tannadice Park (9,793)"
Hibernian,1,1,Inverness Caledonian Thistle,"Saturday, September 11, 2010","Easter Road Stadium (11,938)"
Kilmarnock,2,1,St Mirren,"Saturday, September 11, 2010","Rugby Park (6,064)"
St Johnstone,0,2,Motherwell,"Saturday, September 11, 2010","McDiarmid Park (3,254)"
Motherwell,0,1,Celtic,"Sunday, August 29, 2010","Fir Park Stadium (9,207)"
St Mirren,1,0,Hibernian,"Sunday, August 29, 2010","St Mirren Park (4,480)"
Heart of Midlothian,1,1,Dundee United,"Sunday, August 29, 2010","Tynecastle Stadium (12,898)"
Aberdeen,0,1,Kilmarnock,"Saturday, August 28, 2010","Pittodrie Stadium (11,287)"
Inverness Caledonian Thistle,0,1,Hamilton Academical ,"Saturday, August 28, 2010","Caledonian Stadium (3,851)"
Rangers,2,1,St Johnstone,"Saturday, August 28, 2010","Ibrox Stadium (46,109)"
Hibernian,0,3,Rangers,"Sunday, August 22, 2010","Easter Road Stadium (17,145)"
Celtic,4,0,St Mirren,"Sunday, August 22, 2010","Celtic Park (46,812)"
Dundee United,0,4,Inverness Caledonian Thistle,"Sunday, August 22, 2010","Tannadice Park (6,575)"
Kilmarnock,0,1,Motherwell,"Sunday, August 22, 2010","Rugby Park (5,399)"
Hamilton Academical ,0,4,Heart of Midlothian,"Saturday, August 21, 2010","New Douglas Park (2,899)"
St Johnstone,0,1,Aberdeen,"Saturday, August 21, 2010","McDiarmid Park (6,523)"
Motherwell,2,3,Hibernian,"Sunday, August 15, 2010","Fir Park Stadium (5,172)"
Inverness Caledonian Thistle,0,1,Celtic,"Saturday, August 14, 2010","Caledonian Stadium (7,547)"
Aberdeen,4,0,Hamilton Academical ,"Saturday, August 14, 2010","Pittodrie Stadium (12,005)"
Heart of Midlothian,1,1,St Johnstone,"Saturday, August 14, 2010","Tynecastle Stadium (14,562)"
Rangers,2,1,Kilmarnock,"Saturday, August 14, 2010","Ibrox Stadium (45,739)"
St Mirren,1,1,Dundee United,"Saturday, August 14, 2010","St Mirren Park (5,618)"
