home, homescore, awayscore, away, date, group
AC Milan, 3, 0, Lecce, "Sunday, May 5, 2002", "San Siro (70,000)"
Brescia, 3, 0, Bologna, "Sunday, May 5, 2002", "Mario Rigamonti (25,000)"
Chievo Verona, 2, 1, Atalanta, "Sunday, May 5, 2002", "Bentegodi (11,558)"
Lazio, 4, 2, Internazionale, "Sunday, May 5, 2002", "Stadio Olimpico (75,000)"
Parma, 2, 1, Venezia, "Sunday, May 5, 2002", "Ennio Tardini (15,000)"
Perugia, 2, 0, Fiorentina, "Sunday, May 5, 2002", "Renato Curi (10,000)"
Piacenza, 3, 0, Hellas Verona, "Sunday, May 5, 2002", "Leonardo Garilli (15,000)"
Torino, 0, 1, AS Roma, "Sunday, May 5, 2002", "Delle Alpi (25,000)"
Udinese, 0, 2, Juventus, "Sunday, May 5, 2002", "Friuli (33,000)"
AS Roma, 5, 0, Chievo Verona, "Sunday, April 28, 2002", "Olimpico (60,000)"
Atalanta, 2, 1, Perugia, "Sunday, April 28, 2002", "Atleti Azzurri d'Italia (13,000)"
Bologna, 2, 0, Lazio, "Sunday, April 28, 2002", "Renato Dall'Ara (35,000)"
Fiorentina, 1, 2, Parma, "Sunday, April 28, 2002", "Artemio Franchi (5,000)"
Hellas Verona, 1, 2, AC Milan, "Sunday, April 28, 2002", "Marcel'Antonio Bentegodi (20,000)"
Internazionale, 3, 1, Piacenza, "Sunday, April 28, 2002", "San Siro (80,000)"
Juventus, 5, 0, Brescia, "Sunday, April 28, 2002", "Delle Alpi (50,900)"
Lecce, 1, 2, Udinese, "Sunday, April 28, 2002", "Via del Mare (28,000)"
Venezia, 1, 1, Torino, "Sunday, April 28, 2002", "Pierluigi Penzo (7,000)"
AC Milan, 0, 0, AS Roma, "Sunday, April 21, 2002", "San Siro (50,000)"
Brescia, 3, 0, Fiorentina, "Sunday, April 21, 2002", "Mario Rigamonti (16,000)"
Chievo Verona, 2, 2, Internazionale, "Sunday, April 21, 2002", "Bentegodi (30,000)"
Lazio, 5, 4, Hellas Verona, "Sunday, April 21, 2002", "Stadio Olimpico (38,000)"
Parma, 1, 1, Atalanta, "Sunday, April 21, 2002", "Ennio Tardini (18,000)"
Perugia, 1, 0, Bologna, "Sunday, April 21, 2002", "Renato Curi (10,000)"
Piacenza, 0, 1, Juventus, "Sunday, April 21, 2002", "Leonardo Garilli "
Torino, 1, 1, Lecce, "Sunday, April 21, 2002", "Delle Alpi (12,000)"
Udinese, 1, 0, Venezia, "Sunday, April 21, 2002", "Friuli (7,000)"
AS Roma, 3, 1, Parma, "Sunday, April 14, 2002", "Olimpico (60,000)"
Atalanta, 1, 1, Torino, "Sunday, April 14, 2002", "Atleti Azzurri d'Italia (20,000)"
Bologna, 1, 2, Piacenza, "Sunday, April 14, 2002", "Renato Dall'Ara (30,000)"
Fiorentina, 0, 1, Lazio, "Sunday, April 14, 2002", "Artemio Franchi (10,000)"
Hellas Verona, 1, 0, Udinese, "Sunday, April 14, 2002", "Marcel'Antonio Bentegodi (20,000)"
Internazionale, 2, 1, Brescia, "Sunday, April 14, 2002", "San Siro (55,000)"
Juventus, 1, 0, AC Milan, "Sunday, April 14, 2002", "Delle Alpi (60,000)"
Lecce, 2, 3, Chievo Verona, "Sunday, April 14, 2002", "Via del Mare (10,747)"
Venezia, 0, 2, Perugia, "Sunday, April 14, 2002", "Pierluigi Penzo (9,000)"
Brescia, 0, 0, Hellas Verona, "Sunday, April 7, 2002", "Mario Rigamonti (15,000)"
Chievo Verona, 1, 1, AC Milan, "Sunday, April 7, 2002", "Bentegodi (35,000)"
Internazionale, 1, 2, Atalanta, "Sunday, April 7, 2002", "San Siro (45,000)"
Parma, 2, 0, Udinese, "Sunday, April 7, 2002", "Ennio Tardini (20,000)"
Perugia, 0, 4, Juventus, "Sunday, April 7, 2002", "Renato Curi (25,000)"
Piacenza, 3, 0, Fiorentina, "Sunday, April 7, 2002", "Leonardo Garilli (8,000)"
Venezia, 2, 2, AS Roma, "Sunday, April 7, 2002", "Pierluigi Penzo (13,000)"
Lazio, 1, 0, Lecce, "Sunday, April 7, 2002", "Stadio Olimpico (36,000)"
Torino, 1, 1, Bologna, "Saturday, April 6, 2002", "Delle Alpi (20,000)"
AC Milan, 3, 1, Parma, "Saturday, March 30, 2002", "San Siro (62,000)"
AS Roma, 3, 1, Bologna, "Saturday, March 30, 2002", "Olimpico (60,000)"
Atalanta, 1, 1, Piacenza, "Saturday, March 30, 2002", "Atleti Azzurri d'Italia (18,000)"
Fiorentina, 0, 1, Internazionale, "Saturday, March 30, 2002", "Artemio Franchi (22,000)"
Hellas Verona, 0, 1, Torino, "Saturday, March 30, 2002", "Marcel'Antonio Bentegodi (20,000)"
Lecce, 2, 1, Venezia, "Saturday, March 30, 2002", "Via del Mare (11,673)"
Perugia, 2, 2, Chievo Verona, "Saturday, March 30, 2002", "Renato Curi (17,000)"
Udinese, 3, 2, Brescia, "Saturday, March 30, 2002", "Friuli (14,000)"
Juventus, 1, 1, Lazio, "Saturday, March 30, 2002", "Delle Alpi (55,000)"
Bologna, 4, 3, Lecce, "Sunday, March 24, 2002", "Renato Dall'Ara (22,100)"
Brescia, 3, 0, Perugia, "Sunday, March 24, 2002", "Mario Rigamonti (16,000)"
Chievo Verona, 2, 1, Hellas Verona, "Sunday, March 24, 2002", "Bentegodi (34,708)"
Lazio, 2, 0, Udinese, "Sunday, March 24, 2002", "Stadio Olimpico (35,000)"
Piacenza, 0, 1, AC Milan, "Sunday, March 24, 2002", "Leonardo Garilli (15,000)"
Torino, 1, 0, Fiorentina, "Sunday, March 24, 2002", "Delle Alpi (15,000)"
Venezia, 0, 1, Atalanta, "Sunday, March 24, 2002", "Pierluigi Penzo (9,000)"
Internazionale, 3, 1, AS Roma, "Sunday, March 24, 2002", "San Siro (78,000)"
Parma, 1, 0, Juventus, "Saturday, March 23, 2002", "Ennio Tardini (27,482)"
Brescia, 1, 1, Lazio, "Sunday, March 17, 2002", "Mario Rigamonti (18,000)"
Chievo Verona, 1, 1, Venezia, "Sunday, March 17, 2002", "Bentegodi (6,900)"
Fiorentina, 1, 1, Bologna, "Sunday, March 17, 2002", "Artemio Franchi (20,000)"
Juventus, 1, 0, Hellas Verona, "Sunday, March 17, 2002", "Delle Alpi (38,200)"
Lecce, 1, 2, Internazionale, "Sunday, March 17, 2002", "Via del Mare (30,000)"
Perugia, 2, 1, Parma, "Sunday, March 17, 2002", "Renato Curi (18,000)"
Udinese, 1, 1, Piacenza, "Sunday, March 17, 2002", "Friuli (13,000)"
AC Milan, 2, 1, Torino, "Sunday, March 17, 2002", "San Siro (52,000)"
AS Roma, 3, 1, Atalanta, "Saturday, March 16, 2002", "Olimpico (57,000)"
Parma, 0, 0, Chievo Verona, "Wednesday, March 13, 2002", "Ennio Tardini (10,000)"
Atalanta, 2, 1, Lecce, "Sunday, March 10, 2002", "Atleti Azzurri d'Italia (15,000)"
Bologna, 2, 0, AC Milan, "Sunday, March 10, 2002", "Renato Dall'Ara (36,000)"
Fiorentina, 0, 0, Udinese, "Sunday, March 10, 2002", "Artemio Franchi (18,000)"
Hellas Verona, 1, 0, Parma, "Sunday, March 10, 2002", "Marcel'Antonio Bentegodi (15,000)"
Piacenza, 2, 0, Perugia, "Sunday, March 10, 2002", "Leonardo Garilli (8,000)"
Torino, 2, 2, Chievo Verona, "Sunday, March 10, 2002", "Delle Alpi (15,000)"
Venezia, 1, 2, Brescia, "Sunday, March 10, 2002", "Pierluigi Penzo (10,000)"
Lazio, 1, 5, AS Roma, "Sunday, March 10, 2002", "Stadio Olimpico (75,000)"
Internazionale, 2, 2, Juventus, "Saturday, March 9, 2002", "San Siro (80,000)"
Brescia, 2, 2, Piacenza, "Sunday, March 3, 2002", "Mario Rigamonti (16,000)"
Hellas Verona, 1, 2, Fiorentina, "Sunday, March 3, 2002", "Marcel'Antonio Bentegodi (18,000)"
Juventus, 2, 1, Bologna, "Sunday, March 3, 2002", "Delle Alpi (40,000)"
Lazio, 4, 2, Venezia, "Sunday, March 3, 2002", "Stadio Olimpico (40,000)"
Lecce, 1, 1, AS Roma, "Sunday, March 3, 2002", "Via del Mare (21,000)"
Perugia, 2, 0, Torino, "Sunday, March 3, 2002", "Renato Curi (18,000)"
Udinese, 1, 2, Atalanta, "Sunday, March 3, 2002", "Friuli (18,000)"
AC Milan, 0, 1, Internazionale, "Sunday, March 3, 2002", "San Siro (82,000)"
Atalanta, 0, 1, Lazio, "Sunday, February 24, 2002", "Atleti Azzurri d'Italia (18,000)"
Bologna, 2, 1, Hellas Verona, "Sunday, February 24, 2002", "Renato Dall'Ara (20,000)"
Chievo Verona, 1, 1, Brescia, "Sunday, February 24, 2002", "Bentegodi (13,000)"
Fiorentina, 1, 2, Lecce, "Sunday, February 24, 2002", "Artemio Franchi (13,000)"
Internazionale, 3, 2, Udinese, "Sunday, February 24, 2002", "San Siro (55,000)"
Piacenza, 2, 3, Parma, "Sunday, February 24, 2002", "Leonardo Garilli (10,000)"
Venezia, 1, 4, AC Milan, "Sunday, February 24, 2002", "Pierluigi Penzo (10,000)"
Torino, 2, 2, Juventus, "Sunday, February 24, 2002", "Delle Alpi (60,000)"
AS Roma, 1, 0, Perugia, "Saturday, February 23, 2002", "Olimpico (50,000)"
Brescia, 0, 0, AS Roma, "Sunday, February 17, 2002", "Mario Rigamonti (20,000)"
Hellas Verona, 0, 3, Internazionale, "Sunday, February 17, 2002", "Marcel'Antonio Bentegodi (30,000)"
Parma, 0, 1, Torino, "Sunday, February 17, 2002", "Ennio Tardini (25,000)"
Perugia, 2, 1, Lecce, "Sunday, February 17, 2002", "Renato Curi (10,000)"
Piacenza, 5, 0, Venezia, "Sunday, February 17, 2002", "Leonardo Garilli (7,000)"
Udinese, 0, 1, Bologna, "Sunday, February 17, 2002", "Friuli (11,000)"
Lazio, 1, 1, Chievo Verona, "Sunday, February 17, 2002", "Stadio Olimpico (42,000)"
Juventus, 2, 1, Fiorentina, "Saturday, February 16, 2002", "Delle Alpi (36,416)"
AC Milan, 0, 0, Atalanta, "Saturday, February 16, 2002", "San Siro (51,833)"
AC Milan, 1, 1, Perugia, "Sunday, February 10, 2002", "San Siro (50,000)"
Atalanta, 0, 0, Brescia, "Sunday, February 10, 2002", "Atleti Azzurri d'Italia (20,000)"
Bologna, 2, 1, Internazionale, "Sunday, February 10, 2002", "Renato Dall'Ara (35,000)"
Lecce, 1, 1, Hellas Verona, "Sunday, February 10, 2002", "Via del Mare (12,000)"
Parma, 1, 0, Lazio, "Sunday, February 10, 2002", "Ennio Tardini (24,000)"
Torino, 1, 1, Piacenza, "Sunday, February 10, 2002", "Delle Alpi (12,000)"
Venezia, 2, 0, Fiorentina, "Sunday, February 10, 2002", "Pierluigi Penzo (11,000)"
AS Roma, 0, 0, Juventus, "Sunday, February 10, 2002", "Olimpico (65,000)"
Chievo Verona, 1, 2, Udinese, "Saturday, February 9, 2002", "Bentegodi (9,000)"
Bologna, 1, 1, Venezia, "Sunday, February 3, 2002", "Renato Dall'Ara (16,000)"
Brescia, 1, 4, Parma, "Sunday, February 3, 2002", "Mario Rigamonti (16,000)"
Fiorentina, 2, 2, AS Roma, "Sunday, February 3, 2002", "Artemio Franchi (30,000)"
Hellas Verona, 3, 1, Atalanta, "Sunday, February 3, 2002", "Marcel'Antonio Bentegodi (15,000)"
Juventus, 3, 0, Lecce, "Sunday, February 3, 2002", "Delle Alpi (35,000)"
Piacenza, 2, 2, Chievo Verona, "Sunday, February 3, 2002", "Leonardo Garilli (15,000)"
Udinese, 0, 0, Perugia, "Sunday, February 3, 2002", "Friuli (16,000)"
Lazio, 1, 1, AC Milan, "Sunday, February 3, 2002", "Stadio Olimpico (50,000)"
Internazionale, 0, 0, Torino, "Saturday, February 2, 2002", "San Siro (56,197)"
Chievo Verona, 3, 1, Lazio, "Wednesday, January 30, 2002", "Bentegodi (18,000)"
AC Milan, 2, 3, Udinese, "Sunday, January 27, 2002", "San Siro (50,000)"
AS Roma, 2, 0, Piacenza, "Sunday, January 27, 2002", "Olimpico (60,000)"
Atalanta, 2, 0, Fiorentina, "Sunday, January 27, 2002", "Atleti Azzurri d'Italia (20,000)"
Lecce, 1, 3, Brescia, "Sunday, January 27, 2002", "Via del Mare (15,000)"
Perugia, 3, 1, Hellas Verona, "Sunday, January 27, 2002", "Renato Curi (18,000)"
Torino, 1, 0, Lazio, "Sunday, January 27, 2002", "Delle Alpi (20,000)"
Venezia, 1, 1, Internazionale, "Sunday, January 27, 2002", "Pierluigi Penzo (14,000)"
Chievo Verona, 1, 3, Juventus, "Sunday, January 27, 2002", "Bentegodi (35,000)"
Parma, 2, 1, Bologna, "Saturday, January 26, 2002", "Ennio Tardini (17,286)"
Bologna, 3, 1, Chievo Verona, "Sunday, January 20, 2002", "Renato Dall'Ara (23,000)"
Hellas Verona, 1, 0, Venezia, "Sunday, January 20, 2002", "Marcel'Antonio Bentegodi (15,000)"
Internazionale, 2, 0, Parma, "Sunday, January 20, 2002", "San Siro (50,000)"
Juventus, 3, 0, Atalanta, "Sunday, January 20, 2002", "Delle Alpi (40,000)"
Lazio, 5, 0, Perugia, "Sunday, January 20, 2002", "Stadio Olimpico (55,000)"
Lecce, 0, 0, Piacenza, "Sunday, January 20, 2002", "Via del Mare (13,000)"
Udinese, 1, 1, AS Roma, "Sunday, January 20, 2002", "Friuli (18,000)"
Fiorentina, 1, 1, AC Milan, "Sunday, January 20, 2002", "Artemio Franchi (25,000)"
Brescia, 1, 2, Torino, "Saturday, January 19, 2002", "Mario Rigamonti (15,000)"
AC Milan, 0, 0, Brescia, "Sunday, January 13, 2002", "San Siro (50,000)"
AS Roma, 3, 2, Hellas Verona, "Sunday, January 13, 2002", "Olimpico (54,000)"
Atalanta, 2, 2, Bologna, "Sunday, January 13, 2002", "Atleti Azzurri d'Italia (18,000)"
Chievo Verona, 2, 2, Fiorentina, "Sunday, January 13, 2002", "Bentegodi (15,000)"
Parma, 1, 1, Lecce, "Sunday, January 13, 2002", "Ennio Tardini (20,000)"
Piacenza, 1, 0, Lazio, "Sunday, January 13, 2002", "Leonardo Garilli (20,000)"
Torino, 3, 1, Udinese, "Sunday, January 13, 2002", "Delle Alpi (15,000)"
Venezia, 1, 2, Juventus, "Sunday, January 13, 2002", "Pierluigi Penzo (16,000)"
Perugia, 0, 2, Internazionale, "Sunday, January 13, 2002", "Renato Curi (25,000)"
AS Roma, 1, 0, Torino, "Sunday, January 6, 2002", "Olimpico (53,000)"
Atalanta, 1, 2, Chievo Verona, "Sunday, January 6, 2002", "Atleti Azzurri d'Italia (18,000)"
Bologna, 2, 1, Brescia, "Sunday, January 6, 2002", "Renato Dall'Ara (18,000)"
Fiorentina, 1, 3, Perugia, "Sunday, January 6, 2002", "Artemio Franchi (18,000)"
Hellas Verona, 1, 0, Piacenza, "Sunday, January 6, 2002", "Marcel'Antonio Bentegodi (20,000)"
Juventus, 3, 0, Udinese, "Sunday, January 6, 2002", "Delle Alpi (25,000)"
Venezia, 3, 4, Parma, "Sunday, January 6, 2002", "Pierluigi Penzo (8,000)"
Internazionale, 0, 0, Lazio, "Sunday, January 6, 2002", "San Siro (54,380)"
Lecce, 0, 1, AC Milan, "Saturday, January 5, 2002", "Via del Mare (20,000)"
AC Milan, 2, 1, Hellas Verona, "Sunday, December 23, 2001", "San Siro (51,000)"
Brescia, 0, 4, Juventus, "Sunday, December 23, 2001", "Mario Rigamonti (18,000)"
Parma, 2, 0, Fiorentina, "Sunday, December 23, 2001", "Ennio Tardini (22,000)"
Perugia, 2, 0, Atalanta, "Sunday, December 23, 2001", "Renato Curi (15,000)"
Piacenza, 2, 3, Internazionale, "Sunday, December 23, 2001", "Leonardo Garilli (22,000)"
Torino, 1, 2, Venezia, "Sunday, December 23, 2001", "Delle Alpi (15,000)"
Udinese, 0, 1, Lecce, "Sunday, December 23, 2001", "Friuli (13,000)"
Chievo Verona, 0, 3, AS Roma, "Saturday, December 22, 2001", "Bentegodi (18,000)"
Lazio, 2, 2, Bologna, "Saturday, December 22, 2001", "Stadio Olimpico (30,000)"
AS Roma, 0, 0, Brescia, "Wednesday, December 19, 2001", "Olimpico (60,000)"
Atalanta, 1, 1, AC Milan, "Wednesday, December 19, 2001", "Atleti Azzurri d'Italia (15,000)"
Bologna, 0, 1, Udinese, "Wednesday, December 19, 2001", "Renato Dall'Ara (11,000)"
Fiorentina, 1, 1, Juventus, "Wednesday, December 19, 2001", "Artemio Franchi (18,000)"
Internazionale, 3, 0, Hellas Verona, "Wednesday, December 19, 2001", "San Siro (45,000)"
Lecce, 2, 3, Perugia, "Wednesday, December 19, 2001", "Via del Mare (11,500)"
Torino, 1, 0, Parma, "Wednesday, December 19, 2001", "Delle Alpi (15,000)"
Venezia, 2, 3, Piacenza, "Wednesday, December 19, 2001", "Pierluigi Penzo (4,500)"
Atalanta, 4, 1, Parma, "Sunday, December 16, 2001", "Atleti Azzurri d'Italia (15,000)"
Bologna, 2, 1, Perugia, "Sunday, December 16, 2001", "Renato Dall'Ara (13,000)"
Fiorentina, 1, 0, Brescia, "Sunday, December 16, 2001", "Artemio Franchi (10,000)"
Hellas Verona, 3, 1, Lazio, "Sunday, December 16, 2001", "Marcel'Antonio Bentegodi (15,000)"
Juventus, 2, 0, Piacenza, "Sunday, December 16, 2001", "Delle Alpi (32,000)"
Lecce, 1, 1, Torino, "Sunday, December 16, 2001", "Via del Mare (12,000)"
Venezia, 2, 1, Udinese, "Sunday, December 16, 2001", "Pierluigi Penzo (5,000)"
AS Roma, 1, 0, AC Milan, "Sunday, December 16, 2001", "Olimpico (70,000)"
Internazionale, 1, 2, Chievo Verona, "Saturday, December 15, 2001", "San Siro (64,805)"
Brescia, 1, 3, Internazionale, "Sunday, December 9, 2001", "Mario Rigamonti (26,000)"
Chievo Verona, 2, 1, Lecce, "Sunday, December 9, 2001", "Bentegodi (13,000)"
Lazio, 3, 0, Fiorentina, "Sunday, December 9, 2001", "Stadio Olimpico (50,000)"
Parma, 1, 2, AS Roma, "Sunday, December 9, 2001", "Ennio Tardini (20,000)"
Perugia, 2, 0, Venezia, "Sunday, December 9, 2001", "Renato Curi (12,000)"
Torino, 1, 2, Atalanta, "Sunday, December 9, 2001", "Delle Alpi (13,000)"
Udinese, 2, 1, Hellas Verona, "Sunday, December 9, 2001", "Friuli (10,000)"
AC Milan, 1, 1, Juventus, "Sunday, December 9, 2001", "San Siro (80,000)"
Piacenza, 2, 0, Bologna, "Saturday, December 8, 2001", "Leonardo Garilli (10,000)"
AC Milan, 3, 2, Chievo Verona, "Sunday, December 2, 2001", "San Siro (65,000)"
AS Roma, 1, 0, Venezia, "Sunday, December 2, 2001", "Olimpico (50,000)"
Atalanta, 2, 4, Internazionale, "Sunday, December 2, 2001", "Atleti Azzurri d'Italia (30,000)"
Fiorentina, 1, 3, Piacenza, "Sunday, December 2, 2001", "Artemio Franchi (16,000)"
Hellas Verona, 2, 0, Brescia, "Sunday, December 2, 2001", "Marcel'Antonio Bentegodi (30,000)"
Lecce, 1, 2, Lazio, "Sunday, December 2, 2001", "Via del Mare (13,000)"
Udinese, 3, 2, Parma, "Sunday, December 2, 2001", "Friuli (15,000)"
Bologna, 1, 0, Torino, "Sunday, December 2, 2001", "Renato Dall'Ara (18,500)"
Juventus, 2, 0, Perugia, "Saturday, December 1, 2001", "Delle Alpi (20,000)"
Bologna, 1, 3, AS Roma, "Sunday, November 25, 2001", "Renato Dall'Ara (30,000)"
Brescia, 2, 0, Udinese, "Sunday, November 25, 2001", "Mario Rigamonti (24,000)"
Chievo Verona, 2, 0, Perugia, "Sunday, November 25, 2001", "Bentegodi (8,900)"
Parma, 0, 1, AC Milan, "Sunday, November 25, 2001", "Ennio Tardini (20,000)"
Piacenza, 1, 2, Atalanta, "Sunday, November 25, 2001", "Leonardo Garilli (11,000)"
Torino, 5, 1, Hellas Verona, "Sunday, November 25, 2001", "Delle Alpi (13,000)"
Venezia, 1, 1, Lecce, "Sunday, November 25, 2001", "Pierluigi Penzo (9,000)"
Internazionale, 2, 0, Fiorentina, "Sunday, November 25, 2001", "San Siro (55,000)"
Lazio, 1, 0, Juventus, "Saturday, November 24, 2001", "Stadio Olimpico (67,000)"
AC Milan, 0, 0, Piacenza, "Sunday, November 18, 2001", "San Siro (57,000)"
Atalanta, 1, 0, Venezia, "Sunday, November 18, 2001", "Atleti Azzurri d'Italia (13,000)"
Fiorentina, 0, 0, Torino, "Sunday, November 18, 2001", "Artemio Franchi (12,000)"
Juventus, 3, 1, Parma, "Sunday, November 18, 2001", "Delle Alpi (30,000)"
Lecce, 1, 0, Bologna, "Sunday, November 18, 2001", "Via del Mare (12,000)"
Perugia, 1, 1, Brescia, "Sunday, November 18, 2001", "Renato Curi (8,000)"
Udinese, 1, 4, Lazio, "Sunday, November 18, 2001", "Friuli (18,000)"
