home,homescore,awayscore,away,date,location
Dundee,2,0,Motherwell,"Saturday, March 16, 2002","Dens Park stadium (5,785)"
Kilmarnock,1,1,Livingston,"Saturday, March 16, 2002","Rugby Park (6,936)"
Hibernian,1,2,Heart of Midlothian,"Saturday, March 16, 2002","Easter Road Stadium (13,240)"
Dundee,2,0,Livingston,"Wednesday, March 13, 2002","Dens Park stadium (5,506)"
Rangers,1,1,Celtic,"Sunday, March 10, 2002","Ibrox Stadium (49,765)"
Dundee,2,3,Aberdeen,"Saturday, March 9, 2002","Dens Park stadium (8,250)"
Dunfermline Athletic,2,0,Kilmarnock,"Saturday, March 9, 2002","East End Park (5,618)"
Heart of Midlothian,1,2,Dundee United,"Saturday, March 9, 2002","Tynecastle Stadium (10,893)"
Livingston,0,3,Hibernian,"Saturday, March 9, 2002","Almondvale Stadium (6,463)"
St Johnstone,0,2,Motherwell,"Saturday, March 9, 2002","Mc Diarmid Park (3,282)"
St Johnstone,0,2,Rangers,"Wednesday, March 6, 2002","Mc Diarmid Park (6,382)"
Dundee United,0,1,Rangers,"Sunday, March 3, 2002","Tannadice Park (9,386)"
Celtic,1,0,Aberdeen,"Saturday, March 2, 2002","Celtic Park (59,564)"
Dunfermline Athletic,1,0,Livingston,"Saturday, March 2, 2002","East End Park (5,032)"
Hibernian,3,0,St Johnstone,"Saturday, March 2, 2002","Easter Road Stadium (13,731)"
Kilmarnock,3,2,Dundee,"Saturday, March 2, 2002","Rugby Park (6,890)"
Motherwell,1,2,Heart of Midlothian,"Saturday, March 2, 2002","Fir Park (7,177)"
Dundee,0,3,Celtic,"Sunday, February 17, 2002","Dens Park stadium (10,642)"
Aberdeen,4,0,Dundee United,"Saturday, February 16, 2002","Pittodrie Stadium (13,612)"
Hibernian,1,1,Dunfermline Athletic,"Saturday, February 16, 2002","Easter Road Stadium (9,788)"
Kilmarnock,3,3,Heart of Midlothian,"Saturday, February 16, 2002","Rugby Park (7,138)"
Rangers,3,0,Motherwell,"Saturday, February 16, 2002","Ibrox Stadium (49,284)"
St Johnstone,3,0,Livingston,"Saturday, February 16, 2002","Mc Diarmid Park (3,784)"
Dundee,2,2,Dunfermline Athletic,"Wednesday, February 13, 2002","Dens Park stadium (6,043)"
Aberdeen,1,1,Kilmarnock,"Saturday, February 9, 2002","Pittodrie Stadium (15,004)"
Celtic,5,0,Dunfermline Athletic,"Saturday, February 9, 2002","Celtic Park (58,590)"
Dundee,1,0,St Johnstone,"Saturday, February 9, 2002","Dens Park stadium (6,344)"
Livingston,1,1,Dundee United,"Saturday, February 9, 2002","Almondvale Stadium (4,720)"
Motherwell,4,0,Hibernian,"Saturday, February 9, 2002","Fir Park (5,367)"
Heart of Midlothian,0,2,Rangers,"Saturday, February 9, 2002","Tynecastle Stadium (14,128)"
Dundee United,0,2,Kilmarnock,"Saturday, February 2, 2002","Tannadice Park (5,774)"
Dunfermline Athletic,1,1,Heart of Midlothian,"Saturday, February 2, 2002","East End Park (5,527)"
Motherwell,1,2,Livingston,"Saturday, February 2, 2002","Fir Park (4,458)"
Rangers,2,1,Dundee,"Saturday, February 2, 2002","Ibrox Stadium (48,861)"
St Johnstone,0,1,Aberdeen,"Saturday, February 2, 2002","Mc Diarmid Park (4,305)"
Hibernian,1,1,Celtic,"Saturday, February 2, 2002","Easter Road Stadium (12,313)"
Livingston,1,3,Celtic,"Wednesday, January 30, 2002","Almondvale Stadium (8,437)"
Kilmarnock,2,2,Rangers,"Wednesday, January 30, 2002","Rugby Park (11,589)"
Aberdeen,0,0,Dundee,"Tuesday, January 29, 2002","Pittodrie Stadium (10,127)"
Celtic,2,0,Heart of Midlothian,"Wednesday, January 23, 2002","Celtic Park (57,203)"
Dunfermline Athletic,2,4,Rangers,"Wednesday, January 23, 2002","East End Park (8,795)"
Hibernian,3,4,Aberdeen,"Wednesday, January 23, 2002","Easter Road Stadium (10,555)"
Motherwell,2,0,Kilmarnock,"Wednesday, January 23, 2002","Fir Park (4,342)"
St Johnstone,1,4,Dundee United,"Tuesday, January 22, 2002","Mc Diarmid Park (3,711)"
Celtic,2,1,St Johnstone,"Saturday, January 19, 2002","Celtic Park (58,547)"
Dundee United,1,0,Dundee,"Saturday, January 19, 2002","Tannadice Park (12,851)"
Dunfermline Athletic,3,1,Motherwell,"Saturday, January 19, 2002","East End Park (4,280)"
Hibernian,2,2,Kilmarnock,"Saturday, January 19, 2002","Easter Road Stadium (9,592)"
Livingston,2,0,Heart of Midlothian,"Saturday, January 19, 2002","Almondvale Stadium (9,150)"
Aberdeen,0,1,Rangers,"Saturday, January 19, 2002","Pittodrie Stadium (17,846)"
Dundee,1,0,Hibernian,"Saturday, January 12, 2002","Dens Park stadium (7,326)"
Heart of Midlothian,3,1,Aberdeen,"Saturday, January 12, 2002","Tynecastle Stadium (12,902)"
Motherwell,2,0,Dundee United,"Saturday, January 12, 2002","Fir Park (4,631)"
Rangers,3,0,Livingston,"Saturday, January 12, 2002","Ibrox Stadium (48,044)"
St Johnstone,0,1,Dunfermline Athletic,"Saturday, January 12, 2002","Mc Diarmid Park (3,459)"
Kilmarnock,0,2,Celtic,"Saturday, January 12, 2002","Rugby Park (11,689)"
Motherwell,4,2,Dundee,"Wednesday, January 9, 2002","Fir Park (3,573)"
Aberdeen,0,3,Livingston,"Wednesday, January 2, 2002","Pittodrie Stadium (15,744)"
Celtic,2,0,Motherwell,"Wednesday, January 2, 2002","Celtic Park (57,648)"
Hibernian,0,1,Dundee United,"Wednesday, January 2, 2002","Easter Road Stadium (11,155)"
St Johnstone,0,2,Heart of Midlothian,"Wednesday, January 2, 2002","Mc Diarmid Park (5,413)"
Dunfermline Athletic,1,0,Aberdeen,"Saturday, December 29, 2001","East End Park (7,774)"
Heart of Midlothian,1,1,Hibernian,"Saturday, December 29, 2001","Tynecastle Stadium (17,474)"
Livingston,0,1,Kilmarnock,"Saturday, December 29, 2001","Almondvale Stadium (5,214)"
Rangers,1,0,St Johnstone,"Saturday, December 29, 2001","Ibrox Stadium (48,827)"
Dundee United,0,4,Celtic,"Saturday, December 29, 2001","Tannadice Park (12,165)"
Celtic,3,2,Livingston,"Wednesday, December 26, 2001","Celtic Park (58,470)"
Dundee United,0,2,Heart of Midlothian,"Wednesday, December 26, 2001","Tannadice Park (8,762)"
Kilmarnock,0,0,Dunfermline Athletic,"Wednesday, December 26, 2001","Rugby Park (6,873)"
Motherwell,1,2,St Johnstone,"Wednesday, December 26, 2001","Fir Park (4,659)"
Hibernian,0,3,Rangers,"Wednesday, December 26, 2001","Easter Road Stadium (14,021)"
Dundee,1,2,Kilmarnock,"Saturday, December 22, 2001","Dens Park stadium (6,342)"
Heart of Midlothian,3,1,Motherwell,"Saturday, December 22, 2001","Tynecastle Stadium (10,674)"
Livingston,0,0,Dunfermline Athletic,"Saturday, December 22, 2001","Almondvale Stadium (5,326)"
Rangers,3,2,Dundee United,"Saturday, December 22, 2001","Ibrox Stadium (47,315)"
St Johnstone,0,0,Hibernian,"Saturday, December 22, 2001","Mc Diarmid Park (4,056)"
Aberdeen,2,0,Celtic,"Saturday, December 22, 2001","Pittodrie Stadium (18,160)"
Celtic,3,1,Dundee,"Saturday, December 15, 2001","Celtic Park (57,198)"
Dundee United,1,1,Aberdeen,"Saturday, December 15, 2001","Tannadice Park (9,129)"
Dunfermline Athletic,1,0,Hibernian,"Saturday, December 15, 2001","East End Park (6,617)"
Heart of Midlothian,2,0,Kilmarnock,"Saturday, December 15, 2001","Tynecastle Stadium (10,027)"
Livingston,2,1,St Johnstone,"Saturday, December 15, 2001","Almondvale Stadium (4,563)"
Motherwell,2,2,Rangers,"Saturday, December 15, 2001","Fir Park (9,894)"
Rangers,1,1,Hibernian,"Wednesday, December 12, 2001","Ibrox Stadium (46,179)"
Dunfermline Athletic,0,4,Celtic,"Sunday, December 9, 2001","East End Park (8,207)"
Rangers,3,1,Heart of Midlothian,"Sunday, December 9, 2001","Ibrox Stadium (47,891)"
Dundee United,0,0,Livingston,"Saturday, December 8, 2001","Tannadice Park (6,312)"
Hibernian,1,1,Motherwell,"Saturday, December 8, 2001","Easter Road Stadium (11,158)"
Kilmarnock,3,1,Aberdeen,"Saturday, December 8, 2001","Rugby Park (7,611)"
St Johnstone,0,2,Dundee,"Saturday, December 8, 2001","Mc Diarmid Park (5,299)"
Aberdeen,1,0,St Johnstone,"Saturday, December 1, 2001","Pittodrie Stadium (17,369)"
Celtic,3,0,Hibernian,"Saturday, December 1, 2001","Celtic Park (59,415)"
Heart of Midlothian,1,1,Dunfermline Athletic,"Saturday, December 1, 2001","Tynecastle Stadium (11,176)"
Kilmarnock,2,0,Dundee United,"Saturday, December 1, 2001","Rugby Park (6,130)"
Livingston,3,1,Motherwell,"Saturday, December 1, 2001","Almondvale Stadium (5,426)"
Dundee,0,0,Rangers,"Saturday, December 1, 2001","Dens Park stadium (11,085)"
Celtic,2,1,Rangers,"Sunday, November 25, 2001","Celtic Park (59,609)"
Dundee,1,1,Heart of Midlothian,"Saturday, November 24, 2001","Dens Park stadium (7,219)"
Dunfermline Athletic,1,1,Dundee United,"Saturday, November 24, 2001","East End Park (4,891)"
Hibernian,0,3,Livingston,"Saturday, November 24, 2001","Easter Road Stadium (11,146)"
Motherwell,3,2,Aberdeen,"Saturday, November 24, 2001","Fir Park (7,302)"
St Johnstone,1,0,Kilmarnock,"Saturday, November 24, 2001","Mc Diarmid Park (3,711)"
Dundee United,2,1,St Johnstone,"Saturday, November 17, 2001","Tannadice Park (6,624)"
Heart of Midlothian,0,1,Celtic,"Saturday, November 17, 2001","Tynecastle Stadium (15,570)"
Kilmarnock,2,0,Motherwell,"Saturday, November 17, 2001","Rugby Park (6,813)"
Livingston,1,0,Dundee,"Saturday, November 17, 2001","Almondvale Stadium (6,112)"
Rangers,4,0,Dunfermline Athletic,"Saturday, November 17, 2001","Ibrox Stadium (48,554)"
Aberdeen,2,0,Hibernian,"Saturday, November 17, 2001","Pittodrie Stadium (12,226)"
Aberdeen,1,0,Motherwell,"Saturday, November 10, 2001","Pittodrie Stadium (11,490)"
Dundee United,0,2,Dunfermline Athletic,"Saturday, November 10, 2001","Tannadice Park (6,214)"
Heart of Midlothian,2,0,Dundee,"Saturday, November 10, 2001","Tynecastle Stadium (10,374)"
Kilmarnock,0,1,St Johnstone,"Saturday, November 10, 2001","Rugby Park (6,008)"
Rangers,2,0,Aberdeen,"Sunday, November 4, 2001","Ibrox Stadium (49,739)"
Dundee,1,1,Dundee United,"Saturday, November 3, 2001","Dens Park stadium (11,751)"
Heart of Midlothian,1,3,Livingston,"Saturday, November 3, 2001","Tynecastle Stadium (12,173)"
Kilmarnock,0,0,Hibernian,"Saturday, November 3, 2001","Rugby Park (7,460)"
Motherwell,1,0,Dunfermline Athletic,"Saturday, November 3, 2001","Fir Park (4,578)"
St Johnstone,1,2,Celtic,"Saturday, November 3, 2001","Mc Diarmid Park (9,041)"
Dundee,3,1,Motherwell,"Tuesday, October 30, 2001","Dens Park stadium (6,836)"
Aberdeen,3,2,Heart of Midlothian,"Saturday, October 27, 2001","Pittodrie Stadium (13,850)"
Celtic,1,0,Kilmarnock,"Saturday, October 27, 2001","Celtic Park (58,897)"
Dundee United,1,1,Motherwell,"Saturday, October 27, 2001","Tannadice Park (6,343)"
Dunfermline Athletic,2,1,St Johnstone,"Saturday, October 27, 2001","East End Park (4,494)"
Hibernian,1,2,Dundee,"Saturday, October 27, 2001","Easter Road Stadium (11,130)"
Livingston,0,2,Rangers,"Saturday, October 27, 2001","Almondvale Stadium (10,112)"
Hibernian,2,1,Heart of Midlothian,"Sunday, October 21, 2001","Easter Road Stadium (13,774)"
St Johnstone,0,2,Rangers,"Sunday, October 21, 2001","Mc Diarmid Park (8,331)"
Aberdeen,3,2,Dunfermline Athletic,"Saturday, October 20, 2001","Pittodrie Stadium (11,195)"
Celtic,5,1,Dundee United,"Saturday, October 20, 2001","Celtic Park (59,900)"
Kilmarnock,1,5,Livingston,"Saturday, October 20, 2001","Rugby Park (7,346)"
Dundee United,3,1,Hibernian,"Saturday, October 13, 2001","Tannadice Park (7,950)"
Dunfermline Athletic,1,0,Dundee,"Saturday, October 13, 2001","East End Park (5,094)"
Heart of Midlothian,3,0,St Johnstone,"Saturday, October 13, 2001","Tynecastle Stadium (10,735)"
Livingston,2,2,Aberdeen,"Saturday, October 13, 2001","Almondvale Stadium (6,393)"
Rangers,3,1,Kilmarnock,"Saturday, October 13, 2001","Ibrox Stadium (49,379)"
Motherwell,1,2,Celtic,"Saturday, October 13, 2001","Fir Park (9,922)"
Rangers,0,2,Celtic,"Sunday, September 30, 2001","Ibrox Stadium (50,097)"
Dunfermline Athletic,0,2,Kilmarnock,"Sunday, September 30, 2001","East End Park (3,983)"
Livingston,1,0,Hibernian,"Sunday, September 30, 2001","Almondvale Stadium (10,016)"
Dundee,1,4,Aberdeen,"Saturday, September 29, 2001","Dens Park stadium (8,359)"
Heart of Midlothian,1,2,Dundee United,"Saturday, September 29, 2001","Tynecastle Stadium (11,034)"
St Johnstone,2,3,Motherwell,"Saturday, September 29, 2001","Mc Diarmid Park (3,269)"
Hibernian,4,0,St Johnstone,"Sunday, September 23, 2001","Easter Road Stadium (10,404)"
Kilmarnock,0,1,Dundee,"Sunday, September 23, 2001","Rugby Park (7,052)"
Celtic,2,0,Aberdeen,"Saturday, September 22, 2001","Celtic Park (59,197)"
Dunfermline Athletic,1,2,Livingston,"Saturday, September 22, 2001","East End Park (4,516)"
Motherwell,2,0,Heart of Midlothian,"Saturday, September 22, 2001","Fir Park (4,808)"
Dundee United,1,6,Rangers,"Saturday, September 22, 2001","Tannadice Park (11,117)"
Hibernian,5,1,Dunfermline Athletic,"Sunday, September 16, 2001","Easter Road Stadium (11,035)"
Kilmarnock,1,0,Heart of Midlothian,"Sunday, September 16, 2001","Rugby Park (7,564)"
Rangers,3,0,Motherwell,"Sunday, September 16, 2001","Ibrox Stadium (47,137)"
Aberdeen,2,1,Dundee United,"Saturday, September 15, 2001","Pittodrie Stadium (12,948)"
St Johnstone,2,2,Livingston,"Saturday, September 15, 2001","Mc Diarmid Park (3,812)"
Dundee,0,4,Celtic,"Saturday, September 15, 2001","Dens Park stadium (9,842)"
Aberdeen,2,0,Kilmarnock,"Saturday, September 8, 2001","Pittodrie Stadium (10,732)"
Celtic,3,1,Dunfermline Athletic,"Saturday, September 8, 2001","Celtic Park (57,936)"
Dundee,1,1,St Johnstone,"Saturday, September 8, 2001","Dens Park stadium (7,050)"
Livingston,2,0,Dundee United,"Saturday, September 8, 2001","Almondvale Stadium (6,107)"
Motherwell,1,3,Hibernian,"Saturday, September 8, 2001","Fir Park (5,784)"
Heart of Midlothian,2,2,Rangers,"Saturday, September 8, 2001","Tynecastle Stadium (14,014)"
Dundee United,0,2,Kilmarnock,"Sunday, August 26, 2001","Tannadice Park (7,404)"
Rangers,2,0,Dundee,"Sunday, August 26, 2001","Ibrox Stadium (48,038)"
Dunfermline Athletic,0,1,Heart of Midlothian,"Saturday, August 25, 2001","East End Park (6,992)"
Motherwell,0,0,Livingston,"Saturday, August 25, 2001","Fir Park (4,828)"
St Johnstone,1,1,Aberdeen,"Saturday, August 25, 2001","Mc Diarmid Park (5,459)"
Hibernian,1,4,Celtic,"Saturday, August 25, 2001","Easter Road Stadium (14,701)"
Aberdeen,4,2,Motherwell,"Saturday, August 18, 2001","Pittodrie Stadium (10,988)"
Dundee United,3,2,Dunfermline Athletic,"Saturday, August 18, 2001","Tannadice Park (7,260)"
Heart of Midlothian,3,1,Dundee,"Saturday, August 18, 2001","Tynecastle Stadium (12,259)"
Kilmarnock,2,1,St Johnstone,"Saturday, August 18, 2001","Rugby Park (6,480)"
Livingston,0,0,Celtic,"Saturday, August 18, 2001","Almondvale Stadium (10,024)"
Rangers,2,2,Hibernian,"Saturday, August 18, 2001","Ibrox Stadium (45,540)"
Motherwell,2,2,Kilmarnock,"Sunday, August 12, 2001","Fir Park (5,188)"
Celtic,2,0,Heart of Midlothian,"Saturday, August 11, 2001","Celtic Park (58,423)"
Dundee,1,0,Livingston,"Saturday, August 11, 2001","Dens Park stadium (7,712)"
Hibernian,2,0,Aberdeen,"Saturday, August 11, 2001","Easter Road Stadium (13,150)"
St Johnstone,0,1,Dundee United,"Saturday, August 11, 2001","Mc Diarmid Park (5,156)"
Dunfermline Athletic,1,4,Rangers,"Saturday, August 11, 2001","East End Park (10,902)"
Dundee,2,1,Hibernian,"Saturday, August 4, 2001","Dens Park stadium (9,447)"
Heart of Midlothian,1,0,Aberdeen,"Saturday, August 4, 2001","Tynecastle Stadium (12,696)"
Motherwell,0,0,Dundee United,"Saturday, August 4, 2001","Fir Park (5,057)"
Rangers,0,0,Livingston,"Saturday, August 4, 2001","Ibrox Stadium (47,805)"
St Johnstone,0,2,Dunfermline Athletic,"Saturday, August 4, 2001","Mc Diarmid Park (4,701)"
Kilmarnock,0,1,Celtic,"Saturday, August 4, 2001","Rugby Park (13,201)"
Aberdeen,0,3,Rangers,"Saturday, July 28, 2001","Pittodrie Stadium "
Dundee United,2,2,Dundee,"Saturday, July 28, 2001","Tannadice Park "
Dunfermline Athletic,5,2,Motherwell,"Saturday, July 28, 2001","East End Park "
Hibernian,2,2,Kilmarnock,"Saturday, July 28, 2001","Easter Road Stadium "
Livingston,2,1,Heart of Midlothian,"Saturday, July 28, 2001","Almondvale Stadium "
Celtic,3,0,St Johnstone,"Saturday, July 28, 2001","Celtic Park "
