home, homescore, awayscore, away, date, time
QPR, 1, 0, Chelsea, Wednesday 22 March 1995, 20:00
Spurs, 0, 0, Liverpool, Wednesday 22 March 1995, 19:45
Nott'm Forest, 3, 0, Leeds, Wednesday 22 March 1995, 19:30
Southampton, 3, 1, Newcastle, Wednesday 22 March 1995, 19:30
Wimbledon, 2, 0, Man City, Tuesday 21 March 1995, 19:45
Norwich, 3, 0, Ipswich, Monday 20 March 1995, 20:00
Liverpool, 2, 0, Man Utd, Sunday 19 March 1995, 16:00
Newcastle, 1, 0, Arsenal, Sunday 19 March 1995, 15:00
Aston Villa, 0, 2, West Ham, Saturday 18 March 1995, 15:00
Blackburn, 2, 1, Chelsea, Saturday 18 March 1995, 15:00
Leeds, 3, 0, Coventry, Saturday 18 March 1995, 15:00
Man City, 3, 2, Sheffield Wed, Saturday 18 March 1995, 15:00
Nott'm Forest, 3, 0, Southampton, Saturday 18 March 1995, 15:00
QPR, 2, 3, Everton, Saturday 18 March 1995, 15:00
Spurs, 1, 0, Leicester, Saturday 18 March 1995, 15:00
Wimbledon, 2, 0, Crystal Palace, Saturday 18 March 1995, 15:00
Man Utd, 0, 0, Spurs, Wednesday 15 March 1995, 20:00
Everton, 1, 1, Man City, Wednesday 15 March 1995, 19:45
Leicester, 1, 3, Leeds, Wednesday 15 March 1995, 19:45
QPR, 2, 0, Norwich, Wednesday 15 March 1995, 19:45
Southampton, 1, 1, West Ham, Wednesday 15 March 1995, 19:30
Crystal Palace, 2, 1, Sheffield Wed, Tuesday 14 March 1995, 19:45
Liverpool, 2, 3, Coventry, Tuesday 14 March 1995, 19:45
Chelsea, 0, 3, Leeds, Saturday 11 March 1995, 15:00
Coventry, 1, 1, Blackburn, Saturday 11 March 1995, 15:00
Leicester, 2, 4, Nott'm Forest, Saturday 11 March 1995, 15:00
Sheffield Wed, 0, 1, Wimbledon, Saturday 11 March 1995, 15:00
West Ham, 2, 2, Norwich, Saturday 11 March 1995, 15:00
Blackburn, 3, 1, Arsenal, Wednesday 8 March 1995, 19:45
Man City, 1, 2, Chelsea, Wednesday 8 March 1995, 19:45
Newcastle, 2, 0, West Ham, Wednesday 8 March 1995, 19:45
Norwich, 0, 0, Sheffield Wed, Wednesday 8 March 1995, 19:45
QPR, 2, 0, Leicester, Wednesday 8 March 1995, 19:45
Spurs, 3, 0, Ipswich, Wednesday 8 March 1995, 19:45
Nott'm Forest, 2, 1, Everton, Wednesday 8 March 1995, 19:30
Wimbledon, 0, 1, Man Utd, Tuesday 7 March 1995, 19:45
Aston Villa, 0, 0, Coventry, Monday 6 March 1995, 20:00
Chelsea, 0, 0, Crystal Palace, Sunday 5 March 1995, 16:00
Arsenal, 0, 1, West Ham, Sunday 5 March 1995, 15:00
Aston Villa, 0, 1, Blackburn, Saturday 4 March 1995, 15:00
Leeds, 0, 1, Sheffield Wed, Saturday 4 March 1995, 15:00
Leicester, 2, 2, Everton, Saturday 4 March 1995, 15:00
Liverpool, 2, 0, Newcastle, Saturday 4 March 1995, 15:00
Man Utd, 9, 0, Ipswich, Saturday 4 March 1995, 15:00
Norwich, 1, 1, Man City, Saturday 4 March 1995, 15:00
Nott'm Forest, 2, 2, Spurs, Saturday 4 March 1995, 15:00
Southampton, 0, 0, Coventry, Saturday 4 March 1995, 15:00
Wimbledon, 1, 3, QPR, Saturday 4 March 1995, 15:00
Ipswich, 0, 2, Newcastle, Tuesday 28 February 1995, 19:45
QPR, 1, 1, Nott'm Forest, Sunday 26 February 1995, 16:00
Blackburn, 0, 0, Norwich, Saturday 25 February 1995, 15:00
Coventry, 4, 2, Leicester, Saturday 25 February 1995, 15:00
Crystal Palace, 0, 3, Arsenal, Saturday 25 February 1995, 15:00
Everton, 1, 0, Man Utd, Saturday 25 February 1995, 15:00
Ipswich, 2, 1, Southampton, Saturday 25 February 1995, 15:00
Man City, 0, 0, Leeds, Saturday 25 February 1995, 15:00
Newcastle, 3, 1, Aston Villa, Saturday 25 February 1995, 15:00
Sheffield Wed, 1, 2, Liverpool, Saturday 25 February 1995, 15:00
Spurs, 1, 2, Wimbledon, Saturday 25 February 1995, 15:00
West Ham, 1, 2, Chelsea, Saturday 25 February 1995, 15:00
Aston Villa, 4, 4, Leicester, Wednesday 22 February 1995, 19:45
Blackburn, 2, 1, Wimbledon, Wednesday 22 February 1995, 19:45
Leeds, 1, 0, Everton, Wednesday 22 February 1995, 19:45
Man City, 2, 0, Ipswich, Wednesday 22 February 1995, 19:45
Norwich, 0, 2, Man Utd, Wednesday 22 February 1995, 19:45
Arsenal, 1, 0, Nott'm Forest, Tuesday 21 February 1995, 19:45
Coventry, 2, 0, West Ham, Saturday 18 February 1995, 15:00
Sheffield Wed, 1, 2, Aston Villa, Saturday 18 February 1995, 15:00
West Ham, 2, 2, Everton, Monday 13 February 1995, 20:00
Blackburn, 3, 1, Sheffield Wed, Sunday 12 February 1995, 17:00
Arsenal, 1, 1, Leicester, Saturday 11 February 1995, 15:00
Aston Villa, 7, 1, Wimbledon, Saturday 11 February 1995, 15:00
Chelsea, 1, 1, Spurs, Saturday 11 February 1995, 15:00
Crystal Palace, 0, 2, Coventry, Saturday 11 February 1995, 15:00
Liverpool, 1, 1, QPR, Saturday 11 February 1995, 15:00
Man City, 0, 3, Man Utd, Saturday 11 February 1995, 15:00
Newcastle, 2, 1, Nott'm Forest, Saturday 11 February 1995, 15:00
Norwich, 2, 2, Southampton, Saturday 11 February 1995, 15:00
Spurs, 3, 1, Blackburn, Sunday 5 February 1995, 16:00
Coventry, 2, 2, Chelsea, Saturday 4 February 1995, 15:00
Everton, 2, 1, Norwich, Saturday 4 February 1995, 15:00
Ipswich, 0, 2, Crystal Palace, Saturday 4 February 1995, 15:00
Leicester, 1, 2, West Ham, Saturday 4 February 1995, 15:00
Man Utd, 1, 0, Aston Villa, Saturday 4 February 1995, 15:00
Nott'm Forest, 1, 1, Liverpool, Saturday 4 February 1995, 15:00
QPR, 3, 0, Newcastle, Saturday 4 February 1995, 15:00
Sheffield Wed, 3, 1, Arsenal, Saturday 4 February 1995, 15:00
Southampton, 2, 2, Man City, Saturday 4 February 1995, 15:00
Wimbledon, 0, 0, Leeds, Saturday 4 February 1995, 15:00
Blackburn, 1, 1, Leeds, Wednesday 1 February 1995, 19:45
Newcastle, 2, 0, Everton, Wednesday 1 February 1995, 19:45
Blackburn, 4, 1, Ipswich, Saturday 28 January 1995, 15:00
Aston Villa, 1, 0, Spurs, Wednesday 25 January 1995, 19:45
Chelsea, 0, 2, Nott'm Forest, Wednesday 25 January 1995, 19:45
Crystal Palace, 1, 1, Man Utd, Wednesday 25 January 1995, 19:45
Man City, 0, 1, Leicester, Wednesday 25 January 1995, 19:45
Newcastle, 2, 1, Wimbledon, Wednesday 25 January 1995, 19:45
Norwich, 2, 2, Coventry, Wednesday 25 January 1995, 19:45
Arsenal, 1, 1, Southampton, Tuesday 24 January 1995, 19:45
Leeds, 4, 0, QPR, Tuesday 24 January 1995, 19:45
Liverpool, 0, 0, Everton, Tuesday 24 January 1995, 19:45
West Ham, 0, 2, Sheffield Wed, Monday 23 January 1995, 20:00
Man Utd, 1, 0, Blackburn, Sunday 22 January 1995, 16:00
Coventry, 0, 1, Arsenal, Saturday 21 January 1995, 15:00
Everton, 3, 1, Crystal Palace, Saturday 21 January 1995, 15:00
Ipswich, 2, 2, Chelsea, Saturday 21 January 1995, 15:00
Nott'm Forest, 1, 2, Aston Villa, Saturday 21 January 1995, 15:00
Sheffield Wed, 0, 0, Newcastle, Saturday 21 January 1995, 15:00
Newcastle, 1, 1, Man Utd, Sunday 15 January 1995, 16:00
Arsenal, 1, 1, Everton, Saturday 14 January 1995, 15:00
Aston Villa, 2, 1, QPR, Saturday 14 January 1995, 15:00
Blackburn, 3, 0, Nott'm Forest, Saturday 14 January 1995, 15:00
Chelsea, 1, 1, Sheffield Wed, Saturday 14 January 1995, 15:00
Crystal Palace, 2, 0, Leicester, Saturday 14 January 1995, 15:00
Leeds, 0, 0, Southampton, Saturday 14 January 1995, 15:00
Liverpool, 0, 1, Ipswich, Saturday 14 January 1995, 15:00
Man City, 0, 0, Coventry, Saturday 14 January 1995, 15:00
Norwich, 1, 2, Wimbledon, Saturday 14 January 1995, 15:00
West Ham, 1, 2, Spurs, Saturday 14 January 1995, 15:00
Man Utd, 2, 0, Coventry, Tuesday 3 January 1995, 20:00
Spurs, 1, 0, Arsenal, Monday 2 January 1995, 19:45
Aston Villa, 0, 0, Leeds, Monday 2 January 1995, 15:00
Blackburn, 4, 2, West Ham, Monday 2 January 1995, 15:00
Ipswich, 4, 1, Leicester, Monday 2 January 1995, 15:00
Liverpool, 4, 0, Norwich, Monday 2 January 1995, 15:00
Newcastle, 0, 0, Man City, Monday 2 January 1995, 15:00
Nott'm Forest, 1, 0, Crystal Palace, Monday 2 January 1995, 15:00
Sheffield Wed, 1, 1, Southampton, Monday 2 January 1995, 15:00
Wimbledon, 2, 1, Everton, Monday 2 January 1995, 15:00
Arsenal, 1, 3, QPR, Saturday 31 December 1994, 15:00
Chelsea, 1, 1, Wimbledon, Saturday 31 December 1994, 15:00
Coventry, 0, 4, Spurs, Saturday 31 December 1994, 15:00
Crystal Palace, 0, 1, Blackburn, Saturday 31 December 1994, 15:00
Everton, 4, 1, Ipswich, Saturday 31 December 1994, 15:00
Leeds, 0, 2, Liverpool, Saturday 31 December 1994, 15:00
Leicester, 0, 1, Sheffield Wed, Saturday 31 December 1994, 15:00
Man City, 2, 2, Aston Villa, Saturday 31 December 1994, 15:00
Southampton, 2, 2, Man Utd, Saturday 31 December 1994, 15:00
West Ham, 3, 1, Nott'm Forest, Saturday 31 December 1994, 15:00
Norwich, 2, 1, Newcastle, Saturday 31 December 1994, 12:00
Man Utd, 1, 1, Leicester, Wednesday 28 December 1994, 20:00
Aston Villa, 3, 0, Chelsea, Wednesday 28 December 1994, 19:45
Ipswich, 0, 2, Arsenal, Wednesday 28 December 1994, 19:45
Liverpool, 2, 0, Man City, Wednesday 28 December 1994, 19:45
QPR, 2, 2, Southampton, Wednesday 28 December 1994, 19:45
Sheffield Wed, 5, 1, Coventry, Wednesday 28 December 1994, 19:45
Wimbledon, 1, 0, West Ham, Wednesday 28 December 1994, 19:45
Nott'm Forest, 1, 0, Norwich, Tuesday 27 December 1994, 19:45
Spurs, 0, 0, Crystal Palace, Tuesday 27 December 1994, 15:00
Man City, 1, 3, Blackburn, Monday 26 December 1994, 19:45
Everton, 1, 4, Sheffield Wed, Monday 26 December 1994, 15:00
Norwich, 0, 2, Spurs, Monday 26 December 1994, 15:00
Arsenal, 0, 0, Aston Villa, Monday 26 December 1994, 12:00
Chelsea, 2, 3, Man Utd, Monday 26 December 1994, 12:00
Coventry, 0, 0, Nott'm Forest, Monday 26 December 1994, 12:00
Crystal Palace, 0, 0, QPR, Monday 26 December 1994, 12:00
Leeds, 0, 0, Newcastle, Monday 26 December 1994, 12:00
Southampton, 2, 3, Wimbledon, Monday 26 December 1994, 12:00
West Ham, 1, 1, Ipswich, Monday 26 December 1994, 12:00
Leicester, 1, 2, Liverpool, Monday 26 December 1994, 11:30
Southampton, 2, 1, Aston Villa, Monday 19 December 1994, 20:00
Chelsea, 0, 0, Liverpool, Sunday 18 December 1994, 16:00
Arsenal, 1, 3, Leeds, Saturday 17 December 1994, 15:00
Coventry, 0, 0, Newcastle, Saturday 17 December 1994, 15:00
Crystal Palace, 0, 1, Norwich, Saturday 17 December 1994, 15:00
Everton, 0, 0, Spurs, Saturday 17 December 1994, 15:00
Leicester, 0, 0, Blackburn, Saturday 17 December 1994, 15:00
Man Utd, 1, 2, Nott'm Forest, Saturday 17 December 1994, 15:00
Sheffield Wed, 0, 2, QPR, Saturday 17 December 1994, 15:00
West Ham, 3, 0, Man City, Saturday 17 December 1994, 15:00
Ipswich, 2, 2, Wimbledon, Friday 16 December 1994, 19:45
Man City, 1, 2, Arsenal, Monday 12 December 1994, 20:00
Liverpool, 0, 0, Crystal Palace, Sunday 11 December 1994, 16:00
Aston Villa, 0, 0, Everton, Saturday 10 December 1994, 15:00
Blackburn, 3, 2, Southampton, Saturday 10 December 1994, 15:00
Leeds, 2, 2, West Ham, Saturday 10 December 1994, 15:00
Newcastle, 3, 1, Leicester, Saturday 10 December 1994, 15:00
Norwich, 3, 0, Chelsea, Saturday 10 December 1994, 15:00
Nott'm Forest, 4, 1, Ipswich, Saturday 10 December 1994, 15:00
QPR, 2, 3, Man Utd, Saturday 10 December 1994, 15:00
Spurs, 3, 1, Sheffield Wed, Saturday 10 December 1994, 15:00
Wimbledon, 2, 0, Coventry, Saturday 10 December 1994, 15:00
Everton, 3, 0, Leeds, Monday 5 December 1994, 20:00
QPR, 2, 1, West Ham, Sunday 4 December 1994, 16:00
Coventry, 1, 1, Liverpool, Saturday 3 December 1994, 15:00
Ipswich, 1, 2, Man City, Saturday 3 December 1994, 15:00
Leicester, 1, 1, Aston Villa, Saturday 3 December 1994, 15:00
Man Utd, 1, 0, Norwich, Saturday 3 December 1994, 15:00
Nott'm Forest, 2, 2, Arsenal, Saturday 3 December 1994, 15:00
Sheffield Wed, 1, 0, Crystal Palace, Saturday 3 December 1994, 15:00
Southampton, 0, 1, Chelsea, Saturday 3 December 1994, 15:00
Spurs, 4, 2, Newcastle, Saturday 3 December 1994, 15:00
Wimbledon, 0, 3, Blackburn, Saturday 3 December 1994, 15:00
Aston Villa, 1, 1, Sheffield Wed, Sunday 27 November 1994, 16:00
Arsenal, 0, 0, Man Utd, Saturday 26 November 1994, 15:00
Blackburn, 4, 0, QPR, Saturday 26 November 1994, 15:00
Chelsea, 0, 1, Everton, Saturday 26 November 1994, 15:00
Crystal Palace, 0, 0, Southampton, Saturday 26 November 1994, 15:00
Leeds, 1, 0, Nott'm Forest, Saturday 26 November 1994, 15:00
Liverpool, 1, 1, Spurs, Saturday 26 November 1994, 15:00
Man City, 2, 0, Wimbledon, Saturday 26 November 1994, 15:00
Newcastle, 1, 1, Ipswich, Saturday 26 November 1994, 15:00
Norwich, 2, 1, Leicester, Saturday 26 November 1994, 15:00
West Ham, 0, 1, Coventry, Saturday 26 November 1994, 15:00
Leicester, 2, 1, Arsenal, Wednesday 23 November 1994, 19:45
Spurs, 0, 0, Chelsea, Wednesday 23 November 1994, 19:45
Everton, 2, 0, Liverpool, Monday 21 November 1994, 20:00
Leicester, 0, 1, Man City, Sunday 20 November 1994, 16:00
Coventry, 1, 0, Norwich, Saturday 19 November 1994, 15:00
Ipswich, 1, 3, Blackburn, Saturday 19 November 1994, 15:00
Man Utd, 3, 0, Crystal Palace, Saturday 19 November 1994, 15:00
Nott'm Forest, 0, 1, Chelsea, Saturday 19 November 1994, 15:00
QPR, 3, 2, Leeds, Saturday 19 November 1994, 15:00
Sheffield Wed, 1, 0, West Ham, Saturday 19 November 1994, 15:00
Southampton, 1, 0, Arsenal, Saturday 19 November 1994, 15:00
Spurs, 3, 4, Aston Villa, Saturday 19 November 1994, 15:00
Wimbledon, 3, 2, Newcastle, Saturday 19 November 1994, 15:00
Man Utd, 5, 0, Man City, Thursday 10 November 1994, 20:00
Liverpool, 3, 1, Chelsea, Wednesday 9 November 1994, 19:45
Wimbledon, 4, 3, Aston Villa, Wednesday 9 November 1994, 19:45
Nott'm Forest, 0, 0, Newcastle, Monday 7 November 1994, 20:00
Aston Villa, 1, 2, Man Utd, Sunday 6 November 1994, 16:00
Arsenal, 0, 0, Sheffield Wed, Sunday 6 November 1994, 15:00
Chelsea, 2, 2, Coventry, Sunday 6 November 1994, 15:00
Blackburn, 2, 0, Spurs, Saturday 5 November 1994, 15:00
Crystal Palace, 3, 0, Ipswich, Saturday 5 November 1994, 15:00
Leeds, 3, 1, Wimbledon, Saturday 5 November 1994, 15:00
Liverpool, 1, 0, Nott'm Forest, Saturday 5 November 1994, 15:00
Man City, 3, 3, Southampton, Saturday 5 November 1994, 15:00
Newcastle, 2, 1, QPR, Saturday 5 November 1994, 15:00
Norwich, 0, 0, Everton, Saturday 5 November 1994, 15:00
West Ham, 1, 0, Leicester, Saturday 5 November 1994, 15:00
Coventry, 1, 4, Crystal Palace, Wednesday 2 November 1994, 19:45
Sheffield Wed, 0, 1, Blackburn, Wednesday 2 November 1994, 19:45
Southampton, 1, 1, Norwich, Wednesday 2 November 1994, 19:30
Ipswich, 2, 0, Leeds, Tuesday 1 November 1994, 19:45
Everton, 1, 0, West Ham, Tuesday 1 November 1994, 19:30
QPR, 2, 1, Liverpool, Monday 31 October 1994, 20:00
Wimbledon, 1, 0, Norwich, Sunday 30 October 1994, 16:00
Coventry, 1, 0, Man City, Saturday 29 October 1994, 15:00
Everton, 1, 1, Arsenal, Saturday 29 October 1994, 15:00
Ipswich, 1, 3, Liverpool, Saturday 29 October 1994, 15:00
Leicester, 0, 1, Crystal Palace, Saturday 29 October 1994, 15:00
Man Utd, 2, 0, Newcastle, Saturday 29 October 1994, 15:00
Nott'm Forest, 0, 2, Blackburn, Saturday 29 October 1994, 15:00
QPR, 2, 0, Aston Villa, Saturday 29 October 1994, 15:00
Sheffield Wed, 1, 1, Chelsea, Saturday 29 October 1994, 15:00
Southampton, 1, 3, Leeds, Saturday 29 October 1994, 15:00
Spurs, 3, 1, West Ham, Saturday 29 October 1994, 15:00
Leeds, 2, 1, Leicester, Monday 24 October 1994, 20:00
Blackburn, 2, 4, Man Utd, Sunday 23 October 1994, 16:00
Arsenal, 2, 1, Coventry, Sunday 23 October 1994, 15:00
Chelsea, 2, 0, Ipswich, Sunday 23 October 1994, 15:00
Aston Villa, 0, 2, Nott'm Forest, Saturday 22 October 1994, 15:00
Crystal Palace, 1, 0, Everton, Saturday 22 October 1994, 15:00
Liverpool, 3, 0, Wimbledon, Saturday 22 October 1994, 15:00
Man City, 5, 2, Spurs, Saturday 22 October 1994, 15:00
Newcastle, 2, 1, Sheffield Wed, Saturday 22 October 1994, 15:00
Norwich, 4, 2, QPR, Saturday 22 October 1994, 15:00
West Ham, 2, 0, Southampton, Saturday 22 October 1994, 15:00
Nott'm Forest, 3, 1, Wimbledon, Monday 17 October 1994, 20:00
Ipswich, 1, 2, Sheffield Wed, Sunday 16 October 1994, 16:00
Arsenal, 3, 1, Chelsea, Saturday 15 October 1994, 15:00
Aston Villa, 1, 1, Norwich, Saturday 15 October 1994, 15:00
Blackburn, 3, 2, Liverpool, Saturday 15 October 1994, 15:00
Crystal Palace, 0, 1, Newcastle, Saturday 15 October 1994, 15:00
Everton, 0, 2, Coventry, Saturday 15 October 1994, 15:00
Leeds, 1, 1, Spurs, Saturday 15 October 1994, 15:00
Leicester, 4, 3, Southampton, Saturday 15 October 1994, 15:00
Man Utd, 1, 0, West Ham, Saturday 15 October 1994, 15:00
QPR, 1, 2, Man City, Saturday 15 October 1994, 15:00
Coventry, 2, 0, Ipswich, Monday 10 October 1994, 20:00
Newcastle, 1, 1, Blackburn, Sunday 9 October 1994, 16:00
Chelsea, 4, 0, Leicester, Saturday 8 October 1994, 15:00
Liverpool, 3, 2, Aston Villa, Saturday 8 October 1994, 15:00
Man City, 3, 3, Nott'm Forest, Saturday 8 October 1994, 15:00
Norwich, 2, 1, Leeds, Saturday 8 October 1994, 15:00
Sheffield Wed, 1, 0, Man Utd, Saturday 8 October 1994, 15:00
Southampton, 2, 0, Everton, Saturday 8 October 1994, 15:00
Spurs, 1, 1, QPR, Saturday 8 October 1994, 15:00
West Ham, 1, 0, Crystal Palace, Saturday 8 October 1994, 15:00
Wimbledon, 1, 3, Arsenal, Saturday 8 October 1994, 15:00
Leicester, 2, 2, Coventry, Monday 3 October 1994, 20:00
Nott'm Forest, 3, 2, QPR, Sunday 2 October 1994, 16:00
Chelsea, 1, 2, West Ham, Sunday 2 October 1994, 15:00
Arsenal, 1, 2, Crystal Palace, Saturday 1 October 1994, 15:00
Aston Villa, 0, 2, Newcastle, Saturday 1 October 1994, 15:00
Leeds, 2, 0, Man City, Saturday 1 October 1994, 15:00
Liverpool, 4, 1, Sheffield Wed, Saturday 1 October 1994, 15:00
Man Utd, 2, 0, Everton, Saturday 1 October 1994, 15:00
Norwich, 2, 1, Blackburn, Saturday 1 October 1994, 15:00
Southampton, 3, 1, Ipswich, Saturday 1 October 1994, 15:00
Wimbledon, 1, 2, Spurs, Saturday 1 October 1994, 15:00
Sheffield Wed, 1, 1, Leeds, Monday 26 September 1994, 20:00
West Ham, 0, 2, Arsenal, Sunday 25 September 1994, 16:00
Blackburn, 3, 1, Aston Villa, Saturday 24 September 1994, 15:00
Coventry, 1, 3, Southampton, Saturday 24 September 1994, 15:00
Crystal Palace, 0, 1, Chelsea, Saturday 24 September 1994, 15:00
Everton, 1, 1, Leicester, Saturday 24 September 1994, 15:00
Ipswich, 3, 2, Man Utd, Saturday 24 September 1994, 15:00
Man City, 2, 0, Norwich, Saturday 24 September 1994, 15:00
Newcastle, 1, 1, Liverpool, Saturday 24 September 1994, 15:00
QPR, 0, 1, Wimbledon, Saturday 24 September 1994, 15:00
Spurs, 1, 4, Nott'm Forest, Saturday 24 September 1994, 15:00
Ipswich, 1, 2, Norwich, Monday 19 September 1994, 20:00
Chelsea, 1, 2, Blackburn, Sunday 18 September 1994, 16:00
Arsenal, 2, 3, Newcastle, Sunday 18 September 1994, 15:00
Coventry, 2, 1, Leeds, Saturday 17 September 1994, 15:00
