home, homescore, awayscore, away, date, group
AC Milan, 2, 1, AS Roma, "Sunday, May 14, 2006", "San Siro (67,000)"
Cagliari, 2, 2, Internazionale, "Sunday, May 14, 2006", "Sant'Elia (15,000)"
Chievo Verona, 0, 2, Fiorentina, "Sunday, May 14, 2006", "Bentegodi (30,000)"
Empoli, 1, 2, Ascoli, "Sunday, May 14, 2006", "Carlo Castellani (5,000)"
Lazio, 1, 0, Parma, "Sunday, May 14, 2006", "Stadio Olimpico (36,000)"
Palermo, 1, 0, Messina, "Sunday, May 14, 2006", "Renzo Barbera (26,588)"
Reggina, 0, 2, Juventus, "Sunday, May 14, 2006", "Stadio Granillo (56,000)"
Sampdoria, 1, 3, Lecce, "Sunday, May 14, 2006", "Luigi  Ferraris (21,000)"
Siena, 0, 0, Livorno, "Sunday, May 14, 2006", "Artemio Franchi (7,000)"
Treviso, 2, 1, Udinese, "Sunday, May 14, 2006", "Omobono Tenni (4,000)"
AS Roma, 1, 0, Treviso, "Sunday, May 7, 2006", "Olimpico (15,622)"
Ascoli, 1, 4, Lazio, "Sunday, May 7, 2006", " (9,850)"
Fiorentina, 5, 2, Reggina, "Sunday, May 7, 2006", " Artemio Franchi (38,534)"
Internazionale, 1, 1, Siena, "Sunday, May 7, 2006", "San Siro (38,000)"
Juventus, 2, 1, Palermo, "Sunday, May 7, 2006", "Delle Alpi (56,488)"
Lecce, 0, 0, Chievo Verona, "Sunday, May 7, 2006", "Via del Mare (8,900)"
Livorno, 0, 0, Sampdoria, "Sunday, May 7, 2006", "Stadio Armando Picchi (10,000)"
Messina, 1, 2, Empoli, "Sunday, May 7, 2006", "Stadio San Filippo (8,000)"
Parma, 2, 3, AC Milan, "Sunday, May 7, 2006", "Ennio Tardini (21,920)"
Udinese, 2, 0, Cagliari, "Sunday, May 7, 2006", " Friuli (16,000)"
AC Milan, 2, 0, Livorno, "Sunday, April 30, 2006", "San Siro (62,088)"
Cagliari, 3, 1, Parma, "Sunday, April 30, 2006", "Sant'Elia (15,000)"
Chievo Verona, 4, 4, AS Roma, "Sunday, April 30, 2006", "Bentegodi (10,500)"
Empoli, 1, 0, Internazionale, "Sunday, April 30, 2006", "Carlo Castellani (6,500)"
Lazio, 1, 0, Lecce, "Sunday, April 30, 2006", "Stadio Olimpico (24,000)"
Palermo, 1, 0, Fiorentina, "Sunday, April 30, 2006", "Renzo Barbera (30,056)"
Reggina, 3, 0, Messina, "Sunday, April 30, 2006", "Stadio Granillo (20,000)"
Sampdoria, 1, 1, Udinese, "Sunday, April 30, 2006", "Luigi  Ferraris (20,644)"
Siena, 0, 3, Juventus, "Sunday, April 30, 2006", "Artemio Franchi (15,000)"
Treviso, 2, 2, Ascoli, "Sunday, April 30, 2006", "Omobono Tenni (3,463)"
AS Roma, 0, 0, Sampdoria, "Saturday, April 22, 2006", "Olimpico (40,000)"
Ascoli, 2, 2, Cagliari, "Saturday, April 22, 2006", " (12,500)"
Fiorentina, 2, 1, Empoli, "Saturday, April 22, 2006", " Artemio Franchi (35,186)"
Internazionale, 4, 0, Reggina, "Saturday, April 22, 2006", "San Siro (40,000)"
Juventus, 1, 1, Lazio, "Saturday, April 22, 2006", "Delle Alpi (33,898)"
Lecce, 1, 1, Treviso, "Saturday, April 22, 2006", "Via del Mare (8,966)"
Livorno, 3, 1, Palermo, "Saturday, April 22, 2006", "Stadio Armando Picchi (11,000)"
Messina, 1, 3, AC Milan, "Saturday, April 22, 2006", "Stadio San Filippo (32,000)"
Parma, 1, 1, Siena, "Saturday, April 22, 2006", "Ennio Tardini (15,000)"
Udinese, 1, 1, Chievo Verona, "Saturday, April 22, 2006", " Friuli (15,000)"
Cagliari, 1, 1, Juventus, "Saturday, April 15, 2006", "Sant'Elia (20,000)"
Chievo Verona, 2, 0, Messina, "Saturday, April 15, 2006", "Bentegodi "
Empoli, 2, 1, Siena, "Saturday, April 15, 2006", "Carlo Castellani "
Lazio, 3, 1, Livorno, "Saturday, April 15, 2006", "Stadio Olimpico (50,000)"
Lecce, 1, 2, Udinese, "Saturday, April 15, 2006", "Via del Mare "
Palermo, 3, 3, AS Roma, "Saturday, April 15, 2006", "Renzo Barbera (27,855)"
