home, homescore, awayscore, away, date, time
Ipswich, 1, 2, Arsenal, Saturday 10 April 1993, 15:00
Leeds, 5, 2, Blackburn, Saturday 10 April 1993, 15:00
Liverpool, 1, 0, Oldham, Saturday 10 April 1993, 15:00
Man Utd, 2, 1, Sheffield Wed, Saturday 10 April 1993, 15:00
Middlesbrough, 1, 2, Everton, Saturday 10 April 1993, 15:00
QPR, 4, 3, Nott'm Forest, Saturday 10 April 1993, 15:00
Southampton, 1, 0, Chelsea, Saturday 10 April 1993, 15:00
Sheffield Utd, 1, 1, Man City, Friday 9 April 1993, 19:00
Wimbledon, 4, 0, Crystal Palace, Friday 9 April 1993, 15:00
Spurs, 5, 1, Norwich, Friday 9 April 1993, 12:00
Oldham, 1, 1, Sheffield Wed, Wednesday 7 April 1993, 19:45
Nott'm Forest, 1, 3, Blackburn, Wednesday 7 April 1993, 19:30
Ipswich, 1, 1, Chelsea, Tuesday 6 April 1993, 19:45
Middlesbrough, 1, 0, Arsenal, Tuesday 6 April 1993, 19:45
Sheffield Utd, 2, 1, Leeds, Tuesday 6 April 1993, 19:45
Norwich, 1, 3, Man Utd, Monday 5 April 1993, 19:45
Nott'm Forest, 0, 1, Aston Villa, Sunday 4 April 1993, 15:00
Blackburn, 4, 1, Liverpool, Saturday 3 April 1993, 15:00
Chelsea, 4, 0, Middlesbrough, Saturday 3 April 1993, 15:00
Coventry, 2, 0, Southampton, Saturday 3 April 1993, 15:00
Crystal Palace, 1, 1, QPR, Saturday 3 April 1993, 15:00
Man City, 3, 1, Ipswich, Saturday 3 April 1993, 15:00
Oldham, 6, 2, Wimbledon, Saturday 3 April 1993, 15:00
Man Utd, 0, 0, Arsenal, Wednesday 24 March 1993, 20:00
Coventry, 1, 3, Sheffield Utd, Wednesday 24 March 1993, 19:45
Leeds, 1, 1, Chelsea, Wednesday 24 March 1993, 19:45
Norwich, 1, 0, Aston Villa, Wednesday 24 March 1993, 19:45
QPR, 0, 3, Blackburn, Wednesday 24 March 1993, 19:45
Sheffield Wed, 1, 1, Wimbledon, Wednesday 24 March 1993, 19:45
Spurs, 3, 1, Man City, Wednesday 24 March 1993, 19:45
Everton, 3, 0, Ipswich, Wednesday 24 March 1993, 19:30
Southampton, 1, 2, Nott'm Forest, Wednesday 24 March 1993, 19:30
Crystal Palace, 1, 1, Liverpool, Tuesday 23 March 1993, 20:00
Middlesbrough, 2, 3, Oldham, Monday 22 March 1993, 19:45
Nott'm Forest, 1, 1, Leeds, Sunday 21 March 1993, 16:00
Arsenal, 4, 3, Southampton, Saturday 20 March 1993, 15:00
Aston Villa, 2, 0, Sheffield Wed, Saturday 20 March 1993, 15:00
Blackburn, 1, 1, Middlesbrough, Saturday 20 March 1993, 15:00
Chelsea, 1, 1, Spurs, Saturday 20 March 1993, 15:00
Ipswich, 0, 0, Coventry, Saturday 20 March 1993, 15:00
Liverpool, 1, 0, Everton, Saturday 20 March 1993, 15:00
Oldham, 2, 2, QPR, Saturday 20 March 1993, 15:00
Sheffield Utd, 0, 1, Crystal Palace, Saturday 20 March 1993, 15:00
Wimbledon, 3, 0, Norwich, Saturday 20 March 1993, 15:00
Man City, 1, 1, Man Utd, Saturday 20 March 1993, 11:00
Nott'm Forest, 0, 3, Norwich, Wednesday 17 March 1993, 19:30
Crystal Palace, 1, 1, Chelsea, Monday 15 March 1993, 20:00
Man Utd, 1, 1, Aston Villa, Sunday 14 March 1993, 13:00
Coventry, 0, 2, Arsenal, Saturday 13 March 1993, 15:00
Everton, 3, 0, Nott'm Forest, Saturday 13 March 1993, 15:00
Leeds, 1, 0, Man City, Saturday 13 March 1993, 15:00
Middlesbrough, 1, 2, Liverpool, Saturday 13 March 1993, 15:00
Norwich, 1, 0, Oldham, Saturday 13 March 1993, 15:00
QPR, 1, 2, Wimbledon, Saturday 13 March 1993, 15:00
Southampton, 4, 3, Ipswich, Saturday 13 March 1993, 15:00
Aston Villa, 0, 0, Spurs, Wednesday 10 March 1993, 19:45
Chelsea, 2, 1, Everton, Wednesday 10 March 1993, 19:45
Ipswich, 0, 1, Sheffield Wed, Wednesday 10 March 1993, 19:45
Man City, 1, 0, Coventry, Wednesday 10 March 1993, 19:45
Sheffield Utd, 0, 1, Norwich, Wednesday 10 March 1993, 19:45
Liverpool, 1, 0, QPR, Wednesday 10 March 1993, 19:30
Wimbledon, 2, 0, Middlesbrough, Tuesday 9 March 1993, 20:00
Blackburn, 0, 0, Southampton, Tuesday 9 March 1993, 19:45
Oldham, 1, 0, Man Utd, Tuesday 9 March 1993, 19:30
Coventry, 0, 1, Everton, Sunday 7 March 1993, 12:30
Liverpool, 1, 2, Man Utd, Saturday 6 March 1993, 15:00
QPR, 3, 1, Norwich, Saturday 6 March 1993, 15:00
Wimbledon, 1, 2, Southampton, Saturday 6 March 1993, 15:00
Coventry, 1, 0, Sheffield Wed, Wednesday 3 March 1993, 19:45
Norwich, 1, 1, Arsenal, Wednesday 3 March 1993, 19:45
Everton, 2, 1, Blackburn, Wednesday 3 March 1993, 19:30
Nott'm Forest, 1, 1, Crystal Palace, Wednesday 3 March 1993, 19:30
Ipswich, 0, 1, Middlesbrough, Tuesday 2 March 1993, 19:45
Sheffield Utd, 6, 0, Spurs, Tuesday 2 March 1993, 19:45
Chelsea, 1, 0, Arsenal, Monday 1 March 1993, 19:45
Norwich, 0, 0, Blackburn, Sunday 28 February 1993, 16:00
Aston Villa, 1, 0, Wimbledon, Saturday 27 February 1993, 15:00
Crystal Palace, 0, 0, Coventry, Saturday 27 February 1993, 15:00
Everton, 2, 2, Oldham, Saturday 27 February 1993, 15:00
Leeds, 1, 0, Ipswich, Saturday 27 February 1993, 15:00
Man Utd, 3, 0, Middlesbrough, Saturday 27 February 1993, 15:00
Nott'm Forest, 0, 2, Man City, Saturday 27 February 1993, 15:00
Sheffield Wed, 1, 1, Liverpool, Saturday 27 February 1993, 15:00
Southampton, 3, 2, Sheffield Utd, Saturday 27 February 1993, 15:00
Spurs, 3, 2, QPR, Saturday 27 February 1993, 15:00
Arsenal, 0, 0, Leeds, Wednesday 24 February 1993, 19:45
Nott'm Forest, 1, 0, QPR, Wednesday 24 February 1993, 19:30
Man City, 1, 2, Sheffield Wed, Tuesday 23 February 1993, 19:45
Sheffield Utd, 2, 0, Oldham, Monday 22 February 1993, 19:45
Blackburn, 2, 0, Chelsea, Sunday 21 February 1993, 16:00
Aston Villa, 2, 1, Everton, Saturday 20 February 1993, 15:00
Liverpool, 0, 0, Ipswich, Saturday 20 February 1993, 15:00
Man Utd, 2, 1, Southampton, Saturday 20 February 1993, 15:00
Middlesbrough, 1, 2, Nott'm Forest, Saturday 20 February 1993, 15:00
Norwich, 2, 1, Man City, Saturday 20 February 1993, 15:00
Oldham, 0, 1, Arsenal, Saturday 20 February 1993, 15:00
QPR, 2, 0, Coventry, Saturday 20 February 1993, 15:00
Sheffield Wed, 2, 1, Crystal Palace, Saturday 20 February 1993, 15:00
Spurs, 4, 0, Leeds, Saturday 20 February 1993, 15:00
Wimbledon, 2, 0, Sheffield Utd, Saturday 20 February 1993, 15:00
Southampton, 2, 1, Liverpool, Saturday 13 February 1993, 17:00
Chelsea, 0, 1, Aston Villa, Saturday 13 February 1993, 15:00
Leeds, 2, 0, Oldham, Saturday 13 February 1993, 15:00
Crystal Palace, 1, 0, Aston Villa, Wednesday 10 February 1993, 20:00
Arsenal, 0, 1, Wimbledon, Wednesday 10 February 1993, 19:45
Chelsea, 0, 0, Liverpool, Wednesday 10 February 1993, 19:45
Everton, 1, 2, Spurs, Wednesday 10 February 1993, 19:30
Southampton, 3, 0, Norwich, Wednesday 10 February 1993, 19:30
Ipswich, 1, 1, QPR, Tuesday 9 February 1993, 19:45
Sheffield Utd, 2, 0, Middlesbrough, Tuesday 9 February 1993, 19:45
Leeds, 0, 0, Man Utd, Monday 8 February 1993, 19:45
Spurs, 4, 2, Southampton, Sunday 7 February 1993, 13:00
Aston Villa, 2, 0, Ipswich, Saturday 6 February 1993, 15:00
Liverpool, 0, 0, Nott'm Forest, Saturday 6 February 1993, 15:00
Man Utd, 2, 1, Sheffield Utd, Saturday 6 February 1993, 15:00
Middlesbrough, 0, 2, Coventry, Saturday 6 February 1993, 15:00
Oldham, 3, 1, Chelsea, Saturday 6 February 1993, 15:00
QPR, 1, 1, Man City, Saturday 6 February 1993, 15:00
Sheffield Wed, 3, 1, Everton, Saturday 6 February 1993, 15:00
Wimbledon, 1, 0, Leeds, Saturday 6 February 1993, 15:00
Blackburn, 1, 2, Crystal Palace, Tuesday 2 February 1993, 19:45
Arsenal, 0, 1, Liverpool, Sunday 31 January 1993, 16:00
Chelsea, 0, 2, Sheffield Wed, Saturday 30 January 1993, 15:00
Coventry, 0, 2, Wimbledon, Saturday 30 January 1993, 15:00
Crystal Palace, 1, 3, Spurs, Saturday 30 January 1993, 15:00
Everton, 0, 1, Norwich, Saturday 30 January 1993, 15:00
Ipswich, 2, 1, Man Utd, Saturday 30 January 1993, 15:00
Leeds, 3, 0, Middlesbrough, Saturday 30 January 1993, 15:00
Man City, 3, 2, Blackburn, Saturday 30 January 1993, 15:00
Nott'm Forest, 2, 0, Oldham, Saturday 30 January 1993, 15:00
Sheffield Utd, 1, 2, QPR, Saturday 30 January 1993, 15:00
Southampton, 2, 0, Aston Villa, Saturday 30 January 1993, 15:00
Man Utd, 2, 0, Nott'm Forest, Wednesday 27 January 1993, 20:00
Aston Villa, 3, 1, Sheffield Utd, Wednesday 27 January 1993, 19:45
Norwich, 4, 2, Crystal Palace, Wednesday 27 January 1993, 19:45
QPR, 1, 1, Chelsea, Wednesday 27 January 1993, 19:45
Spurs, 0, 2, Ipswich, Wednesday 27 January 1993, 19:45
Wimbledon, 1, 3, Everton, Tuesday 26 January 1993, 20:00
Blackburn, 2, 5, Coventry, Tuesday 26 January 1993, 19:45
Middlesbrough, 2, 1, Southampton, Tuesday 26 January 1993, 19:30
Oldham, 0, 1, Man City, Tuesday 26 January 1993, 19:30
Coventry, 3, 0, Oldham, Saturday 23 January 1993, 17:00
QPR, 1, 3, Man Utd, Monday 18 January 1993, 19:45
Aston Villa, 5, 1, Middlesbrough, Sunday 17 January 1993, 16:00
Everton, 2, 0, Leeds, Saturday 16 January 1993, 15:00
Man City, 0, 1, Arsenal, Saturday 16 January 1993, 15:00
Norwich, 1, 1, Coventry, Saturday 16 January 1993, 15:00
Nott'm Forest, 3, 0, Chelsea, Saturday 16 January 1993, 15:00
Oldham, 0, 1, Blackburn, Saturday 16 January 1993, 15:00
Sheffield Utd, 3, 0, Ipswich, Saturday 16 January 1993, 15:00
Southampton, 1, 0, Crystal Palace, Saturday 16 January 1993, 15:00
Spurs, 0, 2, Sheffield Wed, Saturday 16 January 1993, 15:00
Wimbledon, 2, 0, Liverpool, Saturday 16 January 1993, 15:00
Sheffield Wed, 1, 0, Norwich, Sunday 10 January 1993, 16:00
Arsenal, 1, 1, Sheffield Utd, Saturday 9 January 1993, 15:00
Blackburn, 0, 0, Wimbledon, Saturday 9 January 1993, 15:00
Chelsea, 2, 4, Man City, Saturday 9 January 1993, 15:00
Coventry, 0, 1, Nott'm Forest, Saturday 9 January 1993, 15:00
Crystal Palace, 0, 2, Everton, Saturday 9 January 1993, 15:00
Ipswich, 1, 2, Oldham, Saturday 9 January 1993, 15:00
Leeds, 2, 1, Southampton, Saturday 9 January 1993, 15:00
Liverpool, 1, 2, Aston Villa, Saturday 9 January 1993, 15:00
Man Utd, 4, 1, Spurs, Saturday 9 January 1993, 15:00
Middlesbrough, 0, 1, QPR, Saturday 9 January 1993, 15:00
Aston Villa, 1, 0, Arsenal, Monday 28 December 1992, 19:30
Ipswich, 2, 1, Blackburn, Monday 28 December 1992, 15:00
Leeds, 0, 0, Norwich, Monday 28 December 1992, 15:00
Liverpool, 1, 1, Man City, Monday 28 December 1992, 15:00
Man Utd, 5, 0, Coventry, Monday 28 December 1992, 15:00
Middlesbrough, 0, 1, Crystal Palace, Monday 28 December 1992, 15:00
QPR, 4, 2, Everton, Monday 28 December 1992, 15:00
Southampton, 1, 2, Sheffield Wed, Monday 28 December 1992, 15:00
Wimbledon, 0, 0, Chelsea, Monday 28 December 1992, 15:00
Spurs, 2, 1, Nott'm Forest, Monday 28 December 1992, 12:45
Blackburn, 3, 1, Leeds, Saturday 26 December 1992, 15:00
Everton, 2, 2, Middlesbrough, Saturday 26 December 1992, 15:00
Man City, 2, 0, Sheffield Utd, Saturday 26 December 1992, 15:00
Norwich, 0, 0, Spurs, Saturday 26 December 1992, 15:00
Arsenal, 0, 0, Ipswich, Saturday 26 December 1992, 12:00
Chelsea, 1, 1, Southampton, Saturday 26 December 1992, 12:00
Coventry, 3, 0, Aston Villa, Saturday 26 December 1992, 12:00
Crystal Palace, 2, 0, Wimbledon, Saturday 26 December 1992, 12:00
Sheffield Wed, 3, 3, Man Utd, Saturday 26 December 1992, 12:00
Norwich, 0, 2, Ipswich, Monday 21 December 1992, 19:45
Nott'm Forest, 1, 1, Wimbledon, Sunday 20 December 1992, 15:00
Crystal Palace, 1, 0, Leeds, Sunday 20 December 1992, 13:30
Arsenal, 1, 1, Middlesbrough, Saturday 19 December 1992, 15:00
Blackburn, 1, 0, Sheffield Utd, Saturday 19 December 1992, 15:00
Chelsea, 1, 1, Man Utd, Saturday 19 December 1992, 15:00
Coventry, 5, 1, Liverpool, Saturday 19 December 1992, 15:00
Everton, 2, 1, Southampton, Saturday 19 December 1992, 15:00
Man City, 1, 1, Aston Villa, Saturday 19 December 1992, 15:00
Oldham, 2, 1, Spurs, Saturday 19 December 1992, 15:00
Sheffield Wed, 1, 0, QPR, Saturday 19 December 1992, 15:00
Liverpool, 2, 1, Blackburn, Sunday 13 December 1992, 16:00
Aston Villa, 2, 1, Nott'm Forest, Saturday 12 December 1992, 15:00
Ipswich, 3, 1, Man City, Saturday 12 December 1992, 15:00
Leeds, 3, 1, Sheffield Wed, Saturday 12 December 1992, 15:00
Man Utd, 1, 0, Norwich, Saturday 12 December 1992, 15:00
QPR, 1, 3, Crystal Palace, Saturday 12 December 1992, 15:00
Sheffield Utd, 1, 0, Everton, Saturday 12 December 1992, 15:00
Southampton, 2, 2, Coventry, Saturday 12 December 1992, 15:00
Spurs, 1, 0, Arsenal, Saturday 12 December 1992, 15:00
Wimbledon, 5, 2, Oldham, Saturday 12 December 1992, 15:00
Middlesbrough, 0, 0, Chelsea, Friday 11 December 1992, 19:45
Everton, 2, 1, Liverpool, Monday 7 December 1992, 19:45
Man Utd, 2, 1, Man City, Sunday 6 December 1992, 16:00
Coventry, 2, 2, Ipswich, Saturday 5 December 1992, 15:00
Crystal Palace, 2, 0, Sheffield Utd, Saturday 5 December 1992, 15:00
Leeds, 1, 4, Nott'm Forest, Saturday 5 December 1992, 15:00
Middlesbrough, 3, 2, Blackburn, Saturday 5 December 1992, 15:00
Norwich, 2, 1, Wimbledon, Saturday 5 December 1992, 15:00
QPR, 3, 2, Oldham, Saturday 5 December 1992, 15:00
Sheffield Wed, 1, 2, Aston Villa, Saturday 5 December 1992, 15:00
Southampton, 2, 0, Arsenal, Saturday 5 December 1992, 15:00
Spurs, 1, 2, Chelsea, Saturday 5 December 1992, 15:00
Chelsea, 1, 0, Leeds, Sunday 29 November 1992, 16:00
Arsenal, 0, 1, Man Utd, Saturday 28 November 1992, 15:00
Aston Villa, 2, 3, Norwich, Saturday 28 November 1992, 15:00
Blackburn, 1, 0, QPR, Saturday 28 November 1992, 15:00
Ipswich, 1, 0, Everton, Saturday 28 November 1992, 15:00
Liverpool, 5, 0, Crystal Palace, Saturday 28 November 1992, 15:00
Man City, 0, 1, Spurs, Saturday 28 November 1992, 15:00
Nott'm Forest, 1, 2, Southampton, Saturday 28 November 1992, 15:00
Oldham, 4, 1, Middlesbrough, Saturday 28 November 1992, 15:00
Sheffield Utd, 1, 1, Coventry, Saturday 28 November 1992, 15:00
Wimbledon, 1, 1, Sheffield Wed, Saturday 28 November 1992, 15:00
QPR, 0, 1, Liverpool, Monday 23 November 1992, 19:45
Southampton, 1, 1, Blackburn, Sunday 22 November 1992, 16:00
Coventry, 2, 3, Man City, Saturday 21 November 1992, 15:00
Crystal Palace, 1, 1, Nott'm Forest, Saturday 21 November 1992, 15:00
Everton, 0, 1, Chelsea, Saturday 21 November 1992, 15:00
Leeds, 3, 0, Arsenal, Saturday 21 November 1992, 15:00
Man Utd, 3, 0, Oldham, Saturday 21 November 1992, 15:00
Middlesbrough, 2, 0, Wimbledon, Saturday 21 November 1992, 15:00
Norwich, 2, 1, Sheffield Utd, Saturday 21 November 1992, 15:00
Sheffield Wed, 1, 1, Ipswich, Saturday 21 November 1992, 15:00
Spurs, 0, 0, Aston Villa, Saturday 21 November 1992, 15:00
Oldham, 2, 3, Norwich, Monday 9 November 1992, 19:30
Sheffield Utd, 1, 1, Sheffield Wed, Sunday 8 November 1992, 15:00
Arsenal, 3, 0, Coventry, Saturday 7 November 1992, 15:00
Aston Villa, 1, 0, Man Utd, Saturday 7 November 1992, 15:00
Blackburn, 0, 2, Spurs, Saturday 7 November 1992, 15:00
Chelsea, 3, 1, Crystal Palace, Saturday 7 November 1992, 15:00
Ipswich, 0, 0, Southampton, Saturday 7 November 1992, 15:00
Liverpool, 4, 1, Middlesbrough, Saturday 7 November 1992, 15:00
Man City, 4, 0, Leeds, Saturday 7 November 1992, 15:00
Nott'm Forest, 0, 1, Everton, Saturday 7 November 1992, 15:00
Wimbledon, 0, 2, QPR, Saturday 7 November 1992, 15:00
Crystal Palace, 1, 2, Arsenal, Monday 2 November 1992, 20:00
Aston Villa, 2, 0, QPR, Sunday 1 November 1992, 15:00
Chelsea, 1, 2, Sheffield Utd, Saturday 31 October 1992, 15:00
Everton, 1, 3, Man City, Saturday 31 October 1992, 15:00
Leeds, 2, 2, Coventry, Saturday 31 October 1992, 15:00
Man Utd, 0, 1, Wimbledon, Saturday 31 October 1992, 15:00
Norwich, 1, 1, Middlesbrough, Saturday 31 October 1992, 15:00
Nott'm Forest, 0, 1, Ipswich, Saturday 31 October 1992, 15:00
Sheffield Wed, 0, 0, Blackburn, Saturday 31 October 1992, 15:00
Southampton, 1, 0, Oldham, Saturday 31 October 1992, 15:00
Spurs, 2, 0, Liverpool, Saturday 31 October 1992, 15:00
Wimbledon, 1, 1, Spurs, Sunday 25 October 1992, 16:00
Liverpool, 4, 1, Norwich, Sunday 25 October 1992, 15:00
Arsenal, 2, 0, Everton, Saturday 24 October 1992, 15:00
Blackburn, 0, 0, Man Utd, Saturday 24 October 1992, 15:00
Coventry, 1, 2, Chelsea, Saturday 24 October 1992, 15:00
Ipswich, 2, 2, Crystal Palace, Saturday 24 October 1992, 15:00
Man City, 1, 0, Southampton, Saturday 24 October 1992, 15:00
Middlesbrough, 1, 1, Sheffield Wed, Saturday 24 October 1992, 15:00
Oldham, 1, 1, Aston Villa, Saturday 24 October 1992, 15:00
QPR, 2, 1, Leeds, Saturday 24 October 1992, 15:00
Sheffield Utd, 0, 0, Nott'm Forest, Saturday 24 October 1992, 15:00
Nott'm Forest, 1, 0, Middlesbrough, Wednesday 21 October 1992, 19:30
Aston Villa, 0, 0, Blackburn, Monday 19 October 1992, 19:45
Man Utd, 2, 2, Liverpool, Sunday 18 October 1992, 16:00
Chelsea, 2, 1, Ipswich, Saturday 17 October 1992, 15:00
Crystal Palace, 0, 0, Man City, Saturday 17 October 1992, 15:00
Everton, 1, 1, Coventry, Saturday 17 October 1992, 15:00
Leeds, 3, 1, Sheffield Utd, Saturday 17 October 1992, 15:00
Norwich, 2, 1, QPR, Saturday 17 October 1992, 15:00
Nott'm Forest, 0, 1, Arsenal, Saturday 17 October 1992, 15:00
Sheffield Wed, 2, 1, Oldham, Saturday 17 October 1992, 15:00
Southampton, 2, 2, Wimbledon, Saturday 17 October 1992, 15:00
Spurs, 2, 2, Middlesbrough, Saturday 17 October 1992, 15:00
Oldham, 1, 0, Everton, Sunday 4 October 1992, 16:00
Arsenal, 2, 1, Chelsea, Saturday 3 October 1992, 15:00
Blackburn, 7, 1, Norwich, Saturday 3 October 1992, 15:00
Coventry, 2, 2, Crystal Palace, Saturday 3 October 1992, 15:00
Ipswich, 4, 2, Leeds, Saturday 3 October 1992, 15:00
Liverpool, 1, 0, Sheffield Wed, Saturday 3 October 1992, 15:00
Man City, 2, 2, Nott'm Forest, Saturday 3 October 1992, 15:00
Middlesbrough, 1, 1, Man Utd, Saturday 3 October 1992, 15:00
QPR, 4, 1, Spurs, Saturday 3 October 1992, 15:00
Sheffield Utd, 2, 0, Southampton, Saturday 3 October 1992, 15:00
Wimbledon, 2, 3, Aston Villa, Saturday 3 October 1992, 15:00
Arsenal, 1, 0, Man City, Monday 28 September 1992, 19:45
Sheffield Wed, 2, 0, Spurs, Sunday 27 September 1992, 16:00
Blackburn, 2, 0, Oldham, Saturday 26 September 1992, 15:00
Chelsea, 0, 0, Nott'm Forest, Saturday 26 September 1992, 15:00
Coventry, 1, 1, Norwich, Saturday 26 September 1992, 15:00
Crystal Palace, 1, 2, Southampton, Saturday 26 September 1992, 15:00
Ipswich, 0, 0, Sheffield Utd, Saturday 26 September 1992, 15:00
Leeds, 2, 0, Everton, Saturday 26 September 1992, 15:00
Liverpool, 2, 3, Wimbledon, Saturday 26 September 1992, 15:00
Man Utd, 0, 0, QPR, Saturday 26 September 1992, 15:00
Middlesbrough, 2, 3, Aston Villa, Saturday 26 September 1992, 15:00
Nott'm Forest, 1, 1, Coventry, Monday 21 September 1992, 19:30
Man City, 0, 1, Chelsea, Sunday 20 September 1992, 16:00
Aston Villa, 4, 2, Liverpool, Saturday 19 September 1992, 15:00
Everton, 0, 2, Crystal Palace, Saturday 19 September 1992, 15:00
Norwich, 1, 0, Sheffield Wed, Saturday 19 September 1992, 15:00
Oldham, 4, 2, Ipswich, Saturday 19 September 1992, 15:00
QPR, 3, 3, Middlesbrough, Saturday 19 September 1992, 15:00
Sheffield Utd, 1, 1, Arsenal, Saturday 19 September 1992, 15:00
Southampton, 1, 1, Leeds, Saturday 19 September 1992, 15:00
Spurs, 1, 1, Man Utd, Saturday 19 September 1992, 15:00
Wimbledon, 1, 1, Blackburn, Saturday 19 September 1992, 15:00
Blackburn, 2, 3, Everton, Tuesday 15 September 1992, 19:45
Coventry, 1, 0, Spurs, Monday 14 September 1992, 19:45
Leeds, 1, 1, Aston Villa, Sunday 13 September 1992, 16:00
Arsenal, 0, 1, Blackburn, Saturday 12 September 1992, 15:00
Chelsea, 2, 3, Norwich, Saturday 12 September 1992, 15:00
Crystal Palace, 2, 2, Oldham, Saturday 12 September 1992, 15:00
Everton, 0, 2, Man Utd, Saturday 12 September 1992, 15:00
Ipswich, 2, 1, Wimbledon, Saturday 12 September 1992, 15:00
Man City, 0, 1, Middlesbrough, Saturday 12 September 1992, 15:00
Nott'm Forest, 1, 2, Sheffield Wed, Saturday 12 September 1992, 15:00
Sheffield Utd, 1, 0, Liverpool, Saturday 12 September 1992, 15:00
Southampton, 1, 2, QPR, Saturday 12 September 1992, 15:00
Man Utd, 2, 0, Leeds, Sunday 6 September 1992, 16:00
Aston Villa, 3, 0, Crystal Palace, Saturday 5 September 1992, 15:00
Blackburn, 4, 1, Nott'm Forest, Saturday 5 September 1992, 15:00
Liverpool, 2, 1, Chelsea, Saturday 5 September 1992, 15:00
Middlesbrough, 2, 0, Sheffield Utd, Saturday 5 September 1992, 15:00
Norwich, 1, 0, Southampton, Saturday 5 September 1992, 15:00
Oldham, 0, 1, Coventry, Saturday 5 September 1992, 15:00
QPR, 0, 0, Ipswich, Saturday 5 September 1992, 15:00
