home,homescore,awayscore,away,date,location
Dunfermline Athletic,1,3,Rangers,"Saturday, February 8, 2003","East End Park (8,754)"
Aberdeen,0,1,Partick Thistle,"Saturday, February 8, 2003","Pittodrie Stadium (11,334)"
Heart of Midlothian,3,0,Kilmarnock,"Saturday, February 8, 2003","Tynecastle Stadium (10,426)"
Motherwell,2,1,Hibernian,"Saturday, February 8, 2003","Fir Park (4,999)"
Partick Thistle,0,2,Celtic,"Sunday, February 2, 2003","Firhill Stadium (7,119)"
Dundee United,2,1,Motherwell,"Saturday, February 1, 2003","Tannadice Park (6,672)"
Heart of Midlothian,3,0,Dunfermline Athletic,"Saturday, February 1, 2003","Tynecastle Stadium (11,281)"
Livingston,0,4,Kilmarnock,"Saturday, February 1, 2003","Almondvale Stadium (4,144)"
Rangers,2,1,Aberdeen,"Saturday, February 1, 2003","Ibrox Stadium (49,667)"
Celtic,2,0,Dundee United,"Wednesday, January 29, 2003","Celtic Park (55,204)"
Hibernian,0,2,Rangers,"Wednesday, January 29, 2003","Easter Road Stadium (13,686)"
Kilmarnock,1,0,Motherwell,"Wednesday, January 29, 2003","Rugby Park (4,457)"
Aberdeen,0,1,Heart of Midlothian,"Tuesday, January 28, 2003","Pittodrie Stadium (9,322)"
Dunfermline Athletic,0,1,Dundee,"Tuesday, January 28, 2003","East End Park (4,237)"
Partick Thistle,1,3,Livingston,"Tuesday, January 28, 2003","Firhill Stadium (3,541)"
Aberdeen,1,1,Celtic,"Thursday, January 2, 2003","Pittodrie Stadium (16,331)"
Dundee United,2,2,Kilmarnock,"Thursday, January 2, 2003","Tannadice Park (7,183)"
Dunfermline Athletic,2,0,Livingston,"Thursday, January 2, 2003","East End Park (5,218)"
Heart of Midlothian,4,4,Hibernian,"Thursday, January 2, 2003","Tynecastle Stadium (17,732)"
Motherwell,2,2,Partick Thistle,"Thursday, January 2, 2003","Fir Park (6,262)"
Rangers,3,1,Dundee,"Thursday, January 2, 2003","Ibrox Stadium (49,112)"
Celtic,1,0,Dunfermline Athletic,"Sunday, December 29, 2002","Celtic Park (58,387)"
Dundee,1,2,Heart of Midlothian,"Sunday, December 29, 2002","Dens Park stadium (7,340)"
Hibernian,2,0,Aberdeen,"Sunday, December 29, 2002","Easter Road Stadium (11,604)"
Kilmarnock,0,1,Rangers,"Sunday, December 29, 2002","Rugby Park (13,396)"
Livingston,1,0,Motherwell,"Sunday, December 29, 2002","Almondvale Stadium (7,216)"
Partick Thistle,0,0,Dundee United,"Sunday, December 29, 2002","Firhill Stadium (5,109)"
Celtic,4,2,Heart of Midlothian,"Thursday, December 26, 2002","Celtic Park (58,450)"
Dundee,1,2,Aberdeen,"Thursday, December 26, 2002","Dens Park stadium (8,574)"
Dunfermline Athletic,0,2,Kilmarnock,"Thursday, December 26, 2002","East End Park (5,847)"
Hibernian,1,1,Partick Thistle,"Thursday, December 26, 2002","Easter Road Stadium (10,317)"
Livingston,3,0,Dundee United,"Thursday, December 26, 2002","Almondvale Stadium (5,103)"
Motherwell,1,0,Rangers,"Thursday, December 26, 2002","Fir Park (11,234)"
Partick Thistle,1,2,Rangers,"Sunday, December 22, 2002","Firhill Stadium (10,022)"
Aberdeen,0,0,Livingston,"Saturday, December 21, 2002","Pittodrie Stadium (11,253)"
Celtic,2,0,Dundee,"Saturday, December 21, 2002","Celtic Park (56,162)"
Dundee United,0,3,Heart of Midlothian,"Saturday, December 21, 2002","Tannadice Park (6,025)"
Kilmarnock,2,1,Hibernian,"Saturday, December 21, 2002","Rugby Park (5,814)"
Kilmarnock,1,1,Celtic,"Sunday, December 15, 2002","Rugby Park (9,225)"
Dunfermline Athletic,3,0,Aberdeen,"Sunday, December 15, 2002","East End Park (4,835)"
Dundee,1,1,Motherwell,"Saturday, December 14, 2002","Dens Park stadium (5,527)"
Heart of Midlothian,1,0,Partick Thistle,"Saturday, December 14, 2002","Tynecastle Stadium (9,734)"
Livingston,1,2,Hibernian,"Saturday, December 14, 2002","Almondvale Stadium (6,501)"
Rangers,3,0,Dundee United,"Saturday, December 14, 2002","Ibrox Stadium (47,639)"
Rangers,3,2,Celtic,"Saturday, December 7, 2002","Ibrox Stadium (49,874)"
Aberdeen,1,1,Motherwell,"Saturday, December 7, 2002","Pittodrie Stadium (9,569)"
Dundee United,1,1,Hibernian,"Saturday, December 7, 2002","Tannadice Park (5,673)"
Heart of Midlothian,2,1,Livingston,"Saturday, December 7, 2002","Tynecastle Stadium (8,074)"
Kilmarnock,2,0,Dundee,"Saturday, December 7, 2002","Rugby Park (4,810)"
Partick Thistle,4,0,Dunfermline Athletic,"Saturday, December 7, 2002","Firhill Stadium (4,110)"
Dundee,4,1,Partick Thistle,"Wednesday, December 4, 2002","Dens Park stadium (5,363)"
Dunfermline Athletic,4,1,Dundee United,"Wednesday, December 4, 2002","East End Park (4,342)"
Hibernian,0,1,Celtic,"Wednesday, December 4, 2002","Easter Road Stadium (12,042)"
Motherwell,6,1,Heart of Midlothian,"Wednesday, December 4, 2002","Fir Park (4,114)"
Rangers,4,3,Livingston,"Wednesday, December 4, 2002","Ibrox Stadium (45,992)"
Aberdeen,0,1,Kilmarnock,"Tuesday, December 3, 2002","Pittodrie Stadium (8,861)"
Celtic,3,1,Motherwell,"Sunday, December 1, 2002","Celtic Park (56,733)"
Heart of Midlothian,0,4,Rangers,"Sunday, December 1, 2002","Tynecastle Stadium (12,156)"
Dundee United,1,1,Aberdeen,"Saturday, November 30, 2002","Tannadice Park (8,621)"
Dunfermline Athletic,1,1,Hibernian,"Saturday, November 30, 2002","East End Park (7,515)"
Livingston,1,1,Dundee,"Saturday, November 30, 2002","Almondvale Stadium (5,307)"
Partick Thistle,3,0,Kilmarnock,"Saturday, November 30, 2002","Firhill Stadium (5,055)"
Livingston,0,2,Celtic,"Sunday, November 24, 2002","Almondvale Stadium (10,002)"
Dundee,3,2,Dundee United,"Saturday, November 23, 2002","Dens Park stadium (11,539)"
Hibernian,3,1,Motherwell,"Saturday, November 23, 2002","Easter Road Stadium (8,859)"
Kilmarnock,0,1,Heart of Midlothian,"Saturday, November 23, 2002","Rugby Park (6,511)"
Partick Thistle,2,1,Aberdeen,"Saturday, November 23, 2002","Firhill Stadium (6,182)"
Rangers,3,0,Dunfermline Athletic,"Saturday, November 23, 2002","Ibrox Stadium (48,431)"
Celtic,4,0,Partick Thistle,"Sunday, November 17, 2002","Celtic Park (57,839)"
Dunfermline Athletic,3,1,Heart of Midlothian,"Sunday, November 17, 2002","East End Park (4,800)"
Aberdeen,2,2,Rangers,"Saturday, November 16, 2002","Pittodrie Stadium (14,915)"
Hibernian,2,1,Dundee,"Saturday, November 16, 2002","Easter Road Stadium (8,870)"
Kilmarnock,2,0,Livingston,"Saturday, November 16, 2002","Rugby Park (5,270)"
Motherwell,1,2,Dundee United,"Saturday, November 16, 2002","Fir Park (5,381)"
Dundee,2,3,Dunfermline Athletic,"Tuesday, November 12, 2002","Dens Park stadium (5,475)"
Dundee United,0,2,Celtic,"Sunday, November 10, 2002","Tannadice Park (10,664)"
Rangers,2,1,Hibernian,"Sunday, November 10, 2002","Ibrox Stadium (48,798)"
Heart of Midlothian,0,0,Aberdeen,"Saturday, November 9, 2002","Tynecastle Stadium (11,920)"
Livingston,3,0,Partick Thistle,"Saturday, November 9, 2002","Almondvale Stadium (6,218)"
Motherwell,0,1,Kilmarnock,"Saturday, November 9, 2002","Fir Park (4,439)"
Celtic,7,0,Aberdeen,"Sunday, November 3, 2002","Celtic Park (58,526)"
Hibernian,1,2,Heart of Midlothian,"Sunday, November 3, 2002","Easter Road Stadium (15,560)"
Dundee,0,3,Rangers,"Saturday, November 2, 2002","Dens Park stadium (10,124)"
Kilmarnock,1,2,Dundee United,"Saturday, November 2, 2002","Rugby Park (5,417)"
Livingston,1,1,Dunfermline Athletic,"Saturday, November 2, 2002","Almondvale Stadium (6,324)"
Partick Thistle,2,0,Motherwell,"Saturday, November 2, 2002","Firhill Stadium (5,405)"
Aberdeen,0,1,Hibernian,"Sunday, October 27, 2002","Pittodrie Stadium (12,321)"
Dunfermline Athletic,1,4,Celtic,"Sunday, October 27, 2002","East End Park (9,139)"
Rangers,6,1,Kilmarnock,"Sunday, October 27, 2002","Ibrox Stadium (48,368)"
Dundee United,1,1,Partick Thistle,"Saturday, October 26, 2002","Tannadice Park (6,369)"
Heart of Midlothian,1,2,Dundee,"Saturday, October 26, 2002","Tynecastle Stadium (10,169)"
Motherwell,1,5,Livingston,"Saturday, October 26, 2002","Fir Park (4,342)"
Heart of Midlothian,1,4,Celtic,"Sunday, October 20, 2002","Tynecastle Stadium (13,911)"
Aberdeen,0,0,Dundee,"Saturday, October 19, 2002","Pittodrie Stadium (14,003)"
Dundee United,2,3,Livingston,"Saturday, October 19, 2002","Tannadice Park (5,572)"
Kilmarnock,2,2,Dunfermline Athletic,"Saturday, October 19, 2002","Rugby Park (5,515)"
Partick Thistle,0,3,Hibernian,"Saturday, October 19, 2002","Firhill Stadium (5,946)"
Rangers,3,0,Motherwell,"Saturday, October 19, 2002","Ibrox Stadium (49,376)"
Celtic,3,3,Rangers,"Sunday, October 6, 2002","Celtic Park (59,027)"
Livingston,1,1,Heart of Midlothian,"Sunday, October 6, 2002","Almondvale Stadium (6,512)"
Dundee,2,1,Kilmarnock,"Saturday, October 5, 2002","Dens Park stadium (5,567)"
Dunfermline Athletic,4,1,Partick Thistle,"Saturday, October 5, 2002","East End Park (5,522)"
Hibernian,2,1,Dundee United,"Saturday, October 5, 2002","Easter Road Stadium (9,175)"
Motherwell,1,2,Aberdeen,"Saturday, October 5, 2002","Fir Park (6,014)"
Dundee United,0,3,Rangers,"Saturday, September 28, 2002","Tannadice Park (10,013)"
Aberdeen,3,1,Dunfermline Athletic,"Saturday, September 28, 2002","Pittodrie Stadium (11,678)"
Celtic,5,0,Kilmarnock,"Saturday, September 28, 2002","Celtic Park (57,469)"
Hibernian,1,0,Livingston,"Saturday, September 28, 2002","Easter Road Stadium (9,541)"
Motherwell,1,1,Dundee,"Saturday, September 28, 2002","Fir Park (4,025)"
Partick Thistle,2,2,Heart of Midlothian,"Saturday, September 28, 2002","Firhill Stadium (6,111)"
Dundee,0,1,Celtic,"Sunday, September 22, 2002","Dens Park stadium (9,483)"
Livingston,1,2,Aberdeen,"Sunday, September 22, 2002","Almondvale Stadium (7,513)"
Dunfermline Athletic,1,0,Motherwell,"Saturday, September 21, 2002","East End Park (4,987)"
Heart of Midlothian,2,0,Dundee United,"Saturday, September 21, 2002","Tynecastle Stadium (11,532)"
Hibernian,2,0,Kilmarnock,"Saturday, September 21, 2002","Easter Road Stadium (8,680)"
Rangers,3,0,Partick Thistle,"Saturday, September 21, 2002","Ibrox Stadium (48,696)"
Heart of Midlothian,4,2,Motherwell,"Sunday, September 15, 2002","Tynecastle Stadium (8,578)"
Celtic,1,0,Hibernian,"Saturday, September 14, 2002","Celtic Park (56,703)"
Dundee United,1,2,Dunfermline Athletic,"Saturday, September 14, 2002","Tannadice Park (6,041)"
Kilmarnock,2,2,Aberdeen,"Saturday, September 14, 2002","Rugby Park (6,538)"
Livingston,0,2,Rangers,"Saturday, September 14, 2002","Almondvale Stadium (10,003)"
Partick Thistle,1,1,Dundee,"Saturday, September 14, 2002","Firhill Stadium (4,552)"
Aberdeen,1,2,Dundee United,"Wednesday, September 11, 2002","Pittodrie Stadium (10,724)"
Dundee,2,1,Livingston,"Wednesday, September 11, 2002","Dens Park stadium (5,391)"
Hibernian,1,4,Dunfermline Athletic,"Wednesday, September 11, 2002","Easter Road Stadium (9,837)"
Kilmarnock,1,0,Partick Thistle,"Wednesday, September 11, 2002","Rugby Park (6,848)"
Rangers,2,0,Heart of Midlothian,"Wednesday, September 11, 2002","Ibrox Stadium (48,581)"
Motherwell,2,1,Celtic,"Tuesday, September 10, 2002","Fir Park (8,448)"
Aberdeen,0,1,Partick Thistle,"Sunday, September 1, 2002","Pittodrie Stadium (12,591)"
Celtic,2,0,Livingston,"Sunday, September 1, 2002","Celtic Park (56,988)"
Dunfermline Athletic,0,6,Rangers,"Sunday, September 1, 2002","East End Park (8,948)"
Dundee United,0,0,Dundee,"Saturday, August 31, 2002","Tannadice Park (12,402)"
Heart of Midlothian,1,1,Kilmarnock,"Saturday, August 31, 2002","Tynecastle Stadium (11,912)"
Motherwell,0,2,Hibernian,"Saturday, August 31, 2002","Fir Park (5,888)"
Dundee United,1,1,Motherwell,"Sunday, August 25, 2002","Tannadice Park (5,795)"
Livingston,0,1,Kilmarnock,"Sunday, August 25, 2002","Almondvale Stadium (7,416)"
Rangers,2,0,Aberdeen,"Sunday, August 25, 2002","Ibrox Stadium (49,219)"
Partick Thistle,0,1,Celtic,"Saturday, August 24, 2002","Firhill Stadium (8,053)"
Dundee,2,1,Hibernian,"Saturday, August 24, 2002","Dens Park stadium (6,411)"
Heart of Midlothian,2,0,Dunfermline Athletic,"Saturday, August 24, 2002","Tynecastle Stadium (11,367)"
Aberdeen,1,1,Heart of Midlothian,"Sunday, August 18, 2002","Pittodrie Stadium (12,825)"
Hibernian,2,4,Rangers,"Sunday, August 18, 2002","Easter Road Stadium (11,633)"
Celtic,5,0,Dundee United,"Saturday, August 17, 2002","Celtic Park (56,907)"
Dunfermline Athletic,4,2,Dundee,"Saturday, August 17, 2002","East End Park (5,901)"
Kilmarnock,0,3,Motherwell,"Saturday, August 17, 2002","Rugby Park (6,164)"
Partick Thistle,2,2,Livingston,"Saturday, August 17, 2002","Firhill Stadium (4,255)"
Heart of Midlothian,5,1,Hibernian,"Sunday, August 11, 2002","Tynecastle Stadium (15,245)"
Aberdeen,0,4,Celtic,"Saturday, August 10, 2002","Pittodrie Stadium (17,824)"
Dundee United,1,2,Kilmarnock,"Saturday, August 10, 2002","Tannadice Park (6,366)"
Dunfermline Athletic,2,1,Livingston,"Saturday, August 10, 2002","East End Park (4,751)"
Motherwell,1,1,Partick Thistle,"Saturday, August 10, 2002","Fir Park (5,788)"
Rangers,3,0,Dundee,"Saturday, August 10, 2002","Ibrox Stadium (47,044)"
Celtic,2,1,Dunfermline Athletic,"Saturday, August 3, 2002","Celtic Park (57,415)"
Dundee,1,1,Heart of Midlothian,"Saturday, August 3, 2002","Dens Park stadium (7,705)"
Hibernian,1,2,Aberdeen,"Saturday, August 3, 2002","Easter Road Stadium (13,340)"
Kilmarnock,1,1,Rangers,"Saturday, August 3, 2002","Rugby Park (13,972)"
Livingston,3,2,Motherwell,"Saturday, August 3, 2002","Almondvale Stadium (7,124)"
Partick Thistle,0,0,Dundee United,"Saturday, August 3, 2002","Firhill Stadium (6,375)"
