home, homescore, awayscore, away, date, group
FC Augsburg, 2, 1, Mainz, "Saturday, March 17, 2012"," SGL Arena (30,025)"
Hamburg SV, 1, 3, SC Freiburg, "Saturday, March 17, 2012"," Imtech Arena (52,414)"
Nurnberg, 1, 3, VfL Wolfsburg, "Saturday, March 17, 2012"," EasyCredit-Stadion (39,320)"
Hertha Berlin, 0, 6, Bayern Munich, "Saturday, March 17, 2012"," Olympiastadion (74,244)"
TSG Hoffenheim, 1, 2, VfB Stuttgart, "Friday, March 16, 2012"," WIRSOL Rhein-Neckar-Arena (30,150)"
Werder Bremen, 3, 0, Hannover 96, "Sunday, March 11, 2012"," Weserstadion (41,500)"
Schalke 04, 3, 1, Hamburg SV, "Sunday, March 11, 2012"," Veltins-Arena (61,000)"
Bayern Munich, 7, 1, TSG Hoffenheim, "Saturday, March 10, 2012"," Allianz Arena (69,000)"
Borussia Monchengladbach, 0, 0, SC Freiburg, "Saturday, March 10, 2012"," Borussia-Park (52,207)"
FC Cologne, 1, 0, Hertha Berlin, "Saturday, March 10, 2012"," RheinEnergieStadion (48,000)"
Mainz, 2, 1, Nurnberg, "Saturday, March 10, 2012"," Coface Arena (34,000)"
VfL Wolfsburg, 3, 2, Bayer Leverkusen, "Saturday, March 10, 2012"," Volkswagen Arena (26,112)"
FC Augsburg, 0, 0, Borussia Dortmund, "Saturday, March 10, 2012"," SGL Arena (30,660)"
VfB Stuttgart, 0, 0, Kaiserslautern, "Friday, March 9, 2012"," Mercedes-Benz Arena (50,100)"
Nurnberg, 1, 0, Borussia Monchengladbach, "Sunday, March 4, 2012"," EasyCredit-Stadion (45,675)"
TSG Hoffenheim, 1, 1, FC Cologne, "Sunday, March 4, 2012"," WIRSOL Rhein-Neckar-Arena (29,250)"
Bayer Leverkusen, 2, 0, Bayern Munich, "Saturday, March 3, 2012"," BayArena (30,210)"
Hamburg SV, 0, 4, VfB Stuttgart, "Saturday, March 3, 2012"," Imtech Arena (55,263)"
Hannover 96, 2, 2, FC Augsburg, "Saturday, March 3, 2012"," AWD-Arena (42,300)"
Hertha Berlin, 1, 0, Werder Bremen, "Saturday, March 3, 2012"," Olympiastadion (52,744)"
Kaiserslautern, 0, 0, VfL Wolfsburg, "Saturday, March 3, 2012"," Fritz-Walter-Stadion (34,110)"
SC Freiburg, 2, 1, Schalke 04, "Saturday, March 3, 2012"," MAGE SOLAR Stadion (24,000)"
Borussia Dortmund, 2, 1, Mainz, "Saturday, March 3, 2012"," Signal Iduna Park (80,720)"
Bayern Munich, 2, 0, Schalke 04, "Sunday, February 26, 2012"," Allianz Arena (69,000)"
Borussia Dortmund, 3, 1, Hannover 96, "Sunday, February 26, 2012"," Signal Iduna Park (80,720)"
FC Augsburg, 3, 0, Hertha Berlin, "Saturday, February 25, 2012"," SGL Arena (29,123)"
FC Cologne, 0, 2, Bayer Leverkusen, "Saturday, February 25, 2012"," RheinEnergieStadion (46,500)"
Mainz, 4, 0, Kaiserslautern, "Saturday, February 25, 2012"," Coface Arena (34,000)"
VfB Stuttgart, 4, 1, SC Freiburg, "Saturday, February 25, 2012"," Mercedes-Benz Arena (46,000)"
VfL Wolfsburg, 1, 2, TSG Hoffenheim, "Saturday, February 25, 2012"," Volkswagen Arena (23,921)"
Werder Bremen, 0, 1, Nurnberg, "Saturday, February 25, 2012"," Weserstadion (40,204)"
Borussia Monchengladbach, 1, 1, Hamburg SV, "Friday, February 24, 2012"," Borussia-Park (54,049)"
Schalke 04, 4, 0, VfL Wolfsburg, "Sunday, February 19, 2012"," Veltins-Arena (60,511)"
Hannover 96, 4, 2, VfB Stuttgart, "Sunday, February 19, 2012"," AWD-Arena (37,800)"
Bayer Leverkusen, 4, 1, FC Augsburg, "Saturday, February 18, 2012"," BayArena (23,368)"
Hamburg SV, 1, 3, Werder Bremen, "Saturday, February 18, 2012"," Imtech Arena (56,553)"
Hertha Berlin, 0, 1, Borussia Dortmund, "Saturday, February 18, 2012"," Olympiastadion (74,244)"
Kaiserslautern, 1, 2, Borussia Monchengladbach, "Saturday, February 18, 2012"," Fritz-Walter-Stadion (45,661)"
Nurnberg, 2, 1, FC Cologne, "Saturday, February 18, 2012"," EasyCredit-Stadion (38,101)"
SC Freiburg, 0, 0, Bayern Munich, "Saturday, February 18, 2012"," MAGE SOLAR Stadion (24,000)"
TSG Hoffenheim, 1, 1, Mainz, "Friday, February 17, 2012"," WIRSOL Rhein-Neckar-Arena (24,300)"
FC Augsburg, 0, 0, Nurnberg, "Sunday, February 12, 2012"," SGL Arena (30,660)"
FC Cologne, 0, 1, Hamburg SV, "Sunday, February 12, 2012"," RheinEnergieStadion (46,500)"
Bayern Munich, 2, 0, Kaiserslautern, "Saturday, February 11, 2012"," Allianz Arena (69,000)"
Borussia Dortmund, 1, 0, Bayer Leverkusen, "Saturday, February 11, 2012"," Signal Iduna Park (80,400)"
Mainz, 1, 1, Hannover 96, "Saturday, February 11, 2012"," Coface Arena (30,173)"
VfB Stuttgart, 5, 0, Hertha Berlin, "Saturday, February 11, 2012"," Mercedes-Benz Arena (45,000)"
Werder Bremen, 1, 1, TSG Hoffenheim, "Saturday, February 11, 2012"," Weserstadion (39,176)"
Borussia Monchengladbach, 3, 0, Schalke 04, "Saturday, February 11, 2012"," Borussia-Park (54,047)"
VfL Wolfsburg, 3, 2, SC Freiburg, "Friday, February 10, 2012"," Volkswagen Arena (23,057)"
SC Freiburg, 2, 2, Werder Bremen, "Sunday, February 5, 2012"," MAGE SOLAR Stadion (22,000)"
Kaiserslautern, 0, 1, FC Cologne, "Sunday, February 5, 2012"," Fritz-Walter-Stadion (38,043)"
Bayer Leverkusen, 2, 2, VfB Stuttgart, "Saturday, February 4, 2012"," BayArena (27,929)"
Hertha Berlin, 0, 1, Hannover 96, "Saturday, February 4, 2012"," Olympiastadion (36,997)"
Schalke 04, 1, 1, Mainz, "Saturday, February 4, 2012"," Veltins-Arena (60,557)"
TSG Hoffenheim, 2, 2, FC Augsburg, "Saturday, February 4, 2012"," WIRSOL Rhein-Neckar-Arena (22,500)"
VfL Wolfsburg, 0, 0, Borussia Monchengladbach, "Saturday, February 4, 2012"," Volkswagen Arena (30,000)"
Hamburg SV, 1, 1, Bayern Munich, "Saturday, February 4, 2012"," Imtech Arena (57,000)"
Nurnberg, 0, 2, Borussia Dortmund, "Friday, February 3, 2012"," EasyCredit-Stadion (45,572)"
Mainz, 3, 1, SC Freiburg, "Sunday, January 29, 2012"," Coface Arena (30,938)"
VfB Stuttgart, 0, 3, Borussia Monchengladbach, "Sunday, January 29, 2012"," Mercedes-Benz Arena (53,600)"
Bayern Munich, 2, 0, VfL Wolfsburg, "Saturday, January 28, 2012"," Allianz Arena (69,000)"
Borussia Dortmund, 3, 1, TSG Hoffenheim, "Saturday, January 28, 2012"," Signal Iduna Park (80,500)"
FC Augsburg, 2, 2, Kaiserslautern, "Saturday, January 28, 2012"," SGL Arena (30,028)"
Hertha Berlin, 1, 2, Hamburg SV, "Saturday, January 28, 2012"," Olympiastadion (49,168)"
Werder Bremen, 1, 1, Bayer Leverkusen, "Saturday, January 28, 2012"," Weserstadion (40,060)"
FC Cologne, 1, 4, Schalke 04, "Saturday, January 28, 2012"," RheinEnergieStadion (50,000)"
Hannover 96, 1, 0, Nurnberg, "Friday, January 27, 2012"," AWD-Arena (35,400)"
Hamburg SV, 1, 5, Borussia Dortmund, "Sunday, January 22, 2012"," Imtech Arena (57,000)"
Bayer Leverkusen, 3, 2, Mainz, "Sunday, January 22, 2012"," BayArena (24,365)"
Nurnberg, 2, 0, Hertha Berlin, "Saturday, January 21, 2012"," EasyCredit-Stadion (39,117)"
SC Freiburg, 1, 0, FC Augsburg, "Saturday, January 21, 2012"," MAGE SOLAR Stadion (19,600)"
Schalke 04, 3, 1, VfB Stuttgart, "Saturday, January 21, 2012"," Veltins-Arena (61,673)"
TSG Hoffenheim, 0, 0, Hannover 96, "Saturday, January 21, 2012"," WIRSOL Rhein-Neckar-Arena (24,800)"
VfL Wolfsburg, 1, 0, FC Cologne, "Saturday, January 21, 2012"," Volkswagen Arena (27,057)"
Kaiserslautern, 0, 0, Werder Bremen, "Saturday, January 21, 2012"," Fritz-Walter-Stadion (40,381)"
Borussia Monchengladbach, 3, 1, Bayern Munich, "Friday, January 20, 2012"," Borussia-Park (54,047)"
Kaiserslautern, 1, 1, Hannover 96, "Sunday, December 18, 2011"," Fritz-Walter-Stadion (36,019)"
Borussia Monchengladbach, 1, 0, Mainz, "Sunday, December 18, 2011"," Borussia-Park (49,089)"
Bayer Leverkusen, 0, 3, Nurnberg, "Saturday, December 17, 2011"," BayArena (29,239)"
Hamburg SV, 1, 1, FC Augsburg, "Saturday, December 17, 2011"," Imtech Arena (48,143)"
SC Freiburg, 1, 4, Borussia Dortmund, "Saturday, December 17, 2011"," MAGE SOLAR Stadion (24,000)"
TSG Hoffenheim, 1, 1, Hertha Berlin, "Saturday, December 17, 2011"," WIRSOL Rhein-Neckar-Arena (25,550)"
VfL Wolfsburg, 1, 0, VfB Stuttgart, "Saturday, December 17, 2011"," Volkswagen Arena (25,944)"
Schalke 04, 5, 0, Werder Bremen, "Saturday, December 17, 2011"," Veltins-Arena (61,673)"
Bayern Munich, 3, 0, FC Cologne, "Friday, December 16, 2011"," Allianz Arena (69,000)"
FC Cologne, 1, 1, Mainz, "Tuesday, December 13, 2011"," RheinEnergieStadion (44,800)"
Borussia Dortmund, 1, 1, Kaiserslautern, "Sunday, December 11, 2011"," Signal Iduna Park (80,720)"
VfB Stuttgart, 1, 2, Bayern Munich, "Sunday, December 11, 2011"," Mercedes-Benz Arena (60,469)"
FC Augsburg, 1, 0, Borussia Monchengladbach, "Saturday, December 10, 2011"," SGL Arena (30,660)"
FC Cologne, 4, 0, SC Freiburg, "Saturday, December 10, 2011"," RheinEnergieStadion (44,500)"
Mainz, 0, 0, Hamburg SV, "Saturday, December 10, 2011"," Coface Arena (34,000)"
Nurnberg, 0, 2, TSG Hoffenheim, "Saturday, December 10, 2011"," EasyCredit-Stadion (35,389)"
Werder Bremen, 4, 1, VfL Wolfsburg, "Saturday, December 10, 2011"," Weserstadion (39,124)"
Hannover 96, 0, 0, Bayer Leverkusen, "Saturday, December 10, 2011"," AWD-Arena (44,800)"
Hertha Berlin, 1, 2, Schalke 04, "Friday, December 9, 2011"," Olympiastadion (52,382)"
Hamburg SV, 2, 0, Nurnberg, "Sunday, December 4, 2011"," Imtech Arena (45,473)"
Schalke 04, 3, 1, FC Augsburg, "Sunday, December 4, 2011"," Veltins-Arena (58,641)"
Bayern Munich, 4, 1, Werder Bremen, "Saturday, December 3, 2011"," Allianz Arena (69,000)"
Borussia Monchengladbach, 1, 1, Borussia Dortmund, "Saturday, December 3, 2011"," Borussia-Park (54,057)"
Kaiserslautern, 1, 1, Hertha Berlin, "Saturday, December 3, 2011"," Fritz-Walter-Stadion (36,856)"
SC Freiburg, 1, 1, Hannover 96, "Saturday, December 3, 2011"," MAGE SOLAR Stadion (20,000)"
VfL Wolfsburg, 2, 2, Mainz, "Saturday, December 3, 2011"," Volkswagen Arena (24,321)"
VfB Stuttgart, 2, 2, FC Cologne, "Saturday, December 3, 2011"," Mercedes-Benz Arena (56,255)"
Bayer Leverkusen, 2, 0, TSG Hoffenheim, "Friday, December 2, 2011"," BayArena (25,948)"
Werder Bremen, 2, 0, VfB Stuttgart, "Sunday, November 27, 2011"," Weserstadion (40,800)"
Mainz, 3, 2, Bayern Munich, "Sunday, November 27, 2011"," Coface Arena (34,000)"
Borussia Dortmund, 2, 0, Schalke 04, "Saturday, November 26, 2011"," Signal Iduna Park (80,720)"
FC Augsburg, 2, 0, VfL Wolfsburg, "Saturday, November 26, 2011"," SGL Arena (29,110)"
Hertha Berlin, 3, 3, Bayer Leverkusen, "Saturday, November 26, 2011"," Olympiastadion (44,541)"
Nurnberg, 1, 0, Kaiserslautern, "Saturday, November 26, 2011"," EasyCredit-Stadion (37,266)"
TSG Hoffenheim, 1, 1, SC Freiburg, "Saturday, November 26, 2011"," WIRSOL Rhein-Neckar-Arena (28,250)"
Hannover 96, 1, 1, Hamburg SV, "Saturday, November 26, 2011"," AWD-Arena (49,000)"
FC Cologne, 0, 3, Borussia Monchengladbach, "Friday, November 25, 2011"," RheinEnergieStadion (50,000)"
VfB Stuttgart, 2, 1, FC Augsburg, "Sunday, November 20, 2011"," Mercedes-Benz Arena (60,000)"
Hamburg SV, 2, 0, TSG Hoffenheim, "Sunday, November 20, 2011"," Imtech Arena (46,237)"
Borussia Monchengladbach, 5, 0, Werder Bremen, "Saturday, November 19, 2011"," Borussia-Park (53,465)"
SC Freiburg, 2, 2, Hertha Berlin, "Saturday, November 19, 2011"," MAGE SOLAR Stadion (21,500)"
Schalke 04, 4, 0, Nurnberg, "Saturday, November 19, 2011"," Veltins-Arena (61,673)"
VfL Wolfsburg, 4, 1, Hannover 96, "Saturday, November 19, 2011"," Volkswagen Arena (30,000)"
Bayern Munich, 0, 1, Borussia Dortmund, "Saturday, November 19, 2011"," Allianz Arena (69,000)"
Kaiserslautern, 0, 2, Bayer Leverkusen, "Friday, November 18, 2011"," Fritz-Walter-Stadion (42,245)"
Hannover 96, 2, 2, Schalke 04, "Sunday, November 6, 2011"," AWD-Arena (49,000)"
FC Augsburg, 1, 2, Bayern Munich, "Sunday, November 6, 2011"," SGL Arena (30,660)"
Borussia Dortmund, 5, 1, VfL Wolfsburg, "Saturday, November 5, 2011"," Signal Iduna Park (80,720)"
Hertha Berlin, 1, 2, Borussia Monchengladbach, "Saturday, November 5, 2011"," Olympiastadion (60,556)"
Nurnberg, 1, 2, SC Freiburg, "Saturday, November 5, 2011"," EasyCredit-Stadion (38,026)"
TSG Hoffenheim, 1, 1, Kaiserslautern, "Saturday, November 5, 2011"," WIRSOL Rhein-Neckar-Arena (30,150)"
Werder Bremen, 3, 2, FC Cologne, "Saturday, November 5, 2011"," Weserstadion (41,500)"
Bayer Leverkusen, 2, 2, Hamburg SV, "Saturday, November 5, 2011"," BayArena (30,210)"
Mainz, 3, 1, VfB Stuttgart, "Friday, November 4, 2011"," Coface Arena (34,000)"
FC Cologne, 3, 0, FC Augsburg, "Sunday, October 30, 2011"," RheinEnergieStadion (48,000)"
Hamburg SV, 1, 1, Kaiserslautern, "Sunday, October 30, 2011"," Imtech Arena (55,348)"
Bayern Munich, 4, 0, Nurnberg, "Saturday, October 29, 2011"," Allianz Arena (69,000)"
Borussia Monchengladbach, 2, 1, Hannover 96, "Saturday, October 29, 2011"," Borussia-Park (51,036)"
Schalke 04, 3, 1, TSG Hoffenheim, "Saturday, October 29, 2011"," Veltins-Arena (60,384)"
VfL Wolfsburg, 2, 3, Hertha Berlin, "Saturday, October 29, 2011"," Volkswagen Arena (30,000)"
VfB Stuttgart, 1, 1, Borussia Dortmund, "Saturday, October 29, 2011"," Mercedes-Benz Arena (60,000)"
Mainz, 1, 3, Werder Bremen, "Saturday, October 29, 2011"," Coface Arena (34,000)"
SC Freiburg, 0, 1, Bayer Leverkusen, "Friday, October 28, 2011"," MAGE SOLAR Stadion (22,300)"
Bayer Leverkusen, 0, 1, Schalke 04, "Sunday, October 23, 2011"," BayArena (30,210)"
Hannover 96, 2, 1, Bayern Munich, "Sunday, October 23, 2011"," AWD-Arena (49,000)"
Borussia Dortmund, 5, 0, FC Cologne, "Saturday, October 22, 2011"," Signal Iduna Park (80,200)"
Hertha Berlin, 0, 0, Mainz, "Saturday, October 22, 2011"," Olympiastadion (47,064)"
Kaiserslautern, 1, 0, SC Freiburg, "Saturday, October 22, 2011"," Fritz-Walter-Stadion (40,748)"
Nurnberg, 2, 2, VfB Stuttgart, "Saturday, October 22, 2011"," EasyCredit-Stadion (46,486)"
TSG Hoffenheim, 1, 0, Borussia Monchengladbach, "Saturday, October 22, 2011"," WIRSOL Rhein-Neckar-Arena (30,150)"
Hamburg SV, 1, 1, VfL Wolfsburg, "Saturday, October 22, 2011"," Imtech Arena (54,378)"
FC Augsburg, 1, 1, Werder Bremen, "Friday, October 21, 2011"," SGL Arena (30,660)"
SC Freiburg, 1, 2, Hamburg SV, "Sunday, October 16, 2011"," MAGE SOLAR Stadion (24,000)"
FC Cologne, 2, 0, Hannover 96, "Sunday, October 16, 2011"," RheinEnergieStadion (46,000)"
Bayern Munich, 4, 0, Hertha Berlin, "Saturday, October 15, 2011"," Allianz Arena (69,000)"
Borussia Monchengladbach, 2, 2, Bayer Leverkusen, "Saturday, October 15, 2011"," Borussia-Park (52,858)"
Mainz, 0, 1, FC Augsburg, "Saturday, October 15, 2011"," Coface Arena (30,195)"
VfB Stuttgart, 2, 0, TSG Hoffenheim, "Saturday, October 15, 2011"," Mercedes-Benz Arena (55,000)"
VfL Wolfsburg, 2, 1, Nurnberg, "Saturday, October 15, 2011"," Volkswagen Arena (27,112)"
Schalke 04, 1, 2, Kaiserslautern, "Saturday, October 15, 2011"," Veltins-Arena (61,673)"
Werder Bremen, 0, 2, Borussia Dortmund, "Friday, October 14, 2011"," Weserstadion (42,068)"
Hannover 96, 3, 2, Werder Bremen, "Sunday, October 2, 2011"," AWD-Arena (49,000)"
Hamburg SV, 1, 2, Schalke 04, "Sunday, October 2, 2011"," Imtech Arena (54,237)"
Bayer Leverkusen, 3, 1, VfL Wolfsburg, "Saturday, October 1, 2011"," BayArena (28,195)"
Borussia Dortmund, 4, 0, FC Augsburg, "Saturday, October 1, 2011"," Signal Iduna Park (80,720)"
Nurnberg, 3, 3, Mainz, "Saturday, October 1, 2011"," EasyCredit-Stadion (38,107)"
SC Freiburg, 1, 0, Borussia Monchengladbach, "Saturday, October 1, 2011"," MAGE SOLAR Stadion (23,000)"
TSG Hoffenheim, 0, 0, Bayern Munich, "Saturday, October 1, 2011"," WIRSOL Rhein-Neckar-Arena (30,150)"
Hertha Berlin, 3, 0, FC Cologne, "Saturday, October 1, 2011"," Olympiastadion (59,491)"
Kaiserslautern, 0, 2, VfB Stuttgart, "Friday, September 30, 2011"," Fritz-Walter-Stadion (46,186)"
FC Cologne, 2, 0, TSG Hoffenheim, "Sunday, September 25, 2011"," RheinEnergieStadion (45,500)"
Werder Bremen, 2, 1, Hertha Berlin, "Sunday, September 25, 2011"," Weserstadion (41,500)"
Borussia Monchengladbach, 1, 0, Nurnberg, "Saturday, September 24, 2011"," Borussia-Park (51,117)"
FC Augsburg, 0, 0, Hannover 96, "Saturday, September 24, 2011"," SGL Arena (29,113)"
Mainz, 1, 2, Borussia Dortmund, "Saturday, September 24, 2011"," Coface Arena (34,000)"
Schalke 04, 4, 2, SC Freiburg, "Saturday, September 24, 2011"," Veltins-Arena (60,545)"
VfL Wolfsburg, 1, 0, Kaiserslautern, "Saturday, September 24, 2011"," Volkswagen Arena (26,779)"
Bayern Munich, 3, 0, Bayer Leverkusen, "Saturday, September 24, 2011"," Allianz Arena (69,000)"
VfB Stuttgart, 1, 2, Hamburg SV, "Friday, September 23, 2011"," Mercedes-Benz Arena (55,700)"
Hannover 96, 2, 1, Borussia Dortmund, "Sunday, September 18, 2011"," AWD-Arena (49,000)"
Schalke 04, 0, 2, Bayern Munich, "Sunday, September 18, 2011"," Veltins-Arena (61,673)"
Bayer Leverkusen, 1, 4, FC Cologne, "Saturday, September 17, 2011"," BayArena (30,210)"
