home,homescore,awayscore,away,date,location
Aberdeen,0,0,Kilmarnock,"Saturday, February 28, 2009","Pittodrie Stadium (11,457)"
Celtic,7,0,St Mirren,"Saturday, February 28, 2009","Celtic Park (58,286)"
Dundee United,0,1,Heart of Midlothian,"Saturday, February 28, 2009","Tannadice Park (8,529)"
Hibernian,0,0,Falkirk,"Saturday, February 28, 2009","Easter Road Stadium (10,682)"
Inverness Caledonian Thistle,1,2,Motherwell,"Saturday, February 28, 2009","Caledonian Stadium (3,611)"
Motherwell,1,1,Celtic,"Sunday, February 22, 2009","Fir Park Stadium (8,593)"
Aberdeen,2,2,Dundee United,"Saturday, February 21, 2009","Pittodrie Stadium (14,673)"
Falkirk,1,2,Hamilton Academical ,"Saturday, February 21, 2009","Falkirk Stadium (5,307)"
Heart of Midlothian,1,1,St Mirren,"Saturday, February 21, 2009","Tynecastle Stadium (13,609)"
Inverness Caledonian Thistle,2,0,Hibernian,"Saturday, February 21, 2009","Caledonian Stadium (4,116)"
Rangers,3,1,Kilmarnock,"Saturday, February 21, 2009","Ibrox Stadium (50,301)"
Celtic,0,0,Rangers,"Sunday, February 15, 2009","Celtic Park (58,766)"
Dundee United,1,1,Inverness Caledonian Thistle,"Saturday, February 14, 2009","Tannadice Park (5,926)"
Heart of Midlothian,2,1,Aberdeen,"Saturday, February 14, 2009","Tynecastle Stadium (15,049)"
Kilmarnock,1,1,Hibernian,"Saturday, February 14, 2009","Rugby Park (4,649)"
Motherwell,1,0,Hamilton Academical ,"Saturday, February 14, 2009","Fir Park Stadium (5,917)"
St Mirren,2,2,Falkirk,"Saturday, February 14, 2009","St Mirren Park (5,504)"
Inverness Caledonian Thistle,0,0,Celtic,"Sunday, February 1, 2009","Caledonian Stadium (7,007)"
St Mirren,1,1,Kilmarnock,"Saturday, January 31, 2009","St Mirren Park (7,542)"
Falkirk,1,0,Aberdeen,"Saturday, January 31, 2009","Falkirk Stadium (5,605)"
Hamilton Academical ,2,0,Heart of Midlothian,"Saturday, January 31, 2009","New Douglas Park (3,567)"
Hibernian,1,1,Motherwell,"Saturday, January 31, 2009","Easter Road Stadium (10,903)"
Rangers,2,0,Dundee United,"Saturday, January 31, 2009","Ibrox Stadium (49,918)"
Kilmarnock,0,1,Hamilton Academical ,"Sunday, January 25, 2009","Rugby Park (5,063)"
Aberdeen,0,0,Rangers,"Saturday, January 24, 2009","Pittodrie Stadium (20,441)"
Celtic,3,1,Hibernian,"Saturday, January 24, 2009","Celtic Park (58,930)"
Dundee United,3,2,St Mirren,"Saturday, January 24, 2009","Tannadice Park (6,556)"
Heart of Midlothian,3,2,Inverness Caledonian Thistle,"Saturday, January 24, 2009","Tynecastle Stadium (13,224)"
Motherwell,1,1,Falkirk,"Saturday, January 24, 2009","Fir Park Stadium (5,018)"
Aberdeen,4,2,Celtic,"Sunday, January 18, 2009","Pittodrie Stadium (18,100)"
Dundee United,0,4,Motherwell,"Sunday, January 18, 2009","Tannadice Park (7,090)"
Hamilton Academical ,1,0,Inverness Caledonian Thistle,"Saturday, January 17, 2009","New Douglas Park (3,070)"
Hibernian,2,0,St Mirren,"Saturday, January 17, 2009","Easter Road Stadium (10,317)"
Kilmarnock,0,2,Heart of Midlothian,"Saturday, January 17, 2009","Rugby Park (5,469)"
Rangers,3,1,Falkirk,"Saturday, January 17, 2009","Ibrox Stadium (48,811)"
Kilmarnock,1,2,Aberdeen,"Tuesday, January 13, 2009","Rugby Park (4,354)"
Motherwell,1,0,Heart of Midlothian,"Wednesday, January 7, 2009","Fir Park Stadium (4,928)"
Inverness Caledonian Thistle,0,3,Rangers,"Sunday, January 4, 2009","Caledonian Stadium (7,056)"
Heart of Midlothian,0,0,Hibernian,"Saturday, January 3, 2009","Tynecastle Stadium (17,244)"
Celtic,2,2,Dundee United,"Saturday, January 3, 2009","Celtic Park (59,558)"
Falkirk,1,1,Kilmarnock,"Saturday, January 3, 2009","Falkirk Stadium (5,375)"
Hamilton Academical ,2,0,Aberdeen,"Saturday, January 3, 2009","New Douglas Park (4,334)"
St Mirren,0,0,Motherwell,"Saturday, January 3, 2009","St Mirren Park (10,189)"
Rangers,0,1,Celtic,"Saturday, December 27, 2008","Ibrox Stadium (50,403)"
Aberdeen,1,0,Heart of Midlothian,"Saturday, December 27, 2008","Pittodrie Stadium (18,021)"
Dundee United,1,0,Falkirk,"Saturday, December 27, 2008","Tannadice Park (7,972)"
Hibernian,2,4,Kilmarnock,"Saturday, December 27, 2008","Easter Road Stadium (12,117)"
Motherwell,3,2,Inverness Caledonian Thistle,"Saturday, December 27, 2008","Fir Park Stadium (4,521)"
St Mirren,1,0,Hamilton Academical ,"Saturday, December 27, 2008","St Mirren Park (4,794)"
Falkirk,0,3,Celtic,"Sunday, December 21, 2008","Falkirk Stadium (6,543)"
Hamilton Academical ,2,0,Motherwell,"Saturday, December 20, 2008","New Douglas Park (3,527)"
Heart of Midlothian,0,0,Dundee United,"Saturday, December 20, 2008","Tynecastle Stadium (16,442)"
Inverness Caledonian Thistle,0,3,Aberdeen,"Saturday, December 20, 2008","Caledonian Stadium (5,862)"
Kilmarnock,0,1,St Mirren,"Saturday, December 20, 2008","Rugby Park (5,183)"
Rangers,1,0,Hibernian,"Saturday, December 20, 2008","Ibrox Stadium (49,538)"
Motherwell,0,2,Kilmarnock,"Monday, December 15, 2008","Fir Park Stadium (3,339)"
Dundee United,2,2,Rangers,"Saturday, December 13, 2008","Tannadice Park (11,362)"
Aberdeen,2,1,Falkirk,"Saturday, December 13, 2008","Pittodrie Stadium (8,909)"
Celtic,1,1,Heart of Midlothian,"Saturday, December 13, 2008","Celtic Park (56,079)"
Hibernian,2,0,Hamilton Academical ,"Saturday, December 13, 2008","Easter Road Stadium (10,437)"
St Mirren,2,0,Inverness Caledonian Thistle,"Saturday, December 13, 2008","St Mirren Park (3,364)"
Hibernian,2,0,Celtic,"Sunday, December 7, 2008","Easter Road Stadium (14,289)"
Falkirk,1,2,St Mirren,"Saturday, December 6, 2008","Falkirk Stadium (4,828)"
Inverness Caledonian Thistle,1,3,Dundee United,"Saturday, December 6, 2008","Caledonian Stadium (3,560)"
Rangers,7,1,Hamilton Academical ,"Saturday, December 6, 2008","Ibrox Stadium (48,282)"
Heart of Midlothian,2,1,Rangers,"Saturday, November 29, 2008","Tynecastle Stadium (15,710)"
Aberdeen,2,0,Motherwell,"Saturday, November 29, 2008","Pittodrie Stadium (10,302)"
Celtic,1,0,Inverness Caledonian Thistle,"Saturday, November 29, 2008","Celtic Park (55,117)"
Falkirk,1,1,Hibernian,"Saturday, November 29, 2008","Falkirk Stadium (6,260)"
Hamilton Academical ,1,0,Kilmarnock,"Saturday, November 29, 2008","New Douglas Park (2,903)"
St Mirren,0,2,Dundee United,"Saturday, November 29, 2008","St Mirren Park (4,013)"
St Mirren,1,3,Celtic,"Saturday, November 22, 2008","St Mirren Park (7,433)"
Dundee United,1,1,Hamilton Academical ,"Saturday, November 22, 2008","Tannadice Park (6,108)"
Heart of Midlothian,2,1,Falkirk,"Saturday, November 22, 2008","Tynecastle Stadium (13,009)"
Kilmarnock,1,2,Inverness Caledonian Thistle,"Saturday, November 22, 2008","Rugby Park (4,328)"
Motherwell,1,4,Hibernian,"Saturday, November 22, 2008","Fir Park Stadium (4,957)"
Rangers,2,0,Aberdeen,"Saturday, November 22, 2008","Ibrox Stadium (50,166)"
Hamilton Academical ,1,2,Celtic,"Sunday, November 16, 2008","New Douglas Park (5,550)"
Falkirk,1,0,Motherwell,"Saturday, November 15, 2008","Falkirk Stadium (5,279)"
Hibernian,2,2,Aberdeen,"Saturday, November 15, 2008","Easter Road Stadium (11,640)"
Inverness Caledonian Thistle,0,1,Heart of Midlothian,"Saturday, November 15, 2008","Caledonian Stadium (4,011)"
Kilmarnock,2,0,Dundee United,"Saturday, November 15, 2008","Rugby Park (4,652)"
Rangers,2,1,St Mirren,"Saturday, November 15, 2008","Ibrox Stadium (49,321)"
Celtic,3,0,Kilmarnock,"Wednesday, November 12, 2008","Celtic Park (55,347)"
Dundee United,2,0,Hibernian,"Wednesday, November 12, 2008","Tannadice Park (7,490)"
Heart of Midlothian,1,0,Hamilton Academical ,"Wednesday, November 12, 2008","Tynecastle Stadium (12,030)"
Inverness Caledonian Thistle,1,1,Falkirk,"Wednesday, November 12, 2008","Caledonian Stadium (3,111)"
Motherwell,0,0,Rangers,"Wednesday, November 12, 2008","Fir Park Stadium (9,600)"
Aberdeen,2,0,St Mirren,"Tuesday, November 11, 2008","Pittodrie Stadium (9,452)"
Kilmarnock,0,4,Rangers,"Sunday, November 9, 2008","Rugby Park (10,153)"
Celtic,2,0,Motherwell,"Saturday, November 8, 2008","Celtic Park (56,504)"
Dundee United,2,1,Aberdeen,"Saturday, November 8, 2008","Tannadice Park (9,490)"
Hamilton Academical ,1,1,Falkirk,"Saturday, November 8, 2008","New Douglas Park (2,600)"
Hibernian,1,2,Inverness Caledonian Thistle,"Saturday, November 8, 2008","Easter Road Stadium (11,688)"
St Mirren,0,1,Heart of Midlothian,"Saturday, November 8, 2008","St Mirren Park (4,192)"
Rangers,3,3,Dundee United,"Tuesday, November 4, 2008","Ibrox Stadium (48,686)"
Heart of Midlothian,0,2,Celtic,"Sunday, November 2, 2008","Tynecastle Stadium (15,460)"
Aberdeen,1,0,Kilmarnock,"Saturday, November 1, 2008","Pittodrie Stadium (10,599)"
Falkirk,0,0,Dundee United,"Saturday, November 1, 2008","Falkirk Stadium (5,608)"
Motherwell,2,0,Hamilton Academical ,"Saturday, November 1, 2008","Fir Park Stadium (6,205)"
Rangers,5,0,Inverness Caledonian Thistle,"Saturday, November 1, 2008","Ibrox Stadium (49,255)"
St Mirren,0,0,Hibernian,"Saturday, November 1, 2008","St Mirren Park (4,588)"
Hamilton Academical ,1,3,Rangers,"Saturday, October 25, 2008","New Douglas Park (4,613)"
Celtic,4,2,Hibernian,"Saturday, October 25, 2008","Celtic Park (58,337)"
Dundee United,2,0,St Mirren,"Saturday, October 25, 2008","Tannadice Park (11,378)"
Heart of Midlothian,1,1,Aberdeen,"Saturday, October 25, 2008","Tynecastle Stadium (14,265)"
Inverness Caledonian Thistle,1,2,Motherwell,"Saturday, October 25, 2008","Caledonian Stadium (3,110)"
Kilmarnock,1,2,Falkirk,"Saturday, October 25, 2008","Rugby Park (4,267)"
Hibernian,1,1,Heart of Midlothian,"Sunday, October 19, 2008","Easter Road Stadium (17,223)"
Inverness Caledonian Thistle,1,2,Celtic,"Saturday, October 18, 2008","Caledonian Stadium (7,143)"
Falkirk,0,1,Aberdeen,"Saturday, October 18, 2008","Falkirk Stadium (5,662)"
Hamilton Academical ,1,2,St Mirren,"Saturday, October 18, 2008","New Douglas Park (3,397)"
Kilmarnock,1,0,Motherwell,"Saturday, October 18, 2008","Rugby Park (5,113)"
St Mirren,1,0,Rangers,"Sunday, October 5, 2008","St Mirren Park (7,520)"
Motherwell,3,2,Falkirk,"Sunday, October 5, 2008","Fir Park Stadium (4,509)"
Aberdeen,1,2,Hibernian,"Saturday, October 4, 2008","Pittodrie Stadium (10,793)"
Celtic,4,0,Hamilton Academical ,"Saturday, October 4, 2008","Celtic Park (55,881)"
Dundee United,2,1,Inverness Caledonian Thistle,"Saturday, October 4, 2008","Tannadice Park (6,279)"
Heart of Midlothian,1,2,Kilmarnock,"Saturday, October 4, 2008","Tynecastle Stadium (13,189)"
Hibernian,0,3,Rangers,"Sunday, September 28, 2008","Easter Road Stadium (15,292)"
Celtic,3,2,Aberdeen,"Saturday, September 27, 2008","Celtic Park (58,565)"
Dundee United,3,0,Heart of Midlothian,"Saturday, September 27, 2008","Tannadice Park (8,004)"
Falkirk,4,1,Hamilton Academical ,"Saturday, September 27, 2008","Falkirk Stadium (4,734)"
Inverness Caledonian Thistle,3,1,Kilmarnock,"Saturday, September 27, 2008","Caledonian Stadium (3,426)"
Motherwell,2,1,St Mirren,"Saturday, September 27, 2008","Fir Park Stadium (4,786)"
Rangers,2,1,Motherwell,"Sunday, September 21, 2008","Ibrox Stadium (49,448)"
Kilmarnock,1,3,Celtic,"Sunday, September 21, 2008","Rugby Park (8,111)"
Aberdeen,0,1,Dundee United,"Saturday, September 20, 2008","Pittodrie Stadium (11,041)"
Hamilton Academical ,0,1,Hibernian,"Saturday, September 20, 2008","New Douglas Park (4,058)"
Heart of Midlothian,1,0,Inverness Caledonian Thistle,"Saturday, September 20, 2008","Tynecastle Stadium (12,890)"
St Mirren,1,1,Falkirk,"Saturday, September 20, 2008","St Mirren Park (4,134)"
Motherwell,2,4,Celtic,"Saturday, September 13, 2008","Fir Park Stadium (8,407)"
Aberdeen,1,2,Hamilton Academical ,"Saturday, September 13, 2008","Pittodrie Stadium (10,865)"
Falkirk,2,1,Heart of Midlothian,"Saturday, September 13, 2008","Falkirk Stadium (5,960)"
Hibernian,2,1,Dundee United,"Saturday, September 13, 2008","Easter Road Stadium (13,390)"
Inverness Caledonian Thistle,1,2,St Mirren,"Saturday, September 13, 2008","Caledonian Stadium (3,501)"
Rangers,2,1,Kilmarnock,"Saturday, September 13, 2008","Ibrox Stadium (50,019)"
Celtic,2,4,Rangers,"Sunday, August 31, 2008","Celtic Park (58,595)"
Dundee United,0,2,Kilmarnock,"Saturday, August 30, 2008","Tannadice Park (6,823)"
Falkirk,1,2,Inverness Caledonian Thistle,"Saturday, August 30, 2008","Falkirk Stadium (4,730)"
Hamilton Academical ,1,2,Heart of Midlothian,"Saturday, August 30, 2008","New Douglas Park (4,210)"
Hibernian,0,1,Motherwell,"Saturday, August 30, 2008","Easter Road Stadium (11,285)"
St Mirren,0,1,Aberdeen,"Saturday, August 30, 2008","St Mirren Park (4,680)"
Aberdeen,1,1,Rangers,"Saturday, August 23, 2008","Pittodrie Stadium (16,489)"
Celtic,3,0,Falkirk,"Saturday, August 23, 2008","Celtic Park (56,031)"
Heart of Midlothian,2,1,St Mirren,"Saturday, August 23, 2008","Tynecastle Stadium (13,357)"
Inverness Caledonian Thistle,1,1,Hibernian,"Saturday, August 23, 2008","Caledonian Stadium (4,022)"
Kilmarnock,1,0,Hamilton Academical ,"Saturday, August 23, 2008","Rugby Park (5,339)"
Motherwell,1,1,Dundee United,"Saturday, August 23, 2008","Fir Park Stadium (5,149)"
Dundee United,1,1,Celtic,"Sunday, August 17, 2008","Tannadice Park (11,648)"
Hibernian,3,2,Falkirk,"Saturday, August 16, 2008","Easter Road Stadium (12,445)"
Inverness Caledonian Thistle,0,1,Hamilton Academical ,"Saturday, August 16, 2008","Caledonian Stadium (3,595)"
Motherwell,0,1,Aberdeen,"Saturday, August 16, 2008","Fir Park Stadium (5,872)"
Rangers,2,0,Heart of Midlothian,"Saturday, August 16, 2008","Ibrox Stadium (48,191)"
St Mirren,0,0,Kilmarnock,"Saturday, August 16, 2008","St Mirren Park (4,176)"
Hamilton Academical ,3,1,Dundee United,"Monday, August 11, 2008","New Douglas Park (4,385)"
Celtic,1,0,St Mirren,"Sunday, August 10, 2008","Celtic Park (57,441)"
Falkirk,0,1,Rangers,"Saturday, August 9, 2008","Falkirk Stadium (6,669)"
Aberdeen,0,2,Inverness Caledonian Thistle,"Saturday, August 9, 2008","Pittodrie Stadium (12,659)"
Heart of Midlothian,3,2,Motherwell,"Saturday, August 9, 2008","Tynecastle Stadium (14,219)"
Kilmarnock,1,0,Hibernian,"Saturday, August 9, 2008","Rugby Park (6,168)"
