home, homescore, awayscore, away, date, group
AC Ajaccio, 0, 2, Nice, "Sunday, May 26, 2013", "Francois-Coty  (7,599)"
Bastia, 0, 0, Sochaux, "Sunday, May 26, 2013", "Armand-Cesari-Furiani (14,619)"
Bordeaux, 2, 1, Evian Thonon Gaillard, "Sunday, May 26, 2013", "Chaban-Delmas (15,179)"
Brest, 1, 2, AS Nancy Lorraine, "Sunday, May 26, 2013", "Francis le Ble (9,698)"
Lille, 1, 1, St Etienne, "Sunday, May 26, 2013", "Grand Stade Lille Metropole (45,931)"
Lorient, 1, 3, Paris Saint-Germain , "Sunday, May 26, 2013", "Stade du Moustoir (16,336)"
Lyon, 2, 0, Stade Rennes, "Sunday, May 26, 2013", "Municipal De Gerland (38,705)"
Marseille, 0, 0, Stade de Reims, "Sunday, May 26, 2013", "Stade Velodrome (34,808)"
Toulouse, 2, 0, Montpellier, "Sunday, May 26, 2013", "Stadium Municipal (12,812)"
Valenciennes, 2, 1, Troyes, "Sunday, May 26, 2013", "Stade Nungesser (18,837)"
Nice, 1, 1, Lyon, "Sunday, May 19, 2013", "Municipal du Ray (15,968)"
AS Nancy Lorraine, 1, 2, Bastia, "Saturday, May 18, 2013", "Stade Marcel Picot (19,045)"
Evian Thonon Gaillard, 2, 0, Valenciennes, "Saturday, May 18, 2013", "Parc des Sports, Annecy (13,588)"
Montpellier, 0, 0, Lille, "Saturday, May 18, 2013", "Stade de la Mosson (17,561)"
Paris Saint-Germain , 3, 1, Brest, "Saturday, May 18, 2013", "Parc des Princes (44,983)"
Sochaux, 1, 2, Toulouse, "Saturday, May 18, 2013", "Stade Bonal (18,505)"
St Etienne, 2, 0, Marseille, "Saturday, May 18, 2013", "Stade Geoffrey-Guichard (25,306)"
Stade de Reims, 1, 0, Lorient, "Saturday, May 18, 2013", "Stade Auguste Delaune II (18,025)"
Stade Rennes, 1, 1, AC Ajaccio, "Saturday, May 18, 2013", "Stade dele Route--de-Lorient (15,805)"
Troyes, 1, 0, Bordeaux, "Saturday, May 18, 2013", "Stade de l`Aube (15,847)"
Lorient, 3, 1, St Etienne, "Sunday, May 12, 2013", "Stade du Moustoir (17,041)"
Evian Thonon Gaillard, 4, 0, Nice, "Sunday, May 12, 2013", "Parc des Sports (11,769)"
Lyon, 0, 1, Paris Saint-Germain , "Sunday, May 12, 2013", "Municipal De Gerland (39,939)"
Marseille, 2, 1, Toulouse, "Saturday, May 11, 2013", "Stade Velodrome (34,666)"
AC Ajaccio, 0, 1, Troyes, "Saturday, May 11, 2013", "Francois-Coty  (7,300)"
Bastia, 3, 1, Montpellier, "Saturday, May 11, 2013", "Armand-Cesari-Furiani "
Bordeaux, 3, 2, AS Nancy Lorraine, "Saturday, May 11, 2013", "Chaban-Delmas "
Brest, 0, 2, Sochaux, "Saturday, May 11, 2013", "Francis le Ble "
Valenciennes, 4, 1, Stade Rennes, "Saturday, May 11, 2013", "Stade Nungesser (13,143)"
Lille, 3, 0, Stade de Reims, "Friday, May 10, 2013", "Grand Stade Lille Metropole "
Stade Rennes, 0, 3, Nice, "Sunday, May 5, 2013", "Route de Lorient  (16,158)"
AS Nancy Lorraine, 0, 3, Lyon, "Sunday, May 5, 2013", "Marcel-Picot (19,122)"
Paris Saint-Germain , 1, 1, Valenciennes, "Sunday, May 5, 2013", "Parc des Princes (44,948)"
Marseille, 2, 1, Bastia, "Saturday, May 4, 2013", "Stade Velodrome (35,687)"
Montpellier, 2, 1, Brest, "Saturday, May 4, 2013", "La Mosson (16,074)"
Sochaux, 1, 0, Lorient, "Saturday, May 4, 2013", "Auguste-Bonal (17,311)"
Stade de Reims, 1, 1, AC Ajaccio, "Saturday, May 4, 2013", "Auguste Delaune (16,842)"
Toulouse, 4, 2, Lille, "Saturday, May 4, 2013", "Stadium Municipal (14,202)"
Troyes, 1, 0, Evian Thonon Gaillard, "Saturday, May 4, 2013", "Stade de l'Aube (17,086)"
St Etienne, 0, 0, Bordeaux, "Friday, May 3, 2013", "Geoffroy-Guichard (24,229)"
Lyon, 1, 1, St Etienne, "Sunday, April 28, 2013", "Municipal De Gerland (38,845)"
Nice, 3, 1, Troyes, "Sunday, April 28, 2013", "Municipal du Ray (8,749)"
Evian Thonon Gaillard, 0, 1, Paris Saint-Germain , "Sunday, April 28, 2013", "Parc des Sports (14,621)"
Lorient, 0, 1, Marseille, "Saturday, April 27, 2013", "Stade du Moustoir (17,395)"
AC Ajaccio, 2, 1, Montpellier, "Saturday, April 27, 2013", "Francois-Coty  (5,991)"
Bastia, 0, 0, Toulouse, "Saturday, April 27, 2013", "Armand-Cesari-Furiani (13,130)"
Bordeaux, 0, 0, Stade de Reims, "Saturday, April 27, 2013", "Chaban-Delmas (18,059)"
Brest, 0, 2, Stade Rennes, "Saturday, April 27, 2013", "Francis le Ble (11,573)"
Valenciennes, 0, 0, AS Nancy Lorraine, "Saturday, April 27, 2013", "Stade Nungesser (17,048)"
Lille, 3, 3, Sochaux, "Friday, April 26, 2013", "Grand Stade Lille Metropole (41,306)"
St Etienne, 4, 2, AC Ajaccio, "Wednesday, April 24, 2013", "Geoffroy-Guichard (25,084)"
Stade Rennes, 1, 2, Troyes, "Wednesday, April 24, 2013", "Route de Lorient  (14,263)"
Bastia, 1, 2, Lille, "Sunday, April 21, 2013", "Armand-Cesari-Furiani (14,436)"
AS Nancy Lorraine, 3, 1, Evian Thonon Gaillard, "Sunday, April 21, 2013", "Marcel-Picot (18,067)"
Sochaux, 2, 2, Bordeaux, "Sunday, April 21, 2013", "Auguste-Bonal (16,358)"
Stade de Reims, 0, 1, Valenciennes, "Sunday, April 21, 2013", "Auguste Delaune (16,095)"
Toulouse, 0, 1, Lorient, "Sunday, April 21, 2013", "Stadium Municipal (29,597)"
Paris Saint-Germain , 3, 0, Nice, "Sunday, April 21, 2013", "Parc des Princes (45,369)"
Marseille, 1, 0, Brest, "Saturday, April 20, 2013", "Stade Velodrome (33,316)"
Montpellier, 1, 2, Lyon, "Friday, April 19, 2013", "La Mosson "
Nice, 3, 0, Sochaux, "Sunday, April 14, 2013", "Municipal du Ray (10,091)"
Lyon, 3, 1, Toulouse, "Sunday, April 14, 2013", "Municipal De Gerland (34,678)"
Lille, 0, 0, Marseille, "Sunday, April 14, 2013", "Grand Stade Lille Metropole (47,828)"
Troyes, 0, 1, Paris Saint-Germain , "Saturday, April 13, 2013", "Stade de l'Aube (18,648)"
AC Ajaccio, 1, 1, AS Nancy Lorraine, "Saturday, April 13, 2013", "Francois-Coty  (6,500)"
Bordeaux, 4, 2, Montpellier, "Saturday, April 13, 2013", "Chaban-Delmas (20,277)"
Brest, 0, 2, Stade de Reims, "Saturday, April 13, 2013", "Francis le Ble (11,937)"
Evian Thonon Gaillard, 4, 2, Stade Rennes, "Saturday, April 13, 2013", "Parc des Sports (10,643)"
Lorient, 4, 1, Bastia, "Saturday, April 13, 2013", "Stade du Moustoir (14,270)"
Valenciennes, 0, 0, St Etienne, "Friday, April 12, 2013", "Stade Nungesser "
St Etienne, 1, 0, Evian Thonon Gaillard, "Sunday, April 7, 2013", "Geoffroy-Guichard (25,626)"
Stade de Reims, 1, 0, Lyon, "Sunday, April 7, 2013", "Auguste Delaune (20,298)"
Lille, 5, 0, Lorient, "Sunday, April 7, 2013", "Grand Stade Lille Metropole (38,574)"
Stade Rennes, 0, 2, Paris Saint-Germain , "Saturday, April 6, 2013", "Route de Lorient  (28,131)"
AS Nancy Lorraine, 1, 0, Troyes, "Saturday, April 6, 2013", "Marcel-Picot (19,111)"
Bastia, 4, 0, Brest, "Saturday, April 6, 2013", "Armand-Cesari-Furiani (13,371)"
Montpellier, 3, 1, Valenciennes, "Saturday, April 6, 2013", "La Mosson (17,507)"
Sochaux, 0, 0, AC Ajaccio, "Saturday, April 6, 2013", "Auguste-Bonal (16,818)"
Toulouse, 3, 4, Nice, "Saturday, April 6, 2013", "Stadium Municipal (11,191)"
Marseille, 1, 0, Bordeaux, "Friday, April 5, 2013", "Stade Velodrome (32,841)"
Nice, 0, 1, Marseille, "Sunday, March 31, 2013", "Municipal du Ray "
Brest, 1, 2, Lille, "Sunday, March 31, 2013", "Francis le Ble "
Lyon, 1, 2, Sochaux, "Sunday, March 31, 2013", "Municipal De Gerland "
Troyes, 2, 2, St Etienne, "Saturday, March 30, 2013", "Stade de l'Aube "
AC Ajaccio, 2, 3, Toulouse, "Saturday, March 30, 2013", "Francois-Coty  "
Bordeaux, 1, 1, Lorient, "Saturday, March 30, 2013", "Chaban-Delmas "
Evian Thonon Gaillard, 2, 2, Stade de Reims, "Saturday, March 30, 2013", "Parc des Sports "
Stade Rennes, 0, 2, AS Nancy Lorraine, "Saturday, March 30, 2013", "Route de Lorient  "
Valenciennes, 3, 4, Bastia, "Saturday, March 30, 2013", "Stade Nungesser "
Paris Saint-Germain , 1, 0, Montpellier, "Friday, March 29, 2013", "Parc des Princes (44,718)"
AS Nancy Lorraine, 1, 0, Nice, "Sunday, March 17, 2013", "Marcel-Picot (14,957)"
Toulouse, 0, 0, Bordeaux, "Sunday, March 17, 2013", "Stadium Municipal (17,794)"
St Etienne, 2, 2, Paris Saint-Germain , "Sunday, March 17, 2013", "Geoffroy-Guichard (25,036)"
Bastia, 4, 1, Lyon, "Saturday, March 16, 2013", "Armand-Cesari-Furiani (12,224)"
Lille, 1, 2, Evian Thonon Gaillard, "Saturday, March 16, 2013", "Grand Stade Lille Metropole (38,683)"
Lorient, 4, 0, Brest, "Saturday, March 16, 2013", "Stade du Moustoir (15,906)"
Montpellier, 1, 1, Troyes, "Saturday, March 16, 2013", "La Mosson (14,463)"
Sochaux, 1, 1, Valenciennes, "Saturday, March 16, 2013", "Auguste-Bonal (10,662)"
Stade de Reims, 1, 0, Stade Rennes, "Saturday, March 16, 2013", "Auguste Delaune (12,904)"
Marseille, 0, 0, AC Ajaccio, "Friday, March 15, 2013", "Stade Velodrome (30,986)"
Nice, 2, 0, Montpellier, "Sunday, March 10, 2013", "Municipal du Ray (11,642)"
Bordeaux, 1, 0, Bastia, "Sunday, March 10, 2013", "Chaban-Delmas (15,963)"
Lyon, 0, 0, Marseille, "Sunday, March 10, 2013", "Municipal De Gerland (38,819)"
Paris Saint-Germain , 2, 1, AS Nancy Lorraine, "Saturday, March 9, 2013", "Parc des Princes (44,990)"
AC Ajaccio, 1, 0, Lorient, "Saturday, March 9, 2013", "Francois-Coty  (6,344)"
Brest, 0, 1, Toulouse, "Saturday, March 9, 2013", "Francis le Ble (12,913)"
Evian Thonon Gaillard, 5, 1, Sochaux, "Saturday, March 9, 2013", "Parc des Sports (8,770)"
Troyes, 4, 2, Stade de Reims, "Saturday, March 9, 2013", "Stade de l'Aube (12,559)"
Valenciennes, 1, 3, Lille, "Saturday, March 9, 2013", "Stade Nungesser (18,451)"
Stade Rennes, 2, 2, St Etienne, "Friday, March 8, 2013", "Route de Lorient  (26,499)"
Brest, 1, 1, Lyon, "Sunday, March 3, 2013", "Francis le Ble (11,924)"
Marseille, 2, 1, Troyes, "Sunday, March 3, 2013", "Stade Velodrome (32,106)"
Lille, 2, 1, Bordeaux, "Sunday, March 3, 2013", "Grand Stade Lille Metropole (40,409)"
Stade de Reims, 1, 0, Paris Saint-Germain , "Saturday, March 2, 2013", "Auguste Delaune (20,098)"
Bastia, 1, 0, AC Ajaccio, "Saturday, March 2, 2013", "Armand-Cesari-Furiani (15,205)"
Lorient, 1, 1, Valenciennes, "Saturday, March 2, 2013", "Stade du Moustoir (14,684)"
Sochaux, 1, 2, AS Nancy Lorraine, "Saturday, March 2, 2013", "Auguste-Bonal (12,912)"
St Etienne, 4, 0, Nice, "Saturday, March 2, 2013", "Geoffroy-Guichard (24,358)"
Toulouse, 0, 0, Evian Thonon Gaillard, "Saturday, March 2, 2013", "Stadium Municipal (11,011)"
Montpellier, 2, 0, Stade Rennes, "Friday, March 1, 2013", "La Mosson (16,934)"
Lyon, 3, 1, Lorient, "Sunday, February 24, 2013", "Municipal De Gerland (30,343)"
Bordeaux, 0, 2, Brest, "Sunday, February 24, 2013", "Chaban-Delmas (14,261)"
Paris Saint-Germain , 2, 0, Marseille, "Sunday, February 24, 2013", "Parc des Princes (44,984)"
Stade Rennes, 2, 2, Sochaux, "Saturday, February 23, 2013", "Route de Lorient  (13,767)"
AC Ajaccio, 1, 3, Lille, "Saturday, February 23, 2013", "Francois-Coty  (5,873)"
AS Nancy Lorraine, 0, 3, St Etienne, "Saturday, February 23, 2013", "Marcel-Picot (13,328)"
Evian Thonon Gaillard, 0, 1, Montpellier, "Saturday, February 23, 2013", "Parc des Sports (7,897)"
Troyes, 0, 0, Bastia, "Saturday, February 23, 2013", "Stade de l'Aube (10,750)"
Valenciennes, 0, 0, Toulouse, "Saturday, February 23, 2013", "Stade Nungesser (11,470)"
Nice, 2, 0, Stade de Reims, "Friday, February 22, 2013", "Municipal du Ray (8,463)"
Bordeaux, 0, 4, Lyon, "Sunday, February 17, 2013", "Chaban-Delmas (27,240)"
Stade de Reims, 1, 1, St Etienne, "Sunday, February 17, 2013", "Auguste Delaune (19,169)"
Sochaux, 3, 2, Paris Saint-Germain , "Sunday, February 17, 2013", "Auguste-Bonal (19,390)"
Marseille, 1, 0, Valenciennes, "Saturday, February 16, 2013", "Stade Velodrome (31,446)"
Bastia, 0, 1, Nice, "Saturday, February 16, 2013", "Armand-Cesari-Furiani (14,551)"
Brest, 1, 1, AC Ajaccio, "Saturday, February 16, 2013", "Francis le Ble (12,067)"
Lorient, 2, 1, Evian Thonon Gaillard, "Saturday, February 16, 2013", "Stade du Moustoir (11,934)"
Montpellier, 1, 0, AS Nancy Lorraine, "Saturday, February 16, 2013", "La Mosson (14,462)"
Toulouse, 2, 2, Troyes, "Saturday, February 16, 2013", "Stadium Municipal (12,033)"
Lille, 2, 0, Stade Rennes, "Friday, February 15, 2013", "Grand Stade Lille Metropole (36,929)"
Evian Thonon Gaillard, 1, 1, Marseille, "Sunday, February 10, 2013", "Parc des Sports (14,097)"
Stade Rennes, 2, 0, Toulouse, "Sunday, February 10, 2013", "Route de Lorient  (15,055)"
Lyon, 1, 3, Lille, "Sunday, February 10, 2013", "Municipal De Gerland (30,705)"
St Etienne, 4, 1, Montpellier, "Saturday, February 9, 2013", "Geoffroy-Guichard (21,476)"
AC Ajaccio, 1, 0, Bordeaux, "Saturday, February 9, 2013", "Francois-Coty  (6,513)"
AS Nancy Lorraine, 1, 2, Stade de Reims, "Saturday, February 9, 2013", "Marcel-Picot (15,063)"
Nice, 1, 1, Lorient, "Saturday, February 9, 2013", "Municipal du Ray (8,733)"
Troyes, 0, 0, Sochaux, "Saturday, February 9, 2013", "Stade de l'Aube (13,967)"
Valenciennes, 2, 1, Brest, "Saturday, February 9, 2013", "Stade Nungesser (12,374)"
Paris Saint-Germain , 3, 1, Bastia, "Friday, February 8, 2013", "Parc des Princes (44,619)"
AC Ajaccio, 3, 1, Lyon, "Sunday, February 3, 2013", "Francois-Coty  (6,987)"
Montpellier, 3, 1, Stade de Reims, "Sunday, February 3, 2013", "La Mosson (14,667)"
Marseille, 0, 1, AS Nancy Lorraine, "Sunday, February 3, 2013", "Stade Velodrome (30,634)"
Lorient, 2, 2, Stade Rennes, "Saturday, February 2, 2013", "Stade du Moustoir (17,203)"
Bastia, 0, 0, Evian Thonon Gaillard, "Saturday, February 2, 2013", "Abbe-Deschamps (723)"
Bordeaux, 2, 0, Valenciennes, "Saturday, February 2, 2013", "Chaban-Delmas (15,243)"
