home, homescore, awayscore, away, date, time
Spurs, 1, 2, Newcastle, Saturday 4 December 1993, 15:00
Wimbledon, 1, 2, West Ham, Saturday 4 December 1993, 15:00
Southampton, 0, 2, West Ham, Monday 29 November 1993, 20:00
Liverpool, 2, 1, Aston Villa, Sunday 28 November 1993, 16:00
Arsenal, 2, 1, Newcastle, Saturday 27 November 1993, 15:00
Coventry, 0, 1, Man Utd, Saturday 27 November 1993, 15:00
Ipswich, 1, 0, Blackburn, Saturday 27 November 1993, 15:00
Leeds, 3, 0, Swindon, Saturday 27 November 1993, 15:00
Man City, 1, 3, Sheffield Wed, Saturday 27 November 1993, 15:00
Oldham, 2, 1, Norwich, Saturday 27 November 1993, 15:00
QPR, 1, 1, Spurs, Saturday 27 November 1993, 15:00
Sheffield Utd, 1, 0, Chelsea, Saturday 27 November 1993, 15:00
Wimbledon, 1, 1, Everton, Saturday 27 November 1993, 15:00
Man Utd, 0, 0, Ipswich, Wednesday 24 November 1993, 20:00
Aston Villa, 0, 2, Southampton, Wednesday 24 November 1993, 19:45
Newcastle, 4, 0, Sheffield Utd, Wednesday 24 November 1993, 19:45
Sheffield Wed, 3, 0, Oldham, Wednesday 24 November 1993, 19:45
Swindon, 1, 0, QPR, Wednesday 24 November 1993, 19:45
Spurs, 1, 1, Wimbledon, Wednesday 24 November 1993, 19:45
West Ham, 0, 0, Arsenal, Wednesday 24 November 1993, 19:45
Blackburn, 2, 1, Coventry, Tuesday 23 November 1993, 19:45
Everton, 1, 1, Leeds, Tuesday 23 November 1993, 19:30
Chelsea, 0, 0, Man City, Monday 22 November 1993, 20:00
Newcastle, 3, 0, Liverpool, Sunday 21 November 1993, 16:00
Aston Villa, 1, 0, Sheffield Utd, Saturday 20 November 1993, 15:00
Blackburn, 2, 0, Southampton, Saturday 20 November 1993, 15:00
Chelsea, 0, 2, Arsenal, Saturday 20 November 1993, 15:00
Everton, 0, 3, QPR, Saturday 20 November 1993, 15:00
Man Utd, 3, 1, Wimbledon, Saturday 20 November 1993, 15:00
Norwich, 1, 1, Man City, Saturday 20 November 1993, 15:00
Sheffield Wed, 0, 0, Coventry, Saturday 20 November 1993, 15:00
Swindon, 2, 2, Ipswich, Saturday 20 November 1993, 15:00
Spurs, 1, 1, Leeds, Saturday 20 November 1993, 15:00
West Ham, 2, 0, Oldham, Saturday 20 November 1993, 15:00
Oldham, 1, 3, Newcastle, Monday 8 November 1993, 20:00
Man City, 2, 3, Man Utd, Sunday 7 November 1993, 16:00
Arsenal, 1, 2, Aston Villa, Saturday 6 November 1993, 15:00
Coventry, 2, 1, Everton, Saturday 6 November 1993, 15:00
Ipswich, 1, 4, Sheffield Wed, Saturday 6 November 1993, 15:00
Leeds, 4, 1, Chelsea, Saturday 6 November 1993, 15:00
Liverpool, 2, 0, West Ham, Saturday 6 November 1993, 15:00
QPR, 1, 0, Blackburn, Saturday 6 November 1993, 15:00
Sheffield Utd, 1, 2, Norwich, Saturday 6 November 1993, 15:00
Southampton, 1, 0, Spurs, Saturday 6 November 1993, 15:00
Wimbledon, 3, 0, Swindon, Saturday 6 November 1993, 15:00
West Ham, 3, 1, Man City, Monday 1 November 1993, 20:00
Coventry, 0, 0, Sheffield Utd, Sunday 31 October 1993, 16:00
Arsenal, 0, 0, Norwich, Saturday 30 October 1993, 15:00
Blackburn, 1, 0, Spurs, Saturday 30 October 1993, 15:00
Chelsea, 0, 1, Oldham, Saturday 30 October 1993, 15:00
Ipswich, 0, 2, Everton, Saturday 30 October 1993, 15:00
Liverpool, 4, 2, Southampton, Saturday 30 October 1993, 15:00
Man Utd, 2, 1, QPR, Saturday 30 October 1993, 15:00
Newcastle, 4, 0, Wimbledon, Saturday 30 October 1993, 15:00
Sheffield Wed, 3, 3, Leeds, Saturday 30 October 1993, 15:00
Swindon, 1, 2, Aston Villa, Saturday 30 October 1993, 15:00
Wimbledon, 0, 2, Ipswich, Monday 25 October 1993, 20:00
Southampton, 2, 1, Newcastle, Sunday 24 October 1993, 16:00
Aston Villa, 1, 0, Chelsea, Saturday 23 October 1993, 15:00
Everton, 0, 1, Man Utd, Saturday 23 October 1993, 15:00
Leeds, 3, 3, Blackburn, Saturday 23 October 1993, 15:00
Man City, 1, 1, Liverpool, Saturday 23 October 1993, 15:00
Norwich, 0, 0, West Ham, Saturday 23 October 1993, 15:00
Oldham, 0, 0, Arsenal, Saturday 23 October 1993, 15:00
QPR, 5, 1, Coventry, Saturday 23 October 1993, 15:00
Sheffield Utd, 1, 1, Sheffield Wed, Saturday 23 October 1993, 15:00
Spurs, 1, 1, Swindon, Saturday 23 October 1993, 15:00
Blackburn, 0, 0, Sheffield Utd, Monday 18 October 1993, 20:00
Ipswich, 0, 0, Leeds, Sunday 17 October 1993, 16:00
Arsenal, 0, 0, Man City, Saturday 16 October 1993, 15:00
Chelsea, 1, 2, Norwich, Saturday 16 October 1993, 15:00
Coventry, 1, 1, Southampton, Saturday 16 October 1993, 15:00
Liverpool, 2, 1, Oldham, Saturday 16 October 1993, 15:00
Man Utd, 2, 1, Spurs, Saturday 16 October 1993, 15:00
Newcastle, 1, 2, QPR, Saturday 16 October 1993, 15:00
Sheffield Wed, 2, 2, Wimbledon, Saturday 16 October 1993, 15:00
Swindon, 1, 1, Everton, Saturday 16 October 1993, 15:00
West Ham, 0, 0, Aston Villa, Saturday 16 October 1993, 15:00
Man City, 1, 1, Oldham, Monday 4 October 1993, 20:00
Spurs, 3, 2, Everton, Sunday 3 October 1993, 16:00
Aston Villa, 0, 2, Newcastle, Saturday 2 October 1993, 15:00
Leeds, 4, 0, Wimbledon, Saturday 2 October 1993, 15:00
Liverpool, 0, 0, Arsenal, Saturday 2 October 1993, 15:00
Norwich, 1, 0, Coventry, Saturday 2 October 1993, 15:00
QPR, 3, 0, Ipswich, Saturday 2 October 1993, 15:00
Sheffield Wed, 2, 3, Man Utd, Saturday 2 October 1993, 15:00
Southampton, 3, 3, Sheffield Utd, Saturday 2 October 1993, 15:00
Swindon, 1, 3, Blackburn, Saturday 2 October 1993, 15:00
West Ham, 1, 0, Chelsea, Saturday 2 October 1993, 14:15
Wimbledon, 1, 1, QPR, Monday 27 September 1993, 20:00
Ipswich, 2, 2, Spurs, Sunday 26 September 1993, 16:00
Arsenal, 1, 0, Southampton, Saturday 25 September 1993, 15:00
Blackburn, 1, 1, Sheffield Wed, Saturday 25 September 1993, 15:00
Chelsea, 1, 0, Liverpool, Saturday 25 September 1993, 15:00
Coventry, 0, 2, Leeds, Saturday 25 September 1993, 15:00
Everton, 1, 5, Norwich, Saturday 25 September 1993, 15:00
Man Utd, 4, 2, Swindon, Saturday 25 September 1993, 15:00
Newcastle, 2, 0, West Ham, Saturday 25 September 1993, 15:00
Oldham, 1, 1, Aston Villa, Saturday 25 September 1993, 15:00
Sheffield Utd, 0, 1, Man City, Saturday 25 September 1993, 15:00
Wimbledon, 1, 0, Man City, Monday 20 September 1993, 20:00
Man Utd, 1, 0, Arsenal, Sunday 19 September 1993, 16:00
Blackburn, 0, 2, West Ham, Saturday 18 September 1993, 15:00
Coventry, 1, 1, Chelsea, Saturday 18 September 1993, 15:00
Everton, 2, 0, Liverpool, Saturday 18 September 1993, 15:00
Ipswich, 1, 2, Aston Villa, Saturday 18 September 1993, 15:00
Leeds, 2, 1, Sheffield Utd, Saturday 18 September 1993, 15:00
QPR, 2, 2, Norwich, Saturday 18 September 1993, 15:00
Sheffield Wed, 2, 0, Southampton, Saturday 18 September 1993, 15:00
Swindon, 2, 2, Newcastle, Saturday 18 September 1993, 15:00
Spurs, 5, 0, Oldham, Saturday 18 September 1993, 15:00
Newcastle, 4, 2, Sheffield Wed, Monday 13 September 1993, 20:00
Liverpool, 0, 1, Blackburn, Sunday 12 September 1993, 16:00
Arsenal, 4, 0, Ipswich, Saturday 11 September 1993, 15:00
Aston Villa, 0, 0, Coventry, Saturday 11 September 1993, 15:00
Chelsea, 1, 0, Man Utd, Saturday 11 September 1993, 15:00
Man City, 3, 0, QPR, Saturday 11 September 1993, 15:00
Norwich, 0, 1, Wimbledon, Saturday 11 September 1993, 15:00
Oldham, 0, 1, Everton, Saturday 11 September 1993, 15:00
Sheffield Utd, 2, 2, Spurs, Saturday 11 September 1993, 15:00
Southampton, 0, 2, Leeds, Saturday 11 September 1993, 15:00
West Ham, 0, 0, Swindon, Saturday 11 September 1993, 15:00
Man Utd, 3, 0, West Ham, Wednesday 1 September 1993, 20:00
Blackburn, 1, 1, Arsenal, Wednesday 1 September 1993, 19:45
Coventry, 1, 0, Liverpool, Wednesday 1 September 1993, 19:45
QPR, 2, 1, Sheffield Utd, Wednesday 1 September 1993, 19:45
Sheffield Wed, 3, 3, Norwich, Wednesday 1 September 1993, 19:45
Swindon, 1, 3, Man City, Wednesday 1 September 1993, 19:45
Spurs, 1, 1, Chelsea, Wednesday 1 September 1993, 19:45
Wimbledon, 1, 0, Southampton, Tuesday 31 August 1993, 20:00
