home,homescore,awayscore,away,date,location
Ajax Amsterdam,0,0,NEC Nijmegen,"Saturday, October 20, 2007","Amsterdam ArenA "
PSV Eindhoven,3,1,VVV Venlo,"Saturday, October 20, 2007","Philipsstadion (33,600)"
Feyenoord Rotterdam,1,0,Excelsior,"Saturday, October 20, 2007","De Kuip Stadion  (48,000)"
SC Heracles Almelo,2,2,Vitesse Arnhem,"Saturday, October 20, 2007","Polman Stadion (8,250)"
De Graafschap,4,0,Sparta Rotterdam,"Friday, October 19, 2007","De Vijverberg (11,700)"
Sparta Rotterdam,2,2,Ajax Amsterdam,"Sunday, October 7, 2007","ENECO (10,600)"
Twente Enschede,0,1,Roda JC Kerkrade,"Sunday, October 7, 2007","Arke Stadion (13,000)"
Vitesse Arnhem,0,1,Feyenoord Rotterdam,"Sunday, October 7, 2007","Gelredome (18,450)"
AZ Alkmaar,2,2,FC Groningen,"Sunday, October 7, 2007","DSB Stadion (16,378)"
Heerenveen,9,0,SC Heracles Almelo,"Sunday, October 7, 2007","Abe Lenstra Stadion (24,700)"
NAC Breda,1,0,De Graafschap,"Saturday, October 6, 2007","Fujifilm  (15,280)"
PSV Eindhoven,3,0,Willem II Tilburg,"Saturday, October 6, 2007","Philipsstadion (33,100)"
Excelsior,2,0,NEC Nijmegen,"Saturday, October 6, 2007","Stad Rotterdam Verzekeringen Stadion (2,483)"
VVV Venlo,1,2,FC Utrecht,"Friday, October 5, 2007","De Koel (6,000)"
Ajax Amsterdam,6,1,VVV Venlo,"Sunday, September 30, 2007","Amsterdam ArenA (49,126)"
De Graafschap,0,0,Twente Enschede,"Sunday, September 30, 2007","De Vijverberg (12,000)"
FC Utrecht,2,4,Vitesse Arnhem,"Sunday, September 30, 2007","Nieuwe Galgenwaard (19,000)"
NEC Nijmegen,1,0,Willem II Tilburg,"Sunday, September 30, 2007","De Goffert (12,000)"
SC Heracles Almelo,2,1,AZ Alkmaar,"Sunday, September 30, 2007","Polman Stadion (8,500)"
FC Groningen,1,0,Sparta Rotterdam,"Saturday, September 29, 2007","Euroborg (19,304)"
NAC Breda,1,1,PSV Eindhoven,"Saturday, September 29, 2007","Fujifilm  (15,480)"
Roda JC Kerkrade,3,3,Excelsior,"Saturday, September 29, 2007","Parkstad Limburg Stadion (12,200)"
Feyenoord Rotterdam,2,0,Heerenveen,"Saturday, September 29, 2007","De Kuip Stadion  (47,000)"
AZ Alkmaar,2,3,Ajax Amsterdam,"Sunday, September 23, 2007","DSB Stadion (17,000)"
Excelsior,1,3,FC Groningen,"Sunday, September 23, 2007","Stad Rotterdam Verzekeringen Stadion (2,500)"
Heerenveen,2,3,FC Utrecht,"Sunday, September 23, 2007","Abe Lenstra Stadion (25,000)"
PSV Eindhoven,4,0,Feyenoord Rotterdam,"Sunday, September 23, 2007","Philipsstadion (35,000)"
Twente Enschede,3,0,NEC Nijmegen,"Sunday, September 23, 2007","Arke Stadion (13,000)"
Willem II Tilburg,1,0,Roda JC Kerkrade,"Saturday, September 22, 2007","Willem II  (13,000)"
Sparta Rotterdam,1,1,SC Heracles Almelo,"Saturday, September 22, 2007","ENECO (10,121)"
Vitesse Arnhem,0,2,De Graafschap,"Saturday, September 22, 2007","Gelredome "
VVV Venlo,1,3,NAC Breda,"Friday, September 21, 2007","De Koel (5,800)"
Roda JC Kerkrade,1,3,Feyenoord Rotterdam,"Sunday, September 16, 2007","Parkstad Limburg Stadion (18,500)"
NEC Nijmegen,0,1,NAC Breda,"Sunday, September 16, 2007","De Goffert (11,750)"
Sparta Rotterdam,2,2,AZ Alkmaar,"Sunday, September 16, 2007","ENECO (11,000)"
Willem II Tilburg,1,3,Twente Enschede,"Sunday, September 16, 2007","Willem II  (14,200)"
PSV Eindhoven,1,0,Vitesse Arnhem,"Saturday, September 15, 2007","Philipsstadion (34,200)"
De Graafschap,3,2,VVV Venlo,"Saturday, September 15, 2007","De Vijverberg (11,000)"
Excelsior,2,5,Heerenveen,"Saturday, September 15, 2007","Stad Rotterdam Verzekeringen Stadion (2,854)"
SC Heracles Almelo,0,1,Ajax Amsterdam,"Saturday, September 15, 2007","Polman Stadion (8,250)"
FC Groningen,0,2,FC Utrecht,"Friday, September 14, 2007","Euroborg (19,455)"
Vitesse Arnhem,1,0,NEC Nijmegen,"Sunday, September 2, 2007","Gelredome (18,500)"
VVV Venlo,3,5,Roda JC Kerkrade,"Sunday, September 2, 2007","De Koel (6,000)"
Ajax Amsterdam,2,2,FC Groningen,"Sunday, September 2, 2007","Amsterdam ArenA (47,445)"
FC Utrecht,2,2,De Graafschap,"Sunday, September 2, 2007","Nieuwe Galgenwaard (18,500)"
Heerenveen,3,3,Sparta Rotterdam,"Saturday, September 1, 2007","Abe Lenstra Stadion "
NAC Breda,4,1,SC Heracles Almelo,"Saturday, September 1, 2007","Fujifilm  (14,860)"
Feyenoord Rotterdam,2,0,Willem II Tilburg,"Saturday, September 1, 2007","De Kuip Stadion  (42,000)"
Twente Enschede,0,0,PSV Eindhoven,"Saturday, September 1, 2007","Arke Stadion (13,150)"
AZ Alkmaar,3,0,Excelsior,"Friday, August 31, 2007","DSB Stadion (16,000)"
Ajax Amsterdam,4,1,Heerenveen,"Sunday, August 26, 2007","Amsterdam ArenA (48,988)"
FC Groningen,0,2,De Graafschap,"Sunday, August 26, 2007","Euroborg (20,000)"
Feyenoord Rotterdam,5,0,NAC Breda,"Sunday, August 26, 2007","De Kuip Stadion  (38,000)"
Twente Enschede,2,2,FC Utrecht,"Sunday, August 26, 2007","Arke Stadion (13,000)"
PSV Eindhoven,5,0,NEC Nijmegen,"Saturday, August 25, 2007","Philipsstadion (33,400)"
VVV Venlo,3,1,Excelsior,"Saturday, August 25, 2007","De Koel (5,600)"
Willem II Tilburg,2,2,Sparta Rotterdam,"Saturday, August 25, 2007","Willem II  (13,400)"
Vitesse Arnhem,1,0,AZ Alkmaar,"Saturday, August 25, 2007","Gelredome (18,000)"
Roda JC Kerkrade,2,1,SC Heracles Almelo,"Friday, August 24, 2007","Parkstad Limburg Stadion (13,000)"
De Graafschap,1,8,Ajax Amsterdam,"Sunday, August 19, 2007","De Vijverberg (11,200)"
FC Utrecht,0,3,Feyenoord Rotterdam,"Sunday, August 19, 2007","Nieuwe Galgenwaard (23,000)"
SC Heracles Almelo,0,2,PSV Eindhoven,"Sunday, August 19, 2007","Polman Stadion (8,500)"
Sparta Rotterdam,1,2,Vitesse Arnhem,"Sunday, August 19, 2007","ENECO (8,912)"
NAC Breda,0,3,FC Groningen,"Saturday, August 18, 2007","Fujifilm  (15,104)"
AZ Alkmaar,4,0,VVV Venlo,"Saturday, August 18, 2007","DSB Stadion (17,000)"
Excelsior,0,2,Twente Enschede,"Saturday, August 18, 2007","Stad Rotterdam Verzekeringen Stadion (2,639)"
NEC Nijmegen,1,1,Roda JC Kerkrade,"Saturday, August 18, 2007","De Goffert (11,300)"
Heerenveen,0,0,Willem II Tilburg,"Friday, August 17, 2007","Abe Lenstra Stadion (26,000)"
