home,homescore,awayscore,away,date,location
PEC Zwolle,1,1,Twente Enschede,"Sunday, February 10, 2013","FC Zwolle Stadion (11,041)"
ADO Den Haag,2,1,NAC Breda,"Saturday, February 9, 2013","Kyocera Stadion (11,000)"
FC Groningen,2,1,RKC Waalwijk,"Saturday, February 9, 2013","Euroborg "
Heerenveen,2,2,VVV Venlo,"Saturday, February 9, 2013","Abe Lenstra Stadion "
SC Heracles Almelo,4,1,Willem II Tilburg,"Saturday, February 9, 2013","Polman Stadion "
Vitesse Arnhem,2,2,PSV Eindhoven,"Saturday, February 9, 2013","Gelredome (20,315)"
NEC Nijmegen,2,1,Vitesse Arnhem,"Sunday, February 3, 2013","De Goffert (12,500)"
Twente Enschede,2,4,FC Utrecht,"Sunday, February 3, 2013","De Grolsch Veste (29,500)"
VVV Venlo,0,3,Ajax Amsterdam,"Sunday, February 3, 2013","Seacon Stadion (8,000)"
Willem II Tilburg,1,3,Feyenoord Rotterdam,"Sunday, February 3, 2013","Willem II Stadion "
AZ Alkmaar,0,1,FC Groningen,"Saturday, February 2, 2013","AFAS Stadion (16,000)"
NAC Breda,3,0,PEC Zwolle,"Saturday, February 2, 2013","Rat Verlegh Stadion (17,000)"
Roda JC Kerkrade,3,3,SC Heracles Almelo,"Saturday, February 2, 2013","Parkstad Limburg Stadion (13,000)"
PSV Eindhoven,7,0,ADO Den Haag,"Saturday, February 2, 2013","Philips Stadion (33,000)"
RKC Waalwijk,0,1,Heerenveen,"Friday, February 1, 2013","Mandemakers Stadion (6,000)"
Vitesse Arnhem,3,2,Ajax Amsterdam,"Sunday, January 27, 2013","Gelredome (21,867)"
FC Utrecht,3,1,Willem II Tilburg,"Sunday, January 27, 2013","Galgenwaard "
Feyenoord Rotterdam,0,0,Twente Enschede,"Sunday, January 27, 2013","De Kuip Stadion  "
NEC Nijmegen,2,1,FC Groningen,"Sunday, January 27, 2013","De Goffert (12,100)"
PEC Zwolle,1,1,Heerenveen,"Saturday, January 26, 2013","FC Zwolle Stadion (10,937)"
ADO Den Haag,2,2,Roda JC Kerkrade,"Saturday, January 26, 2013","Kyocera Stadion (11,000)"
RKC Waalwijk,0,4,NAC Breda,"Saturday, January 26, 2013","Mandemakers Stadion (6,000)"
SC Heracles Almelo,1,5,PSV Eindhoven,"Saturday, January 26, 2013","Polman Stadion (8,500)"
VVV Venlo,1,4,AZ Alkmaar,"Friday, January 25, 2013","Seacon Stadion (5,900)"
FC Groningen,0,2,FC Utrecht,"Sunday, January 20, 2013","Euroborg (21,000)"
Ajax Amsterdam,3,0,Feyenoord Rotterdam,"Sunday, January 20, 2013","Amsterdam ArenA (53,052)"
Willem II Tilburg,1,1,ADO Den Haag,"Sunday, January 20, 2013","Willem II Stadion (10,050)"
Roda JC Kerkrade,2,0,NEC Nijmegen,"Sunday, January 20, 2013","Parkstad Limburg Stadion (11,852)"
Heerenveen,0,1,SC Heracles Almelo,"Saturday, January 19, 2013","Abe Lenstra Stadion (24,330)"
NAC Breda,1,0,VVV Venlo,"Saturday, January 19, 2013","Rat Verlegh Stadion "
Twente Enschede,0,0,RKC Waalwijk,"Saturday, January 19, 2013","De Grolsch Veste (29,300)"
AZ Alkmaar,4,1,Vitesse Arnhem,"Saturday, January 19, 2013","AFAS Stadion (16,078)"
PSV Eindhoven,1,3,PEC Zwolle,"Friday, January 18, 2013","Philips Stadion "
FC Utrecht,0,0,Ajax Amsterdam,"Sunday, December 23, 2012","Galgenwaard (18,000)"
RKC Waalwijk,0,0,Willem II Tilburg,"Sunday, December 23, 2012","Mandemakers Stadion (6,000)"
Feyenoord Rotterdam,2,1,FC Groningen,"Sunday, December 23, 2012","De Kuip Stadion  (45,000)"
VVV Venlo,2,4,Roda JC Kerkrade,"Sunday, December 23, 2012","Seacon Stadion (7,000)"
Heerenveen,2,1,Vitesse Arnhem,"Saturday, December 22, 2012","Abe Lenstra Stadion (25,126)"
ADO Den Haag,2,0,NEC Nijmegen,"Saturday, December 22, 2012","Kyocera Stadion (11,000)"
SC Heracles Almelo,1,1,PEC Zwolle,"Saturday, December 22, 2012","Polman Stadion (8,442)"
NAC Breda,1,6,PSV Eindhoven,"Saturday, December 22, 2012","Rat Verlegh Stadion "
AZ Alkmaar,0,3,Twente Enschede,"Friday, December 21, 2012","AFAS Stadion (16,556)"
FC Utrecht,3,1,Heerenveen,"Sunday, December 16, 2012","Galgenwaard "
Feyenoord Rotterdam,3,2,ADO Den Haag,"Sunday, December 16, 2012","De Kuip Stadion  (45,000)"
Vitesse Arnhem,2,2,RKC Waalwijk,"Sunday, December 16, 2012","Gelredome (18,000)"
Willem II Tilburg,2,4,Ajax Amsterdam,"Sunday, December 16, 2012","Willem II Stadion (10,000)"
PEC Zwolle,1,2,AZ Alkmaar,"Saturday, December 15, 2012","FC Zwolle Stadion (11,061)"
FC Groningen,0,0,VVV Venlo,"Saturday, December 15, 2012","Euroborg (21,000)"
Roda JC Kerkrade,0,0,NAC Breda,"Saturday, December 15, 2012","Parkstad Limburg Stadion (12,820)"
NEC Nijmegen,1,1,PSV Eindhoven,"Saturday, December 15, 2012","De Goffert (11,700)"
Twente Enschede,3,2,SC Heracles Almelo,"Friday, December 14, 2012","De Grolsch Veste (29,800)"
Heerenveen,4,4,Roda JC Kerkrade,"Sunday, December 9, 2012","Abe Lenstra Stadion (25,250)"
NAC Breda,2,2,Feyenoord Rotterdam,"Sunday, December 9, 2012","Rat Verlegh Stadion "
VVV Venlo,3,1,Vitesse Arnhem,"Sunday, December 9, 2012","Seacon Stadion "
PSV Eindhoven,3,0,Twente Enschede,"Sunday, December 9, 2012","Philips Stadion "
RKC Waalwijk,2,0,NEC Nijmegen,"Saturday, December 8, 2012","Mandemakers Stadion (6,000)"
ADO Den Haag,1,1,PEC Zwolle,"Saturday, December 8, 2012","Kyocera Stadion (11,000)"
AZ Alkmaar,0,0,Willem II Tilburg,"Saturday, December 8, 2012","AFAS Stadion (16,072)"
Ajax Amsterdam,2,0,FC Groningen,"Saturday, December 8, 2012","Amsterdam ArenA (50,000)"
SC Heracles Almelo,1,1,FC Utrecht,"Friday, December 7, 2012","Polman Stadion (8,395)"
NEC Nijmegen,1,1,NAC Breda,"Sunday, December 2, 2012","De Goffert (12,200)"
FC Groningen,2,0,SC Heracles Almelo,"Sunday, December 2, 2012","Euroborg "
FC Utrecht,2,1,AZ Alkmaar,"Sunday, December 2, 2012","Galgenwaard (18,000)"
Vitesse Arnhem,3,0,Roda JC Kerkrade,"Sunday, December 2, 2012","Gelredome (16,357)"
Twente Enschede,2,0,ADO Den Haag,"Saturday, December 1, 2012","De Grolsch Veste (29,300)"
Feyenoord Rotterdam,2,0,RKC Waalwijk,"Saturday, December 1, 2012","De Kuip Stadion  (45,000)"
Willem II Tilburg,3,1,Heerenveen,"Saturday, December 1, 2012","Willem II Stadion (9,850)"
Ajax Amsterdam,3,1,PSV Eindhoven,"Saturday, December 1, 2012","Amsterdam ArenA (51,064)"
PEC Zwolle,0,0,VVV Venlo,"Friday, November 30, 2012","FC Zwolle Stadion (10,979)"
Roda JC Kerkrade,1,2,Ajax Amsterdam,"Sunday, November 25, 2012","Parkstad Limburg Stadion (17,159)"
AZ Alkmaar,0,2,Feyenoord Rotterdam,"Sunday, November 25, 2012","AFAS Stadion (16,000)"
PSV Eindhoven,1,2,Vitesse Arnhem,"Sunday, November 25, 2012","Philips Stadion (33,000)"
Twente Enschede,2,2,PEC Zwolle,"Sunday, November 25, 2012","De Grolsch Veste "
NEC Nijmegen,2,0,FC Utrecht,"Saturday, November 24, 2012","De Goffert (12,000)"
RKC Waalwijk,1,1,FC Groningen,"Saturday, November 24, 2012","Mandemakers Stadion (6,000)"
VVV Venlo,1,1,Heerenveen,"Saturday, November 24, 2012","Seacon Stadion (7,000)"
Willem II Tilburg,2,2,SC Heracles Almelo,"Saturday, November 24, 2012","Willem II Stadion (10,000)"
NAC Breda,0,3,ADO Den Haag,"Friday, November 23, 2012","Rat Verlegh Stadion (17,000)"
Vitesse Arnhem,4,1,NEC Nijmegen,"Sunday, November 18, 2012","Gelredome (18,072)"
FC Utrecht,1,1,Twente Enschede,"Sunday, November 18, 2012","Galgenwaard (18,000)"
Feyenoord Rotterdam,3,0,Willem II Tilburg,"Sunday, November 18, 2012","De Kuip Stadion  (45,000)"
SC Heracles Almelo,5,1,Roda JC Kerkrade,"Sunday, November 18, 2012","Polman Stadion (8,469)"
ADO Den Haag,1,6,PSV Eindhoven,"Saturday, November 17, 2012","Kyocera Stadion (10,129)"
Ajax Amsterdam,2,0,VVV Venlo,"Saturday, November 17, 2012","Amsterdam ArenA (49,395)"
Heerenveen,0,2,RKC Waalwijk,"Saturday, November 17, 2012","Abe Lenstra Stadion (25,000)"
PEC Zwolle,2,0,NAC Breda,"Saturday, November 17, 2012","FC Zwolle Stadion (10,000)"
FC Groningen,1,1,AZ Alkmaar,"Saturday, November 17, 2012","Euroborg (21,000)"
Vitesse Arnhem,0,0,Twente Enschede,"Sunday, November 11, 2012","Gelredome (18,184)"
Feyenoord Rotterdam,5,2,Roda JC Kerkrade,"Sunday, November 11, 2012","De Kuip Stadion  (45,000)"
PEC Zwolle,2,4,Ajax Amsterdam,"Sunday, November 11, 2012","FC Zwolle Stadion (11,324)"
PSV Eindhoven,5,1,Heerenveen,"Sunday, November 11, 2012","Philips Stadion (33,500)"
RKC Waalwijk,4,0,FC Utrecht,"Saturday, November 10, 2012","Mandemakers Stadion (6,000)"
ADO Den Haag,2,2,AZ Alkmaar,"Saturday, November 10, 2012","Kyocera Stadion (11,000)"
VVV Venlo,4,1,Willem II Tilburg,"Saturday, November 10, 2012","Seacon Stadion (7,000)"
NEC Nijmegen,3,2,SC Heracles Almelo,"Saturday, November 10, 2012","De Goffert (12,000)"
NAC Breda,0,1,FC Groningen,"Friday, November 9, 2012","Rat Verlegh Stadion (17,150)"
FC Groningen,1,2,NEC Nijmegen,"Sunday, November 4, 2012","Euroborg (21,000)"
AZ Alkmaar,1,2,VVV Venlo,"Sunday, November 4, 2012","AFAS Stadion (16,184)"
Heerenveen,2,1,PEC Zwolle,"Sunday, November 4, 2012","Abe Lenstra Stadion (25,100)"
Twente Enschede,3,0,Feyenoord Rotterdam,"Sunday, November 4, 2012","De Grolsch Veste (30,000)"
NAC Breda,2,1,RKC Waalwijk,"Sunday, November 4, 2012","Rat Verlegh Stadion (17,000)"
Ajax Amsterdam,0,2,Vitesse Arnhem,"Saturday, November 3, 2012","Amsterdam ArenA (50,965)"
Willem II Tilburg,1,5,FC Utrecht,"Saturday, November 3, 2012","Willem II Stadion (10,750)"
PSV Eindhoven,4,0,SC Heracles Almelo,"Saturday, November 3, 2012","Philips Stadion (33,000)"
Roda JC Kerkrade,0,0,ADO Den Haag,"Friday, November 2, 2012","Parkstad Limburg Stadion (11,917)"
Feyenoord Rotterdam,2,2,Ajax Amsterdam,"Sunday, October 28, 2012","De Kuip Stadion  (45,000)"
PEC Zwolle,1,2,PSV Eindhoven,"Sunday, October 28, 2012","FC Zwolle Stadion (11,324)"
RKC Waalwijk,0,1,Twente Enschede,"Sunday, October 28, 2012","Mandemakers Stadion (6,000)"
SC Heracles Almelo,6,3,Heerenveen,"Sunday, October 28, 2012","Polman Stadion (8,303)"
Vitesse Arnhem,1,2,AZ Alkmaar,"Sunday, October 28, 2012","Gelredome (17,000)"
ADO Den Haag,2,0,Willem II Tilburg,"Saturday, October 27, 2012","Kyocera Stadion (11,000)"
NEC Nijmegen,0,0,Roda JC Kerkrade,"Saturday, October 27, 2012","De Goffert (11,750)"
VVV Venlo,1,4,NAC Breda,"Saturday, October 27, 2012","Seacon Stadion (7,000)"
FC Utrecht,1,0,FC Groningen,"Friday, October 26, 2012","Galgenwaard (19,000)"
ADO Den Haag,1,2,FC Utrecht,"Sunday, October 21, 2012","Kyocera Stadion (9,889)"
Heerenveen,3,0,FC Groningen,"Sunday, October 21, 2012","Abe Lenstra Stadion (26,000)"
VVV Venlo,2,3,Feyenoord Rotterdam,"Sunday, October 21, 2012","Seacon Stadion (7,000)"
RKC Waalwijk,1,2,PEC Zwolle,"Sunday, October 21, 2012","Mandemakers Stadion (6,000)"
SC Heracles Almelo,3,3,Ajax Amsterdam,"Saturday, October 20, 2012","Polman Stadion (8,500)"
NAC Breda,0,3,Vitesse Arnhem,"Saturday, October 20, 2012","Rat Verlegh Stadion (17,000)"
PSV Eindhoven,3,2,Willem II Tilburg,"Saturday, October 20, 2012","Philips Stadion (32,000)"
Roda JC Kerkrade,1,1,Twente Enschede,"Saturday, October 20, 2012","Parkstad Limburg Stadion (14,000)"
AZ Alkmaar,0,2,NEC Nijmegen,"Saturday, October 20, 2012","AFAS Stadion (16,378)"
Ajax Amsterdam,1,1,FC Utrecht,"Sunday, October 7, 2012","Amsterdam ArenA (48,836)"
FC Groningen,2,2,Feyenoord Rotterdam,"Sunday, October 7, 2012","Euroborg (22,174)"
PSV Eindhoven,4,0,NAC Breda,"Sunday, October 7, 2012","Philips Stadion (32,000)"
Twente Enschede,3,0,AZ Alkmaar,"Sunday, October 7, 2012","De Grolsch Veste (29,500)"
Willem II Tilburg,1,0,RKC Waalwijk,"Saturday, October 6, 2012","Willem II Stadion "
PEC Zwolle,0,3,SC Heracles Almelo,"Saturday, October 6, 2012","FC Zwolle Stadion (11,200)"
Vitesse Arnhem,3,3,Heerenveen,"Saturday, October 6, 2012","Gelredome "
Roda JC Kerkrade,3,0,VVV Venlo,"Saturday, October 6, 2012","Parkstad Limburg Stadion (12,464)"
NEC Nijmegen,1,1,ADO Den Haag,"Friday, October 5, 2012","De Goffert (10,875)"
AZ Alkmaar,3,3,RKC Waalwijk,"Sunday, September 30, 2012","AFAS Stadion (15,830)"
FC Groningen,3,2,Roda JC Kerkrade,"Sunday, September 30, 2012","Euroborg (21,000)"
Willem II Tilburg,0,1,PEC Zwolle,"Sunday, September 30, 2012","Willem II Stadion (11,300)"
VVV Venlo,0,6,PSV Eindhoven,"Sunday, September 30, 2012","Seacon Stadion (7,000)"
Heerenveen,2,0,NAC Breda,"Saturday, September 29, 2012","Abe Lenstra Stadion "
FC Utrecht,1,2,Vitesse Arnhem,"Saturday, September 29, 2012","Galgenwaard "
Feyenoord Rotterdam,5,1,NEC Nijmegen,"Saturday, September 29, 2012","De Kuip Stadion  (45,000)"
SC Heracles Almelo,3,3,ADO Den Haag,"Saturday, September 29, 2012","Polman Stadion (8,295)"
Ajax Amsterdam,1,0,Twente Enschede,"Saturday, September 29, 2012","Amsterdam ArenA "
ADO Den Haag,1,1,Ajax Amsterdam,"Sunday, September 23, 2012","Kyocera Stadion (11,000)"
NAC Breda,2,1,AZ Alkmaar,"Sunday, September 23, 2012","Rat Verlegh Stadion (17,000)"
Twente Enschede,1,0,Heerenveen,"Sunday, September 23, 2012","De Grolsch Veste (29,200)"
PSV Eindhoven,3,0,Feyenoord Rotterdam,"Sunday, September 23, 2012","Philips Stadion "
PEC Zwolle,1,2,FC Groningen,"Saturday, September 22, 2012","FC Zwolle Stadion (9,835)"
RKC Waalwijk,1,1,VVV Venlo,"Saturday, September 22, 2012","Mandemakers Stadion (6,000)"
Vitesse Arnhem,1,1,SC Heracles Almelo,"Saturday, September 22, 2012","Gelredome (17,003)"
NEC Nijmegen,0,0,Willem II Tilburg,"Saturday, September 22, 2012","De Goffert (11,125)"
Roda JC Kerkrade,0,1,FC Utrecht,"Friday, September 21, 2012","Parkstad Limburg Stadion "
SC Heracles Almelo,2,1,NAC Breda,"Sunday, September 16, 2012","Polman Stadion "
AZ Alkmaar,4,0,Roda JC Kerkrade,"Sunday, September 16, 2012","AFAS Stadion (15,691)"
FC Utrecht,1,0,PSV Eindhoven,"Sunday, September 16, 2012","Galgenwaard (17,243)"
FC Groningen,0,3,Vitesse Arnhem,"Sunday, September 16, 2012","Euroborg (21,000)"
