home,homescore,awayscore,away,date,location
FC Groningen,5,1,ADO Den Haag,"Sunday, May 29, 2011","Euroborg Stadion "
ADO Den Haag,5,1,FC Groningen,"Thursday, May 26, 2011","Kyocera Stadion "
Roda JC Kerkrade,1,2,ADO Den Haag,"Sunday, May 22, 2011","Parkstad Limburg Stadion "
FC Groningen,2,1,SC Heracles Almelo,"Sunday, May 22, 2011","Euroborg "
ADO Den Haag,4,2,Roda JC Kerkrade,"Thursday, May 19, 2011","Kyocera Stadion "
SC Heracles Almelo,3,2,FC Groningen,"Thursday, May 19, 2011","Polman Stadion "
Ajax Amsterdam,3,1,Twente Enschede,"Sunday, May 15, 2011","Amsterdam ArenA (47,000)"
De Graafschap,1,0,VVV Venlo,"Sunday, May 15, 2011","De Vijverberg (12,030)"
FC Groningen,0,0,PSV Eindhoven,"Sunday, May 15, 2011","Euroborg (22,000)"
FC Utrecht,5,1,AZ Alkmaar,"Sunday, May 15, 2011","Nieuw Galgenwaard (19,000)"
Feyenoord Rotterdam,1,1,NEC Nijmegen,"Sunday, May 15, 2011","De Kuip Stadion  (33,000)"
Roda JC Kerkrade,0,0,Heerenveen,"Sunday, May 15, 2011","Parkstad Limburg Stadion (15,470)"
SC Heracles Almelo,3,0,ADO Den Haag,"Sunday, May 15, 2011","Polman Stadion (5,800)"
Vitesse Arnhem,1,4,Excelsior,"Sunday, May 15, 2011","Gelredome (15,854)"
Willem II Tilburg,0,1,NAC Breda,"Sunday, May 15, 2011","Koning Willem II Stadion (11,250)"
ADO Den Haag,2,4,FC Groningen,"Sunday, May 1, 2011","Kyocera Stadion (14,800)"
AZ Alkmaar,5,1,De Graafschap,"Sunday, May 1, 2011","Alkmaarderhout (16,585)"
Excelsior,3,1,FC Utrecht,"Sunday, May 1, 2011","Stadion Woudestein (3,546)"
Heerenveen,1,2,Ajax Amsterdam,"Sunday, May 1, 2011","Abe Lenstra Stadion (25,300)"
NAC Breda,1,2,SC Heracles Almelo,"Sunday, May 1, 2011","Rat Verlegh Stadion (18,750)"
NEC Nijmegen,5,0,Roda JC Kerkrade,"Sunday, May 1, 2011","De Goffert (12,500)"
PSV Eindhoven,2,1,Vitesse Arnhem,"Sunday, May 1, 2011","Philips Stadion (32,000)"
Twente Enschede,4,0,Willem II Tilburg,"Sunday, May 1, 2011","De Grolsch Veste (24,000)"
VVV Venlo,3,2,Feyenoord Rotterdam,"Sunday, May 1, 2011","Seacon Stadion -De Koel- (8,000)"
Ajax Amsterdam,4,1,Excelsior,"Sunday, April 24, 2011","Amsterdam ArenA (51,000)"
FC Utrecht,4,2,Vitesse Arnhem,"Sunday, April 24, 2011","Nieuw Galgenwaard (20,500)"
Feyenoord Rotterdam,3,1,PSV Eindhoven,"Sunday, April 24, 2011","De Kuip Stadion  (45,000)"
FC Groningen,3,1,NEC Nijmegen,"Sunday, April 24, 2011","Euroborg (21,895)"
Willem II Tilburg,2,1,AZ Alkmaar,"Saturday, April 23, 2011","Koning Willem II Stadion (11,700)"
Roda JC Kerkrade,5,1,NAC Breda,"Saturday, April 23, 2011","Parkstad Limburg Stadion (14,836)"
SC Heracles Almelo,2,0,De Graafschap,"Saturday, April 23, 2011","Polman Stadion (8,500)"
VVV Venlo,2,2,Heerenveen,"Saturday, April 23, 2011","Seacon Stadion -De Koel- (7,500)"
ADO Den Haag,1,2,Twente Enschede,"Friday, April 22, 2011","Kyocera Stadion (15,000)"
De Graafschap,1,1,Twente Enschede,"Sunday, April 17, 2011","De Vijverberg (12,580)"
NEC Nijmegen,1,2,Ajax Amsterdam,"Sunday, April 17, 2011","De Goffert (12,000)"
SC Heracles Almelo,0,2,PSV Eindhoven,"Sunday, April 17, 2011","Polman Stadion (8,500)"
Feyenoord Rotterdam,6,1,Willem II Tilburg,"Sunday, April 17, 2011","De Kuip Stadion  (40,000)"
Vitesse Arnhem,2,1,FC Groningen,"Saturday, April 16, 2011","Gelredome (17,148)"
NAC Breda,1,2,Excelsior,"Saturday, April 16, 2011","Rat Verlegh Stadion (19,000)"
Roda JC Kerkrade,5,2,VVV Venlo,"Saturday, April 16, 2011","Parkstad Limburg Stadion (16,300)"
AZ Alkmaar,3,1,ADO Den Haag,"Saturday, April 16, 2011","Alkmaarderhout (16,821)"
Heerenveen,3,0,FC Utrecht,"Friday, April 15, 2011","Abe Lenstra Stadion (23,500)"
Ajax Amsterdam,2,0,FC Groningen,"Sunday, April 10, 2011","Amsterdam ArenA (50,000)"
FC Utrecht,0,4,Feyenoord Rotterdam,"Sunday, April 10, 2011","Nieuw Galgenwaard (23,500)"
Twente Enschede,1,1,Roda JC Kerkrade,"Sunday, April 10, 2011","De Grolsch Veste (23,800)"
PSV Eindhoven,2,2,Heerenveen,"Sunday, April 10, 2011","Philips Stadion (34,000)"
VVV Venlo,1,4,NEC Nijmegen,"Saturday, April 9, 2011","Seacon Stadion -De Koel- (7,500)"
ADO Den Haag,1,0,Vitesse Arnhem,"Saturday, April 9, 2011","Kyocera Stadion (14,700)"
Excelsior,0,0,De Graafschap,"Saturday, April 9, 2011","Stadion Woudestein (3,546)"
Willem II Tilburg,2,6,SC Heracles Almelo,"Saturday, April 9, 2011","Koning Willem II Stadion (11,700)"
AZ Alkmaar,1,1,NAC Breda,"Friday, April 8, 2011","Alkmaarderhout (16,500)"
FC Utrecht,2,3,ADO Den Haag,"Sunday, April 3, 2011","Nieuw Galgenwaard (21,450)"
Vitesse Arnhem,2,1,NEC Nijmegen,"Sunday, April 3, 2011","Gelredome (16,377)"
Ajax Amsterdam,3,0,SC Heracles Almelo,"Sunday, April 3, 2011","Amsterdam ArenA (50,705)"
FC Groningen,3,2,VVV Venlo,"Sunday, April 3, 2011","Euroborg (22,000)"
Twente Enschede,2,0,PSV Eindhoven,"Saturday, April 2, 2011","De Grolsch Veste (24,200)"
De Graafschap,1,3,NAC Breda,"Saturday, April 2, 2011","De Vijverberg (12,255)"
Heerenveen,2,3,Excelsior,"Saturday, April 2, 2011","Abe Lenstra Stadion (22,800)"
Willem II Tilburg,4,5,Roda JC Kerkrade,"Saturday, April 2, 2011","Koning Willem II Stadion (12,000)"
Feyenoord Rotterdam,0,1,AZ Alkmaar,"Saturday, April 2, 2011","De Kuip Stadion  (45,000)"
ADO Den Haag,3,2,Ajax Amsterdam,"Sunday, March 20, 2011","Kyocera Stadion (15,000)"
Excelsior,0,2,Twente Enschede,"Sunday, March 20, 2011","Stadion Woudestein (3,540)"
PSV Eindhoven,1,0,FC Utrecht,"Sunday, March 20, 2011","Philips Stadion (33,000)"
Roda JC Kerkrade,3,0,Feyenoord Rotterdam,"Sunday, March 20, 2011","Parkstad Limburg Stadion (17,155)"
NAC Breda,0,1,FC Groningen,"Saturday, March 19, 2011","Rat Verlegh Stadion (18,500)"
SC Heracles Almelo,4,2,Heerenveen,"Saturday, March 19, 2011","Polman Stadion (8,500)"
VVV Venlo,0,0,Willem II Tilburg,"Saturday, March 19, 2011","Seacon Stadion -De Koel- (8,000)"
NEC Nijmegen,1,0,De Graafschap,"Saturday, March 19, 2011","De Goffert (12,300)"
AZ Alkmaar,3,1,Vitesse Arnhem,"Friday, March 18, 2011","Alkmaarderhout (16,492)"
De Graafschap,1,0,ADO Den Haag,"Sunday, March 13, 2011","De Vijverberg (12,300)"
Feyenoord Rotterdam,2,1,NAC Breda,"Sunday, March 13, 2011","De Kuip Stadion  (46,000)"
Twente Enschede,2,1,VVV Venlo,"Sunday, March 13, 2011","De Grolsch Veste (23,800)"
Willem II Tilburg,1,3,Ajax Amsterdam,"Sunday, March 13, 2011","Koning Willem II Stadion (13,500)"
NEC Nijmegen,2,2,PSV Eindhoven,"Sunday, March 13, 2011","De Goffert (12,300)"
SC Heracles Almelo,4,1,Excelsior,"Saturday, March 12, 2011","Polman Stadion (8,471)"
Roda JC Kerkrade,1,2,AZ Alkmaar,"Saturday, March 12, 2011","Parkstad Limburg Stadion (14,290)"
Vitesse Arnhem,1,1,Heerenveen,"Saturday, March 12, 2011","Gelredome (18,000)"
FC Utrecht,1,0,FC Groningen,"Friday, March 11, 2011","Nieuw Galgenwaard (20,090)"
FC Groningen,1,4,SC Heracles Almelo,"Sunday, March 6, 2011","Euroborg (21,915)"
FC Utrecht,1,1,Roda JC Kerkrade,"Sunday, March 6, 2011","Nieuw Galgenwaard (20,750)"
Heerenveen,0,1,Feyenoord Rotterdam,"Sunday, March 6, 2011","Abe Lenstra Stadion (26,100)"
Ajax Amsterdam,4,0,AZ Alkmaar,"Sunday, March 6, 2011","Amsterdam ArenA (48,328)"
Twente Enschede,2,0,NAC Breda,"Saturday, March 5, 2011","De Grolsch Veste (23,800)"
ADO Den Haag,5,1,NEC Nijmegen,"Saturday, March 5, 2011","Kyocera Stadion (14,200)"
Vitesse Arnhem,2,0,VVV Venlo,"Saturday, March 5, 2011","Gelredome (13,574)"
Excelsior,2,3,PSV Eindhoven,"Saturday, March 5, 2011","Stadion Woudestein (3,624)"
De Graafschap,2,1,Willem II Tilburg,"Friday, March 4, 2011","De Vijverberg (12,250)"
AZ Alkmaar,2,1,Twente Enschede,"Sunday, February 27, 2011","Alkmaarderhout (16,782)"
Feyenoord Rotterdam,5,1,FC Groningen,"Sunday, February 27, 2011","De Kuip Stadion  (41,000)"
PSV Eindhoven,0,0,Ajax Amsterdam,"Sunday, February 27, 2011","Philips Stadion (35,000)"
NEC Nijmegen,1,1,FC Utrecht,"Sunday, February 27, 2011","De Goffert (12,150)"
Willem II Tilburg,4,3,Heerenveen,"Saturday, February 26, 2011","Koning Willem II Stadion (11,500)"
Roda JC Kerkrade,1,1,De Graafschap,"Saturday, February 26, 2011","Parkstad Limburg Stadion (13,100)"
SC Heracles Almelo,6,1,Vitesse Arnhem,"Saturday, February 26, 2011","Polman Stadion (8,400)"
NAC Breda,3,2,ADO Den Haag,"Saturday, February 26, 2011","Rat Verlegh Stadion (18,700)"
VVV Venlo,1,0,Excelsior,"Friday, February 25, 2011","Seacon Stadion -De Koel- (7,500)"
ADO Den Haag,2,2,Feyenoord Rotterdam,"Sunday, February 20, 2011","Het Zuiderpark (15,000)"
Ajax Amsterdam,1,0,VVV Venlo,"Sunday, February 20, 2011","Amsterdam ArenA (49,000)"
Twente Enschede,1,1,NEC Nijmegen,"Sunday, February 20, 2011","De Grolsch Veste (33,800)"
Vitesse Arnhem,2,0,De Graafschap,"Sunday, February 20, 2011","Gelredome (16,543)"
PSV Eindhoven,4,1,NAC Breda,"Sunday, February 20, 2011","Philips Stadion (33,000)"
Excelsior,4,0,Willem II Tilburg,"Saturday, February 19, 2011","Stadion Woudestein (3,600)"
Heerenveen,0,2,AZ Alkmaar,"Saturday, February 19, 2011","Abe Lenstra Stadion (26,200)"
FC Groningen,1,4,Roda JC Kerkrade,"Saturday, February 19, 2011","Euroborg (21,195)"
FC Utrecht,1,1,SC Heracles Almelo,"Friday, February 18, 2011","Nieuw Galgenwaard (19,000)"
NAC Breda,0,2,Heerenveen,"Sunday, February 13, 2011","Rat Verlegh Stadion (17,750)"
NEC Nijmegen,2,0,Excelsior,"Sunday, February 13, 2011","De Goffert (12,000)"
Roda JC Kerkrade,2,2,Ajax Amsterdam,"Sunday, February 13, 2011","Parkstad Limburg Stadion (18,936)"
De Graafschap,1,1,FC Groningen,"Sunday, February 13, 2011","De Vijverberg (12,189)"
ADO Den Haag,3,0,VVV Venlo,"Saturday, February 12, 2011","Het Zuiderpark (15,000)"
Feyenoord Rotterdam,2,1,SC Heracles Almelo,"Saturday, February 12, 2011","De Kuip Stadion  (47,000)"
Twente Enschede,1,0,Vitesse Arnhem,"Saturday, February 12, 2011","De Grolsch Veste (23,075)"
Willem II Tilburg,3,3,FC Utrecht,"Saturday, February 12, 2011","Koning Willem II Stadion (11,600)"
AZ Alkmaar,0,4,PSV Eindhoven,"Saturday, February 12, 2011","Alkmaarderhout (16,851)"
Vitesse Arnhem,1,1,Feyenoord Rotterdam,"Sunday, February 6, 2011","Gelredome (15,450)"
FC Groningen,7,1,Willem II Tilburg,"Sunday, February 6, 2011","Euroborg (21,765)"
FC Utrecht,1,1,Twente Enschede,"Sunday, February 6, 2011","Nieuw Galgenwaard (21,767)"
SC Heracles Almelo,1,0,Roda JC Kerkrade,"Sunday, February 6, 2011","Polman Stadion (8,400)"
Heerenveen,0,0,NEC Nijmegen,"Saturday, February 5, 2011","Abe Lenstra Stadion (26,000)"
Excelsior,2,1,AZ Alkmaar,"Saturday, February 5, 2011","Stadion Woudestein (3,540)"
PSV Eindhoven,0,1,ADO Den Haag,"Saturday, February 5, 2011","Philips Stadion (33,000)"
VVV Venlo,3,0,NAC Breda,"Saturday, February 5, 2011","Seacon Stadion -De Koel- (7,500)"
Ajax Amsterdam,2,0,De Graafschap,"Friday, February 4, 2011","Amsterdam ArenA (48,000)"
De Graafschap,0,0,FC Utrecht,"Tuesday, February 1, 2011","De Vijverberg (11,980)"
Excelsior,1,5,ADO Den Haag,"Sunday, January 30, 2011","Stadion Woudestein (2,458)"
Heerenveen,1,4,FC Groningen,"Sunday, January 30, 2011","Abe Lenstra Stadion (26,500)"
NAC Breda,0,3,Ajax Amsterdam,"Sunday, January 30, 2011","Rat Verlegh Stadion (19,000)"
Twente Enschede,2,1,Feyenoord Rotterdam,"Sunday, January 30, 2011","De Grolsch Veste (23,800)"
Vitesse Arnhem,5,2,Roda JC Kerkrade,"Saturday, January 29, 2011","Gelredome (13,272)"
AZ Alkmaar,6,1,VVV Venlo,"Saturday, January 29, 2011","Alkmaarderhout (16,128)"
PSV Eindhoven,2,1,Willem II Tilburg,"Saturday, January 29, 2011","Philips Stadion (32,000)"
NEC Nijmegen,1,1,SC Heracles Almelo,"Friday, January 28, 2011","De Goffert (12,150)"
FC Utrecht,3,0,Ajax Amsterdam,"Sunday, January 23, 2011","Nieuw Galgenwaard (23,873)"
FC Groningen,1,2,Twente Enschede,"Sunday, January 23, 2011","Euroborg (22,645)"
Roda JC Kerkrade,3,0,Excelsior,"Sunday, January 23, 2011","Parkstad Limburg Stadion (12,500)"
VVV Venlo,0,3,PSV Eindhoven,"Sunday, January 23, 2011","Seacon Stadion -De Koel- (8,000)"
SC Heracles Almelo,0,0,AZ Alkmaar,"Saturday, January 22, 2011","Polman Stadion (8,400)"
NEC Nijmegen,2,2,NAC Breda,"Saturday, January 22, 2011","De Goffert (12,150)"
Willem II Tilburg,1,0,Vitesse Arnhem,"Saturday, January 22, 2011","Koning Willem II Stadion (11,600)"
Feyenoord Rotterdam,0,1,De Graafschap,"Saturday, January 22, 2011","De Kuip Stadion  (33,000)"
ADO Den Haag,3,1,Heerenveen,"Friday, January 21, 2011","Het Zuiderpark (12,468)"
Twente Enschede,5,0,SC Heracles Almelo,"Wednesday, January 19, 2011","De Grolsch Veste (23,800)"
VVV Venlo,1,2,FC Utrecht,"Wednesday, January 19, 2011","Seacon Stadion -De Koel- (7,500)"
Ajax Amsterdam,2,0,Feyenoord Rotterdam,"Wednesday, January 19, 2011","Amsterdam ArenA (51,000)"
AZ Alkmaar,2,2,NEC Nijmegen,"Wednesday, January 19, 2011","Alkmaarderhout (16,009)"
PSV Eindhoven,3,1,Roda JC Kerkrade,"Sunday, December 19, 2010","Philips Stadion (33,000)"
Heerenveen,4,0,De Graafschap,"Saturday, December 18, 2010","Abe Lenstra Stadion (26,400)"
Excelsior,2,2,FC Groningen,"Saturday, December 18, 2010","Stadion Woudestein (3,045)"
NAC Breda,1,1,Vitesse Arnhem,"Saturday, December 18, 2010","Rat Verlegh Stadion (18,000)"
ADO Den Haag,2,1,Willem II Tilburg,"Saturday, December 18, 2010","Het Zuiderpark (8,931)"
Excelsior,1,3,NAC Breda,"Wednesday, December 15, 2010","Stadion Woudestein (3,150)"
VVV Venlo,0,4,Roda JC Kerkrade,"Tuesday, December 14, 2010","Seacon Stadion -De Koel- (8,000)"
Vitesse Arnhem,0,1,Ajax Amsterdam,"Sunday, December 12, 2010","Gelredome (20,860)"
FC Groningen,2,0,AZ Alkmaar,"Sunday, December 12, 2010","Euroborg (22,000)"
Feyenoord Rotterdam,1,0,Excelsior,"Sunday, December 12, 2010","De Kuip Stadion  (34,500)"
Heerenveen,6,2,Twente Enschede,"Sunday, December 12, 2010","Abe Lenstra Stadion (26,100)"
NAC Breda,3,1,FC Utrecht,"Saturday, December 11, 2010","Rat Verlegh Stadion (18,750)"
NEC Nijmegen,3,1,Willem II Tilburg,"Saturday, December 11, 2010","De Goffert (12,200)"
Roda JC Kerkrade,1,1,ADO Den Haag,"Saturday, December 11, 2010","Parkstad Limburg Stadion (12,900)"
