home, homescore, awayscore, away, date, group
AS Nancy Lorraine, 1, 1, Valenciennes, "Saturday, May 15, 2010", "Stade Marcel Picot (17,103)"
Boulogne, 1, 0, Stade Rennes, "Saturday, May 15, 2010", "Stade de la Libération (12,015)"
Lens, 4, 3, Bordeaux, "Saturday, May 15, 2010", "Stade Felix-Bollaert "
Lorient, 2, 1, Lille, "Saturday, May 15, 2010", "Stade du Moustoir (16,537)"
Lyon, 2, 0, Le Mans, "Saturday, May 15, 2010", "Stade de Gerland (37,353)"
Marseille, 2, 0, Grenoble, "Saturday, May 15, 2010", "Stade Vélodrome (65,800)"
Nice, 1, 1, St Etienne, "Saturday, May 15, 2010", "Stade Municipal du Ray (10,988)"
Paris Saint-Germain , 1, 3, Montpellier, "Saturday, May 15, 2010", "Parc des Princes (35,000)"
Sochaux, 1, 2, AJ Auxerre, "Saturday, May 15, 2010", "Stade Bonal (14,971)"
Toulouse, 0, 0, AS Monaco, "Saturday, May 15, 2010", "Stadium Municipal (16,641)"
Lyon, 3, 0, AS Monaco, "Wednesday, May 12, 2010", "Stade de Gerland (38,428)"
AJ Auxerre, 0, 0, Lens, "Saturday, May 8, 2010", "Stade de l'Abbé-Deschamps (17,000)"
AS Monaco, 2, 1, AS Nancy Lorraine, "Saturday, May 8, 2010", "Stade Louis II (6,878)"
Bordeaux, 2, 0, Sochaux, "Saturday, May 8, 2010", "Stade Jacques Chaban-Delmas (28,146)"
Grenoble, 2, 0, Boulogne, "Saturday, May 8, 2010", "Stade des Alpes (12,863)"
Le Mans, 1, 0, Paris Saint-Germain , "Saturday, May 8, 2010", "Leon-Bollée (8,586)"
Lille, 3, 2, Marseille, "Saturday, May 8, 2010", "Stadium Lille Métropole (17,688)"
Montpellier, 2, 1, Lorient, "Saturday, May 8, 2010", "Stade de la Mosson (18,071)"
St Etienne, 0, 1, Toulouse, "Saturday, May 8, 2010", "Stade Geoffroy-Guichard (27,000)"
Stade Rennes, 2, 2, Nice, "Saturday, May 8, 2010", "Stade de la Route-de-Lorient (22,033)"
Valenciennes, 2, 2, Lyon, "Saturday, May 8, 2010", "Stade Nungesser (13,000)"
AS Nancy Lorraine, 3, 2, Le Mans, "Wednesday, May 5, 2010", "Stade Marcel Picot (15,015)"
Boulogne, 0, 1, St Etienne, "Wednesday, May 5, 2010", "Stade de la Libération (12,500)"
Lens, 1, 1, Grenoble, "Wednesday, May 5, 2010", "Stade Felix-Bollaert (32,686)"
Lorient, 2, 2, AS Monaco, "Wednesday, May 5, 2010", "Stade du Moustoir (15,436)"
Lyon, 2, 1, AJ Auxerre, "Wednesday, May 5, 2010", "Stade de Gerland (32,000)"
Nice, 1, 1, Bordeaux, "Wednesday, May 5, 2010", "Stade Municipal du Ray (8,706)"
Paris Saint-Germain , 2, 2, Valenciennes, "Wednesday, May 5, 2010", "Parc des Princes (35,000)"
Sochaux, 0, 1, Montpellier, "Wednesday, May 5, 2010", "Stade Bonal (12,281)"
Toulouse, 0, 2, Lille, "Wednesday, May 5, 2010", "Stadium Municipal (20,893)"
Marseille, 3, 1, Stade Rennes, "Wednesday, May 5, 2010", "Stade Vélodrome (55,377)"
Bordeaux, 1, 0, Toulouse, "Sunday, May 2, 2010", "Stade Jacques Chaban-Delmas (28,496)"
Boulogne, 3, 3, Nice, "Sunday, May 2, 2010", "Stade de la Libération (11,694)"
Lille, 3, 1, AS Nancy Lorraine, "Sunday, May 2, 2010", "Stadium Lille Métropole (15,000)"
St Etienne, 1, 4, Lens, "Sunday, May 2, 2010", "Stade Geoffroy-Guichard (32,000)"
Stade Rennes, 1, 2, Sochaux, "Sunday, May 2, 2010", "Stade de la Route-de-Lorient (17,265)"
Valenciennes, 0, 0, Lorient, "Sunday, May 2, 2010", "Stade Nungesser (11,164)"
Montpellier, 0, 1, Lyon, "Sunday, May 2, 2010", "Stade de la Mosson (25,767)"
AJ Auxerre, 0, 0, Marseille, "Friday, April 30, 2010", "Stade de l'Abbé-Deschamps (20,000)"
Valenciennes, 2, 0, Bordeaux, "Wednesday, April 28, 2010", "Stade Nungesser (11,740)"
AS Monaco, 1, 1, Le Mans, "Tuesday, April 27, 2010", "Stade Louis II (5,258)"
Grenoble, 4, 0, Paris Saint-Germain , "Tuesday, April 27, 2010", "Stade des Alpes (12,386)"
Lens, 1, 1, Valenciennes, "Sunday, April 25, 2010", "Stade Felix-Bollaert (34,182)"
Toulouse, 0, 3, AJ Auxerre, "Sunday, April 25, 2010", "Stadium Municipal (21,559)"
Marseille, 1, 0, St Etienne, "Sunday, April 25, 2010", "Stade Vélodrome (55,056)"
AS Nancy Lorraine, 0, 0, Montpellier, "Saturday, April 24, 2010", "Stade Marcel Picot (16,000)"
Le Mans, 1, 2, Lille, "Saturday, April 24, 2010", "Leon-Bollée (10,000)"
Lorient, 1, 0, Bordeaux, "Saturday, April 24, 2010", "Stade du Moustoir (15,708)"
Nice, 2, 1, Grenoble, "Saturday, April 24, 2010", "Stade Municipal du Ray (6,000)"
Sochaux, 0, 3, Boulogne, "Saturday, April 24, 2010", "Stade Bonal (14,112)"
Paris Saint-Germain , 1, 1, Stade Rennes, "Saturday, April 24, 2010", "Parc des Princes (38,000)"
Lille, 4, 0, AS Monaco, "Sunday, April 18, 2010", "Stadium Lille Métropole (16,894)"
Montpellier, 1, 1, Toulouse, "Sunday, April 18, 2010", "Stade de la Mosson (19,299)"
St Etienne, 0, 0, Paris Saint-Germain , "Sunday, April 18, 2010", "Stade Geoffroy-Guichard (20,000)"
AJ Auxerre, 4, 1, Lorient, "Saturday, April 17, 2010", "Stade de l'Abbé-Deschamps (15,000)"
Boulogne, 1, 2, Marseille, "Saturday, April 17, 2010", "Stade de la Libération (15,242)"
Grenoble, 2, 2, Sochaux, "Saturday, April 17, 2010", "Stade des Alpes (12,960)"
Nice, 0, 0, Lens, "Saturday, April 17, 2010", "Stade Municipal du Ray (8,969)"
Stade Rennes, 0, 0, AS Nancy Lorraine, "Saturday, April 17, 2010", "Stade de la Route-de-Lorient (25,215)"
Valenciennes, 0, 1, Le Mans, "Saturday, April 17, 2010", "Stade Nungesser (12,000)"
Bordeaux, 2, 2, Lyon, "Saturday, April 17, 2010", "Stade Jacques Chaban-Delmas (32,094)"
Le Mans, 2, 1, Bordeaux, "Wednesday, April 14, 2010", "Leon-Bollée (12,240)"
Sochaux, 0, 1, Marseille, "Wednesday, April 14, 2010", "Stade Bonal (19,990)"
AS Nancy Lorraine, 0, 1, AJ Auxerre, "Sunday, April 11, 2010", "Stade Marcel Picot (15,000)"
Lyon, 1, 1, Lille, "Sunday, April 11, 2010", "Stade de Gerland (38,000)"
Marseille, 4, 1, Nice, "Sunday, April 11, 2010", "Stade Vélodrome (49,016)"
AS Monaco, 2, 1, Valenciennes, "Saturday, April 10, 2010", "Stade Louis II (4,000)"
Le Mans, 2, 2, Montpellier, "Saturday, April 10, 2010", "Leon-Bollée (9,821)"
Lens, 3, 0, Boulogne, "Saturday, April 10, 2010", "Stade Felix-Bollaert (34,218)"
Lorient, 1, 1, Stade Rennes, "Saturday, April 10, 2010", "Stade du Moustoir (15,103)"
Sochaux, 0, 2, St Etienne, "Saturday, April 10, 2010", "Stade Bonal (14,711)"
Toulouse, 4, 0, Grenoble, "Saturday, April 10, 2010", "Stadium Municipal (13,167)"
Paris Saint-Germain , 3, 1, Bordeaux, "Saturday, April 10, 2010", "Parc des Princes (42,000)"
Marseille, 3, 0, Sochaux, "Wednesday, April 7, 2010", "Stade Vélodrome (46,136)"
Boulogne, 1, 1, Toulouse, "Sunday, April 4, 2010", "Stade de la Libération (12,150)"
Marseille, 1, 0, Lens, "Sunday, April 4, 2010", "Stade Vélodrome (54,839)"
AJ Auxerre, 1, 1, Paris Saint-Germain , "Sunday, April 4, 2010", "Stade de l'Abbé-Deschamps (16,464)"
Bordeaux, 1, 2, AS Nancy Lorraine, "Saturday, April 3, 2010", "Stade Jacques Chaban-Delmas (29,985)"
Grenoble, 1, 2, Lorient, "Saturday, April 3, 2010", "Stade des Alpes (18,000)"
Nice, 0, 0, Sochaux, "Saturday, April 3, 2010", "Stade Municipal du Ray (8,079)"
St Etienne, 2, 0, Le Mans, "Saturday, April 3, 2010", "Stade Geoffroy-Guichard (26,000)"
Stade Rennes, 1, 2, Lyon, "Saturday, April 3, 2010", "Stade de la Route-de-Lorient (28,244)"
Valenciennes, 1, 0, Lille, "Saturday, April 3, 2010", "Stade Nungesser (12,127)"
Montpellier, 0, 0, AS Monaco, "Saturday, April 3, 2010", "Stade de la Mosson (19,675)"
AS Monaco, 0, 0, AJ Auxerre, "Monday, March 29, 2010", "Stade Louis II (4,000)"
AS Nancy Lorraine, 5, 1, Lens, "Sunday, March 28, 2010", "Stade Marcel Picot (15,000)"
Le Mans, 1, 3, Stade Rennes, "Sunday, March 28, 2010", "Leon-Bollée (16,409)"
Lorient, 4, 0, St Etienne, "Sunday, March 28, 2010", "Stade du Moustoir (11,369)"
Paris Saint-Germain , 3, 0, Boulogne, "Sunday, March 28, 2010", "Parc des Princes "
Toulouse, 0, 2, Nice, "Sunday, March 28, 2010", "Stadium Municipal (16,362)"
Lille, 4, 1, Montpellier, "Sunday, March 28, 2010", "Stadium Lille Métropole (16,549)"
Lyon, 2, 0, Grenoble, "Saturday, March 27, 2010", "Stade de Gerland (32,300)"
Bordeaux, 3, 1, Lille, "Sunday, March 21, 2010", "Stade Jacques Chaban-Delmas (32,952)"
Montpellier, 2, 1, Valenciennes, "Sunday, March 21, 2010", "Stade de la Mosson (16,183)"
Marseille, 2, 1, Lyon, "Sunday, March 21, 2010", "Stade Vélodrome (52,507)"
