home, homescore, awayscore, away, date, time
Aston Villa, 2, 0, West Ham, Saturday 4 April 1998, 15:00
Leeds, 2, 1, Barnsley, Saturday 4 April 1998, 15:00
Leicester, 1, 1, Coventry, Saturday 4 April 1998, 15:00
Sheffield Wed, 1, 0, Southampton, Saturday 4 April 1998, 15:00
Spurs, 1, 1, Everton, Saturday 4 April 1998, 15:00
Wimbledon, 0, 0, Bolton, Saturday 4 April 1998, 15:00
Bolton, 0, 1, Arsenal, Tuesday 31 March 1998, 20:00
Blackburn, 2, 1, Barnsley, Tuesday 31 March 1998, 19:45
Wimbledon, 0, 0, Newcastle, Tuesday 31 March 1998, 19:45
West Ham, 3, 0, Leeds, Monday 30 March 1998, 20:00
Arsenal, 1, 0, Sheffield Wed, Saturday 28 March 1998, 15:00
Barnsley, 2, 3, Liverpool, Saturday 28 March 1998, 15:00
Bolton, 2, 0, Leicester, Saturday 28 March 1998, 15:00
Coventry, 1, 0, Derby, Saturday 28 March 1998, 15:00
Crystal Palace, 1, 3, Spurs, Saturday 28 March 1998, 15:00
Everton, 1, 4, Aston Villa, Saturday 28 March 1998, 15:00
Man Utd, 2, 0, Wimbledon, Saturday 28 March 1998, 15:00
Southampton, 2, 1, Newcastle, Saturday 28 March 1998, 15:00
Newcastle, 1, 2, Crystal Palace, Wednesday 18 March 1998, 19:45
Derby, 0, 5, Leeds, Sunday 15 March 1998, 16:00
Aston Villa, 3, 1, Crystal Palace, Saturday 14 March 1998, 15:00
Barnsley, 4, 3, Southampton, Saturday 14 March 1998, 15:00
Bolton, 3, 2, Sheffield Wed, Saturday 14 March 1998, 15:00
Everton, 1, 0, Blackburn, Saturday 14 March 1998, 15:00
Newcastle, 0, 0, Coventry, Saturday 14 March 1998, 15:00
Spurs, 3, 3, Liverpool, Saturday 14 March 1998, 15:00
West Ham, 2, 1, Chelsea, Saturday 14 March 1998, 15:00
Wimbledon, 2, 1, Leicester, Saturday 14 March 1998, 15:00
Man Utd, 0, 1, Arsenal, Saturday 14 March 1998, 11:15
Wimbledon, 0, 1, Arsenal, Wednesday 11 March 1998, 20:00
Aston Villa, 0, 1, Barnsley, Wednesday 11 March 1998, 19:45
Chelsea, 6, 2, Crystal Palace, Wednesday 11 March 1998, 19:45
Leeds, 4, 0, Blackburn, Wednesday 11 March 1998, 19:45
West Ham, 1, 1, Man Utd, Wednesday 11 March 1998, 19:45
Chelsea, 0, 1, Aston Villa, Sunday 8 March 1998, 15:00
Liverpool, 2, 1, Bolton, Saturday 7 March 1998, 15:00
Sheffield Wed, 2, 0, Man Utd, Saturday 7 March 1998, 15:00
Southampton, 2, 1, Everton, Saturday 7 March 1998, 15:00
Leeds, 1, 0, Spurs, Wednesday 4 March 1998, 19:45
West Ham, 0, 0, Arsenal, Monday 2 March 1998, 20:00
Spurs, 1, 0, Bolton, Sunday 1 March 1998, 16:00
Aston Villa, 2, 1, Liverpool, Saturday 28 February 1998, 15:00
Barnsley, 2, 1, Wimbledon, Saturday 28 February 1998, 15:00
Blackburn, 5, 3, Leicester, Saturday 28 February 1998, 15:00
Crystal Palace, 0, 3, Coventry, Saturday 28 February 1998, 15:00
Derby, 3, 0, Sheffield Wed, Saturday 28 February 1998, 15:00
Everton, 0, 0, Newcastle, Saturday 28 February 1998, 15:00
Leeds, 0, 1, Southampton, Saturday 28 February 1998, 15:00
Chelsea, 0, 1, Man Utd, Saturday 28 February 1998, 11:15
Liverpool, 1, 1, Everton, Monday 23 February 1998, 20:00
Newcastle, 1, 1, Leeds, Sunday 22 February 1998, 16:00
Arsenal, 1, 0, Crystal Palace, Saturday 21 February 1998, 15:00
Bolton, 1, 1, West Ham, Saturday 21 February 1998, 15:00
Coventry, 1, 0, Barnsley, Saturday 21 February 1998, 15:00
Leicester, 2, 0, Chelsea, Saturday 21 February 1998, 15:00
Man Utd, 2, 0, Derby, Saturday 21 February 1998, 15:00
Sheffield Wed, 1, 0, Spurs, Saturday 21 February 1998, 15:00
Southampton, 3, 0, Blackburn, Saturday 21 February 1998, 15:00
Wimbledon, 2, 1, Aston Villa, Saturday 21 February 1998, 15:00
Aston Villa, 0, 2, Man Utd, Wednesday 18 February 1998, 19:45
Southampton, 1, 2, Coventry, Wednesday 18 February 1998, 19:45
Everton, 1, 2, Derby, Saturday 14 February 1998, 15:00
Sheffield Wed, 3, 3, Liverpool, Saturday 14 February 1998, 15:00
Spurs, 1, 1, Leicester, Saturday 14 February 1998, 15:00
Crystal Palace, 0, 3, Wimbledon, Monday 9 February 1998, 20:00
Arsenal, 2, 0, Chelsea, Sunday 8 February 1998, 16:00
Man Utd, 1, 1, Bolton, Saturday 7 February 1998, 15:15
Barnsley, 2, 2, Everton, Saturday 7 February 1998, 15:00
Blackburn, 0, 3, Spurs, Saturday 7 February 1998, 15:00
Coventry, 1, 0, Sheffield Wed, Saturday 7 February 1998, 15:00
Derby, 0, 1, Aston Villa, Saturday 7 February 1998, 15:00
Leicester, 1, 0, Leeds, Saturday 7 February 1998, 15:00
Liverpool, 2, 3, Southampton, Saturday 7 February 1998, 15:00
Newcastle, 0, 1, West Ham, Saturday 7 February 1998, 15:00
Aston Villa, 0, 1, Newcastle, Sunday 1 February 1998, 16:00
Arsenal, 3, 0, Southampton, Saturday 31 January 1998, 15:00
Bolton, 1, 5, Coventry, Saturday 31 January 1998, 15:00
Chelsea, 2, 0, Barnsley, Saturday 31 January 1998, 15:00
Crystal Palace, 0, 2, Leeds, Saturday 31 January 1998, 15:00
Derby, 2, 1, Spurs, Saturday 31 January 1998, 15:00
Liverpool, 0, 0, Blackburn, Saturday 31 January 1998, 15:00
Man Utd, 0, 1, Leicester, Saturday 31 January 1998, 15:00
Sheffield Wed, 1, 1, Wimbledon, Saturday 31 January 1998, 15:00
West Ham, 2, 2, Everton, Saturday 31 January 1998, 15:00
Liverpool, 1, 0, Newcastle, Tuesday 20 January 1998, 19:45
Southampton, 1, 0, Man Utd, Monday 19 January 1998, 20:00
Everton, 3, 1, Chelsea, Sunday 18 January 1998, 16:00
Barnsley, 1, 0, Crystal Palace, Saturday 17 January 1998, 15:00
Blackburn, 5, 0, Aston Villa, Saturday 17 January 1998, 15:00
Coventry, 2, 2, Arsenal, Saturday 17 January 1998, 15:00
Leeds, 1, 2, Sheffield Wed, Saturday 17 January 1998, 15:00
Leicester, 0, 0, Liverpool, Saturday 17 January 1998, 15:00
Newcastle, 2, 1, Bolton, Saturday 17 January 1998, 15:00
Spurs, 1, 0, West Ham, Saturday 17 January 1998, 15:00
Wimbledon, 0, 0, Derby, Saturday 17 January 1998, 15:00
Derby, 3, 1, Blackburn, Sunday 11 January 1998, 16:00
Arsenal, 2, 1, Leeds, Saturday 10 January 1998, 15:00
Aston Villa, 1, 1, Leicester, Saturday 10 January 1998, 15:00
Bolton, 0, 0, Southampton, Saturday 10 January 1998, 15:00
Chelsea, 3, 1, Coventry, Saturday 10 January 1998, 15:00
Crystal Palace, 1, 3, Everton, Saturday 10 January 1998, 15:00
Liverpool, 2, 0, Wimbledon, Saturday 10 January 1998, 15:00
Man Utd, 2, 0, Spurs, Saturday 10 January 1998, 15:00
Sheffield Wed, 2, 1, Newcastle, Saturday 10 January 1998, 15:00
West Ham, 6, 0, Barnsley, Saturday 10 January 1998, 15:00
Southampton, 1, 0, Chelsea, Monday 29 December 1997, 20:00
Newcastle, 1, 2, Liverpool, Sunday 28 December 1997, 17:00
Barnsley, 1, 0, Derby, Sunday 28 December 1997, 15:00
Blackburn, 2, 2, Crystal Palace, Sunday 28 December 1997, 15:00
Coventry, 3, 2, Man Utd, Sunday 28 December 1997, 15:00
Everton, 3, 2, Bolton, Sunday 28 December 1997, 15:00
Leeds, 1, 1, Aston Villa, Sunday 28 December 1997, 15:00
Leicester, 1, 1, Sheffield Wed, Sunday 28 December 1997, 15:00
Spurs, 1, 1, Arsenal, Sunday 28 December 1997, 15:00
Wimbledon, 1, 2, West Ham, Sunday 28 December 1997, 15:00
Aston Villa, 4, 1, Spurs, Friday 26 December 1997, 17:00
Derby, 1, 0, Newcastle, Friday 26 December 1997, 15:00
Liverpool, 3, 1, Leeds, Friday 26 December 1997, 15:00
Man Utd, 2, 0, Everton, Friday 26 December 1997, 15:00
Sheffield Wed, 0, 0, Blackburn, Friday 26 December 1997, 15:00
Arsenal, 2, 1, Leicester, Friday 26 December 1997, 12:00
Bolton, 1, 1, Barnsley, Friday 26 December 1997, 12:00
Chelsea, 1, 1, Wimbledon, Friday 26 December 1997, 12:00
Crystal Palace, 1, 1, Southampton, Friday 26 December 1997, 12:00
West Ham, 1, 0, Coventry, Friday 26 December 1997, 12:00
Newcastle, 0, 1, Man Utd, Sunday 21 December 1997, 16:00
Aston Villa, 1, 1, Southampton, Saturday 20 December 1997, 15:00
Blackburn, 3, 0, West Ham, Saturday 20 December 1997, 15:00
Derby, 0, 0, Crystal Palace, Saturday 20 December 1997, 15:00
Leeds, 2, 0, Bolton, Saturday 20 December 1997, 15:00
Leicester, 0, 1, Everton, Saturday 20 December 1997, 15:00
Liverpool, 1, 0, Coventry, Saturday 20 December 1997, 15:00
Sheffield Wed, 1, 4, Chelsea, Saturday 20 December 1997, 15:00
Spurs, 3, 0, Barnsley, Saturday 20 December 1997, 15:00
Newcastle, 0, 0, Derby, Wednesday 17 December 1997, 19:45
Man Utd, 1, 0, Aston Villa, Monday 15 December 1997, 20:00
Bolton, 3, 3, Derby, Sunday 14 December 1997, 16:00
Arsenal, 1, 3, Blackburn, Saturday 13 December 1997, 15:00
Barnsley, 2, 2, Newcastle, Saturday 13 December 1997, 15:00
Chelsea, 0, 0, Leeds, Saturday 13 December 1997, 15:00
Coventry, 4, 0, Spurs, Saturday 13 December 1997, 15:00
Crystal Palace, 0, 3, Liverpool, Saturday 13 December 1997, 15:00
Everton, 0, 0, Wimbledon, Saturday 13 December 1997, 15:00
Southampton, 2, 1, Leicester, Saturday 13 December 1997, 15:00
West Ham, 1, 0, Sheffield Wed, Saturday 13 December 1997, 15:00
Sheffield Wed, 2, 1, Barnsley, Monday 8 December 1997, 20:00
Wimbledon, 1, 0, Southampton, Sunday 7 December 1997, 16:00
Aston Villa, 3, 0, Coventry, Saturday 6 December 1997, 15:00
Blackburn, 3, 1, Bolton, Saturday 6 December 1997, 15:00
Derby, 2, 0, West Ham, Saturday 6 December 1997, 15:00
Leeds, 0, 0, Everton, Saturday 6 December 1997, 15:00
Leicester, 1, 1, Crystal Palace, Saturday 6 December 1997, 15:00
Newcastle, 0, 1, Arsenal, Saturday 6 December 1997, 15:00
Spurs, 1, 6, Chelsea, Saturday 6 December 1997, 15:00
Liverpool, 1, 3, Man Utd, Saturday 6 December 1997, 11:15
West Ham, 4, 1, Crystal Palace, Wednesday 3 December 1997, 20:00
Bolton, 1, 0, Newcastle, Monday 1 December 1997, 20:00
Arsenal, 0, 1, Liverpool, Sunday 30 November 1997, 16:00
Man Utd, 4, 0, Blackburn, Sunday 30 November 1997, 15:00
Barnsley, 2, 3, Leeds, Saturday 29 November 1997, 15:00
Bolton, 1, 0, Wimbledon, Saturday 29 November 1997, 15:00
Chelsea, 4, 0, Derby, Saturday 29 November 1997, 15:00
Coventry, 0, 2, Leicester, Saturday 29 November 1997, 15:00
Crystal Palace, 1, 2, Newcastle, Saturday 29 November 1997, 15:00
Everton, 0, 2, Spurs, Saturday 29 November 1997, 15:00
Southampton, 2, 3, Sheffield Wed, Saturday 29 November 1997, 15:00
West Ham, 2, 1, Aston Villa, Saturday 29 November 1997, 15:00
Chelsea, 2, 0, Everton, Wednesday 26 November 1997, 19:45
Spurs, 0, 1, Crystal Palace, Monday 24 November 1997, 20:00
Leeds, 3, 1, West Ham, Sunday 23 November 1997, 16:00
Aston Villa, 2, 1, Everton, Saturday 22 November 1997, 15:00
Blackburn, 1, 0, Chelsea, Saturday 22 November 1997, 15:00
Derby, 3, 1, Coventry, Saturday 22 November 1997, 15:00
Leicester, 0, 0, Bolton, Saturday 22 November 1997, 15:00
Liverpool, 0, 1, Barnsley, Saturday 22 November 1997, 15:00
Newcastle, 2, 1, Southampton, Saturday 22 November 1997, 15:00
Sheffield Wed, 2, 0, Arsenal, Saturday 22 November 1997, 15:00
Wimbledon, 2, 5, Man Utd, Saturday 22 November 1997, 15:00
Leicester, 0, 1, Wimbledon, Monday 10 November 1997, 20:00
Arsenal, 3, 2, Man Utd, Sunday 9 November 1997, 16:00
Chelsea, 2, 1, West Ham, Sunday 9 November 1997, 15:00
Blackburn, 3, 2, Everton, Saturday 8 November 1997, 15:00
Coventry, 2, 2, Newcastle, Saturday 8 November 1997, 15:00
Crystal Palace, 1, 1, Aston Villa, Saturday 8 November 1997, 15:00
Leeds, 4, 3, Derby, Saturday 8 November 1997, 15:00
Liverpool, 4, 0, Spurs, Saturday 8 November 1997, 15:00
Sheffield Wed, 5, 0, Bolton, Saturday 8 November 1997, 15:00
Southampton, 4, 1, Barnsley, Saturday 8 November 1997, 15:00
Everton, 0, 2, Southampton, Sunday 2 November 1997, 16:00
Aston Villa, 0, 2, Chelsea, Saturday 1 November 1997, 15:00
Barnsley, 1, 1, Blackburn, Saturday 1 November 1997, 15:00
Bolton, 1, 1, Liverpool, Saturday 1 November 1997, 15:00
Derby, 3, 0, Arsenal, Saturday 1 November 1997, 15:00
Man Utd, 6, 1, Sheffield Wed, Saturday 1 November 1997, 15:00
Newcastle, 3, 3, Leicester, Saturday 1 November 1997, 15:00
Spurs, 0, 1, Leeds, Saturday 1 November 1997, 15:00
Wimbledon, 1, 2, Coventry, Saturday 1 November 1997, 15:00
Leicester, 2, 1, West Ham, Monday 27 October 1997, 20:00
Arsenal, 0, 0, Aston Villa, Sunday 26 October 1997, 16:00
Bolton, 1, 0, Chelsea, Sunday 26 October 1997, 15:00
Coventry, 0, 0, Everton, Saturday 25 October 1997, 15:00
Liverpool, 4, 0, Derby, Saturday 25 October 1997, 15:00
Man Utd, 7, 0, Barnsley, Saturday 25 October 1997, 15:00
Newcastle, 1, 1, Blackburn, Saturday 25 October 1997, 15:00
Sheffield Wed, 1, 3, Crystal Palace, Saturday 25 October 1997, 15:00
Southampton, 3, 2, Spurs, Saturday 25 October 1997, 15:00
Wimbledon, 1, 0, Leeds, Saturday 25 October 1997, 15:00
Derby, 1, 1, Wimbledon, Wednesday 22 October 1997, 19:45
Barnsley, 2, 0, Coventry, Monday 20 October 1997, 20:00
Spurs, 3, 2, Sheffield Wed, Sunday 19 October 1997, 16:00
Aston Villa, 1, 2, Wimbledon, Saturday 18 October 1997, 15:00
Blackburn, 1, 0, Southampton, Saturday 18 October 1997, 15:00
Chelsea, 1, 0, Leicester, Saturday 18 October 1997, 15:00
Crystal Palace, 0, 0, Arsenal, Saturday 18 October 1997, 15:00
Derby, 2, 2, Man Utd, Saturday 18 October 1997, 15:00
Everton, 2, 0, Liverpool, Saturday 18 October 1997, 15:00
Leeds, 4, 1, Newcastle, Saturday 18 October 1997, 15:00
West Ham, 3, 0, Bolton, Saturday 18 October 1997, 15:00
Leicester, 1, 2, Derby, Monday 6 October 1997, 20:00
Liverpool, 4, 2, Chelsea, Sunday 5 October 1997, 16:00
Arsenal, 5, 0, Barnsley, Saturday 4 October 1997, 15:00
Bolton, 0, 1, Aston Villa, Saturday 4 October 1997, 15:00
Coventry, 0, 0, Leeds, Saturday 4 October 1997, 15:00
Man Utd, 2, 0, Crystal Palace, Saturday 4 October 1997, 15:00
Newcastle, 1, 0, Spurs, Saturday 4 October 1997, 15:00
Sheffield Wed, 3, 1, Everton, Saturday 4 October 1997, 15:00
Southampton, 3, 0, West Ham, Saturday 4 October 1997, 15:00
Wimbledon, 0, 1, Blackburn, Saturday 4 October 1997, 15:00
Blackburn, 0, 0, Coventry, Sunday 28 September 1997, 16:00
Aston Villa, 2, 2, Sheffield Wed, Saturday 27 September 1997, 15:00
Barnsley, 0, 2, Leicester, Saturday 27 September 1997, 15:00
Chelsea, 1, 0, Newcastle, Saturday 27 September 1997, 15:00
Crystal Palace, 2, 2, Bolton, Saturday 27 September 1997, 15:00
Derby, 4, 0, Southampton, Saturday 27 September 1997, 15:00
Everton, 2, 2, Arsenal, Saturday 27 September 1997, 15:00
Leeds, 1, 0, Man Utd, Saturday 27 September 1997, 15:00
Spurs, 0, 0, Wimbledon, Saturday 27 September 1997, 15:00
West Ham, 2, 1, Liverpool, Saturday 27 September 1997, 15:00
Arsenal, 4, 0, West Ham, Wednesday 24 September 1997, 20:00
Man Utd, 2, 2, Chelsea, Wednesday 24 September 1997, 20:00
Coventry, 1, 1, Crystal Palace, Wednesday 24 September 1997, 19:45
Leicester, 1, 1, Blackburn, Wednesday 24 September 1997, 19:45
Newcastle, 1, 0, Everton, Wednesday 24 September 1997, 19:45
Sheffield Wed, 2, 5, Derby, Wednesday 24 September 1997, 19:45
Southampton, 0, 2, Leeds, Wednesday 24 September 1997, 19:45
Bolton, 1, 1, Spurs, Tuesday 23 September 1997, 20:00
Wimbledon, 4, 1, Barnsley, Tuesday 23 September 1997, 19:45
Liverpool, 3, 0, Aston Villa, Monday 22 September 1997, 20:00
Chelsea, 2, 3, Arsenal, Sunday 21 September 1997, 16:00
Aston Villa, 2, 1, Derby, Saturday 20 September 1997, 15:00
Bolton, 0, 0, Man Utd, Saturday 20 September 1997, 15:00
Everton, 4, 2, Barnsley, Saturday 20 September 1997, 15:00
Leeds, 0, 1, Leicester, Saturday 20 September 1997, 15:00
Sheffield Wed, 0, 0, Coventry, Saturday 20 September 1997, 15:00
Southampton, 1, 1, Liverpool, Saturday 20 September 1997, 15:00
Spurs, 0, 0, Blackburn, Saturday 20 September 1997, 15:00
West Ham, 0, 1, Newcastle, Saturday 20 September 1997, 15:00
Wimbledon, 0, 1, Crystal Palace, Saturday 20 September 1997, 15:00
Blackburn, 3, 4, Leeds, Sunday 14 September 1997, 16:00
Arsenal, 4, 1, Bolton, Saturday 13 September 1997, 15:00
Barnsley, 0, 3, Aston Villa, Saturday 13 September 1997, 15:00
Coventry, 1, 0, Southampton, Saturday 13 September 1997, 15:00
Crystal Palace, 0, 3, Chelsea, Saturday 13 September 1997, 15:00
Derby, 3, 1, Everton, Saturday 13 September 1997, 15:00
Leicester, 3, 0, Spurs, Saturday 13 September 1997, 15:00
Liverpool, 2, 1, Sheffield Wed, Saturday 13 September 1997, 15:00
Man Utd, 2, 1, West Ham, Saturday 13 September 1997, 15:00
Newcastle, 1, 3, Wimbledon, Saturday 13 September 1997, 15:00
Bolton, 0, 0, Everton, Monday 1 September 1997, 20:00
Arsenal, 0, 0, Spurs, Saturday 30 August 1997, 15:00
Aston Villa, 1, 0, Leeds, Saturday 30 August 1997, 15:00
Chelsea, 4, 2, Southampton, Saturday 30 August 1997, 15:00
Crystal Palace, 1, 2, Blackburn, Saturday 30 August 1997, 15:00
Derby, 1, 0, Barnsley, Saturday 30 August 1997, 15:00
Man Utd, 3, 0, Coventry, Saturday 30 August 1997, 15:00
Sheffield Wed, 1, 0, Leicester, Saturday 30 August 1997, 15:00
West Ham, 3, 1, Wimbledon, Saturday 30 August 1997, 15:00
Everton, 0, 2, Man Utd, Wednesday 27 August 1997, 20:00
Barnsley, 2, 1, Bolton, Wednesday 27 August 1997, 19:45
Coventry, 1, 1, West Ham, Wednesday 27 August 1997, 19:45
Leicester, 3, 3, Arsenal, Wednesday 27 August 1997, 19:45
Southampton, 1, 0, Crystal Palace, Wednesday 27 August 1997, 19:45
Spurs, 3, 2, Aston Villa, Wednesday 27 August 1997, 19:45
Wimbledon, 0, 2, Chelsea, Wednesday 27 August 1997, 19:45
Leeds, 0, 2, Liverpool, Tuesday 26 August 1997, 19:45
Blackburn, 7, 2, Sheffield Wed, Monday 25 August 1997, 20:00
Barnsley, 0, 6, Chelsea, Sunday 24 August 1997, 16:00
Blackburn, 1, 1, Liverpool, Saturday 23 August 1997, 15:00
Coventry, 2, 2, Bolton, Saturday 23 August 1997, 15:00
Everton, 2, 1, West Ham, Saturday 23 August 1997, 15:00
Leeds, 0, 2, Crystal Palace, Saturday 23 August 1997, 15:00
Leicester, 0, 0, Man Utd, Saturday 23 August 1997, 15:00
Newcastle, 1, 0, Aston Villa, Saturday 23 August 1997, 15:00
Southampton, 1, 3, Arsenal, Saturday 23 August 1997, 15:00
Spurs, 1, 0, Derby, Saturday 23 August 1997, 15:00
Wimbledon, 1, 1, Sheffield Wed, Saturday 23 August 1997, 15:00
Man Utd, 1, 0, Southampton, Wednesday 13 August 1997, 20:00
Aston Villa, 0, 4, Blackburn, Wednesday 13 August 1997, 19:45
Liverpool, 1, 2, Leicester, Wednesday 13 August 1997, 19:45
Sheffield Wed, 1, 3, Leeds, Wednesday 13 August 1997, 19:45
West Ham, 2, 1, Spurs, Wednesday 13 August 1997, 19:45
Crystal Palace, 0, 1, Barnsley, Tuesday 12 August 1997, 19:45
Arsenal, 2, 0, Coventry, Monday 11 August 1997, 20:00
Spurs, 0, 2, Man Utd, Sunday 10 August 1997, 16:00
Barnsley, 1, 2, West Ham, Saturday 9 August 1997, 15:00
Blackburn, 1, 0, Derby, Saturday 9 August 1997, 15:00
Coventry, 3, 2, Chelsea, Saturday 9 August 1997, 15:00
Everton, 1, 2, Crystal Palace, Saturday 9 August 1997, 15:00
Leeds, 1, 1, Arsenal, Saturday 9 August 1997, 15:00
Leicester, 1, 0, Aston Villa, Saturday 9 August 1997, 15:00
Newcastle, 2, 1, Sheffield Wed, Saturday 9 August 1997, 15:00
Southampton, 0, 1, Bolton, Saturday 9 August 1997, 15:00
Wimbledon, 1, 1, Liverpool, Saturday 9 August 1997, 15:00
