home,homescore,awayscore,away,date,location
Celtic,1,0,Heart of Midlothian,"Wednesday, April 5, 2006","Celtic Park (59,699)"
Hibernian,2,1,Kilmarnock,"Wednesday, April 5, 2006","Easter Road Stadium (10,427)"
Dundee United,1,4,Rangers,"Sunday, April 2, 2006","Tannadice Park (11,213)"
Dunfermline Athletic,1,1,Falkirk,"Saturday, April 1, 2006","East End Park (6,836)"
Inverness Caledonian Thistle,0,1,Aberdeen,"Saturday, April 1, 2006","Caledonian Stadium (7,368)"
Motherwell,2,1,Livingston,"Saturday, April 1, 2006","Fir Park Stadium (4,458)"
Livingston,0,2,Celtic,"Sunday, March 26, 2006","Almondvale Stadium (7,486)"
Aberdeen,2,2,Motherwell,"Saturday, March 25, 2006","Pittodrie Stadium (10,212)"
Dundee United,2,2,Kilmarnock,"Saturday, March 25, 2006","Tannadice Park (5,830)"
Falkirk,1,2,Heart of Midlothian,"Saturday, March 25, 2006","Falkirk Stadium (5,966)"
Hibernian,0,2,Inverness Caledonian Thistle,"Saturday, March 25, 2006","Easter Road Stadium (12,745)"
Rangers,1,0,Dunfermline Athletic,"Saturday, March 25, 2006","Ibrox Stadium (49,017)"
Celtic,2,1,Inverness Caledonian Thistle,"Wednesday, March 22, 2006","Celtic Park (57,451)"
Heart of Midlothian,1,1,Rangers,"Sunday, March 19, 2006","Tynecastle Stadium (17,040)"
Aberdeen,3,0,Livingston,"Saturday, March 18, 2006","Pittodrie Stadium (9,229)"
Kilmarnock,2,1,Falkirk,"Saturday, March 18, 2006","Rugby Park (5,443)"
Motherwell,2,2,Hibernian,"Saturday, March 18, 2006","Fir Park Stadium (6,724)"
Hibernian,1,2,Celtic,"Sunday, March 12, 2006","Easter Road Stadium (16,985)"
Dundee United,3,1,Livingston,"Saturday, March 11, 2006","Tannadice Park (5,730)"
Dunfermline Athletic,1,0,Aberdeen,"Saturday, March 11, 2006","East End Park (5,308)"
Inverness Caledonian Thistle,0,0,Heart of Midlothian,"Saturday, March 11, 2006","Caledonian Stadium (5,027)"
Motherwell,3,1,Falkirk,"Saturday, March 11, 2006","Fir Park Stadium (8,179)"
Rangers,4,0,Kilmarnock,"Saturday, March 11, 2006","Ibrox Stadium (49,442)"
Livingston,2,3,Heart of Midlothian,"Sunday, March 5, 2006","Almondvale Stadium (5,058)"
Celtic,3,0,Aberdeen,"Saturday, March 4, 2006","Celtic Park (60,018)"
Falkirk,1,2,Rangers,"Saturday, March 4, 2006","Falkirk Stadium (6,343)"
Hibernian,3,1,Dundee United,"Saturday, March 4, 2006","Easter Road Stadium (16,266)"
Inverness Caledonian Thistle,0,1,Motherwell,"Saturday, March 4, 2006","Caledonian Stadium (3,183)"
Kilmarnock,1,0,Dunfermline Athletic,"Saturday, March 4, 2006","Rugby Park (5,507)"
Dunfermline Athletic,1,1,Dundee United,"Saturday, February 25, 2006","East End Park (4,694)"
Dunfermline Athletic,1,8,Celtic,"Sunday, February 19, 2006","East End Park (9,015)"
Aberdeen,1,0,Falkirk,"Saturday, February 18, 2006","Pittodrie Stadium (11,538)"
Dundee United,2,4,Inverness Caledonian Thistle,"Saturday, February 18, 2006","Tannadice Park (6,419)"
Heart of Midlothian,3,0,Motherwell,"Saturday, February 18, 2006","Tynecastle Stadium (16,976)"
Kilmarnock,3,1,Livingston,"Saturday, February 18, 2006","Rugby Park (5,266)"
Rangers,2,0,Hibernian,"Saturday, February 18, 2006","Ibrox Stadium (49,720)"
Rangers,0,1,Celtic,"Sunday, February 12, 2006","Ibrox Stadium (49,788)"
Falkirk,0,0,Hibernian,"Saturday, February 11, 2006","Falkirk Stadium (5,937)"
Heart of Midlothian,1,2,Aberdeen,"Saturday, February 11, 2006","Tynecastle Stadium (16,895)"
Inverness Caledonian Thistle,3,3,Kilmarnock,"Saturday, February 11, 2006","Caledonian Stadium (3,618)"
Livingston,0,1,Dunfermline Athletic,"Saturday, February 11, 2006","Almondvale Stadium (4,371)"
Motherwell,2,0,Dundee United,"Saturday, February 11, 2006","Fir Park Stadium (5,257)"
Aberdeen,2,0,Rangers,"Wednesday, February 8, 2006","Pittodrie Stadium (17,087)"
Celtic,2,1,Falkirk,"Wednesday, February 8, 2006","Celtic Park (56,672)"
Dunfermline Athletic,2,2,Inverness Caledonian Thistle,"Wednesday, February 8, 2006","East End Park (3,354)"
Hibernian,7,0,Livingston,"Wednesday, February 8, 2006","Easter Road Stadium (12,170)"
Kilmarnock,2,0,Motherwell,"Wednesday, February 8, 2006","Rugby Park (5,169)"
Dundee United,1,1,Heart of Midlothian,"Tuesday, February 7, 2006","Tannadice Park (10,584)"
Inverness Caledonian Thistle,2,3,Rangers,"Sunday, January 29, 2006","Caledonian Stadium (7,380)"
Aberdeen,2,2,Kilmarnock,"Saturday, January 28, 2006","Pittodrie Stadium (10,540)"
Celtic,3,3,Dundee United,"Saturday, January 28, 2006","Celtic Park (59,875)"
Dunfermline Athletic,1,1,Motherwell,"Saturday, January 28, 2006","East End Park (4,961)"
Heart of Midlothian,4,1,Hibernian,"Saturday, January 28, 2006","Tynecastle Stadium (17,371)"
Livingston,0,1,Falkirk,"Saturday, January 28, 2006","Almondvale Stadium (4,577)"
Motherwell,1,3,Celtic,"Sunday, January 22, 2006","Fir Park Stadium (11,503)"
Dundee United,1,1,Aberdeen,"Saturday, January 21, 2006","Tannadice Park (9,936)"
Falkirk,1,4,Inverness Caledonian Thistle,"Saturday, January 21, 2006","Falkirk Stadium (4,772)"
Hibernian,3,1,Dunfermline Athletic,"Saturday, January 21, 2006","Easter Road Stadium (13,316)"
Kilmarnock,1,0,Heart of Midlothian,"Saturday, January 21, 2006","Rugby Park (8,811)"
Rangers,4,1,Livingston,"Saturday, January 21, 2006","Ibrox Stadium (49,211)"
Motherwell,0,1,Rangers,"Sunday, January 15, 2006","Fir Park Stadium (10,689)"
Dundee United,2,1,Falkirk,"Sunday, January 15, 2006","Tannadice Park (7,948)"
Celtic,4,2,Kilmarnock,"Saturday, January 14, 2006","Celtic Park (59,995)"
Dunfermline Athletic,1,4,Heart of Midlothian,"Saturday, January 14, 2006","East End Park (8,277)"
Hibernian,1,2,Aberdeen,"Saturday, January 14, 2006","Easter Road Stadium (14,572)"
Inverness Caledonian Thistle,3,0,Livingston,"Saturday, January 14, 2006","Caledonian Stadium (3,604)"
Kilmarnock,2,2,Hibernian,"Monday, January 2, 2006","Rugby Park (9,224)"
Heart of Midlothian,2,3,Celtic,"Sunday, January 1, 2006","Tynecastle Stadium (17,358)"
Aberdeen,0,0,Inverness Caledonian Thistle,"Saturday, December 31, 2005","Pittodrie Stadium (12,266)"
Falkirk,1,2,Dunfermline Athletic,"Saturday, December 31, 2005","Falkirk Stadium (6,235)"
Livingston,1,2,Motherwell,"Saturday, December 31, 2005","Almondvale Stadium (4,431)"
Rangers,3,0,Dundee United,"Saturday, December 31, 2005","Ibrox Stadium (49,141)"
Celtic,2,1,Livingston,"Monday, December 26, 2005","Celtic Park (57,000)"
Dunfermline Athletic,3,3,Rangers,"Monday, December 26, 2005","East End Park (9,481)"
Heart of Midlothian,5,0,Falkirk,"Monday, December 26, 2005","Tynecastle Stadium (16,538)"
Inverness Caledonian Thistle,2,0,Hibernian,"Monday, December 26, 2005","Caledonian Stadium (7,017)"
Kilmarnock,2,1,Dundee United,"Monday, December 26, 2005","Rugby Park (5,749)"
Motherwell,3,1,Aberdeen,"Monday, December 26, 2005","Fir Park Stadium (6,555)"
Dundee United,2,1,Dunfermline Athletic,"Tuesday, December 20, 2005","Tannadice Park (5,889)"
Inverness Caledonian Thistle,1,1,Celtic,"Sunday, December 18, 2005","Caledonian Stadium (7,382)"
Falkirk,1,2,Kilmarnock,"Saturday, December 17, 2005","Falkirk Stadium (4,804)"
Hibernian,2,1,Motherwell,"Saturday, December 17, 2005","Easter Road Stadium (11,926)"
Livingston,0,0,Aberdeen,"Saturday, December 17, 2005","Almondvale Stadium (3,724)"
Rangers,1,0,Heart of Midlothian,"Saturday, December 17, 2005","Ibrox Stadium (49,723)"
Kilmarnock,2,3,Rangers,"Sunday, December 11, 2005","Rugby Park (12,426)"
Aberdeen,0,0,Dunfermline Athletic,"Saturday, December 10, 2005","Pittodrie Stadium (9,881)"
Celtic,3,2,Hibernian,"Saturday, December 10, 2005","Celtic Park (59,895)"
Falkirk,0,1,Motherwell,"Saturday, December 10, 2005","Falkirk Stadium (4,972)"
Heart of Midlothian,0,0,Inverness Caledonian Thistle,"Saturday, December 10, 2005","Tynecastle Stadium "
Livingston,1,0,Dundee United,"Saturday, December 10, 2005","Almondvale Stadium (3,845)"
Aberdeen,1,3,Celtic,"Sunday, December 4, 2005","Pittodrie Stadium (17,031)"
Dundee United,1,0,Hibernian,"Saturday, December 3, 2005","Tannadice Park (7,976)"
Dunfermline Athletic,0,1,Kilmarnock,"Saturday, December 3, 2005","East End Park (4,319)"
Heart of Midlothian,2,1,Livingston,"Saturday, December 3, 2005","Tynecastle Stadium (16,583)"
Motherwell,0,2,Inverness Caledonian Thistle,"Saturday, December 3, 2005","Fir Park Stadium (4,103)"
Rangers,2,2,Falkirk,"Saturday, December 3, 2005","Ibrox Stadium (48,042)"
Hibernian,2,1,Rangers,"Sunday, November 27, 2005","Easter Road Stadium (16,958)"
Celtic,0,1,Dunfermline Athletic,"Saturday, November 26, 2005","Celtic Park (58,203)"
Falkirk,1,2,Aberdeen,"Saturday, November 26, 2005","Falkirk Stadium (5,826)"
Inverness Caledonian Thistle,1,1,Dundee United,"Saturday, November 26, 2005","Caledonian Stadium (3,239)"
Livingston,0,3,Kilmarnock,"Saturday, November 26, 2005","Almondvale Stadium (3,446)"
Motherwell,1,1,Heart of Midlothian,"Saturday, November 26, 2005","Fir Park Stadium (8,131)"
Aberdeen,1,1,Heart of Midlothian,"Sunday, November 20, 2005","Pittodrie Stadium (14,901)"
Celtic,3,0,Rangers,"Saturday, November 19, 2005","Celtic Park (58,997)"
Dundee United,1,1,Motherwell,"Saturday, November 19, 2005","Tannadice Park (6,305)"
Dunfermline Athletic,0,1,Livingston,"Saturday, November 19, 2005","East End Park (6,016)"
Hibernian,2,3,Falkirk,"Saturday, November 19, 2005","Easter Road Stadium (13,092)"
Kilmarnock,2,2,Inverness Caledonian Thistle,"Saturday, November 19, 2005","Rugby Park (4,708)"
Falkirk,0,3,Celtic,"Sunday, November 6, 2005","Falkirk Stadium (6,459)"
Heart of Midlothian,3,0,Dundee United,"Saturday, November 5, 2005","Tynecastle Stadium (16,617)"
Inverness Caledonian Thistle,2,1,Dunfermline Athletic,"Saturday, November 5, 2005","Caledonian Stadium (3,728)"
Livingston,1,2,Hibernian,"Saturday, November 5, 2005","Almondvale Stadium (8,390)"
Motherwell,2,2,Kilmarnock,"Saturday, November 5, 2005","Fir Park Stadium (4,979)"
Rangers,0,0,Aberdeen,"Saturday, November 5, 2005","Ibrox Stadium (49,717)"
Dundee United,2,4,Celtic,"Sunday, October 30, 2005","Tannadice Park (11,942)"
Dunfermline Athletic,0,3,Motherwell,"Saturday, October 29, 2005","East End Park (4,421)"
Falkirk,1,1,Livingston,"Saturday, October 29, 2005","Falkirk Stadium (4,786)"
Hibernian,2,0,Heart of Midlothian,"Saturday, October 29, 2005","Easter Road Stadium (17,180)"
Kilmarnock,4,2,Aberdeen,"Saturday, October 29, 2005","Rugby Park (5,798)"
Rangers,1,1,Inverness Caledonian Thistle,"Saturday, October 29, 2005","Ibrox Stadium (47,867)"
Celtic,5,0,Motherwell,"Wednesday, October 26, 2005","Celtic Park (57,388)"
Dunfermline Athletic,1,2,Hibernian,"Wednesday, October 26, 2005","East End Park (6,853)"
Heart of Midlothian,1,0,Kilmarnock,"Wednesday, October 26, 2005","Tynecastle Stadium (16,536)"
Inverness Caledonian Thistle,0,3,Falkirk,"Wednesday, October 26, 2005","Caledonian Stadium (3,660)"
Livingston,2,2,Rangers,"Wednesday, October 26, 2005","Almondvale Stadium (9,481)"
Aberdeen,2,0,Dundee United,"Tuesday, October 25, 2005","Underhill Stadium (10,720)"
Kilmarnock,0,1,Celtic,"Sunday, October 23, 2005","Rugby Park (10,544)"
Aberdeen,0,1,Hibernian,"Saturday, October 22, 2005","Pittodrie Stadium (13,375)"
Falkirk,1,3,Dundee United,"Saturday, October 22, 2005","Falkirk Stadium (5,316)"
Heart of Midlothian,2,0,Dunfermline Athletic,"Saturday, October 22, 2005","Tynecastle Stadium (16,500)"
Livingston,1,1,Inverness Caledonian Thistle,"Saturday, October 22, 2005","Almondvale Stadium (3,372)"
Rangers,2,0,Motherwell,"Saturday, October 22, 2005","Ibrox Stadium (49,215)"
Dundee United,0,0,Rangers,"Sunday, October 16, 2005","Tannadice Park (11,696)"
Celtic,1,1,Heart of Midlothian,"Saturday, October 15, 2005","Celtic Park (60,100)"
Dunfermline Athletic,0,1,Falkirk,"Saturday, October 15, 2005","East End Park (7,068)"
Hibernian,4,2,Kilmarnock,"Saturday, October 15, 2005","Easter Road Stadium (11,731)"
Inverness Caledonian Thistle,1,1,Aberdeen,"Saturday, October 15, 2005","Caledonian Stadium (6,809)"
Motherwell,1,0,Livingston,"Saturday, October 15, 2005","Fir Park Stadium (4,507)"
Falkirk,2,2,Heart of Midlothian,"Sunday, October 2, 2005","Falkirk Stadium (6,342)"
Hibernian,1,2,Inverness Caledonian Thistle,"Sunday, October 2, 2005","Easter Road Stadium (11,683)"
Aberdeen,2,2,Motherwell,"Saturday, October 1, 2005","Pittodrie Stadium (11,448)"
Dundee United,0,0,Kilmarnock,"Saturday, October 1, 2005","Tannadice Park (6,915)"
Livingston,0,5,Celtic,"Saturday, October 1, 2005","Almondvale Stadium (9,115)"
Rangers,5,1,Dunfermline Athletic,"Saturday, October 1, 2005","Ibrox Stadium (48,374)"
Heart of Midlothian,1,0,Rangers,"Saturday, September 24, 2005","Tynecastle Stadium (17,379)"
Aberdeen,0,0,Livingston,"Saturday, September 24, 2005","Pittodrie Stadium (12,402)"
Celtic,2,1,Inverness Caledonian Thistle,"Saturday, September 24, 2005","Celtic Park (57,247)"
Dunfermline Athletic,2,1,Dundee United,"Saturday, September 24, 2005","East End Park (5,361)"
Kilmarnock,1,1,Falkirk,"Saturday, September 24, 2005","Rugby Park (5,507)"
Motherwell,1,3,Hibernian,"Saturday, September 24, 2005","Fir Park Stadium (6,461)"
Hibernian,0,1,Celtic,"Sunday, September 18, 2005","Easter Road Stadium (15,649)"
Dundee United,2,0,Livingston,"Saturday, September 17, 2005","Tannadice Park (6,302)"
Dunfermline Athletic,0,2,Aberdeen,"Saturday, September 17, 2005","East End Park (6,387)"
Inverness Caledonian Thistle,0,1,Heart of Midlothian,"Saturday, September 17, 2005","Caledonian Stadium (6,704)"
Motherwell,5,0,Falkirk,"Saturday, September 17, 2005","Fir Park Stadium (5,625)"
Rangers,3,0,Kilmarnock,"Saturday, September 17, 2005","Ibrox Stadium (49,076)"
Livingston,1,4,Heart of Midlothian,"Sunday, September 11, 2005","Almondvale Stadium (8,405)"
Celtic,2,0,Aberdeen,"Saturday, September 10, 2005","Celtic Park (59,607)"
Falkirk,1,1,Rangers,"Saturday, September 10, 2005","Falkirk Stadium (6,500)"
Hibernian,2,1,Dundee United,"Saturday, September 10, 2005","Easter Road Stadium (12,062)"
Inverness Caledonian Thistle,1,2,Motherwell,"Saturday, September 10, 2005","Caledonian Stadium (4,018)"
Kilmarnock,3,2,Dunfermline Athletic,"Saturday, September 10, 2005","Rugby Park (4,737)"
Dunfermline Athletic,0,4,Celtic,"Sunday, August 28, 2005","East End Park (9,244)"
Dundee United,1,1,Inverness Caledonian Thistle,"Sunday, August 28, 2005","Tannadice Park (6,178)"
Aberdeen,3,0,Falkirk,"Saturday, August 27, 2005","Pittodrie Stadium (12,249)"
Heart of Midlothian,2,1,Motherwell,"Saturday, August 27, 2005","Tynecastle Stadium (16,213)"
Kilmarnock,3,0,Livingston,"Saturday, August 27, 2005","Rugby Park (4,644)"
Rangers,0,3,Hibernian,"Saturday, August 27, 2005","Ibrox Stadium (49,754)"
Rangers,3,1,Celtic,"Saturday, August 20, 2005","Ibrox Stadium (49,699)"
Falkirk,0,2,Hibernian,"Saturday, August 20, 2005","Falkirk Stadium (6,268)"
Heart of Midlothian,2,0,Aberdeen,"Saturday, August 20, 2005","Tynecastle Stadium (16,139)"
Inverness Caledonian Thistle,2,2,Kilmarnock,"Saturday, August 20, 2005","Caledonian Stadium (4,119)"
Livingston,1,1,Dunfermline Athletic,"Saturday, August 20, 2005","Almondvale Stadium (4,522)"
Motherwell,4,5,Dundee United,"Saturday, August 20, 2005","Fir Park Stadium (4,706)"
Aberdeen,3,2,Rangers,"Sunday, August 14, 2005","Pittodrie Stadium (18,182)"
Dundee United,0,3,Heart of Midlothian,"Sunday, August 14, 2005","Tannadice Park (11,654)"
Celtic,3,1,Falkirk,"Saturday, August 13, 2005","Celtic Park (57,782)"
Dunfermline Athletic,0,1,Inverness Caledonian Thistle,"Saturday, August 13, 2005","East End Park (5,005)"
Hibernian,3,0,Livingston,"Saturday, August 13, 2005","Easter Road Stadium (11,341)"
Kilmarnock,4,1,Motherwell,"Saturday, August 13, 2005","Rugby Park (5,035)"
Heart of Midlothian,4,0,Hibernian,"Sunday, August 7, 2005","Tynecastle Stadium (16,459)"
Aberdeen,1,2,Kilmarnock,"Saturday, August 6, 2005","Pittodrie Stadium (13,661)"
Celtic,2,0,Dundee United,"Saturday, August 6, 2005","Celtic Park (56,532)"
Inverness Caledonian Thistle,0,1,Rangers,"Saturday, August 6, 2005","Caledonian Stadium (7,512)"
Livingston,0,2,Falkirk,"Saturday, August 6, 2005","Almondvale Stadium (4,052)"
Motherwell,1,0,Dunfermline Athletic,"Saturday, August 6, 2005","Fir Park Stadium (4,649)"
Rangers,3,0,Livingston,"Sunday, July 31, 2005","Ibrox Stadium (49,613)"
Motherwell,4,4,Celtic,"Saturday, July 30, 2005","Fir Park Stadium (9,903)"
Dundee United,1,1,Aberdeen,"Saturday, July 30, 2005","Tannadice Park (12,404)"
Falkirk,0,2,Inverness Caledonian Thistle,"Saturday, July 30, 2005","Falkirk Stadium (4,561)"
Hibernian,1,1,Dunfermline Athletic,"Saturday, July 30, 2005","Easter Road Stadium (13,010)"
Kilmarnock,2,4,Heart of Midlothian,"Saturday, July 30, 2005","Rugby Park (7,487)"
