home, homescore, awayscore, away, date, group
AS Roma, 4, 3, Messina, "Sunday, May 27, 2007", "Olimpico "
Ascoli, 2, 1, Cagliari, "Sunday, May 27, 2007", "Cino e Lillo del Duca "
Catania, 2, 0, Chievo Verona, "Sunday, May 27, 2007", "Renato Dall'Ara "
Fiorentina, 5, 1, Sampdoria, "Sunday, May 27, 2007", "Artemio Franchi "
Internazionale, 3, 0, Torino, "Sunday, May 27, 2007", "Giuseppe Meazza "
Livorno, 4, 2, Atalanta, "Sunday, May 27, 2007", "Armando Picchi "
Parma, 3, 1, Empoli, "Sunday, May 27, 2007", "Ennio Tardini "
Reggina, 2, 0, AC Milan, "Sunday, May 27, 2007", "Oreste Granillo "
Siena, 2, 1, Lazio, "Sunday, May 27, 2007", "Artemio Franchi Montepaschi Arena "
Udinese, 1, 2, Palermo, "Sunday, May 27, 2007", "Friuli "
Atalanta, 1, 1, Internazionale, "Sunday, May 20, 2007", "Atleti Azzurri d'Italia di Gallarate "
Cagliari, 3, 2, AS Roma, "Sunday, May 20, 2007", "Sant'Elia "
Chievo Verona, 1, 0, Ascoli, "Sunday, May 20, 2007", "Marc'Antonio Bentegodi "
Empoli, 3, 3, Reggina, "Sunday, May 20, 2007", "Carlo Castellani "
Lazio, 0, 0, Parma, "Sunday, May 20, 2007", "Olimpico "
Messina, 2, 2, Fiorentina, "Sunday, May 20, 2007", "San Filippo "
Palermo, 2, 1, Siena, "Sunday, May 20, 2007", "Renzo Barbera "
Sampdoria, 1, 0, Catania, "Sunday, May 20, 2007", "Luigi Ferraris "
Torino, 0, 0, Livorno, "Sunday, May 20, 2007", "Olimpico Di Torino "
AC Milan, 2, 3, Udinese, "Saturday, May 19, 2007", "Giuseppe Meazza "
AS Roma, 0, 1, Torino, "Sunday, May 13, 2007", "Olimpico "
Ascoli, 3, 2, Palermo, "Sunday, May 13, 2007", "Cino e Lillo del Duca "
Catania, 1, 1, AC Milan, "Sunday, May 13, 2007", "Renato Dall'Ara "
Fiorentina, 1, 0, Cagliari, "Sunday, May 13, 2007", "Artemio Franchi "
Internazionale, 4, 3, Lazio, "Sunday, May 13, 2007", "Giuseppe Meazza "
Livorno, 1, 0, Sampdoria, "Sunday, May 13, 2007", "Armando Picchi "
Parma, 4, 1, Messina, "Sunday, May 13, 2007", "Ennio Tardini "
Reggina, 1, 1, Chievo Verona, "Sunday, May 13, 2007", "Oreste Granillo "
Siena, 2, 0, Empoli, "Sunday, May 13, 2007", "Artemio Franchi Montepaschi Arena "
Udinese, 2, 3, Atalanta, "Sunday, May 13, 2007", "Friuli "
AC Milan, 0, 0, Fiorentina, "Sunday, May 6, 2007", "Giuseppe Meazza "
Atalanta, 3, 1, Siena, "Sunday, May 6, 2007", "Atleti Azzurri d'Italia di Gallarate "
Cagliari, 2, 1, Udinese, "Sunday, May 6, 2007", "Sant'Elia "
Chievo Verona, 1, 0, Parma, "Sunday, May 6, 2007", "Marc'Antonio Bentegodi "
Empoli, 2, 1, Catania, "Sunday, May 6, 2007", "Carlo Castellani "
Lazio, 1, 0, Livorno, "Sunday, May 6, 2007", "Olimpico "
Messina, 0, 1, Internazionale, "Sunday, May 6, 2007", "San Filippo "
Palermo, 1, 2, AS Roma, "Sunday, May 6, 2007", "Renzo Barbera "
Sampdoria, 0, 0, Reggina, "Sunday, May 6, 2007", "Luigi Ferraris "
Torino, 1, 0, Ascoli, "Sunday, May 6, 2007", "Olimpico Di Torino "
Catania, 3, 3, Ascoli, "Wednesday, May 2, 2007", "Marc'Antonio Bentegodi "
AS Roma, 0, 0, Lazio, "Sunday, April 29, 2007", "Olimpico "
Ascoli, 2, 3, Reggina, "Sunday, April 29, 2007", "Cino e Lillo del Duca "
Livorno, 1, 2, Palermo, "Sunday, April 29, 2007", "Armando Picchi "
Messina, 0, 0, Atalanta, "Sunday, April 29, 2007", "San Filippo "
Parma, 2, 1, Cagliari, "Sunday, April 29, 2007", "Ennio Tardini "
Siena, 0, 2, Sampdoria, "Sunday, April 29, 2007", "Artemio Franchi Montepaschi Arena "
Udinese, 0, 1, Catania, "Sunday, April 29, 2007", "Friuli "
Internazionale, 3, 1, Empoli, "Sunday, April 29, 2007", "Giuseppe Meazza "
Torino, 0, 1, AC Milan, "Saturday, April 28, 2007", "Olimpico Di Torino "
Fiorentina, 1, 0, Chievo Verona, "Saturday, April 28, 2007", "Artemio Franchi "
Atalanta, 2, 1, AS Roma, "Sunday, April 22, 2007", "Atleti Azzurri d'Italia di Gallarate "
Chievo Verona, 2, 1, Livorno, "Sunday, April 22, 2007", "Marc'Antonio Bentegodi "
Empoli, 0, 0, Torino, "Sunday, April 22, 2007", "Carlo Castellani "
Lazio, 0, 1, Fiorentina, "Sunday, April 22, 2007", "Olimpico "
Reggina, 1, 1, Udinese, "Sunday, April 22, 2007", "Oreste Granillo "
Siena, 1, 2, Internazionale, "Sunday, April 22, 2007", "Artemio Franchi Montepaschi Arena "
Palermo, 3, 4, Parma, "Sunday, April 22, 2007", "Renzo Barbera "
Sampdoria, 3, 1, Messina, "Saturday, April 21, 2007", "Luigi Ferraris "
AC Milan, 3, 1, Cagliari, "Saturday, April 21, 2007", "Giuseppe Meazza "
Ascoli, 2, 5, AC Milan, "Wednesday, April 18, 2007", "Cino e Lillo del Duca "
Empoli, 2, 0, Atalanta, "Wednesday, April 18, 2007", "Carlo Castellani "
Internazionale, 1, 3, AS Roma, "Wednesday, April 18, 2007", "Giuseppe Meazza "
Lazio, 0, 0, Chievo Verona, "Wednesday, April 18, 2007", "Olimpico "
Livorno, 2, 1, Cagliari, "Wednesday, April 18, 2007", "Armando Picchi "
Reggina, 3, 1, Messina, "Wednesday, April 18, 2007", "Oreste Granillo "
Udinese, 1, 0, Sampdoria, "Wednesday, April 18, 2007", "Friuli "
Parma, 2, 0, Fiorentina, "Wednesday, April 18, 2007", "Ennio Tardini "
Siena, 1, 0, Torino, "Wednesday, April 18, 2007", "Artemio Franchi Montepaschi Arena "
AS Roma, 4, 0, Sampdoria, "Sunday, April 15, 2007", "Olimpico "
Ascoli, 2, 2, Lazio, "Sunday, April 15, 2007", "Cino e Lillo del Duca "
Fiorentina, 1, 0, Siena, "Sunday, April 15, 2007", "Artemio Franchi "
Livorno, 1, 1, Reggina, "Sunday, April 15, 2007", "Armando Picchi "
Messina, 1, 3, AC Milan, "Sunday, April 15, 2007", "San Filippo "
Parma, 1, 1, Catania, "Sunday, April 15, 2007", "Ennio Tardini "
Torino, 1, 2, Atalanta, "Sunday, April 15, 2007", "Olimpico Di Torino "
Internazionale, 2, 2, Palermo, "Sunday, April 15, 2007", "Giuseppe Meazza "
