home,homescore,awayscore,away,date,location
St Mirren,1,1,Celtic,"Sunday, March 31, 2013","St Mirren Park (6,066)"
Aberdeen,2,0,Heart of Midlothian,"Saturday, March 30, 2013","Pittodrie Stadium (10,175)"
Dundee,0,3,Motherwell,"Saturday, March 30, 2013","Dens Park stadium (4,838)"
Hibernian,1,2,Inverness Caledonian Thistle,"Saturday, March 30, 2013","Easter Road Stadium (10,055)"
Ross County,0,1,Kilmarnock,"Saturday, March 30, 2013","Victoria Park (3,782)"
Dundee United,1,1,Dundee,"Sunday, March 17, 2013","Tannadice Park (10,731)"
Celtic,4,3,Aberdeen,"Saturday, March 16, 2013","Celtic Park (46,395)"
Inverness Caledonian Thistle,2,1,Ross County,"Saturday, March 16, 2013","Tulloch Caledonian Stadium (5,750)"
Motherwell,4,1,Hibernian,"Friday, March 15, 2013","Fir Park Stadium (5,108)"
Hibernian,0,0,Heart of Midlothian,"Sunday, March 10, 2013","Easter Road Stadium (15,007)"
Aberdeen,0,0,Motherwell,"Saturday, March 9, 2013","Pittodrie Stadium (8,210)"
Dundee,1,1,Inverness Caledonian Thistle,"Saturday, March 9, 2013","Dens Park stadium (4,114)"
Ross County,3,2,Celtic,"Saturday, March 9, 2013","Victoria Park (6,031)"
St Johnstone,2,0,Kilmarnock,"Saturday, March 9, 2013","McDiarmid Park (2,425)"
St Mirren,0,0,Dundee United,"Saturday, March 9, 2013","St Mirren Park (3,394)"
Dundee,2,1,St Mirren,"Wednesday, March 6, 2013","Dens Park stadium (3,674)"
Heart of Midlothian,2,0,St Johnstone,"Tuesday, March 5, 2013","Tynecastle Stadium (10,080)"
Heart of Midlothian,1,2,Motherwell,"Saturday, March 2, 2013","Tynecastle Stadium (11,048)"
Ross County,0,0,Inverness Caledonian Thistle,"Saturday, March 2, 2013","Victoria Park (5,959)"
Dundee,2,2,St Johnstone,"Wednesday, February 27, 2013","Dens Park stadium (5,224)"
Hibernian,2,2,Kilmarnock,"Wednesday, February 27, 2013","Easter Road Stadium (8,121)"
Inverness Caledonian Thistle,0,0,Dundee United,"Wednesday, February 27, 2013","Tulloch Caledonian Stadium (3,413)"
Motherwell,2,1,Celtic,"Wednesday, February 27, 2013","Fir Park Stadium (8,641)"
St Mirren,2,0,Heart of Midlothian,"Wednesday, February 27, 2013","St Mirren Park (3,369)"
Aberdeen,0,1,Ross County,"Tuesday, February 26, 2013","Pittodrie Stadium (6,394)"
Celtic,5,0,Dundee,"Sunday, February 24, 2013","Celtic Park (39,959)"
Dundee United,2,2,Hibernian,"Sunday, February 24, 2013","Tannadice Park (6,160)"
Heart of Midlothian,2,3,Inverness Caledonian Thistle,"Saturday, February 23, 2013","Tynecastle Stadium (11,325)"
Kilmarnock,1,1,Aberdeen,"Saturday, February 23, 2013","Rugby Park (4,390)"
Ross County,3,0,Motherwell,"Saturday, February 23, 2013","Victoria Park (3,797)"
St Johnstone,1,0,St Mirren,"Saturday, February 23, 2013","McDiarmid Park (2,816)"
Motherwell,0,1,Dundee United,"Tuesday, February 19, 2013","Fir Park Stadium (4,633)"
St Johnstone,1,1,Celtic,"Tuesday, February 19, 2013","McDiarmid Park (5,352)"
Celtic,6,2,Dundee United,"Saturday, February 16, 2013","Celtic Park (46,496)"
Heart of Midlothian,0,3,Kilmarnock,"Saturday, February 16, 2013","Tynecastle Stadium (14,280)"
Motherwell,3,0,Inverness Caledonian Thistle,"Saturday, February 16, 2013","Fir Park Stadium (4,179)"
Ross County,1,0,St Johnstone,"Saturday, February 16, 2013","Victoria Park (3,516)"
St Mirren,0,1,Hibernian,"Saturday, February 16, 2013","St Mirren Park (4,524)"
Aberdeen,1,0,Dundee,"Friday, February 15, 2013","Pittodrie Stadium (7,841)"
Inverness Caledonian Thistle,1,1,Kilmarnock,"Wednesday, February 13, 2013","Tulloch Caledonian Stadium (2,529)"
Hibernian,1,3,St Johnstone,"Monday, February 11, 2013","Easter Road Stadium (8,735)"
Inverness Caledonian Thistle,1,3,Celtic,"Saturday, February 9, 2013","Tulloch Caledonian Stadium (6,175)"
Aberdeen,0,0,St Mirren,"Saturday, February 9, 2013","Pittodrie Stadium (7,240)"
Dundee United,3,1,Heart of Midlothian,"Saturday, February 9, 2013","Tannadice Park (6,842)"
Kilmarnock,2,0,Motherwell,"Saturday, February 9, 2013","Rugby Park (4,246)"
Dundee,0,2,Ross County,"Friday, February 8, 2013","Dens Park stadium (4,726)"
Ross County,2,2,Heart of Midlothian,"Saturday, February 2, 2013","Victoria Park (3,903)"
St Johnstone,3,1,Aberdeen,"Wednesday, January 30, 2013","McDiarmid Park (2,167)"
Celtic,4,1,Kilmarnock,"Wednesday, January 30, 2013","Celtic Park (43,652)"
Heart of Midlothian,1,0,Dundee,"Wednesday, January 30, 2013","Tynecastle Stadium (11,284)"
Ross County,1,0,Hibernian,"Wednesday, January 30, 2013","Victoria Park (3,055)"
St Mirren,2,1,Inverness Caledonian Thistle,"Wednesday, January 30, 2013","St Mirren Park (3,065)"
Aberdeen,0,0,Hibernian,"Sunday, January 27, 2013","Pittodrie Stadium (7,184)"
Dundee,0,0,Kilmarnock,"Sunday, January 27, 2013","Dens Park stadium (4,782)"
Dundee United,1,1,Ross County,"Saturday, January 26, 2013","Tannadice Park (5,117)"
Celtic,4,0,Dundee United,"Tuesday, January 22, 2013","Celtic Park (42,596)"
Motherwell,3,2,St Johnstone,"Sunday, January 20, 2013","Fir Park Stadium (3,649)"
St Mirren,1,4,Ross County,"Saturday, January 19, 2013","St Mirren Park (3,802)"
Celtic,4,1,Heart of Midlothian,"Saturday, January 19, 2013","Celtic Park (48,374)"
Hibernian,1,1,Dundee,"Saturday, January 19, 2013","Easter Road Stadium (10,386)"
Inverness Caledonian Thistle,3,0,Aberdeen,"Saturday, January 19, 2013","Tulloch Caledonian Stadium (4,734)"
Kilmarnock,2,3,Dundee United,"Saturday, January 19, 2013","Rugby Park (4,112)"
Heart of Midlothian,0,0,Hibernian,"Thursday, January 3, 2013","Tynecastle Stadium (17,062)"
St Johnstone,1,0,Dundee,"Wednesday, January 2, 2013","McDiarmid Park (5,055)"
Aberdeen,2,2,Dundee United,"Wednesday, January 2, 2013","Pittodrie Stadium (13,176)"
Celtic,1,0,Motherwell,"Wednesday, January 2, 2013","Celtic Park (48,002)"
St Mirren,1,1,Kilmarnock,"Wednesday, January 2, 2013","St Mirren Park (6,347)"
Dundee United,3,4,St Mirren,"Sunday, December 30, 2012","Tannadice Park (6,386)"
Dundee,1,3,Aberdeen,"Saturday, December 29, 2012","Dens Park stadium (9,013)"
Hibernian,1,0,Celtic,"Saturday, December 29, 2012","Easter Road Stadium (16,805)"
Motherwell,2,2,Kilmarnock,"Saturday, December 29, 2012","Fir Park Stadium (4,903)"
St Johnstone,0,0,Inverness Caledonian Thistle,"Saturday, December 29, 2012","McDiarmid Park (2,975)"
Dundee United,1,1,St Johnstone,"Wednesday, December 26, 2012","Tannadice Park (7,063)"
Hibernian,0,1,Ross County,"Wednesday, December 26, 2012","Easter Road Stadium (8,980)"
Inverness Caledonian Thistle,2,2,St Mirren,"Wednesday, December 26, 2012","Tulloch Caledonian Stadium (3,506)"
Kilmarnock,1,0,Heart of Midlothian,"Wednesday, December 26, 2012","Rugby Park (5,163)"
Motherwell,4,1,Aberdeen,"Wednesday, December 26, 2012","Fir Park Stadium (5,093)"
Dundee,0,2,Celtic,"Wednesday, December 26, 2012","Dens Park stadium (9,276)"
Kilmarnock,1,1,Hibernian,"Sunday, December 23, 2012","Rugby Park (4,028)"
Heart of Midlothian,2,1,Dundee United,"Sunday, December 23, 2012","Tynecastle Stadium (13,603)"
Aberdeen,2,0,St Johnstone,"Saturday, December 22, 2012","Pittodrie Stadium (7,051)"
Celtic,4,0,Ross County,"Saturday, December 22, 2012","Celtic Park (49,428)"
Inverness Caledonian Thistle,4,1,Dundee,"Saturday, December 22, 2012","Tulloch Caledonian Stadium (3,003)"
St Mirren,2,1,Motherwell,"Friday, December 21, 2012","St Mirren Park (4,023)"
Aberdeen,0,2,Kilmarnock,"Saturday, December 15, 2012","Pittodrie Stadium (8,790)"
Celtic,2,0,St Mirren,"Saturday, December 15, 2012","Celtic Park (47,790)"
Dundee United,4,4,Inverness Caledonian Thistle,"Saturday, December 15, 2012","Tannadice Park (5,483)"
Hibernian,2,3,Motherwell,"Saturday, December 15, 2012","Easter Road Stadium (8,817)"
Ross County,1,1,Dundee,"Saturday, December 15, 2012","Victoria Park (3,129)"
St Johnstone,2,2,Heart of Midlothian,"Saturday, December 15, 2012","McDiarmid Park (2,974)"
Dundee,0,3,Dundee United,"Sunday, December 9, 2012","Dens Park stadium (11,419)"
Kilmarnock,1,3,Celtic,"Saturday, December 8, 2012","Rugby Park (6,501)"
Heart of Midlothian,2,0,Aberdeen,"Saturday, December 8, 2012","Tynecastle Stadium (14,410)"
Inverness Caledonian Thistle,3,0,Hibernian,"Saturday, December 8, 2012","Tulloch Caledonian Stadium (3,422)"
Motherwell,3,2,Ross County,"Saturday, December 8, 2012","Fir Park Stadium (3,739)"
St Mirren,1,1,St Johnstone,"Saturday, December 8, 2012","St Mirren Park (3,702)"
Heart of Midlothian,0,4,Celtic,"Wednesday, November 28, 2012","Tynecastle Stadium (15,264)"
St Johnstone,0,1,Hibernian,"Wednesday, November 28, 2012","McDiarmid Park (3,266)"
Aberdeen,2,3,Inverness Caledonian Thistle,"Tuesday, November 27, 2012","Pittodrie Stadium (9,193)"
Dundee United,1,2,Motherwell,"Tuesday, November 27, 2012","Tannadice Park (5,289)"
Ross County,0,0,St Mirren,"Tuesday, November 27, 2012","Victoria Park (2,837)"
Motherwell,0,0,Heart of Midlothian,"Saturday, November 24, 2012","Fir Park Stadium (4,147)"
Celtic,0,1,Inverness Caledonian Thistle,"Saturday, November 24, 2012","Celtic Park (44,379)"
Hibernian,0,1,Aberdeen,"Saturday, November 24, 2012","Easter Road Stadium (12,007)"
Kilmarnock,1,2,St Johnstone,"Saturday, November 24, 2012","Rugby Park (4,208)"
Ross County,1,2,Dundee United,"Saturday, November 24, 2012","Victoria Park (3,930)"
St Mirren,3,1,Dundee,"Saturday, November 24, 2012","St Mirren Park (4,825)"
Inverness Caledonian Thistle,1,5,Motherwell,"Sunday, November 18, 2012","Tulloch Caledonian Stadium (2,948)"
Aberdeen,0,2,Celtic,"Saturday, November 17, 2012","Pittodrie Stadium (18,000)"
Dundee,3,1,Hibernian,"Saturday, November 17, 2012","Dens Park stadium (6,743)"
Heart of Midlothian,1,0,St Mirren,"Saturday, November 17, 2012","Tynecastle Stadium (16,443)"
St Johnstone,1,1,Ross County,"Saturday, November 17, 2012","McDiarmid Park (3,037)"
Dundee United,3,3,Kilmarnock,"Friday, November 16, 2012","Tannadice Park (6,287)"
Hibernian,2,1,Dundee United,"Sunday, November 11, 2012","Easter Road Stadium (10,596)"
Celtic,1,1,St Johnstone,"Sunday, November 11, 2012","Celtic Park "
Inverness Caledonian Thistle,1,1,Heart of Midlothian,"Saturday, November 10, 2012","Tulloch Caledonian Stadium (3,332)"
Kilmarnock,3,0,Ross County,"Saturday, November 10, 2012","Rugby Park (4,012)"
Motherwell,1,1,Dundee,"Saturday, November 10, 2012","Fir Park Stadium (4,318)"
St Mirren,1,4,Aberdeen,"Saturday, November 10, 2012","St Mirren Park (4,486)"
Motherwell,0,1,Dundee United,"Wednesday, November 7, 2012","Fir Park Stadium (3,941)"
Dundee United,2,2,Celtic,"Sunday, November 4, 2012","Tannadice Park (10,521)"
Dundee,1,0,Heart of Midlothian,"Saturday, November 3, 2012","Dens Park stadium (5,344)"
Hibernian,2,1,St Mirren,"Saturday, November 3, 2012","Easter Road Stadium (10,358)"
Kilmarnock,1,2,Inverness Caledonian Thistle,"Saturday, November 3, 2012","Rugby Park (4,541)"
Ross County,2,1,Aberdeen,"Saturday, November 3, 2012","Victoria Park (6,064)"
St Johnstone,1,3,Motherwell,"Saturday, November 3, 2012","McDiarmid Park (3,112)"
Aberdeen,2,0,Dundee,"Saturday, October 27, 2012","Pittodrie Stadium (10,425)"
Celtic,0,2,Kilmarnock,"Saturday, October 27, 2012","Celtic Park (47,971)"
Heart of Midlothian,2,2,Ross County,"Saturday, October 27, 2012","Tynecastle Stadium (12,139)"
Inverness Caledonian Thistle,1,1,St Johnstone,"Saturday, October 27, 2012","Tulloch Caledonian Stadium (3,154)"
St Mirren,0,1,Dundee United,"Saturday, October 27, 2012","St Mirren Park (4,333)"
Motherwell,0,4,Hibernian,"Friday, October 26, 2012","Fir Park Stadium (5,301)"
Heart of Midlothian,1,0,Motherwell,"Sunday, October 21, 2012","Tynecastle Stadium (11,572)"
St Mirren,0,5,Celtic,"Saturday, October 20, 2012","St Mirren Park (6,008)"
Dundee United,1,1,Aberdeen,"Saturday, October 20, 2012","Tannadice Park (9,858)"
Ross County,3,2,Hibernian,"Saturday, October 20, 2012","Victoria Park (4,070)"
St Johnstone,2,1,Kilmarnock,"Saturday, October 20, 2012","McDiarmid Park (3,113)"
Dundee,1,4,Inverness Caledonian Thistle,"Friday, October 19, 2012","Dens Park stadium (5,006)"
Celtic,1,0,Heart of Midlothian,"Sunday, October 7, 2012","Celtic Park (46,204)"
Hibernian,3,0,Dundee,"Saturday, October 6, 2012","Easter Road Stadium (10,163)"
Kilmarnock,1,3,Aberdeen,"Saturday, October 6, 2012","Rugby Park (5,540)"
St Johnstone,2,1,St Mirren,"Saturday, October 6, 2012","McDiarmid Park (3,223)"
Inverness Caledonian Thistle,3,1,Ross County,"Friday, October 5, 2012","Tulloch Caledonian Stadium (6,766)"
Aberdeen,2,1,Hibernian,"Saturday, September 29, 2012","Pittodrie Stadium (8,282)"
Dundee,1,3,St Johnstone,"Saturday, September 29, 2012","Dens Park stadium (6,158)"
Heart of Midlothian,1,3,Kilmarnock,"Saturday, September 29, 2012","Tynecastle Stadium (11,847)"
Inverness Caledonian Thistle,4,0,Dundee United,"Saturday, September 29, 2012","Tulloch Caledonian Stadium (3,059)"
Motherwell,0,2,Celtic,"Saturday, September 29, 2012","Fir Park Stadium (10,496)"
St Mirren,5,4,Ross County,"Saturday, September 29, 2012","St Mirren Park (3,706)"
Aberdeen,3,3,Motherwell,"Sunday, September 23, 2012","Pittodrie Stadium (8,577)"
Celtic,2,0,Dundee,"Saturday, September 22, 2012","Celtic Park (41,073)"
Dundee United,0,3,Heart of Midlothian,"Saturday, September 22, 2012","Tannadice Park (6,597)"
Hibernian,2,2,Inverness Caledonian Thistle,"Saturday, September 22, 2012","Easter Road Stadium (9,908)"
Kilmarnock,3,1,St Mirren,"Saturday, September 22, 2012","Rugby Park (4,879)"
Ross County,1,2,St Johnstone,"Saturday, September 22, 2012","Victoria Park (4,094)"
St Johnstone,2,1,Celtic,"Saturday, September 15, 2012","McDiarmid Park (6,700)"
Dundee,1,2,Motherwell,"Saturday, September 15, 2012","Dens Park stadium (5,176)"
Hibernian,2,1,Kilmarnock,"Saturday, September 15, 2012","Easter Road Stadium (9,723)"
Inverness Caledonian Thistle,1,1,Aberdeen,"Saturday, September 15, 2012","Tulloch Caledonian Stadium (4,499)"
St Mirren,2,0,Heart of Midlothian,"Saturday, September 15, 2012","St Mirren Park (4,307)"
Dundee United,0,0,Ross County,"Friday, September 14, 2012","Tannadice Park (6,892)"
Heart of Midlothian,0,1,Dundee,"Sunday, September 2, 2012","Tynecastle Stadium (12,446)"
Motherwell,4,1,Inverness Caledonian Thistle,"Sunday, September 2, 2012","Fir Park Stadium (4,031)"
Aberdeen,0,0,St Mirren,"Saturday, September 1, 2012","Pittodrie Stadium (9,288)"
Celtic,2,2,Hibernian,"Saturday, September 1, 2012","Celtic Park (45,867)"
Ross County,0,0,Kilmarnock,"Saturday, September 1, 2012","Victoria Park (4,006)"
St Johnstone,0,0,Dundee United,"Saturday, September 1, 2012","McDiarmid Park (5,014)"
Aberdeen,0,0,Heart of Midlothian,"Sunday, August 26, 2012","Pittodrie Stadium (11,971)"
Motherwell,1,1,St Mirren,"Sunday, August 26, 2012","Fir Park Stadium (4,559)"
Inverness Caledonian Thistle,2,4,Celtic,"Saturday, August 25, 2012","Tulloch Caledonian Stadium (6,100)"
Dundee,0,1,Ross County,"Saturday, August 25, 2012","Dens Park stadium (4,905)"
Hibernian,2,0,St Johnstone,"Saturday, August 25, 2012","Easter Road Stadium (9,639)"
Kilmarnock,3,1,Dundee United,"Saturday, August 25, 2012","Rugby Park (4,516)"
Dundee United,3,0,Dundee,"Sunday, August 19, 2012","Tannadice Park (13,538)"
Ross County,1,1,Celtic,"Saturday, August 18, 2012","Victoria Park (6,110)"
Heart of Midlothian,2,2,Inverness Caledonian Thistle,"Saturday, August 18, 2012","Tynecastle Stadium (11,512)"
Kilmarnock,1,2,Motherwell,"Saturday, August 18, 2012","Rugby Park (4,969)"
St Johnstone,1,2,Aberdeen,"Saturday, August 18, 2012","McDiarmid Park (4,857)"
St Mirren,1,2,Hibernian,"Saturday, August 18, 2012","St Mirren Park (5,039)"
Hibernian,1,1,Heart of Midlothian,"Sunday, August 12, 2012","Easter Road Stadium (12,887)"
Aberdeen,0,0,Ross County,"Saturday, August 11, 2012","Pittodrie Stadium (14,010)"
Dundee,0,2,St Mirren,"Saturday, August 11, 2012","Dens Park stadium (5,984)"
Inverness Caledonian Thistle,1,1,Kilmarnock,"Saturday, August 11, 2012","Tulloch Caledonian Stadium (3,012)"
Motherwell,1,1,St Johnstone,"Saturday, August 11, 2012","Fir Park Stadium (4,490)"
Dundee United,3,0,Hibernian,"Sunday, August 5, 2012","Tannadice Park (7,267)"
Celtic,1,0,Aberdeen,"Saturday, August 4, 2012","Celtic Park (48,251)"
Heart of Midlothian,2,0,St Johnstone,"Saturday, August 4, 2012","Tynecastle Stadium (13,022)"
Kilmarnock,0,0,Dundee,"Saturday, August 4, 2012","Rugby Park (6,523)"
Ross County,0,0,Motherwell,"Saturday, August 4, 2012","Victoria Park (4,828)"
St Mirren,2,2,Inverness Caledonian Thistle,"Saturday, August 4, 2012","St Mirren Park (4,104)"
