home, homescore, awayscore, away, date, group
AS Roma, 3, 1, Hellas Verona, "Sunday, April 1, 2001", " "
Atalanta, 1, 1, Napoli, "Sunday, April 1, 2001", " "
Juventus, 1, 1, Brescia, "Sunday, April 1, 2001", " "
Parma, 0, 0, Bologna, "Sunday, April 1, 2001", " "
Perugia, 2, 3, Internazionale, "Sunday, April 1, 2001", " "
Reggina, 1, 1, Udinese, "Sunday, April 1, 2001", " "
AC Milan, 1, 0, Lazio, "Sunday, April 1, 2001", " "
Bari, 3, 2, Lecce, "Saturday, March 31, 2001", " "
Vicenza, 1, 1, Fiorentina, "Saturday, March 31, 2001", " "
Brescia, 0, 3, Atalanta, "Monday, March 19, 2001", "Mario Rigamonti "
AC Milan, 4, 0, Bari, "Sunday, March 18, 2001", "San Siro "
Fiorentina, 1, 1, Bologna, "Sunday, March 18, 2001", "Artemio Franchi "
Hellas Verona, 1, 0, Vicenza, "Sunday, March 18, 2001", "Bentegodi "
Lazio, 4, 1, Juventus, "Sunday, March 18, 2001", "Stadio Olimpico "
Lecce, 1, 2, Internazionale, "Sunday, March 18, 2001", "Via del Mare "
Napoli, 0, 0, Perugia, "Sunday, March 18, 2001", "San Paolo "
Reggina, 0, 0, AS Roma, "Sunday, March 18, 2001", "Stadio Granillo "
Udinese, 1, 3, Parma, "Sunday, March 18, 2001", "lo Stadio Friuli "
AS Roma, 3, 1, Brescia, "Sunday, March 11, 2001", "Olimpico "
Bologna, 2, 0, Lazio, "Sunday, March 11, 2001", "Renato Dall'Ara "
Internazionale, 2, 0, Hellas Verona, "Sunday, March 11, 2001", "San Siro "
Juventus, 1, 0, Reggina, "Sunday, March 11, 2001", "Delle Alpi "
Lecce, 2, 1, Udinese, "Sunday, March 11, 2001", "Via del Mare "
Parma, 4, 0, Bari, "Sunday, March 11, 2001", "Ennio Tardini "
Perugia, 2, 2, Fiorentina, "Sunday, March 11, 2001", "Renato Curi "
Atalanta, 1, 1, AC Milan, "Saturday, March 10, 2001", "Atleti Azzurri d'Italia "
Vicenza, 2, 0, Napoli, "Saturday, March 10, 2001", "Romeo Menti Stadium "
Bari, 2, 1, Fiorentina, "Sunday, March 4, 2001", " "
AC Milan, 2, 2, Parma, "Sunday, March 4, 2001", " "
Hellas Verona, 2, 1, Atalanta, "Sunday, March 4, 2001", " "
Napoli, 1, 1, Lecce, "Sunday, March 4, 2001", " "
Perugia, 1, 0, Vicenza, "Sunday, March 4, 2001", " "
Udinese, 0, 2, Juventus, "Sunday, March 4, 2001", " "
AS Roma, 3, 2, Internazionale, "Sunday, March 4, 2001", " "
Reggina, 2, 1, Bologna, "Saturday, March 3, 2001", " "
Brescia, 0, 1, Lazio, "Saturday, March 3, 2001", " "
Bologna, 2, 1, Napoli, "Sunday, February 25, 2001", " "
Internazionale, 2, 1, Udinese, "Sunday, February 25, 2001", " "
Lazio, 5, 3, Hellas Verona, "Sunday, February 25, 2001", " "
Lecce, 2, 1, Reggina, "Sunday, February 25, 2001", " "
Parma, 5, 0, Perugia, "Sunday, February 25, 2001", " "
Vicenza, 0, 2, AS Roma, "Sunday, February 25, 2001", " "
Juventus, 3, 0, AC Milan, "Sunday, February 25, 2001", " "
Atalanta, 0, 0, Bari, "Saturday, February 24, 2001", " "
Fiorentina, 2, 2, Brescia, "Saturday, February 24, 2001", " "
Bari, 0, 1, Juventus, "Sunday, February 18, 2001", " "
AS Roma, 1, 0, Lecce, "Sunday, February 18, 2001", " "
Atalanta, 1, 1, Vicenza, "Sunday, February 18, 2001", " "
Parma, 3, 0, Brescia, "Sunday, February 18, 2001", " "
Perugia, 0, 1, Lazio, "Sunday, February 18, 2001", " "
Reggina, 1, 1, Fiorentina, "Sunday, February 18, 2001", " "
Napoli, 1, 0, Internazionale, "Sunday, February 18, 2001", " "
Udinese, 2, 1, Hellas Verona, "Saturday, February 17, 2001", " "
AC Milan, 3, 3, Bologna, "Saturday, February 17, 2001", " "
Hellas Verona, 3, 2, Bari, "Sunday, February 11, 2001", " "
Bologna, 1, 2, AS Roma, "Sunday, February 11, 2001", " "
Brescia, 3, 1, Udinese, "Sunday, February 11, 2001", " "
Fiorentina, 0, 1, Parma, "Sunday, February 11, 2001", " "
Lecce, 2, 2, Perugia, "Sunday, February 11, 2001", " "
Vicenza, 2, 0, AC Milan, "Sunday, February 11, 2001", " "
Juventus, 3, 0, Napoli, "Sunday, February 11, 2001", " "
Lazio, 0, 0, Atalanta, "Saturday, February 10, 2001", " "
Internazionale, 1, 1, Reggina, "Saturday, February 10, 2001", " "
Bari, 1, 3, Brescia, "Sunday, February 4, 2001", " "
AC Milan, 1, 0, Reggina, "Sunday, February 4, 2001", " "
Bologna, 0, 3, Internazionale, "Sunday, February 4, 2001", " "
Lazio, 3, 2, Lecce, "Sunday, February 4, 2001", " "
Parma, 1, 2, AS Roma, "Sunday, February 4, 2001", " "
Vicenza, 1, 2, Udinese, "Sunday, February 4, 2001", " "
Napoli, 1, 0, Fiorentina, "Sunday, February 4, 2001", " "
Perugia, 1, 0, Hellas Verona, "Saturday, February 3, 2001", " "
Atalanta, 2, 1, Juventus, "Saturday, February 3, 2001", " "
Internazionale, 1, 0, Bari, "Sunday, January 28, 2001", " "
AS Roma, 3, 0, Napoli, "Sunday, January 28, 2001", " "
Brescia, 1, 1, AC Milan, "Sunday, January 28, 2001", " "
Fiorentina, 1, 4, Lazio, "Sunday, January 28, 2001", " "
Hellas Verona, 0, 2, Parma, "Sunday, January 28, 2001", " "
Juventus, 4, 0, Vicenza, "Sunday, January 28, 2001", " "
Udinese, 2, 4, Atalanta, "Sunday, January 28, 2001", " "
Lecce, 0, 0, Bologna, "Saturday, January 27, 2001", " "
Reggina, 0, 2, Perugia, "Saturday, January 27, 2001", " "
Bari, 2, 1, Reggina, "Sunday, January 21, 2001", " "
Atalanta, 0, 0, Fiorentina, "Sunday, January 21, 2001", " "
Napoli, 0, 1, Udinese, "Sunday, January 21, 2001", " "
Parma, 1, 1, Lecce, "Sunday, January 21, 2001", " "
Perugia, 0, 1, Juventus, "Sunday, January 21, 2001", " "
Vicenza, 1, 1, Brescia, "Sunday, January 21, 2001", " "
AC Milan, 3, 2, AS Roma, "Sunday, January 21, 2001", " "
Bologna, 1, 0, Hellas Verona, "Saturday, January 20, 2001", " "
Lazio, 2, 0, Internazionale, "Saturday, January 20, 2001", " "
AS Roma, 1, 1, Bari, "Sunday, January 14, 2001", " "
Hellas Verona, 2, 1, Napoli, "Sunday, January 14, 2001", " "
Juventus, 1, 0, Bologna, "Sunday, January 14, 2001", " "
Lecce, 3, 1, Vicenza, "Sunday, January 14, 2001", " "
Reggina, 1, 0, Atalanta, "Sunday, January 14, 2001", " "
Udinese, 3, 4, Lazio, "Sunday, January 14, 2001", " "
Internazionale, 1, 1, Parma, "Sunday, January 14, 2001", " "
Brescia, 1, 0, Perugia, "Saturday, January 13, 2001", " "
Fiorentina, 4, 0, AC Milan, "Saturday, January 13, 2001", " "
Atalanta, 0, 2, AS Roma, "Sunday, January 7, 2001", " "
Bologna, 1, 0, Brescia, "Sunday, January 7, 2001", " "
Lazio, 1, 2, Napoli, "Sunday, January 7, 2001", " "
Lecce, 4, 2, Hellas Verona, "Sunday, January 7, 2001", " "
Parma, 0, 2, Reggina, "Sunday, January 7, 2001", " "
Perugia, 3, 1, Udinese, "Sunday, January 7, 2001", " "
AC Milan, 2, 2, Internazionale, "Sunday, January 7, 2001", " "
Vicenza, 1, 0, Bari, "Saturday, January 6, 2001", " "
Juventus, 3, 3, Fiorentina, "Saturday, January 6, 2001", " "
AC Milan, 1, 2, Perugia, "Saturday, December 23, 2000", " "
Atalanta, 0, 1, Internazionale, "Saturday, December 23, 2000", " "
Brescia, 2, 2, Lecce, "Saturday, December 23, 2000", " "
Fiorentina, 2, 0, Hellas Verona, "Saturday, December 23, 2000", " "
Napoli, 2, 2, Parma, "Saturday, December 23, 2000", " "
Reggina, 2, 0, Vicenza, "Saturday, December 23, 2000", " "
Udinese, 3, 1, Bologna, "Saturday, December 23, 2000", " "
Bari, 1, 2, Lazio, "Friday, December 22, 2000", " "
AS Roma, 0, 0, Juventus, "Friday, December 22, 2000", " "
