home,homescore,awayscore,away,date,location
ADO Den Haag,2,3,Feyenoord Rotterdam,"Sunday, April 26, 2009","Het Zuiderpark (14,993)"
Ajax Amsterdam,1,1,AZ Alkmaar,"Sunday, April 26, 2009","Amsterdam ArenA (51,128)"
FC Groningen,0,0,Willem II Tilburg,"Sunday, April 26, 2009","Euroborg Stadion (21,737)"
Vitesse Arnhem,6,1,FC Utrecht,"Sunday, April 26, 2009","Gelredome (17,000)"
Roda JC Kerkrade,1,1,FC Volendam,"Saturday, April 25, 2009","Parkstad Limburg Stadion (17,400)"
Heerenveen,1,1,Twente Enschede,"Saturday, April 25, 2009","Abe Lenstra Stadion (26,000)"
NEC Nijmegen,2,3,NAC Breda,"Saturday, April 25, 2009","De Goffert (13,500)"
SC Heracles Almelo,0,2,PSV Eindhoven,"Saturday, April 25, 2009","Polman Stadion (8,400)"
Sparta Rotterdam,0,0,De Graafschap,"Friday, April 24, 2009","Sparta-Stadion, Het Kasteel (10,598)"
FC Utrecht,2,1,Heerenveen,"Sunday, April 19, 2009","Nieuw Galgewaard (22,500)"
FC Volendam,3,0,Sparta Rotterdam,"Sunday, April 19, 2009","Kras Stadion (6,093)"
Willem II Tilburg,3,3,ADO Den Haag,"Sunday, April 19, 2009","Willem II Stadion (13,400)"
PSV Eindhoven,6,2,Ajax Amsterdam,"Sunday, April 19, 2009","Philips Stadion (35,500)"
NEC Nijmegen,1,1,Roda JC Kerkrade,"Saturday, April 18, 2009","De Goffert (12,400)"
De Graafschap,0,1,FC Groningen,"Saturday, April 18, 2009","De Vijverberg (12,600)"
AZ Alkmaar,1,2,Vitesse Arnhem,"Saturday, April 18, 2009","Almaarderhout (16,629)"
Feyenoord Rotterdam,1,0,Twente Enschede,"Saturday, April 18, 2009","De Kuip Stadion  (45,000)"
SC Heracles Almelo,4,0,NAC Breda,"Friday, April 17, 2009","Polman Stadion (8,375)"
FC Groningen,2,3,Vitesse Arnhem,"Sunday, April 12, 2009","Euroborg Stadion (50,000)"
Feyenoord Rotterdam,5,1,SC Heracles Almelo,"Sunday, April 12, 2009","De Kuip Stadion  (45,500)"
Heerenveen,1,0,FC Volendam,"Sunday, April 12, 2009","Abe Lenstra Stadion (25,009)"
Ajax Amsterdam,7,0,Willem II Tilburg,"Sunday, April 12, 2009","Amsterdam ArenA (21,811)"
De Graafschap,2,2,NEC Nijmegen,"Saturday, April 11, 2009","De Vijverberg (12,600)"
ADO Den Haag,1,2,Sparta Rotterdam,"Saturday, April 11, 2009","Het Zuiderpark (14,993)"
PSV Eindhoven,2,0,FC Utrecht,"Saturday, April 11, 2009","Philips Stadion (33,500)"
Twente Enschede,4,2,Roda JC Kerkrade,"Saturday, April 11, 2009","Arke Stadion (23,900)"
NAC Breda,0,1,AZ Alkmaar,"Friday, April 10, 2009","Rat Verlegh Stadion (17,254)"
Roda JC Kerkrade,1,2,Ajax Amsterdam,"Sunday, April 5, 2009","Parkstad Limburg Stadion (17,970)"
FC Volendam,2,1,Feyenoord Rotterdam,"Sunday, April 5, 2009","Kras Stadion (6,000)"
Vitesse Arnhem,0,0,De Graafschap,"Sunday, April 5, 2009","Gelredome (19,610)"
Willem II Tilburg,2,0,NAC Breda,"Sunday, April 5, 2009","Willem II Stadion (12,000)"
FC Utrecht,0,1,FC Groningen,"Saturday, April 4, 2009","Nieuw Galgewaard (22,500)"
AZ Alkmaar,4,1,ADO Den Haag,"Saturday, April 4, 2009","Almaarderhout (16,767)"
SC Heracles Almelo,1,1,Heerenveen,"Saturday, April 4, 2009","Polman Stadion (8,400)"
Sparta Rotterdam,0,2,PSV Eindhoven,"Saturday, April 4, 2009","Sparta-Stadion, Het Kasteel (10,756)"
NEC Nijmegen,1,1,Twente Enschede,"Friday, April 3, 2009","De Goffert (12,500)"
Roda JC Kerkrade,2,0,ADO Den Haag,"Sunday, March 22, 2009","Parkstad Limburg Stadion (13,400)"
AZ Alkmaar,0,0,Feyenoord Rotterdam,"Sunday, March 22, 2009","Almaarderhout (17,067)"
FC Volendam,0,0,FC Utrecht,"Sunday, March 22, 2009","Kras Stadion (5,972)"
NAC Breda,0,3,Ajax Amsterdam,"Sunday, March 22, 2009","Rat Verlegh Stadion (17,254)"
Twente Enschede,2,1,FC Groningen,"Sunday, March 22, 2009","Arke Stadion (23,250)"
NEC Nijmegen,0,0,Willem II Tilburg,"Saturday, March 21, 2009","De Goffert (12,200)"
PSV Eindhoven,2,0,Vitesse Arnhem,"Saturday, March 21, 2009","Philips Stadion (33,500)"
Sparta Rotterdam,1,0,SC Heracles Almelo,"Saturday, March 21, 2009","Sparta-Stadion, Het Kasteel (102,012)"
De Graafschap,2,0,Heerenveen,"Friday, March 20, 2009","De Vijverberg (12,600)"
Feyenoord Rotterdam,1,0,PSV Eindhoven,"Sunday, March 15, 2009","De Kuip Stadion  (50,000)"
ADO Den Haag,3,0,NEC Nijmegen,"Sunday, March 15, 2009","Het Zuiderpark (10,800)"
Ajax Amsterdam,3,0,De Graafschap,"Sunday, March 15, 2009","Amsterdam ArenA (48,000)"
FC Utrecht,0,1,AZ Alkmaar,"Sunday, March 15, 2009","Nieuw Galgewaard (23,200)"
Vitesse Arnhem,0,3,NAC Breda,"Saturday, March 14, 2009","Gelredome (24,076)"
Heerenveen,5,1,Sparta Rotterdam,"Saturday, March 14, 2009","Abe Lenstra Stadion (26,100)"
Willem II Tilburg,0,2,Twente Enschede,"Saturday, March 14, 2009","Willem II Stadion (13,200)"
SC Heracles Almelo,1,1,FC Volendam,"Saturday, March 14, 2009","Polman Stadion (8,300)"
FC Groningen,2,0,Roda JC Kerkrade,"Friday, March 13, 2009","Euroborg Stadion (22,175)"
ADO Den Haag,1,1,Ajax Amsterdam,"Sunday, March 8, 2009","Het Zuiderpark (14,000)"
FC Volendam,1,0,Vitesse Arnhem,"Sunday, March 8, 2009","Kras Stadion (5,291)"
NAC Breda,1,2,Feyenoord Rotterdam,"Sunday, March 8, 2009","Rat Verlegh Stadion (17,254)"
NEC Nijmegen,0,1,AZ Alkmaar,"Sunday, March 8, 2009","De Goffert (12,500)"
Roda JC Kerkrade,0,0,FC Utrecht,"Sunday, March 8, 2009","Parkstad Limburg Stadion (13,500)"
Twente Enschede,1,1,PSV Eindhoven,"Sunday, March 8, 2009","Arke Stadion (23,500)"
Heerenveen,2,1,FC Groningen,"Saturday, March 7, 2009","Abe Lenstra Stadion (26,100)"
De Graafschap,1,0,SC Heracles Almelo,"Saturday, March 7, 2009","De Vijverberg (12,350)"
Sparta Rotterdam,0,1,Willem II Tilburg,"Friday, March 6, 2009","Sparta-Stadion, Het Kasteel (10,415)"
FC Utrecht,0,2,Ajax Amsterdam,"Sunday, March 1, 2009","Nieuw Galgewaard (23,000)"
FC Volendam,1,1,NEC Nijmegen,"Sunday, March 1, 2009","Kras Stadion (5,384)"
Feyenoord Rotterdam,2,2,Vitesse Arnhem,"Sunday, March 1, 2009","De Kuip Stadion  (43,000)"
Twente Enschede,1,0,ADO Den Haag,"Sunday, March 1, 2009","Arke Stadion (24,000)"
Willem II Tilburg,0,3,SC Heracles Almelo,"Saturday, February 28, 2009","Willem II Stadion (13,300)"
NAC Breda,3,1,Sparta Rotterdam,"Saturday, February 28, 2009","Rat Verlegh Stadion (17,245)"
Roda JC Kerkrade,3,1,De Graafschap,"Saturday, February 28, 2009","Parkstad Limburg Stadion (12,900)"
AZ Alkmaar,3,0,FC Groningen,"Saturday, February 28, 2009","Almaarderhout (16,614)"
PSV Eindhoven,2,3,Heerenveen,"Friday, February 27, 2009","Philips Stadion (34,500)"
De Graafschap,0,2,Feyenoord Rotterdam,"Sunday, February 22, 2009","De Vijverberg (12,000)"
FC Utrecht,0,2,NEC Nijmegen,"Sunday, February 22, 2009","Nieuw Galgewaard (20,300)"
Sparta Rotterdam,1,2,Twente Enschede,"Sunday, February 22, 2009","Sparta-Stadion, Het Kasteel (10,145)"
Ajax Amsterdam,2,1,FC Volendam,"Sunday, February 22, 2009","Amsterdam ArenA (49,749)"
Heerenveen,3,1,Willem II Tilburg,"Saturday, February 21, 2009","Abe Lenstra Stadion (25,800)"
ADO Den Haag,1,1,NAC Breda,"Saturday, February 21, 2009","Het Zuiderpark (10,200)"
SC Heracles Almelo,0,2,AZ Alkmaar,"Saturday, February 21, 2009","Polman Stadion (8,400)"
FC Groningen,0,1,PSV Eindhoven,"Saturday, February 21, 2009","Euroborg Stadion (22,157)"
Vitesse Arnhem,3,0,Roda JC Kerkrade,"Friday, February 20, 2009","Gelredome (16,000)"
Ajax Amsterdam,2,0,Feyenoord Rotterdam,"Sunday, February 15, 2009","Amsterdam ArenA (50,000)"
FC Groningen,2,0,SC Heracles Almelo,"Sunday, February 15, 2009","Euroborg Stadion (25,659)"
NEC Nijmegen,1,1,Heerenveen,"Sunday, February 15, 2009","De Goffert (12,300)"
Sparta Rotterdam,0,0,Vitesse Arnhem,"Sunday, February 15, 2009","Sparta-Stadion, Het Kasteel (10,000)"
ADO Den Haag,1,0,De Graafschap,"Saturday, February 14, 2009","Het Zuiderpark (9,223)"
PSV Eindhoven,2,2,AZ Alkmaar,"Saturday, February 14, 2009","Philips Stadion (35,200)"
Twente Enschede,2,1,FC Volendam,"Saturday, February 14, 2009","Arke Stadion (23,200)"
NAC Breda,1,0,Roda JC Kerkrade,"Saturday, February 14, 2009","Rat Verlegh Stadion (16,646)"
Willem II Tilburg,0,2,FC Utrecht,"Friday, February 13, 2009","Willem II Stadion (13,000)"
FC Utrecht,3,1,ADO Den Haag,"Sunday, February 8, 2009","Nieuw Galgewaard (20,500)"
Vitesse Arnhem,4,1,Ajax Amsterdam,"Sunday, February 8, 2009","Gelredome (21,775)"
De Graafschap,2,2,Twente Enschede,"Sunday, February 8, 2009","De Vijverberg (12,000)"
FC Volendam,3,5,PSV Eindhoven,"Sunday, February 8, 2009","Kras Stadion (5,333)"
Feyenoord Rotterdam,0,0,FC Groningen,"Sunday, February 8, 2009","De Kuip Stadion  (43,000)"
Roda JC Kerkrade,0,1,Sparta Rotterdam,"Saturday, February 7, 2009","Parkstad Limburg Stadion (13,170)"
AZ Alkmaar,3,1,Willem II Tilburg,"Saturday, February 7, 2009","Almaarderhout (16,259)"
Heerenveen,3,1,NAC Breda,"Saturday, February 7, 2009","Abe Lenstra Stadion (25,600)"
SC Heracles Almelo,1,1,NEC Nijmegen,"Saturday, February 7, 2009","Polman Stadion (8,200)"
PSV Eindhoven,6,0,ADO Den Haag,"Thursday, February 5, 2009","Philips Stadion (32,500)"
Twente Enschede,4,1,NAC Breda,"Wednesday, February 4, 2009","Arke Stadion (23,600)"
AZ Alkmaar,1,0,Roda JC Kerkrade,"Wednesday, February 4, 2009","Almaarderhout (16,161)"
FC Utrecht,3,0,De Graafschap,"Wednesday, February 4, 2009","Nieuw Galgewaard (20,000)"
Feyenoord Rotterdam,1,0,Sparta Rotterdam,"Wednesday, February 4, 2009","De Kuip Stadion  (45,000)"
FC Groningen,2,0,NEC Nijmegen,"Wednesday, February 4, 2009","Euroborg Stadion (21,700)"
Vitesse Arnhem,1,0,Heerenveen,"Tuesday, February 3, 2009","Gelredome (17,369)"
Willem II Tilburg,1,2,FC Volendam,"Tuesday, February 3, 2009","Willem II Stadion (12,300)"
Ajax Amsterdam,2,2,SC Heracles Almelo,"Tuesday, February 3, 2009","Amsterdam ArenA (46,355)"
Twente Enschede,0,0,FC Utrecht,"Sunday, February 1, 2009","Arke Stadion (23,250)"
De Graafschap,0,3,PSV Eindhoven,"Sunday, February 1, 2009","De Vijverberg (12,500)"
NEC Nijmegen,1,0,Feyenoord Rotterdam,"Sunday, February 1, 2009","De Goffert (12,500)"
Sparta Rotterdam,0,2,AZ Alkmaar,"Sunday, February 1, 2009","Sparta-Stadion, Het Kasteel (10,832)"
ADO Den Haag,0,1,FC Groningen,"Saturday, January 31, 2009","Het Zuiderpark (9,354)"
NAC Breda,1,1,FC Volendam,"Saturday, January 31, 2009","Rat Verlegh Stadion (16,760)"
Willem II Tilburg,0,2,Vitesse Arnhem,"Saturday, January 31, 2009","Willem II Stadion (12,800)"
Ajax Amsterdam,0,1,Heerenveen,"Saturday, January 31, 2009","Amsterdam ArenA (48,000)"
Roda JC Kerkrade,3,1,SC Heracles Almelo,"Friday, January 30, 2009","Parkstad Limburg Stadion (20,840)"
Vitesse Arnhem,0,0,NEC Nijmegen,"Sunday, January 25, 2009","Gelredome (18,200)"
FC Groningen,1,0,Ajax Amsterdam,"Sunday, January 25, 2009","Euroborg Stadion (22,230)"
FC Utrecht,3,3,Sparta Rotterdam,"Sunday, January 25, 2009","Nieuw Galgewaard (20,000)"
FC Volendam,0,1,ADO Den Haag,"Sunday, January 25, 2009","Kras Stadion (4,855)"
SC Heracles Almelo,1,2,Twente Enschede,"Sunday, January 25, 2009","Polman Stadion (8,500)"
Heerenveen,2,0,Roda JC Kerkrade,"Saturday, January 24, 2009","Abe Lenstra Stadion (25,000)"
AZ Alkmaar,2,0,De Graafschap,"Saturday, January 24, 2009","Almaarderhout (16,276)"
PSV Eindhoven,2,2,NAC Breda,"Saturday, January 24, 2009","Philips Stadion (34,500)"
Feyenoord Rotterdam,1,1,Willem II Tilburg,"Saturday, January 24, 2009","De Kuip Stadion  (45,000)"
Roda JC Kerkrade,1,1,PSV Eindhoven,"Sunday, January 18, 2009","Parkstad Limburg Stadion (16,160)"
FC Volendam,0,2,AZ Alkmaar,"Sunday, January 18, 2009","Kras Stadion (6,256)"
NEC Nijmegen,2,4,Ajax Amsterdam,"Sunday, January 18, 2009","De Goffert (12,500)"
Sparta Rotterdam,1,1,FC Groningen,"Sunday, January 18, 2009","Sparta-Stadion, Het Kasteel (10,458)"
De Graafschap,1,0,Willem II Tilburg,"Saturday, January 17, 2009","De Vijverberg (12,600)"
ADO Den Haag,2,2,SC Heracles Almelo,"Saturday, January 17, 2009","Het Zuiderpark (10,131)"
Twente Enschede,2,1,Vitesse Arnhem,"Saturday, January 17, 2009","Arke Stadion (24,000)"
NAC Breda,1,1,FC Utrecht,"Saturday, January 17, 2009","Rat Verlegh Stadion (16,809)"
Heerenveen,3,1,Feyenoord Rotterdam,"Friday, January 16, 2009","Abe Lenstra Stadion (25,600)"
Ajax Amsterdam,3,0,ADO Den Haag,"Sunday, December 28, 2008","Amsterdam ArenA (47,125)"
AZ Alkmaar,1,0,NEC Nijmegen,"Sunday, December 28, 2008","Almaarderhout (16,525)"
FC Utrecht,3,1,Roda JC Kerkrade,"Sunday, December 28, 2008","Nieuw Galgewaard (19,500)"
FC Groningen,2,3,Heerenveen,"Sunday, December 28, 2008","Euroborg Stadion (22,311)"
PSV Eindhoven,0,0,Twente Enschede,"Saturday, December 27, 2008","Philips Stadion (34,200)"
SC Heracles Almelo,0,0,De Graafschap,"Saturday, December 27, 2008","Polman Stadion (8,500)"
Willem II Tilburg,3,2,Sparta Rotterdam,"Saturday, December 27, 2008","Willem II Stadion (12,800)"
Vitesse Arnhem,3,1,FC Volendam,"Saturday, December 27, 2008","Gelredome (17,000)"
Feyenoord Rotterdam,3,1,NAC Breda,"Friday, December 26, 2008","De Kuip Stadion  (41,500)"
De Graafschap,0,6,Ajax Amsterdam,"Sunday, December 21, 2008","De Vijverberg (12,500)"
NEC Nijmegen,0,0,ADO Den Haag,"Sunday, December 21, 2008","De Goffert (12,251)"
FC Volendam,3,1,SC Heracles Almelo,"Sunday, December 21, 2008","Kras Stadion (5,526)"
PSV Eindhoven,1,0,Feyenoord Rotterdam,"Sunday, December 21, 2008","Philips Stadion (35,000)"
Twente Enschede,2,0,Willem II Tilburg,"Sunday, December 21, 2008","Arke Stadion (23,000)"
Sparta Rotterdam,4,1,Heerenveen,"Saturday, December 20, 2008","Sparta-Stadion, Het Kasteel (10,436)"
NAC Breda,2,0,Vitesse Arnhem,"Saturday, December 20, 2008","Rat Verlegh Stadion (16,844)"
Roda JC Kerkrade,2,5,FC Groningen,"Saturday, December 20, 2008","Parkstad Limburg Stadion (14,505)"
AZ Alkmaar,2,0,FC Utrecht,"Friday, December 19, 2008","Almaarderhout (16,344)"
Vitesse Arnhem,1,1,PSV Eindhoven,"Sunday, December 14, 2008","Gelredome (17,000)"
FC Groningen,1,4,Twente Enschede,"Sunday, December 14, 2008","Euroborg Stadion (21,880)"
FC Utrecht,0,0,FC Volendam,"Sunday, December 14, 2008","Nieuw Galgewaard (20,500)"
SC Heracles Almelo,2,1,Sparta Rotterdam,"Sunday, December 14, 2008","Polman Stadion (8,300)"
ADO Den Haag,1,1,Roda JC Kerkrade,"Saturday, December 13, 2008","Het Zuiderpark (9,000)"
Heerenveen,2,0,De Graafschap,"Saturday, December 13, 2008","Abe Lenstra Stadion (25,000)"
Willem II Tilburg,1,2,NEC Nijmegen,"Saturday, December 13, 2008","Willem II Stadion (30,000)"
Feyenoord Rotterdam,0,1,AZ Alkmaar,"Saturday, December 13, 2008","De Kuip Stadion  (34,000)"
Ajax Amsterdam,3,0,NAC Breda,"Friday, December 12, 2008","Amsterdam ArenA (48,000)"
FC Volendam,1,2,Ajax Amsterdam,"Sunday, December 7, 2008","Kras Stadion (6,260)"
Feyenoord Rotterdam,1,3,De Graafschap,"Sunday, December 7, 2008","De Kuip Stadion  (42,000)"
NAC Breda,0,4,ADO Den Haag,"Sunday, December 7, 2008","Rat Verlegh Stadion (16,569)"
NEC Nijmegen,1,2,FC Utrecht,"Sunday, December 7, 2008","De Goffert (12,250)"
Willem II Tilburg,1,3,Heerenveen,"Sunday, December 7, 2008","Willem II Stadion (13,000)"
PSV Eindhoven,4,2,FC Groningen,"Saturday, December 6, 2008","Philips Stadion (35,600)"
Roda JC Kerkrade,3,0,Vitesse Arnhem,"Saturday, December 6, 2008","Parkstad Limburg Stadion (14,350)"
Twente Enschede,6,2,Sparta Rotterdam,"Saturday, December 6, 2008","Arke Stadion (22,500)"
AZ Alkmaar,2,0,SC Heracles Almelo,"Saturday, December 6, 2008","Almaarderhout (16,252)"
Ajax Amsterdam,1,1,FC Utrecht,"Sunday, November 30, 2008","Amsterdam ArenA (45,929)"
Vitesse Arnhem,1,1,Feyenoord Rotterdam,"Sunday, November 30, 2008","Gelredome (17,345)"
NEC Nijmegen,6,1,FC Volendam,"Sunday, November 30, 2008","De Goffert (12,000)"
Sparta Rotterdam,4,0,NAC Breda,"Sunday, November 30, 2008","Sparta-Stadion, Het Kasteel (10,105)"
De Graafschap,1,1,Roda JC Kerkrade,"Saturday, November 29, 2008","De Vijverberg (12,000)"
ADO Den Haag,1,2,Twente Enschede,"Saturday, November 29, 2008","Het Zuiderpark (7,200)"
SC Heracles Almelo,1,0,Willem II Tilburg,"Saturday, November 29, 2008","Polman Stadion (8,400)"
Heerenveen,2,2,PSV Eindhoven,"Saturday, November 29, 2008","Abe Lenstra Stadion (25,600)"
FC Groningen,0,2,AZ Alkmaar,"Friday, November 28, 2008","Euroborg Stadion (22,017)"
AZ Alkmaar,2,0,Ajax Amsterdam,"Sunday, November 23, 2008","Almaarderhout (17,149)"
Feyenoord Rotterdam,3,1,ADO Den Haag,"Sunday, November 23, 2008","De Kuip Stadion  (44,000)"
FC Utrecht,4,0,Vitesse Arnhem,"Sunday, November 23, 2008","Nieuw Galgewaard (20,114)"
Willem II Tilburg,3,0,FC Groningen,"Sunday, November 23, 2008","Willem II Stadion (13,500)"
NAC Breda,1,1,NEC Nijmegen,"Saturday, November 22, 2008","Rat Verlegh Stadion (16,850)"
PSV Eindhoven,4,0,SC Heracles Almelo,"Saturday, November 22, 2008","Philips Stadion (33,500)"
Twente Enschede,6,0,Heerenveen,"Saturday, November 22, 2008","Arke Stadion (22,800)"
De Graafschap,3,3,Sparta Rotterdam,"Saturday, November 22, 2008","De Vijverberg (9,500)"
FC Volendam,3,1,Roda JC Kerkrade,"Friday, November 21, 2008","Kras Stadion (4,633)"
Ajax Amsterdam,4,1,PSV Eindhoven,"Sunday, November 16, 2008","Amsterdam ArenA (50,000)"
FC Groningen,3,0,De Graafschap,"Sunday, November 16, 2008","Euroborg Stadion (21,906)"
Twente Enschede,1,1,Feyenoord Rotterdam,"Sunday, November 16, 2008","Arke Stadion (23,500)"
Vitesse Arnhem,1,1,AZ Alkmaar,"Sunday, November 16, 2008","Gelredome (22,700)"
ADO Den Haag,0,1,Willem II Tilburg,"Saturday, November 15, 2008","Het Zuiderpark (8,500)"
Heerenveen,3,2,FC Utrecht,"Saturday, November 15, 2008","Abe Lenstra Stadion (25,000)"
Sparta Rotterdam,4,0,FC Volendam,"Saturday, November 15, 2008","Sparta-Stadion, Het Kasteel (10,055)"
Roda JC Kerkrade,3,0,NEC Nijmegen,"Saturday, November 15, 2008","Parkstad Limburg Stadion (14,000)"
NAC Breda,3,0,SC Heracles Almelo,"Friday, November 14, 2008","Rat Verlegh Stadion (16,615)"
Ajax Amsterdam,5,2,Sparta Rotterdam,"Sunday, November 9, 2008","Amsterdam ArenA (45,000)"
AZ Alkmaar,3,0,Twente Enschede,"Sunday, November 9, 2008","Almaarderhout (16,493)"
FC Groningen,5,0,FC Volendam,"Sunday, November 9, 2008","Euroborg Stadion (21,581)"
Feyenoord Rotterdam,5,2,FC Utrecht,"Sunday, November 9, 2008","De Kuip Stadion  (43,000)"
ADO Den Haag,0,1,Heerenveen,"Sunday, November 9, 2008","Het Zuiderpark (10,150)"
NEC Nijmegen,1,0,PSV Eindhoven,"Saturday, November 8, 2008","De Goffert (12,350)"
SC Heracles Almelo,0,0,Vitesse Arnhem,"Saturday, November 8, 2008","Polman Stadion (8,300)"
Willem II Tilburg,2,1,Roda JC Kerkrade,"Saturday, November 8, 2008","Willem II Stadion (13,000)"
De Graafschap,0,2,NAC Breda,"Friday, November 7, 2008","De Vijverberg (11,500)"
Roda JC Kerkrade,0,4,Feyenoord Rotterdam,"Sunday, November 2, 2008","Parkstad Limburg Stadion (16,095)"
Vitesse Arnhem,3,1,ADO Den Haag,"Sunday, November 2, 2008","Gelredome (15,300)"
FC Utrecht,2,0,SC Heracles Almelo,"Sunday, November 2, 2008","Nieuw Galgewaard (19,300)"
FC Volendam,3,1,De Graafschap,"Sunday, November 2, 2008","Kras Stadion (5,074)"
Sparta Rotterdam,0,2,NEC Nijmegen,"Sunday, November 2, 2008","Sparta-Stadion, Het Kasteel (10,212)"
Twente Enschede,0,2,Ajax Amsterdam,"Saturday, November 1, 2008","Arke Stadion (2,400)"
NAC Breda,1,0,FC Groningen,"Saturday, November 1, 2008","Rat Verlegh Stadion (16,808)"
PSV Eindhoven,2,0,Willem II Tilburg,"Saturday, November 1, 2008","Philips Stadion (33,500)"
Heerenveen,3,3,AZ Alkmaar,"Saturday, November 1, 2008","Abe Lenstra Stadion (25,600)"
De Graafschap,0,2,FC Utrecht,"Thursday, October 30, 2008","De Vijverberg (9,700)"
Heerenveen,0,2,Vitesse Arnhem,"Wednesday, October 29, 2008","Abe Lenstra Stadion (25,000)"
NAC Breda,0,1,Twente Enschede,"Wednesday, October 29, 2008","Rat Verlegh Stadion (16,653)"
NEC Nijmegen,2,2,FC Groningen,"Wednesday, October 29, 2008","De Goffert (12,150)"
SC Heracles Almelo,1,3,Ajax Amsterdam,"Wednesday, October 29, 2008","Polman Stadion (8,500)"
Sparta Rotterdam,2,1,Feyenoord Rotterdam,"Wednesday, October 29, 2008","Sparta-Stadion, Het Kasteel (10,894)"
ADO Den Haag,0,2,PSV Eindhoven,"Tuesday, October 28, 2008","Het Zuiderpark (13,800)"
FC Volendam,2,2,Willem II Tilburg,"Tuesday, October 28, 2008","Kras Stadion (5,172)"
Roda JC Kerkrade,0,2,AZ Alkmaar,"Tuesday, October 28, 2008","Parkstad Limburg Stadion (15,000)"
Ajax Amsterdam,2,0,NEC Nijmegen,"Sunday, October 26, 2008","Amsterdam ArenA (45,000)"
FC Utrecht,0,0,NAC Breda,"Sunday, October 26, 2008","Nieuw Galgewaard (20,200)"
Vitesse Arnhem,0,2,Twente Enschede,"Sunday, October 26, 2008","Gelredome (17,100)"
Feyenoord Rotterdam,2,2,Heerenveen,"Sunday, October 26, 2008","De Kuip Stadion  (45,500)"
AZ Alkmaar,3,0,FC Volendam,"Saturday, October 25, 2008","Almaarderhout (16,413)"
FC Groningen,3,0,Sparta Rotterdam,"Saturday, October 25, 2008","Euroborg Stadion (21,735)"
Willem II Tilburg,1,1,De Graafschap,"Saturday, October 25, 2008","Willem II Stadion (11,000)"
PSV Eindhoven,2,3,Roda JC Kerkrade,"Saturday, October 25, 2008","Philips Stadion (34,200)"
SC Heracles Almelo,3,1,ADO Den Haag,"Friday, October 24, 2008","Polman Stadion (8,400)"
NEC Nijmegen,3,1,Vitesse Arnhem,"Sunday, October 19, 2008","De Goffert (12,500)"
De Graafschap,0,2,AZ Alkmaar,"Sunday, October 19, 2008","De Vijverberg (12,000)"
Sparta Rotterdam,1,0,FC Utrecht,"Sunday, October 19, 2008","Sparta-Stadion, Het Kasteel (10,234)"
Willem II Tilburg,1,0,Feyenoord Rotterdam,"Sunday, October 19, 2008","Willem II Stadion (13,750)"
Twente Enschede,2,0,SC Heracles Almelo,"Saturday, October 18, 2008","Arke Stadion (24,000)"
NAC Breda,2,1,PSV Eindhoven,"Saturday, October 18, 2008","Rat Verlegh Stadion (17,078)"
Roda JC Kerkrade,2,2,Heerenveen,"Saturday, October 18, 2008","Parkstad Limburg Stadion "
