home,homescore,awayscore,away,date,location
Go Ahead Eagles,2,3,PSV Eindhoven,"Saturday, March 1, 2014","De Adelaarshorst (7,898)"
Vitesse Arnhem,3,0,Roda JC Kerkrade,"Saturday, March 1, 2014","Gelredome (16,908)"
SC Heracles Almelo,1,2,Heerenveen,"Friday, February 28, 2014","Polman Stadion (8,376)"
FC Utrecht,1,0,FC Groningen,"Sunday, February 23, 2014","Galgenwaard (17,214)"
Ajax Amsterdam,4,0,AZ Alkmaar,"Sunday, February 23, 2014","Amsterdam ArenA (51,404)"
Vitesse Arnhem,3,1,RKC Waalwijk,"Sunday, February 23, 2014","Gelredome (23,411)"
Twente Enschede,2,2,Feyenoord Rotterdam,"Sunday, February 23, 2014","De Grolsch Veste (29,900)"
Heerenveen,0,0,NAC Breda,"Saturday, February 22, 2014","Abe Lenstra Stadion (22,147)"
Cambuur Leeuwarden,1,0,Roda JC Kerkrade,"Saturday, February 22, 2014","Cambuur Stadion (9,870)"
PEC Zwolle,1,1,SC Heracles Almelo,"Saturday, February 22, 2014","FC Zwolle Stadion (12,100)"
NEC Nijmegen,0,2,PSV Eindhoven,"Saturday, February 22, 2014","De Goffert (11,800)"
ADO Den Haag,3,2,Go Ahead Eagles,"Friday, February 21, 2014","Kyocera Stadion (11,186)"
Cambuur Leeuwarden,3,1,PEC Zwolle,"Sunday, February 16, 2014","Cambuur Stadion (9,739)"
FC Groningen,1,0,Go Ahead Eagles,"Sunday, February 16, 2014","Euroborg (18,851)"
NAC Breda,1,1,Feyenoord Rotterdam,"Sunday, February 16, 2014","Rat Verlegh Stadion (18,500)"
Ajax Amsterdam,3,0,Heerenveen,"Sunday, February 16, 2014","Amsterdam ArenA (51,396)"
Twente Enschede,2,0,Vitesse Arnhem,"Saturday, February 15, 2014","De Grolsch Veste (29,900)"
RKC Waalwijk,1,3,NEC Nijmegen,"Saturday, February 15, 2014","Mandemakers Stadion (6,228)"
Roda JC Kerkrade,0,1,ADO Den Haag,"Saturday, February 15, 2014","Parkstad Limburg Stadion (13,997)"
AZ Alkmaar,1,1,FC Utrecht,"Saturday, February 15, 2014","AFAS Stadion (15,489)"
PSV Eindhoven,2,1,SC Heracles Almelo,"Friday, February 14, 2014","Philips Stadion (32,500)"
FC Groningen,1,1,Twente Enschede,"Wednesday, February 12, 2014","Euroborg (19,555)"
SC Heracles Almelo,1,1,Cambuur Leeuwarden,"Sunday, February 9, 2014","Polman Stadion (8,325)"
PEC Zwolle,1,1,Ajax Amsterdam,"Sunday, February 9, 2014","FC Zwolle Stadion (12,500)"
RKC Waalwijk,5,2,FC Utrecht,"Sunday, February 9, 2014","Mandemakers Stadion (6,500)"
FC Groningen,1,3,Heerenveen,"Sunday, February 9, 2014","Euroborg (20,193)"
PSV Eindhoven,3,2,Twente Enschede,"Saturday, February 8, 2014","Philips Stadion (33,000)"
Go Ahead Eagles,2,1,AZ Alkmaar,"Saturday, February 8, 2014","De Adelaarshorst (17,550)"
NAC Breda,2,0,Roda JC Kerkrade,"Saturday, February 8, 2014","Rat Verlegh Stadion (7,938)"
Feyenoord Rotterdam,5,1,NEC Nijmegen,"Saturday, February 8, 2014","De Kuip Stadion  (45,000)"
Vitesse Arnhem,0,0,ADO Den Haag,"Friday, February 7, 2014","Gelredome (16,753)"
FC Utrecht,1,2,PEC Zwolle,"Thursday, February 6, 2014","Galgenwaard (13,500)"
Ajax Amsterdam,2,1,FC Groningen,"Thursday, February 6, 2014","Amsterdam ArenA (50,638)"
Cambuur Leeuwarden,1,2,PSV Eindhoven,"Wednesday, February 5, 2014","Cambuur Stadion (9,600)"
Go Ahead Eagles,2,2,RKC Waalwijk,"Wednesday, February 5, 2014","De Adelaarshorst (7,619)"
NEC Nijmegen,1,1,NAC Breda,"Wednesday, February 5, 2014","De Goffert (11,200)"
Heerenveen,0,2,Twente Enschede,"Wednesday, February 5, 2014","Abe Lenstra Stadion (22,223)"
Roda JC Kerkrade,1,2,Feyenoord Rotterdam,"Tuesday, February 4, 2014","Parkstad Limburg Stadion (13,793)"
ADO Den Haag,0,3,SC Heracles Almelo,"Tuesday, February 4, 2014","Kyocera Stadion (10,343)"
Vitesse Arnhem,0,2,AZ Alkmaar,"Tuesday, February 4, 2014","Gelredome (18,213)"
FC Utrecht,1,1,Ajax Amsterdam,"Sunday, February 2, 2014","Galgenwaard (23,750)"
NEC Nijmegen,1,1,Go Ahead Eagles,"Sunday, February 2, 2014","De Goffert (11,150)"
Twente Enschede,3,1,Cambuur Leeuwarden,"Sunday, February 2, 2014","De Grolsch Veste (29,650)"
RKC Waalwijk,2,0,PSV Eindhoven,"Sunday, February 2, 2014","Mandemakers Stadion (7,500)"
Heerenveen,3,0,ADO Den Haag,"Saturday, February 1, 2014","Abe Lenstra Stadion (21,000)"
PEC Zwolle,3,1,Roda JC Kerkrade,"Saturday, February 1, 2014","FC Zwolle Stadion (12,220)"
SC Heracles Almelo,1,2,NAC Breda,"Saturday, February 1, 2014","Polman Stadion (8,425)"
AZ Alkmaar,2,0,FC Groningen,"Saturday, February 1, 2014","AFAS Stadion (16,500)"
Feyenoord Rotterdam,1,1,Vitesse Arnhem,"Friday, January 31, 2014","De Kuip Stadion  (51,577)"
Cambuur Leeuwarden,3,1,Heerenveen,"Sunday, January 26, 2014","Cambuur Stadion (10,000)"
Vitesse Arnhem,1,1,NEC Nijmegen,"Sunday, January 26, 2014","Gelredome (20,600)"
Go Ahead Eagles,0,1,Ajax Amsterdam,"Sunday, January 26, 2014","De Adelaarshorst (7,398)"
ADO Den Haag,3,2,Feyenoord Rotterdam,"Saturday, January 25, 2014","Kyocera Stadion (12,789)"
NAC Breda,1,2,PEC Zwolle,"Saturday, January 25, 2014","Rat Verlegh Stadion (18,150)"
Roda JC Kerkrade,1,0,FC Utrecht,"Saturday, January 25, 2014","Parkstad Limburg Stadion (12,905)"
PSV Eindhoven,1,0,AZ Alkmaar,"Saturday, January 25, 2014","Philips Stadion (32,000)"
SC Heracles Almelo,2,1,RKC Waalwijk,"Friday, January 24, 2014","Polman Stadion (8,311)"
NEC Nijmegen,3,1,ADO Den Haag,"Sunday, January 19, 2014","De Goffert (12,500)"
Cambuur Leeuwarden,2,0,Go Ahead Eagles,"Sunday, January 19, 2014","Cambuur Stadion (9,345)"
FC Utrecht,2,5,Feyenoord Rotterdam,"Sunday, January 19, 2014","Galgenwaard (24,426)"
Ajax Amsterdam,1,0,PSV Eindhoven,"Sunday, January 19, 2014","Amsterdam ArenA (51,396)"
AZ Alkmaar,3,0,NAC Breda,"Saturday, January 18, 2014","AFAS Stadion (15,175)"
PEC Zwolle,1,2,Vitesse Arnhem,"Saturday, January 18, 2014","FC Zwolle Stadion (12,350)"
RKC Waalwijk,1,1,FC Groningen,"Saturday, January 18, 2014","Mandemakers Stadion (6,319)"
Heerenveen,2,2,Roda JC Kerkrade,"Saturday, January 18, 2014","Abe Lenstra Stadion (17,000)"
Twente Enschede,3,1,SC Heracles Almelo,"Friday, January 17, 2014","De Grolsch Veste (29,750)"
Roda JC Kerkrade,1,2,Ajax Amsterdam,"Sunday, December 22, 2013","Parkstad Limburg Stadion (18,058)"
FC Groningen,5,2,NEC Nijmegen,"Sunday, December 22, 2013","Euroborg (17,500)"
Go Ahead Eagles,2,1,FC Utrecht,"Sunday, December 22, 2013","De Adelaarshorst (7,538)"
PSV Eindhoven,2,0,ADO Den Haag,"Sunday, December 22, 2013","Philips Stadion (32,000)"
AZ Alkmaar,1,5,Heerenveen,"Saturday, December 21, 2013","AFAS Stadion (15,621)"
NAC Breda,1,0,Cambuur Leeuwarden,"Saturday, December 21, 2013","Rat Verlegh Stadion (17,250)"
SC Heracles Almelo,2,2,Vitesse Arnhem,"Saturday, December 21, 2013","Polman Stadion (8,470)"
Feyenoord Rotterdam,3,0,PEC Zwolle,"Saturday, December 21, 2013","De Kuip Stadion  (47,500)"
RKC Waalwijk,1,1,Twente Enschede,"Friday, December 20, 2013","Mandemakers Stadion (6,830)"
Cambuur Leeuwarden,1,2,Ajax Amsterdam,"Sunday, December 15, 2013","Cambuur Stadion (10,000)"
Feyenoord Rotterdam,1,0,FC Groningen,"Sunday, December 15, 2013","De Kuip Stadion  (42,800)"
SC Heracles Almelo,2,0,AZ Alkmaar,"Sunday, December 15, 2013","Polman Stadion (8,254)"
Vitesse Arnhem,3,2,NAC Breda,"Sunday, December 15, 2013","Gelredome (20,800)"
FC Utrecht,1,5,PSV Eindhoven,"Sunday, December 15, 2013","Galgenwaard (20,011)"
NEC Nijmegen,4,3,Roda JC Kerkrade,"Saturday, December 14, 2013","De Goffert (10,322)"
ADO Den Haag,1,2,RKC Waalwijk,"Saturday, December 14, 2013","Kyocera Stadion (12,113)"
Twente Enschede,3,1,Go Ahead Eagles,"Saturday, December 14, 2013","De Grolsch Veste (29,900)"
PEC Zwolle,1,2,Heerenveen,"Friday, December 13, 2013","FC Zwolle Stadion (12,500)"
Heerenveen,1,2,Feyenoord Rotterdam,"Sunday, December 8, 2013","Abe Lenstra Stadion (25,700)"
FC Groningen,1,2,ADO Den Haag,"Sunday, December 8, 2013","Euroborg (18,831)"
Go Ahead Eagles,4,1,PEC Zwolle,"Sunday, December 8, 2013","De Adelaarshorst (7,731)"
Roda JC Kerkrade,1,3,SC Heracles Almelo,"Sunday, December 8, 2013","Parkstad Limburg Stadion (12,781)"
Ajax Amsterdam,4,0,NAC Breda,"Saturday, December 7, 2013","Amsterdam ArenA (50,189)"
AZ Alkmaar,1,2,Twente Enschede,"Saturday, December 7, 2013","AFAS Stadion (16,021)"
RKC Waalwijk,2,2,Cambuur Leeuwarden,"Saturday, December 7, 2013","Mandemakers Stadion (6,493)"
PSV Eindhoven,2,6,Vitesse Arnhem,"Saturday, December 7, 2013","Philips Stadion (33,000)"
FC Utrecht,2,0,NEC Nijmegen,"Friday, December 6, 2013","Galgenwaard (15,034)"
ADO Den Haag,1,1,Heerenveen,"Wednesday, December 4, 2013","Kyocera Stadion (7,500)"
Go Ahead Eagles,1,1,SC Heracles Almelo,"Wednesday, December 4, 2013","De Adelaarshorst (7,338)"
ADO Den Haag,0,4,Ajax Amsterdam,"Sunday, December 1, 2013","Kyocera Stadion (13,236)"
Feyenoord Rotterdam,3,1,PSV Eindhoven,"Sunday, December 1, 2013","De Kuip Stadion  (47,500)"
Vitesse Arnhem,3,0,Cambuur Leeuwarden,"Sunday, December 1, 2013","Gelredome (12,000)"
NEC Nijmegen,3,2,AZ Alkmaar,"Sunday, December 1, 2013","De Goffert (10,400)"
PEC Zwolle,1,1,RKC Waalwijk,"Saturday, November 30, 2013","FC Zwolle Stadion (12,140)"
Heerenveen,3,1,Go Ahead Eagles,"Saturday, November 30, 2013","Abe Lenstra Stadion (22,600)"
NAC Breda,2,2,FC Groningen,"Saturday, November 30, 2013","Rat Verlegh Stadion (18,100)"
SC Heracles Almelo,1,2,FC Utrecht,"Saturday, November 30, 2013","Polman Stadion (8,169)"
Roda JC Kerkrade,1,2,Twente Enschede,"Friday, November 29, 2013","Parkstad Limburg Stadion (13,905)"
FC Utrecht,3,0,ADO Den Haag,"Sunday, November 24, 2013","Galgenwaard (13,800)"
RKC Waalwijk,1,0,Feyenoord Rotterdam,"Sunday, November 24, 2013","Mandemakers Stadion (7,500)"
FC Groningen,0,0,PEC Zwolle,"Sunday, November 24, 2013","Euroborg (21,453)"
Go Ahead Eagles,0,3,Vitesse Arnhem,"Sunday, November 24, 2013","De Adelaarshorst (7,473)"
Twente Enschede,5,2,NAC Breda,"Sunday, November 24, 2013","De Grolsch Veste (29,900)"
PSV Eindhoven,1,1,Heerenveen,"Saturday, November 23, 2013","Philips Stadion (34,000)"
AZ Alkmaar,2,2,Roda JC Kerkrade,"Saturday, November 23, 2013","AFAS Stadion (15,379)"
Cambuur Leeuwarden,2,1,NEC Nijmegen,"Saturday, November 23, 2013","Cambuur Stadion (9,648)"
Ajax Amsterdam,3,0,SC Heracles Almelo,"Saturday, November 23, 2013","Amsterdam ArenA (49,747)"
PEC Zwolle,1,1,Twente Enschede,"Sunday, November 10, 2013","FC Zwolle Stadion (12,400)"
NAC Breda,2,1,PSV Eindhoven,"Sunday, November 10, 2013","Rat Verlegh Stadion (18,400)"
NEC Nijmegen,0,3,Ajax Amsterdam,"Sunday, November 10, 2013","De Goffert (12,000)"
Feyenoord Rotterdam,2,2,AZ Alkmaar,"Sunday, November 10, 2013","De Kuip Stadion  (46,000)"
Roda JC Kerkrade,1,4,Go Ahead Eagles,"Saturday, November 9, 2013","Parkstad Limburg Stadion (13,400)"
SC Heracles Almelo,0,3,FC Groningen,"Saturday, November 9, 2013","Polman Stadion (8,480)"
Vitesse Arnhem,3,1,FC Utrecht,"Saturday, November 9, 2013","Gelredome (16,779)"
ADO Den Haag,3,0,Cambuur Leeuwarden,"Saturday, November 9, 2013","Kyocera Stadion (9,810)"
Heerenveen,5,2,RKC Waalwijk,"Friday, November 8, 2013","Abe Lenstra Stadion (22,000)"
FC Groningen,3,3,Roda JC Kerkrade,"Sunday, November 3, 2013","Euroborg (21,000)"
Cambuur Leeuwarden,0,2,Feyenoord Rotterdam,"Sunday, November 3, 2013","Cambuur Stadion (10,000)"
FC Utrecht,2,0,Heerenveen,"Sunday, November 3, 2013","Galgenwaard (17,880)"
Ajax Amsterdam,0,1,Vitesse Arnhem,"Saturday, November 2, 2013","Amsterdam ArenA (51,377)"
AZ Alkmaar,2,0,ADO Den Haag,"Saturday, November 2, 2013","AFAS Stadion (15,379)"
Twente Enschede,2,2,NEC Nijmegen,"Saturday, November 2, 2013","De Grolsch Veste (29,200)"
PSV Eindhoven,1,1,PEC Zwolle,"Saturday, November 2, 2013","Philips Stadion (33,100)"
RKC Waalwijk,3,0,NAC Breda,"Friday, November 1, 2013","Mandemakers Stadion (6,491)"
Roda JC Kerkrade,2,1,PSV Eindhoven,"Sunday, October 27, 2013","Parkstad Limburg Stadion (15,053)"
Feyenoord Rotterdam,1,2,SC Heracles Almelo,"Sunday, October 27, 2013","De Kuip Stadion  (46,000)"
PEC Zwolle,0,2,AZ Alkmaar,"Sunday, October 27, 2013","FC Zwolle Stadion (12,218)"
Vitesse Arnhem,2,2,FC Groningen,"Sunday, October 27, 2013","Gelredome (19,104)"
ADO Den Haag,3,2,Twente Enschede,"Saturday, October 26, 2013","Kyocera Stadion (10,823)"
Cambuur Leeuwarden,3,1,FC Utrecht,"Saturday, October 26, 2013","Cambuur Stadion (9,620)"
NAC Breda,5,0,Go Ahead Eagles,"Saturday, October 26, 2013","Rat Verlegh Stadion (17,800)"
Ajax Amsterdam,0,0,RKC Waalwijk,"Saturday, October 26, 2013","Amsterdam ArenA (48,256)"
NEC Nijmegen,2,1,Heerenveen,"Friday, October 25, 2013","De Goffert (11,800)"
SC Heracles Almelo,1,1,NEC Nijmegen,"Sunday, October 20, 2013","Polman Stadion (8,320)"
FC Groningen,1,0,PSV Eindhoven,"Sunday, October 20, 2013","Euroborg (19,776)"
PEC Zwolle,6,1,ADO Den Haag,"Sunday, October 20, 2013","FC Zwolle Stadion (12,089)"
AZ Alkmaar,3,1,Cambuur Leeuwarden,"Sunday, October 20, 2013","AFAS Stadion (15,787)"
Go Ahead Eagles,2,2,Feyenoord Rotterdam,"Saturday, October 19, 2013","De Adelaarshorst (7,681)"
RKC Waalwijk,1,2,Roda JC Kerkrade,"Saturday, October 19, 2013","Mandemakers Stadion (6,101)"
FC Utrecht,4,2,NAC Breda,"Saturday, October 19, 2013","Galgenwaard (16,019)"
Heerenveen,2,3,Vitesse Arnhem,"Saturday, October 19, 2013","Abe Lenstra Stadion (22,000)"
Twente Enschede,1,1,Ajax Amsterdam,"Saturday, October 19, 2013","De Grolsch Veste (30,000)"
Ajax Amsterdam,3,0,FC Utrecht,"Sunday, October 6, 2013","Amsterdam ArenA (49,294)"
FC Groningen,2,1,AZ Alkmaar,"Sunday, October 6, 2013","Euroborg (18,200)"
Vitesse Arnhem,1,2,Feyenoord Rotterdam,"Sunday, October 6, 2013","Gelredome (18,200)"
PSV Eindhoven,2,1,RKC Waalwijk,"Sunday, October 6, 2013","Philips Stadion (32,200)"
Go Ahead Eagles,4,3,NEC Nijmegen,"Saturday, October 5, 2013","De Adelaarshorst (7,423)"
Roda JC Kerkrade,0,0,PEC Zwolle,"Saturday, October 5, 2013","Parkstad Limburg Stadion (14,046)"
NAC Breda,2,1,SC Heracles Almelo,"Saturday, October 5, 2013","Rat Verlegh Stadion (17,200)"
Cambuur Leeuwarden,0,1,Twente Enschede,"Friday, October 4, 2013","Cambuur Stadion (10,000)"
ADO Den Haag,2,1,Vitesse Arnhem,"Wednesday, October 2, 2013","Kyocera Stadion (9,080)"
NEC Nijmegen,2,3,Vitesse Arnhem,"Sunday, September 29, 2013","De Goffert (11,500)"
Feyenoord Rotterdam,4,2,ADO Den Haag,"Sunday, September 29, 2013","De Kuip Stadion  (41,000)"
Heerenveen,2,1,Cambuur Leeuwarden,"Sunday, September 29, 2013","Abe Lenstra Stadion (26,100)"
Twente Enschede,5,0,FC Groningen,"Sunday, September 29, 2013","De Grolsch Veste (29,250)"
AZ Alkmaar,2,1,PSV Eindhoven,"Saturday, September 28, 2013","AFAS Stadion (16,032)"
RKC Waalwijk,1,4,SC Heracles Almelo,"Saturday, September 28, 2013","Mandemakers Stadion (6,210)"
FC Utrecht,3,3,Roda JC Kerkrade,"Saturday, September 28, 2013","Galgenwaard (14,320)"
Ajax Amsterdam,6,0,Go Ahead Eagles,"Saturday, September 28, 2013","Amsterdam ArenA (48,587)"
PEC Zwolle,0,0,NAC Breda,"Saturday, September 28, 2013","FC Zwolle Stadion (11,100)"
Vitesse Arnhem,3,0,PEC Zwolle,"Sunday, September 22, 2013","Gelredome (15,200)"
Feyenoord Rotterdam,1,0,FC Utrecht,"Sunday, September 22, 2013","De Kuip Stadion  (46,000)"
NAC Breda,3,0,AZ Alkmaar,"Sunday, September 22, 2013","Rat Verlegh Stadion (18,300)"
PSV Eindhoven,4,0,Ajax Amsterdam,"Sunday, September 22, 2013","Philips Stadion (33,300)"
SC Heracles Almelo,0,3,Twente Enschede,"Saturday, September 21, 2013","Polman Stadion (8,500)"
ADO Den Haag,1,1,NEC Nijmegen,"Saturday, September 21, 2013","Kyocera Stadion (8,100)"
FC Groningen,4,1,RKC Waalwijk,"Saturday, September 21, 2013","Euroborg (18,306)"
Roda JC Kerkrade,3,3,Heerenveen,"Saturday, September 21, 2013","Parkstad Limburg Stadion (11,924)"
Go Ahead Eagles,0,0,Cambuur Leeuwarden,"Friday, September 20, 2013","De Adelaarshorst (7,214)"
NEC Nijmegen,3,3,Feyenoord Rotterdam,"Sunday, September 15, 2013","De Goffert (9,118)"
AZ Alkmaar,3,0,Go Ahead Eagles,"Sunday, September 15, 2013","AFAS Stadion (15,421)"
Heerenveen,4,2,FC Groningen,"Sunday, September 15, 2013","Abe Lenstra Stadion (24,150)"
Roda JC Kerkrade,1,5,NAC Breda,"Sunday, September 15, 2013","Parkstad Limburg Stadion (12,259)"
FC Utrecht,2,1,RKC Waalwijk,"Sunday, September 15, 2013","Galgenwaard (14,717)"
Ajax Amsterdam,2,1,PEC Zwolle,"Saturday, September 14, 2013","Amsterdam ArenA (51,488)"
Cambuur Leeuwarden,2,0,SC Heracles Almelo,"Saturday, September 14, 2013","Cambuur Stadion (9,618)"
Twente Enschede,2,2,PSV Eindhoven,"Saturday, September 14, 2013","De Grolsch Veste (29,750)"
FC Groningen,1,1,Ajax Amsterdam,"Sunday, September 1, 2013","Euroborg (21,670)"
PEC Zwolle,1,1,FC Utrecht,"Sunday, September 1, 2013","FC Zwolle Stadion (11,324)"
AZ Alkmaar,1,1,Vitesse Arnhem,"Sunday, September 1, 2013","AFAS Stadion (15,047)"
Feyenoord Rotterdam,4,0,Roda JC Kerkrade,"Sunday, September 1, 2013","De Kuip Stadion  (41,000)"
Twente Enschede,1,1,Heerenveen,"Saturday, August 31, 2013","De Grolsch Veste (29,100)"
RKC Waalwijk,1,4,Go Ahead Eagles,"Saturday, August 31, 2013","Mandemakers Stadion (6,000)"
SC Heracles Almelo,1,0,ADO Den Haag,"Saturday, August 31, 2013","Polman Stadion (8,311)"
PSV Eindhoven,0,0,Cambuur Leeuwarden,"Saturday, August 31, 2013","Philips Stadion (34,500)"
NAC Breda,1,1,NEC Nijmegen,"Friday, August 30, 2013","Rat Verlegh Stadion (16,800)"
Go Ahead Eagles,3,3,FC Groningen,"Sunday, August 25, 2013","De Adelaarshorst (7,339)"
Feyenoord Rotterdam,3,1,NAC Breda,"Sunday, August 25, 2013","De Kuip Stadion  (41,000)"
Vitesse Arnhem,1,0,Twente Enschede,"Sunday, August 25, 2013","Gelredome (14,745)"
FC Utrecht,2,0,AZ Alkmaar,"Sunday, August 25, 2013","Galgenwaard (14,486)"
NEC Nijmegen,2,2,RKC Waalwijk,"Saturday, August 24, 2013","De Goffert (9,500)"
ADO Den Haag,0,4,Roda JC Kerkrade,"Saturday, August 24, 2013","Kyocera Stadion (9,850)"
SC Heracles Almelo,1,1,PSV Eindhoven,"Saturday, August 24, 2013","Polman Stadion (8,250)"
PEC Zwolle,2,0,Cambuur Leeuwarden,"Saturday, August 24, 2013","FC Zwolle Stadion (11,000)"
Heerenveen,3,3,Ajax Amsterdam,"Friday, August 23, 2013","Abe Lenstra Stadion (25,205)"
Ajax Amsterdam,2,1,Feyenoord Rotterdam,"Sunday, August 18, 2013","Amsterdam ArenA (52,581)"
Heerenveen,2,4,SC Heracles Almelo,"Sunday, August 18, 2013","Abe Lenstra Stadion (20,500)"
NAC Breda,1,2,ADO Den Haag,"Sunday, August 18, 2013","Rat Verlegh Stadion (17,000)"
Twente Enschede,6,0,FC Utrecht,"Sunday, August 18, 2013","De Grolsch Veste (29,700)"
Cambuur Leeuwarden,4,1,FC Groningen,"Saturday, August 17, 2013","Cambuur Stadion (9,820)"
PSV Eindhoven,3,0,Go Ahead Eagles,"Saturday, August 17, 2013","Philips Stadion (32,000)"
RKC Waalwijk,1,2,AZ Alkmaar,"Saturday, August 17, 2013","Mandemakers Stadion (6,000)"
NEC Nijmegen,1,5,PEC Zwolle,"Saturday, August 17, 2013","De Goffert (10,100)"
Roda JC Kerkrade,1,1,Vitesse Arnhem,"Saturday, August 17, 2013","Parkstad Limburg Stadion (11,894)"
Feyenoord Rotterdam,1,4,Twente Enschede,"Sunday, August 11, 2013","De Kuip Stadion  (43,000)"
AZ Alkmaar,3,2,Ajax Amsterdam,"Sunday, August 11, 2013","AFAS Stadion (16,268)"
FC Groningen,2,0,FC Utrecht,"Sunday, August 11, 2013","Euroborg (19,076)"
RKC Waalwijk,4,2,Vitesse Arnhem,"Sunday, August 11, 2013","Mandemakers Stadion (6,000)"
SC Heracles Almelo,1,3,PEC Zwolle,"Saturday, August 10, 2013","Polman Stadion (8,155)"
Go Ahead Eagles,2,1,ADO Den Haag,"Saturday, August 10, 2013","De Adelaarshorst (6,855)"
NAC Breda,0,2,Heerenveen,"Saturday, August 10, 2013","Rat Verlegh Stadion (17,250)"
PSV Eindhoven,5,0,NEC Nijmegen,"Saturday, August 10, 2013","Philips Stadion (31,500)"
Roda JC Kerkrade,2,0,Cambuur Leeuwarden,"Friday, August 9, 2013","Parkstad Limburg Stadion (12,335)"
Cambuur Leeuwarden,0,0,NAC Breda,"Sunday, August 4, 2013","Cambuur Stadion (9,085)"
FC Utrecht,1,1,Go Ahead Eagles,"Sunday, August 4, 2013","Galgenwaard (14,551)"
Vitesse Arnhem,3,1,SC Heracles Almelo,"Sunday, August 4, 2013","Gelredome (13,778)"
PEC Zwolle,2,1,Feyenoord Rotterdam,"Sunday, August 4, 2013","FC Zwolle Stadion (11,324)"
ADO Den Haag,2,3,PSV Eindhoven,"Saturday, August 3, 2013","Kyocera Stadion (13,120)"
NEC Nijmegen,1,4,FC Groningen,"Saturday, August 3, 2013","De Goffert (10,200)"
Twente Enschede,0,0,RKC Waalwijk,"Saturday, August 3, 2013","De Grolsch Veste (28,700)"
Heerenveen,4,2,AZ Alkmaar,"Saturday, August 3, 2013","Abe Lenstra Stadion (19,500)"
Ajax Amsterdam,3,0,Roda JC Kerkrade,"Friday, August 2, 2013","Amsterdam ArenA (51,445)"
