home, homescore, awayscore, away, date, group
Reading, 0, 2, Portsmouth, "Tuesday, January 1, 2008", "Madejski Stadium (24,084)"
Aston Villa, 2, 1, Tottenham Hotspur, "Tuesday, January 1, 2008", "Villa Park (41,609)"
Derby County, 1, 2, Blackburn Rovers, "Sunday, December 30, 2007", "Pride Park Stadium (30,048)"
Manchester City, 0, 0, Liverpool, "Sunday, December 30, 2007", "City of Manchester Stadium (47,321)"
Birmingham City, 1, 1, Fulham, "Saturday, December 29, 2007", "St Andrews Stadium (28,923)"
Chelsea, 2, 1, Newcastle United, "Saturday, December 29, 2007", "Stamford Bridge (41,751)"
Portsmouth, 0, 1, Middlesbrough, "Saturday, December 29, 2007", "Fratton Park (20,089)"
Sunderland, 3, 1, Bolton Wanderers, "Saturday, December 29, 2007", "Stadium of Light (42,058)"
Tottenham Hotspur, 6, 4, Reading, "Saturday, December 29, 2007", "White Hart Lane (36,178)"
West Ham United, 2, 1, Manchester United, "Saturday, December 29, 2007", "Upton Park (34,966)"
Wigan Athletic, 1, 2, Aston Villa, "Saturday, December 29, 2007", "The JJB Stadium (18,806)"
Everton, 1, 4, Arsenal, "Saturday, December 29, 2007", "Goodison Park (39,443)"
Manchester City, 2, 2, Blackburn Rovers, "Thursday, December 27, 2007", "City of Manchester Stadium (42,112)"
Chelsea, 4, 4, Aston Villa, "Wednesday, December 26, 2007", "Stamford Bridge (41,686)"
Tottenham Hotspur, 5, 1, Fulham, "Wednesday, December 26, 2007", "White Hart Lane (36,077)"
West Ham United, 1, 1, Reading, "Wednesday, December 26, 2007", "Upton Park (34,277)"
Birmingham City, 3, 0, Middlesbrough, "Wednesday, December 26, 2007", "St Andrews Stadium (24,094)"
Derby County, 1, 2, Liverpool, "Wednesday, December 26, 2007", "Pride Park Stadium (33,029)"
Everton, 2, 0, Bolton Wanderers, "Wednesday, December 26, 2007", "Goodison Park (38,918)"
Sunderland, 0, 4, Manchester United, "Wednesday, December 26, 2007", "Stadium of Light (47,360)"
Wigan Athletic, 1, 0, Newcastle United, "Wednesday, December 26, 2007", "The JJB Stadium (20,304)"
Portsmouth, 0, 0, Arsenal, "Wednesday, December 26, 2007", "Fratton Park (20,556)"
Manchester United, 2, 1, Everton, "Sunday, December 23, 2007", "Old Trafford (75,749)"
Newcastle United, 2, 2, Derby County, "Sunday, December 23, 2007", "St James' Park (51,386)"
Blackburn Rovers, 0, 1, Chelsea, "Sunday, December 23, 2007", "Ewood Park (23,966)"
Arsenal, 2, 1, Tottenham Hotspur, "Saturday, December 22, 2007", "Emirates Stadium (60,087)"
Aston Villa, 1, 1, Manchester City, "Saturday, December 22, 2007", "Villa Park (41,455)"
Bolton Wanderers, 3, 0, Birmingham City, "Saturday, December 22, 2007", "Reebok Stadium (19,111)"
Fulham, 1, 1, Wigan Athletic, "Saturday, December 22, 2007", "Craven Cottage (20,820)"
Liverpool, 4, 1, Portsmouth, "Saturday, December 22, 2007", "Anfield (43,071)"
Middlesbrough, 1, 2, West Ham United, "Saturday, December 22, 2007", "The Riverside Stadium (26,007)"
Reading, 2, 1, Sunderland, "Saturday, December 22, 2007", "Madejski Stadium (24,082)"
Liverpool, 0, 1, Manchester United, "Sunday, December 16, 2007", "Anfield (44,459)"
Arsenal, 1, 0, Chelsea, "Sunday, December 16, 2007", "Emirates Stadium (60,139)"
Birmingham City, 1, 1, Reading, "Saturday, December 15, 2007", "St Andrews Stadium (27,300)"
Derby County, 0, 1, Middlesbrough, "Saturday, December 15, 2007", "Pride Park Stadium (32,676)"
Manchester City, 4, 2, Bolton Wanderers, "Saturday, December 15, 2007", "City of Manchester Stadium (40,506)"
Portsmouth, 0, 1, Tottenham Hotspur, "Saturday, December 15, 2007", "Fratton Park (20,520)"
Sunderland, 1, 1, Aston Villa, "Saturday, December 15, 2007", "Stadium of Light (43,248)"
West Ham United, 0, 2, Everton, "Saturday, December 15, 2007", "Upton Park (34,430)"
Wigan Athletic, 5, 3, Blackburn Rovers, "Saturday, December 15, 2007", "The JJB Stadium (16,489)"
Fulham, 0, 1, Newcastle United, "Saturday, December 15, 2007", "Craven Cottage (24,959)"
Middlesbrough, 2, 1, Arsenal, "Sunday, December 9, 2007", "The Riverside Stadium (26,428)"
Bolton Wanderers, 4, 1, Wigan Athletic, "Sunday, December 9, 2007", "Reebok Stadium (20,309)"
Tottenham Hotspur, 2, 1, Manchester City, "Sunday, December 9, 2007", "White Hart Lane (35,646)"
Blackburn Rovers, 0, 1, West Ham United, "Sunday, December 9, 2007", "Ewood Park (20,870)"
Aston Villa, 1, 3, Portsmouth, "Saturday, December 8, 2007", "Villa Park (35,790)"
Chelsea, 2, 0, Sunderland, "Saturday, December 8, 2007", "Stamford Bridge (41,707)"
Everton, 3, 0, Fulham, "Saturday, December 8, 2007", "Goodison Park (32,743)"
Manchester United, 4, 1, Derby County, "Saturday, December 8, 2007", "Old Trafford (75,725)"
Newcastle United, 2, 1, Birmingham City, "Saturday, December 8, 2007", "St James' Park (49,948)"
Reading, 3, 1, Liverpool, "Saturday, December 8, 2007", "Madejski Stadium (24,022)"
Newcastle United, 1, 1, Arsenal, "Wednesday, December 5, 2007", "St James' Park (50,305)"
Manchester United, 2, 0, Fulham, "Monday, December 3, 2007", "Old Trafford (75,055)"
Liverpool, 4, 0, Bolton Wanderers, "Sunday, December 2, 2007", "Anfield (43,270)"
Tottenham Hotspur, 2, 3, Birmingham City, "Sunday, December 2, 2007", "White Hart Lane (35,635)"
Chelsea, 1, 0, West Ham United, "Saturday, December 1, 2007", "Stamford Bridge (41,830)"
Blackburn Rovers, 3, 1, Newcastle United, "Saturday, December 1, 2007", "Ewood Park (27,477)"
Portsmouth, 0, 0, Everton, "Saturday, December 1, 2007", "Fratton Park (20,102)"
Reading, 1, 1, Middlesbrough, "Saturday, December 1, 2007", "Madejski Stadium (22,262)"
Sunderland, 1, 0, Derby County, "Saturday, December 1, 2007", "Stadium of Light (42,380)"
Wigan Athletic, 1, 1, Manchester City, "Saturday, December 1, 2007", "The JJB Stadium (18,614)"
Aston Villa, 1, 2, Arsenal, "Saturday, December 1, 2007", "Villa Park (42,018)"
Blackburn Rovers, 0, 4, Aston Villa, "Wednesday, November 28, 2007", "Ewood Park (20,776)"
West Ham United, 1, 1, Tottenham Hotspur, "Sunday, November 25, 2007", "Upton Park (34,966)"
Fulham, 2, 2, Blackburn Rovers, "Sunday, November 25, 2007", "Craven Cottage (22,826)"
Newcastle United, 0, 3, Liverpool, "Saturday, November 24, 2007", "St James' Park (52,307)"
Arsenal, 2, 0, Wigan Athletic, "Saturday, November 24, 2007", "Emirates Stadium (60,126)"
Birmingham City, 0, 2, Portsmouth, "Saturday, November 24, 2007", "St Andrews Stadium (22,089)"
Bolton Wanderers, 1, 0, Manchester United, "Saturday, November 24, 2007", "Reebok Stadium (25,028)"
Everton, 7, 1, Sunderland, "Saturday, November 24, 2007", "Goodison Park (38,594)"
Manchester City, 2, 1, Reading, "Saturday, November 24, 2007", "City of Manchester Stadium (43,813)"
Middlesbrough, 0, 3, Aston Villa, "Saturday, November 24, 2007", "The Riverside Stadium (23,900)"
Derby County, 0, 2, Chelsea, "Saturday, November 24, 2007", "Pride Park Stadium (32,789)"
Reading, 1, 3, Arsenal, "Monday, November 12, 2007", "Madejski Stadium (24,024)"
Birmingham City, 1, 2, Aston Villa, "Sunday, November 11, 2007", "St Andrews Stadium (26,539)"
Chelsea, 1, 1, Everton, "Sunday, November 11, 2007", "Stamford Bridge (41,683)"
Bolton Wanderers, 0, 0, Middlesbrough, "Sunday, November 11, 2007", "Reebok Stadium (17,624)"
Manchester United, 2, 0, Blackburn Rovers, "Sunday, November 11, 2007", "Old Trafford (75,710)"
Tottenham Hotspur, 4, 0, Wigan Athletic, "Sunday, November 11, 2007", "White Hart Lane (35,504)"
Portsmouth, 0, 0, Manchester City, "Sunday, November 11, 2007", "Fratton Park (19,529)"
Sunderland, 1, 1, Newcastle United, "Saturday, November 10, 2007", "Stadium of Light (47,701)"
Derby County, 0, 5, West Ham United, "Saturday, November 10, 2007", "Pride Park Stadium (32,440)"
Liverpool, 2, 0, Fulham, "Saturday, November 10, 2007", "Anfield (43,073)"
Manchester City, 1, 0, Sunderland, "Monday, November 5, 2007", "City of Manchester Stadium (40,038)"
West Ham United, 1, 1, Bolton Wanderers, "Sunday, November 4, 2007", "Upton Park (33,867)"
Arsenal, 2, 2, Manchester United, "Saturday, November 3, 2007", "Emirates Stadium (60,161)"
Aston Villa, 2, 0, Derby County, "Saturday, November 3, 2007", "Villa Park (40,938)"
Everton, 3, 1, Birmingham City, "Saturday, November 3, 2007", "Goodison Park (35,155)"
Fulham, 3, 1, Reading, "Saturday, November 3, 2007", "Craven Cottage (22,086)"
Middlesbrough, 1, 1, Tottenham Hotspur, "Saturday, November 3, 2007", "The Riverside Stadium (25,625)"
Newcastle United, 1, 4, Portsmouth, "Saturday, November 3, 2007", "St James' Park (51,490)"
Wigan Athletic, 0, 2, Chelsea, "Saturday, November 3, 2007", "The JJB Stadium (19,011)"
Blackburn Rovers, 0, 0, Liverpool, "Saturday, November 3, 2007", "Ewood Park (30,033)"
Bolton Wanderers, 1, 1, Aston Villa, "Sunday, October 28, 2007", "Reebok Stadium (18,413)"
Derby County, 0, 2, Everton, "Sunday, October 28, 2007", "Pride Park Stadium (33,048)"
Tottenham Hotspur, 1, 2, Blackburn Rovers, "Sunday, October 28, 2007", "White Hart Lane (36,086)"
Liverpool, 1, 1, Arsenal, "Sunday, October 28, 2007", "Anfield (44,122)"
Birmingham City, 3, 2, Wigan Athletic, "Saturday, October 27, 2007", "St Andrews Stadium (27,661)"
Chelsea, 6, 0, Manchester City, "Saturday, October 27, 2007", "Stamford Bridge (41,832)"
Manchester United, 4, 1, Middlesbrough, "Saturday, October 27, 2007", "Old Trafford (75,720)"
Reading, 2, 1, Newcastle United, "Saturday, October 27, 2007", "Madejski Stadium (24,119)"
Sunderland, 1, 1, Fulham, "Saturday, October 27, 2007", "Stadium of Light (39,392)"
Portsmouth, 0, 0, West Ham United, "Saturday, October 27, 2007", "Fratton Park (20,525)"
Newcastle United, 3, 1, Tottenham Hotspur, "Monday, October 22, 2007", "St James' Park (51,411)"
West Ham United, 3, 1, Sunderland, "Sunday, October 21, 2007", "Upton Park (34,913)"
Everton, 1, 2, Liverpool, "Saturday, October 20, 2007", "Goodison Park (40,049)"
