home, homescore, awayscore, away, date, group
AC Milan, 4, 1, Udinese, "Sunday, May 18, 2008", "Giuseppe Meazza (55,000)"
Atalanta, 2, 0, Genoa, "Sunday, May 18, 2008", "Atleti Azzurri d'Italia di Gallarate (9,000)"
Cagliari, 2, 2, Reggina, "Sunday, May 18, 2008", "Sant'Elia (22,000)"
Catania, 1, 1, AS Roma, "Sunday, May 18, 2008", "Angelo Massimino (22,000)"
Empoli, 2, 1, Livorno, "Sunday, May 18, 2008", "Carlo Castellani (6,000)"
Lazio, 2, 1, Napoli, "Sunday, May 18, 2008", "Olimpico (23,000)"
Parma, 0, 2, Internazionale, "Sunday, May 18, 2008", "Ennio Tardini (32,000)"
Siena, 2, 2, Palermo, "Sunday, May 18, 2008", "Artemio Franchi Montepaschi Arena (8,000)"
Torino, 0, 1, Fiorentina, "Sunday, May 18, 2008", "Olimpico Di Torino (23,000)"
Sampdoria, 3, 3, Juventus, "Saturday, May 17, 2008", "Luigi Ferraris (27,000)"
AS Roma, 2, 1, Atalanta, "Sunday, May 11, 2008", "Olimpico (36,416)"
Fiorentina, 3, 1, Parma, "Sunday, May 11, 2008", "Artemio Franchi (36,289)"
Genoa, 0, 2, Lazio, "Sunday, May 11, 2008", "Luigi Ferraris (25,077)"
Internazionale, 2, 2, Siena, "Sunday, May 11, 2008", "Giuseppe Meazza (80,000)"
Juventus, 1, 1, Catania, "Sunday, May 11, 2008", "Olimpico Di Torino (25,638)"
Livorno, 0, 1, Torino, "Sunday, May 11, 2008", "Armando Picchi (5,000)"
Napoli, 3, 1, AC Milan, "Sunday, May 11, 2008", "San Paolo (65,000)"
Palermo, 0, 2, Sampdoria, "Sunday, May 11, 2008", "Renzo Barbera (25,000)"
Reggina, 2, 0, Empoli, "Sunday, May 11, 2008", "Oreste Granillo (24,000)"
Udinese, 0, 2, Cagliari, "Sunday, May 11, 2008", "Friuli (16,000)"
AC Milan, 2, 1, Internazionale, "Sunday, May 4, 2008", "Giuseppe Meazza (82,000)"
Atalanta, 3, 2, Livorno, "Sunday, May 4, 2008", "Atleti Azzurri d'Italia di Gallarate (10,000)"
Cagliari, 2, 1, Fiorentina, "Sunday, May 4, 2008", "Sant'Elia (18,000)"
Catania, 1, 2, Reggina, "Sunday, May 4, 2008", "Angelo Massimino (17,000)"
Empoli, 0, 1, Udinese, "Sunday, May 4, 2008", "Carlo Castellani (6,000)"
Lazio, 1, 2, Palermo, "Sunday, May 4, 2008", "Olimpico (10,000)"
Parma, 1, 0, Genoa, "Sunday, May 4, 2008", "Ennio Tardini (18,590)"
Sampdoria, 0, 3, AS Roma, "Sunday, May 4, 2008", "Luigi Ferraris (24,000)"
Siena, 1, 0, Juventus, "Sunday, May 4, 2008", "Artemio Franchi Montepaschi Arena (15,000)"
Torino, 2, 1, Napoli, "Sunday, May 4, 2008", "Olimpico Di Torino (16,500)"
AS Roma, 4, 1, Torino, "Sunday, April 27, 2008", "Olimpico (34,000)"
Fiorentina, 2, 2, Sampdoria, "Sunday, April 27, 2008", "Artemio Franchi (36,627)"
Genoa, 0, 1, Empoli, "Sunday, April 27, 2008", "Luigi Ferraris (24,000)"
Internazionale, 2, 1, Cagliari, "Sunday, April 27, 2008", "Giuseppe Meazza (52,000)"
Juventus, 5, 2, Lazio, "Sunday, April 27, 2008", "Olimpico Di Torino (20,588)"
Livorno, 1, 4, AC Milan, "Sunday, April 27, 2008", "Armando Picchi (12,500)"
Napoli, 0, 0, Siena, "Sunday, April 27, 2008", "San Paolo (40,000)"
Palermo, 0, 0, Atalanta, "Sunday, April 27, 2008", "Renzo Barbera (23,000)"
Reggina, 2, 1, Parma, "Sunday, April 27, 2008", "Oreste Granillo (18,000)"
Udinese, 2, 1, Catania, "Sunday, April 27, 2008", "Friuli (14,000)"
AC Milan, 5, 1, Reggina, "Sunday, April 20, 2008", "Giuseppe Meazza (65,000)"
Atalanta, 0, 4, Juventus, "Sunday, April 20, 2008", "Atleti Azzurri d'Italia di Gallarate (23,000)"
Cagliari, 2, 0, Empoli, "Sunday, April 20, 2008", "Sant'Elia (15,000)"
Catania, 1, 0, Lazio, "Sunday, April 20, 2008", "Angelo Massimino (17,000)"
Parma, 1, 2, Napoli, "Sunday, April 20, 2008", "Ennio Tardini (18,656)"
Sampdoria, 3, 0, Udinese, "Sunday, April 20, 2008", "Luigi Ferraris (25,000)"
Siena, 0, 1, Genoa, "Sunday, April 20, 2008", "Artemio Franchi Montepaschi Arena (12,000)"
Torino, 0, 1, Internazionale, "Sunday, April 20, 2008", "Olimpico Di Torino (21,875)"
AS Roma, 1, 1, Livorno, "Saturday, April 19, 2008", "Olimpico (34,061)"
Fiorentina, 1, 0, Palermo, "Saturday, April 19, 2008", "Artemio Franchi (27,321)"
Juventus, 3, 0, Parma, "Wednesday, April 16, 2008", "Olimpico Di Torino (21,406)"
Empoli, 1, 1, Parma, "Sunday, April 13, 2008", "Carlo Castellani (6,500)"
Genoa, 3, 0, Torino, "Sunday, April 13, 2008", "Luigi Ferraris (25,751)"
Lazio, 1, 1, Siena, "Sunday, April 13, 2008", "Olimpico (16,000)"
Livorno, 1, 2, Cagliari, "Sunday, April 13, 2008", "Armando Picchi (12,000)"
Napoli, 2, 0, Atalanta, "Sunday, April 13, 2008", "San Paolo (40,000)"
Reggina, 1, 0, Sampdoria, "Sunday, April 13, 2008", "Oreste Granillo (9,000)"
Udinese, 1, 3, AS Roma, "Sunday, April 13, 2008", "Friuli (16,000)"
Internazionale, 2, 0, Fiorentina, "Sunday, April 13, 2008", "Giuseppe Meazza (53,483)"
Palermo, 1, 0, Catania, "Saturday, April 12, 2008", "Renzo Barbera (25,000)"
Juventus, 3, 2, AC Milan, "Saturday, April 12, 2008", "Olimpico Di Torino "
Atalanta, 0, 2, Internazionale, "Sunday, April 6, 2008", "Atleti Azzurri d'Italia di Gallarate (22,000)"
Catania, 3, 0, Napoli, "Sunday, April 6, 2008", "Angelo Massimino (17,000)"
Fiorentina, 2, 0, Reggina, "Sunday, April 6, 2008", "Artemio Franchi (27,321)"
Parma, 2, 2, Lazio, "Sunday, April 6, 2008", "Ennio Tardini (14,059)"
Sampdoria, 2, 0, Livorno, "Sunday, April 6, 2008", "Luigi Ferraris (21,000)"
Siena, 1, 1, Udinese, "Sunday, April 6, 2008", "Artemio Franchi Montepaschi Arena (9,500)"
Torino, 0, 1, Empoli, "Sunday, April 6, 2008", "Olimpico Di Torino (16,000)"
Palermo, 3, 2, Juventus, "Sunday, April 6, 2008", "Renzo Barbera (38,000)"
AS Roma, 3, 2, Genoa, "Saturday, April 5, 2008", "Olimpico (36,366)"
AC Milan, 3, 1, Cagliari, "Saturday, April 5, 2008", "Giuseppe Meazza (57,000)"
AC Milan, 1, 2, Atalanta, "Sunday, March 30, 2008", "Giuseppe Meazza (60,000)"
Catania, 1, 2, Torino, "Sunday, March 30, 2008", "Angelo Massimino (16,000)"
Empoli, 0, 2, Sampdoria, "Sunday, March 30, 2008", "Carlo Castellani (7,000)"
Genoa, 2, 0, Reggina, "Sunday, March 30, 2008", "Luigi Ferraris (23,349)"
Livorno, 0, 0, Siena, "Sunday, March 30, 2008", "Armando Picchi (13,000)"
Udinese, 3, 1, Fiorentina, "Sunday, March 30, 2008", "Friuli (15,000)"
Napoli, 1, 0, Palermo, "Sunday, March 30, 2008", "San Paolo (47,000)"
Cagliari, 1, 1, AS Roma, "Saturday, March 29, 2008", "Sant'Elia (22,000)"
Lazio, 1, 1, Internazionale, "Saturday, March 29, 2008", "Olimpico (35,000)"
AS Roma, 2, 1, Empoli, "Saturday, March 22, 2008", "Olimpico (31,392)"
Atalanta, 0, 0, Catania, "Saturday, March 22, 2008", "Atleti Azzurri d'Italia di Gallarate (9,000)"
Fiorentina, 1, 0, Lazio, "Saturday, March 22, 2008", "Artemio Franchi (26,579)"
Palermo, 2, 3, Genoa, "Saturday, March 22, 2008", "Renzo Barbera (23,000)"
Reggina, 1, 1, Napoli, "Saturday, March 22, 2008", "Oreste Granillo (11,570)"
Sampdoria, 1, 1, Cagliari, "Saturday, March 22, 2008", "Luigi Ferraris (20,000)"
Siena, 2, 0, Parma, "Saturday, March 22, 2008", "Artemio Franchi Montepaschi Arena (8,000)"
Torino, 0, 1, AC Milan, "Saturday, March 22, 2008", "Olimpico Di Torino (19,200)"
Udinese, 2, 0, Livorno, "Saturday, March 22, 2008", "Friuli (12,000)"
Internazionale, 1, 2, Juventus, "Saturday, March 22, 2008", "Giuseppe Meazza (58,049)"
AC Milan, 1, 2, Sampdoria, "Wednesday, March 19, 2008", "Giuseppe Meazza (60,000)"
Cagliari, 1, 0, Atalanta, "Wednesday, March 19, 2008", "Sant'Elia (15,000)"
Catania, 0, 0, Siena, "Wednesday, March 19, 2008", "Angelo Massimino (16,000)"
Empoli, 0, 0, Juventus, "Wednesday, March 19, 2008", "Carlo Castellani (11,000)"
Genoa, 1, 1, Internazionale, "Wednesday, March 19, 2008", "Luigi Ferraris (27,624)"
Livorno, 1, 1, Reggina, "Wednesday, March 19, 2008", "Armando Picchi (11,500)"
Napoli, 2, 0, Fiorentina, "Wednesday, March 19, 2008", "San Paolo (47,500)"
Parma, 2, 1, Palermo, "Wednesday, March 19, 2008", "Ennio Tardini (13,195)"
Torino, 0, 1, Udinese, "Wednesday, March 19, 2008", "Olimpico Di Torino (19,700)"
Lazio, 3, 2, AS Roma, "Wednesday, March 19, 2008", "Olimpico (78,000)"
Atalanta, 4, 1, Empoli, "Sunday, March 16, 2008", "Atleti Azzurri d'Italia di Gallarate (9,000)"
Cagliari, 3, 0, Torino, "Sunday, March 16, 2008", "Sant'Elia (12,000)"
