home,homescore,awayscore,away,date,location
Dundee United,3,3,Rangers,"Saturday, April 24, 2004","Tannadice Park (8,339)"
Dunfermline Athletic,3,0,Motherwell,"Saturday, April 24, 2004","East End Park (4,290)"
Kilmarnock,2,0,Hibernian,"Saturday, April 24, 2004","Rugby Park (4,886)"
Livingston,2,0,Aberdeen,"Saturday, April 24, 2004","The City Stadium (3,133)"
Partick Thistle,0,1,Dundee,"Saturday, April 24, 2004","Firhill Stadium (2,727)"
Celtic,1,2,Aberdeen,"Wednesday, April 21, 2004","Celtic Park (51,000)"
Aberdeen,0,2,Motherwell,"Sunday, April 18, 2004","Pittodrie Stadium (7,246)"
Kilmarnock,0,1,Celtic,"Sunday, April 18, 2004","Rugby Park (14,576)"
Dundee,2,2,Hibernian,"Saturday, April 17, 2004","Dens Park stadium (5,508)"
Dunfermline Athletic,1,1,Dundee United,"Saturday, April 17, 2004","East End Park (4,409)"
Heart of Midlothian,1,1,Livingston,"Saturday, April 17, 2004","Tynecastle Stadium (10,352)"
Rangers,2,0,Partick Thistle,"Saturday, April 17, 2004","Ibrox Stadium (49,279)"
Motherwell,1,0,Dunfermline Athletic,"Thursday, April 15, 2004","Fir Park Stadium (3,920)"
Livingston,1,1,Rangers,"Wednesday, April 14, 2004","The City Stadium (6,096)"
Dunfermline Athletic,1,1,Hibernian,"Tuesday, April 13, 2004","East End Park (5,041)"
Dundee United,2,2,Dundee,"Sunday, April 11, 2004","Tannadice Park (9,571)"
Hibernian,3,0,Kilmarnock,"Saturday, April 10, 2004","Easter Road Stadium (7,326)"
Partick Thistle,1,0,Heart of Midlothian,"Saturday, April 10, 2004","Firhill Stadium (4,043)"
Livingston,1,1,Kilmarnock,"Wednesday, April 7, 2004","The City Stadium (2,677)"
Motherwell,1,1,Heart of Midlothian,"Wednesday, April 7, 2004","Fir Park Stadium (5,500)"
Motherwell,0,1,Rangers,"Sunday, April 4, 2004","Fir Park Stadium (8,967)"
Aberdeen,3,0,Dundee United,"Saturday, April 3, 2004","Pittodrie Stadium (8,449)"
Celtic,2,2,Heart of Midlothian,"Saturday, April 3, 2004","Celtic Park (59,348)"
Dundee,2,1,Partick Thistle,"Saturday, April 3, 2004","Dens Park stadium (5,084)"
Dunfermline Athletic,2,1,Kilmarnock,"Saturday, April 3, 2004","East End Park (3,914)"
Hibernian,3,1,Livingston,"Saturday, April 3, 2004","Easter Road Stadium (6,507)"
Rangers,1,2,Celtic,"Sunday, March 28, 2004","Ibrox Stadium (49,909)"
Dundee United,1,0,Motherwell,"Saturday, March 27, 2004","Tannadice Park (7,585)"
Heart of Midlothian,3,1,Dundee,"Saturday, March 27, 2004","Tynecastle Stadium (10,491)"
Kilmarnock,3,1,Aberdeen,"Saturday, March 27, 2004","Rugby Park (7,250)"
Livingston,0,0,Dunfermline Athletic,"Saturday, March 27, 2004","The City Stadium (3,558)"
Partick Thistle,1,1,Hibernian,"Saturday, March 27, 2004","Firhill Stadium (3,155)"
Hibernian,3,3,Motherwell,"Wednesday, March 24, 2004","Easter Road Stadium (5,670)"
Livingston,2,3,Dundee United,"Wednesday, March 24, 2004","The City Stadium (3,082)"
Rangers,4,1,Dunfermline Athletic,"Tuesday, March 23, 2004","Ibrox Stadium (47,487)"
Hibernian,0,4,Celtic,"Sunday, March 21, 2004","Easter Road Stadium (9,456)"
Aberdeen,1,2,Livingston,"Sunday, March 21, 2004","Pittodrie Stadium (7,477)"
Dundee United,4,1,Kilmarnock,"Saturday, March 20, 2004","Tannadice Park (5,757)"
Dunfermline Athletic,1,0,Partick Thistle,"Saturday, March 20, 2004","East End Park (4,349)"
Rangers,4,0,Dundee,"Saturday, March 20, 2004","Ibrox Stadium (49,364)"
Dundee,1,2,Celtic,"Wednesday, March 17, 2004","Dens Park stadium (8,593)"
Celtic,1,1,Motherwell,"Sunday, March 14, 2004","Celtic Park (47,563)"
Dundee,1,1,Aberdeen,"Saturday, March 13, 2004","Dens Park stadium (6,839)"
Heart of Midlothian,1,1,Rangers,"Saturday, March 13, 2004","Tynecastle Stadium (14,598)"
Partick Thistle,1,1,Dundee United,"Saturday, March 13, 2004","Firhill Stadium (3,510)"
Aberdeen,0,0,Partick Thistle,"Tuesday, March 9, 2004","Pittodrie Stadium (7,395)"
Kilmarnock,1,1,Heart of Midlothian,"Sunday, March 7, 2004","Rugby Park (5,297)"
Celtic,5,1,Livingston,"Sunday, February 29, 2004","Celtic Park (57,973)"
Dundee United,2,0,Rangers,"Sunday, February 29, 2004","Tannadice Park (10,496)"
Dunfermline Athletic,0,0,Heart of Midlothian,"Saturday, February 28, 2004","East End Park (8,421)"
Hibernian,0,1,Aberdeen,"Saturday, February 28, 2004","Easter Road Stadium (10,416)"
Kilmarnock,4,2,Dundee,"Saturday, February 28, 2004","Rugby Park (5,454)"
Motherwell,3,0,Partick Thistle,"Saturday, February 28, 2004","Fir Park Stadium (5,814)"
Livingston,2,3,Heart of Midlothian,"Tuesday, February 24, 2004","The City Stadium (4,450)"
Motherwell,1,0,Aberdeen,"Tuesday, February 24, 2004","Fir Park Stadium (5,220)"
Partick Thistle,1,4,Celtic,"Sunday, February 22, 2004","Firhill Stadium (8,131)"
Aberdeen,2,0,Dunfermline Athletic,"Saturday, February 21, 2004","Pittodrie Stadium (11,035)"
Dundee,1,0,Livingston,"Saturday, February 21, 2004","Dens Park stadium (6,108)"
Heart of Midlothian,3,1,Dundee United,"Saturday, February 21, 2004","Tynecastle Stadium (10,265)"
Motherwell,1,0,Kilmarnock,"Saturday, February 21, 2004","Fir Park Stadium (5,163)"
Rangers,3,0,Hibernian,"Saturday, February 21, 2004","Ibrox Stadium (49,698)"
Hibernian,1,1,Heart of Midlothian,"Sunday, February 15, 2004","Easter Road Stadium (15,060)"
Aberdeen,1,1,Rangers,"Saturday, February 14, 2004","Pittodrie Stadium (15,815)"
Celtic,2,1,Dundee United,"Saturday, February 14, 2004","Celtic Park (58,698)"
Dundee,0,1,Dunfermline Athletic,"Saturday, February 14, 2004","Dens Park stadium (5,643)"
Kilmarnock,2,1,Partick Thistle,"Saturday, February 14, 2004","Rugby Park (5,818)"
Livingston,3,1,Motherwell,"Saturday, February 14, 2004","The City Stadium (3,492)"
Dunfermline Athletic,1,4,Celtic,"Wednesday, February 11, 2004","East End Park (11,201)"
Heart of Midlothian,1,0,Aberdeen,"Wednesday, February 11, 2004","Tynecastle Stadium (11,236)"
Motherwell,5,3,Dundee,"Wednesday, February 11, 2004","Fir Park Stadium (4,247)"
Partick Thistle,5,2,Livingston,"Wednesday, February 11, 2004","Firhill Stadium (3,011)"
Rangers,2,0,Kilmarnock,"Wednesday, February 11, 2004","Ibrox Stadium (46,900)"
Dundee United,0,0,Hibernian,"Tuesday, February 10, 2004","Tannadice Park (6,389)"
Partick Thistle,0,1,Rangers,"Sunday, February 1, 2004","Firhill Stadium (8,220)"
Celtic,5,1,Kilmarnock,"Saturday, January 31, 2004","Celtic Park (59,138)"
Dundee United,1,0,Dunfermline Athletic,"Saturday, January 31, 2004","Tannadice Park (5,564)"
Hibernian,1,1,Dundee,"Saturday, January 31, 2004","Easter Road Stadium (8,023)"
Dundee,2,1,Dundee United,"Sunday, January 25, 2004","Dens Park stadium (10,747)"
Aberdeen,1,3,Celtic,"Saturday, January 24, 2004","Pittodrie Stadium (16,452)"
Dunfermline Athletic,1,0,Motherwell,"Saturday, January 24, 2004","East End Park (5,270)"
Heart of Midlothian,2,0,Partick Thistle,"Saturday, January 24, 2004","Tynecastle Stadium (10,264)"
Kilmarnock,0,2,Hibernian,"Saturday, January 24, 2004","Rugby Park (5,571)"
Rangers,1,0,Livingston,"Saturday, January 24, 2004","Ibrox Stadium (48,638)"
Heart of Midlothian,0,1,Celtic,"Sunday, January 18, 2004","Tynecastle Stadium (13,753)"
Dundee United,3,2,Aberdeen,"Saturday, January 17, 2004","Tannadice Park (6,666)"
Kilmarnock,1,1,Dunfermline Athletic,"Saturday, January 17, 2004","Rugby Park (5,715)"
Livingston,1,0,Hibernian,"Saturday, January 17, 2004","The City Stadium (5,621)"
Partick Thistle,1,2,Dundee,"Saturday, January 17, 2004","Firhill Stadium (4,690)"
Rangers,1,0,Motherwell,"Saturday, January 17, 2004","Ibrox Stadium (48,925)"
Dundee,1,2,Heart of Midlothian,"Tuesday, January 6, 2004","Dens Park stadium (6,387)"
Celtic,3,0,Rangers,"Saturday, January 3, 2004","Celtic Park (59,087)"
Aberdeen,3,1,Kilmarnock,"Saturday, January 3, 2004","Pittodrie Stadium (11,698)"
Dunfermline Athletic,2,2,Livingston,"Saturday, January 3, 2004","East End Park (5,155)"
Hibernian,3,2,Partick Thistle,"Saturday, January 3, 2004","Easter Road Stadium (8,875)"
Motherwell,3,1,Dundee United,"Saturday, January 3, 2004","Fir Park Stadium (5,549)"
Dundee,0,2,Rangers,"Sunday, December 28, 2003","Dens Park stadium (10,948)"
Heart of Midlothian,0,0,Motherwell,"Saturday, December 27, 2003","Tynecastle Stadium (10,046)"
Celtic,6,0,Hibernian,"Saturday, December 27, 2003","Celtic Park (59,609)"
Kilmarnock,0,2,Dundee United,"Saturday, December 27, 2003","Rugby Park (6,062)"
Livingston,1,1,Aberdeen,"Saturday, December 27, 2003","The City Stadium (7,115)"
Partick Thistle,4,1,Dunfermline Athletic,"Saturday, December 27, 2003","Firhill Stadium (4,377)"
Dundee United,0,0,Partick Thistle,"Tuesday, December 23, 2003","Tannadice Park (6,440)"
Hibernian,1,2,Dunfermline Athletic,"Sunday, December 21, 2003","Easter Road Stadium (9,085)"
Motherwell,0,2,Celtic,"Sunday, December 21, 2003","Fir Park Stadium (10,513)"
Aberdeen,2,2,Dundee,"Saturday, December 20, 2003","Pittodrie Stadium (10,354)"
Kilmarnock,0,3,Livingston,"Saturday, December 20, 2003","Rugby Park (5,035)"
Rangers,2,1,Heart of Midlothian,"Saturday, December 20, 2003","Ibrox Stadium (49,592)"
Dunfermline Athletic,2,0,Rangers,"Sunday, December 14, 2003","East End Park (8,592)"
Celtic,3,2,Dundee,"Saturday, December 13, 2003","Celtic Park (57,573)"
Dundee United,2,0,Livingston,"Saturday, December 13, 2003","Tannadice Park (5,421)"
Heart of Midlothian,2,1,Kilmarnock,"Saturday, December 13, 2003","Tynecastle Stadium (9,881)"
Motherwell,0,1,Hibernian,"Saturday, December 13, 2003","Fir Park Stadium (4,533)"
Partick Thistle,0,3,Aberdeen,"Saturday, December 13, 2003","Firhill Stadium (5,186)"
Aberdeen,3,1,Hibernian,"Sunday, December 7, 2003","Pittodrie Stadium (7,863)"
Partick Thistle,1,0,Motherwell,"Sunday, December 7, 2003","Firhill Stadium (4,124)"
Livingston,0,2,Celtic,"Saturday, December 6, 2003","The City Stadium (9,523)"
Dundee,1,2,Kilmarnock,"Saturday, December 6, 2003","Dens Park stadium (6,954)"
Dunfermline Athletic,2,1,Heart of Midlothian,"Saturday, December 6, 2003","East End Park (6,199)"
Rangers,2,1,Dundee United,"Saturday, December 6, 2003","Ibrox Stadium (49,307)"
Dundee United,2,1,Heart of Midlothian,"Sunday, November 30, 2003","Tannadice Park (6,343)"
Hibernian,0,1,Rangers,"Sunday, November 30, 2003","Easter Road Stadium (11,160)"
Celtic,3,1,Partick Thistle,"Saturday, November 29, 2003","Celtic Park (58,202)"
Dunfermline Athletic,2,2,Aberdeen,"Saturday, November 29, 2003","East End Park (5,294)"
Kilmarnock,2,0,Motherwell,"Saturday, November 29, 2003","Rugby Park (6,320)"
Livingston,1,1,Dundee,"Saturday, November 29, 2003","The City Stadium (4,625)"
Motherwell,2,2,Dunfermline Athletic,"Tuesday, November 25, 2003","Fir Park Stadium (4,220)"
Heart of Midlothian,2,0,Hibernian,"Sunday, November 23, 2003","Tynecastle Stadium (16,632)"
Dundee United,1,5,Celtic,"Saturday, November 22, 2003","Tannadice Park (10,802)"
Dunfermline Athletic,2,0,Dundee,"Saturday, November 22, 2003","East End Park (5,490)"
Motherwell,1,1,Livingston,"Saturday, November 22, 2003","Fir Park Stadium (6,357)"
Partick Thistle,2,4,Kilmarnock,"Saturday, November 22, 2003","Firhill Stadium (4,445)"
Rangers,3,0,Aberdeen,"Saturday, November 22, 2003","Ibrox Stadium (49,962)"
Kilmarnock,2,3,Rangers,"Sunday, November 9, 2003","Rugby Park (12,204)"
Aberdeen,0,1,Heart of Midlothian,"Sunday, November 9, 2003","Pittodrie Stadium (9,687)"
Celtic,5,0,Dunfermline Athletic,"Saturday, November 8, 2003","Celtic Park (58,328)"
Dundee,0,1,Motherwell,"Saturday, November 8, 2003","Dens Park stadium (6,374)"
Hibernian,2,2,Dundee United,"Saturday, November 8, 2003","Easter Road Stadium (8,756)"
Livingston,2,0,Partick Thistle,"Saturday, November 8, 2003","The City Stadium (5,226)"
Kilmarnock,0,5,Celtic,"Saturday, November 1, 2003","Rugby Park (12,460)"
Aberdeen,0,3,Motherwell,"Saturday, November 1, 2003","Pittodrie Stadium (9,895)"
Dundee,1,1,Hibernian,"Saturday, November 1, 2003","Dens Park stadium (7,032)"
Dunfermline Athletic,2,0,Dundee United,"Saturday, November 1, 2003","East End Park (5,078)"
Heart of Midlothian,3,1,Livingston,"Saturday, November 1, 2003","Tynecastle Stadium (11,233)"
Rangers,3,1,Partick Thistle,"Saturday, November 1, 2003","Ibrox Stadium (49,551)"
Dundee United,1,1,Dundee,"Sunday, October 26, 2003","Tannadice Park (12,292)"
Livingston,0,0,Rangers,"Saturday, October 25, 2003","The City Stadium (9,627)"
Celtic,4,0,Aberdeen,"Saturday, October 25, 2003","Celtic Park (59,598)"
Hibernian,3,1,Kilmarnock,"Saturday, October 25, 2003","Easter Road Stadium (7,191)"
Partick Thistle,1,4,Heart of Midlothian,"Saturday, October 25, 2003","Firhill Stadium (4,814)"
Motherwell,1,1,Rangers,"Sunday, October 19, 2003","Fir Park Stadium (10,824)"
Aberdeen,0,1,Dundee United,"Saturday, October 18, 2003","Pittodrie Stadium (11,244)"
Celtic,5,0,Heart of Midlothian,"Saturday, October 18, 2003","Celtic Park (59,560)"
Dundee,1,0,Partick Thistle,"Saturday, October 18, 2003","Dens Park stadium (6,497)"
Dunfermline Athletic,2,3,Kilmarnock,"Saturday, October 18, 2003","East End Park (4,495)"
Hibernian,0,2,Livingston,"Saturday, October 18, 2003","Easter Road Stadium (8,562)"
Rangers,0,1,Celtic,"Saturday, October 4, 2003","Ibrox Stadium (49,825)"
Dundee United,0,2,Motherwell,"Saturday, October 4, 2003","Tannadice Park (6,194)"
Heart of Midlothian,2,2,Dundee,"Saturday, October 4, 2003","Tynecastle Stadium (11,348)"
Kilmarnock,1,3,Aberdeen,"Saturday, October 4, 2003","Rugby Park (6,023)"
Livingston,0,0,Dunfermline Athletic,"Saturday, October 4, 2003","The City Stadium (4,616)"
Partick Thistle,0,1,Hibernian,"Saturday, October 4, 2003","Firhill Stadium (4,125)"
Hibernian,1,2,Celtic,"Saturday, September 27, 2003","Easter Road Stadium (12,032)"
Aberdeen,0,3,Livingston,"Saturday, September 27, 2003","Pittodrie Stadium (10,307)"
Dundee United,1,1,Kilmarnock,"Saturday, September 27, 2003","Tannadice Park (6,529)"
Dunfermline Athletic,2,1,Partick Thistle,"Saturday, September 27, 2003","East End Park (4,684)"
Motherwell,1,1,Heart of Midlothian,"Saturday, September 27, 2003","Fir Park Stadium (5,888)"
Rangers,3,1,Dundee,"Saturday, September 27, 2003","Ibrox Stadium (49,548)"
Heart of Midlothian,0,4,Rangers,"Sunday, September 21, 2003","Tynecastle Stadium (14,732)"
Celtic,3,0,Motherwell,"Saturday, September 20, 2003","Celtic Park (58,013)"
Dundee,2,0,Aberdeen,"Saturday, September 20, 2003","Dens Park stadium (7,887)"
Dunfermline Athletic,0,0,Hibernian,"Saturday, September 20, 2003","East End Park (9,715)"
Livingston,1,2,Kilmarnock,"Saturday, September 20, 2003","The City Stadium (6,150)"
Partick Thistle,0,2,Dundee United,"Saturday, September 20, 2003","Firhill Stadium (4,711)"
Dundee,0,1,Celtic,"Saturday, September 13, 2003","Dens Park stadium (10,647)"
Aberdeen,2,1,Partick Thistle,"Saturday, September 13, 2003","Pittodrie Stadium (10,597)"
Hibernian,0,2,Motherwell,"Saturday, September 13, 2003","Easter Road Stadium (8,387)"
Kilmarnock,0,2,Heart of Midlothian,"Saturday, September 13, 2003","Rugby Park (6,925)"
Livingston,0,0,Dundee United,"Saturday, September 13, 2003","The City Stadium (5,344)"
Rangers,4,0,Dunfermline Athletic,"Saturday, September 13, 2003","Ibrox Stadium (49,072)"
Dundee United,1,3,Rangers,"Sunday, August 31, 2003","Tannadice Park (9,752)"
Heart of Midlothian,1,0,Dunfermline Athletic,"Sunday, August 31, 2003","Tynecastle Stadium (11,934)"
Kilmarnock,1,1,Dundee,"Sunday, August 31, 2003","Rugby Park (5,973)"
Celtic,5,1,Livingston,"Saturday, August 30, 2003","Celtic Park (57,165)"
Hibernian,1,1,Aberdeen,"Saturday, August 30, 2003","Easter Road Stadium (10,682)"
Motherwell,2,2,Partick Thistle,"Saturday, August 30, 2003","Fir Park Stadium (6,193)"
Partick Thistle,1,2,Celtic,"Saturday, August 23, 2003","Firhill Stadium (9,045)"
Aberdeen,1,2,Dunfermline Athletic,"Saturday, August 23, 2003","Pittodrie Stadium (10,870)"
Dundee,2,1,Livingston,"Saturday, August 23, 2003","Dens Park stadium (5,815)"
Heart of Midlothian,3,0,Dundee United,"Saturday, August 23, 2003","Tynecastle Stadium (11,395)"
Motherwell,2,1,Kilmarnock,"Saturday, August 23, 2003","Fir Park Stadium (5,087)"
Rangers,5,2,Hibernian,"Saturday, August 23, 2003","Ibrox Stadium (49,642)"
Dundee,0,2,Dunfermline Athletic,"Sunday, August 17, 2003","Dens Park stadium (7,750)"
Hibernian,1,0,Heart of Midlothian,"Sunday, August 17, 2003","Easter Road Stadium (14,803)"
Aberdeen,2,3,Rangers,"Saturday, August 16, 2003","Pittodrie Stadium (16,348)"
Celtic,5,0,Dundee United,"Saturday, August 16, 2003","Celtic Park (57,658)"
Kilmarnock,2,1,Partick Thistle,"Saturday, August 16, 2003","Rugby Park (6,778)"
Livingston,1,0,Motherwell,"Saturday, August 16, 2003","The City Stadium (5,316)"
Dunfermline Athletic,0,0,Celtic,"Saturday, August 9, 2003","East End Park (10,082)"
Rangers,4,0,Kilmarnock,"Saturday, August 9, 2003","Ibrox Stadium (49,108)"
Dundee United,1,2,Hibernian,"Saturday, August 9, 2003","Tannadice Park (9,809)"
Heart of Midlothian,2,0,Aberdeen,"Saturday, August 9, 2003","Tynecastle Stadium (14,260)"
Motherwell,0,3,Dundee,"Saturday, August 9, 2003","Fir Park Stadium (6,812)"
Partick Thistle,1,1,Livingston,"Saturday, August 9, 2003","Firhill Stadium (4,220)"
