home, homescore, awayscore, away, date, group
Villarreal, 1, 4, Real Betis, "Sunday, June 22, 2003", "El Madrigal (12,600)"
Barcelona, 2, 0, Celta Vigo, "Sunday, June 22, 2003", "Camp Nou (48,577)"
Real Madrid, 3, 1, Athletic Bilbao, "Sunday, June 22, 2003", "Santiago Bernabeu (72,000)"
Real Sociedad, 3, 0, Atletico Madrid, "Sunday, June 22, 2003", "Anoeta Stadium (31,500)"
Rayo Vallecano, 0, 0, Recreativo Huelva, "Saturday, June 21, 2003", "Nuevo Vallecas Stadium (3,000)"
Alavés, 1, 1, Real Valladolid, "Saturday, June 21, 2003", "Mendizorroza Stadium (6,656)"
Mallorca, 1, 0, Malaga, "Saturday, June 21, 2003", "Son Moix (8,200)"
Sevilla FC, 0, 3, Valencia, "Saturday, June 21, 2003", "Estadio Ramon Sanchez Pizjuan (27,000)"
Racing Santander, 2, 3, Osasuna, "Saturday, June 21, 2003", "El Sardinero (13,000)"
Deportivo La Coruña, 2, 1, Espanyol, "Saturday, June 21, 2003", "Riazor Stadium (20,000)"
Osasuna, 4, 2, Alavés, "Sunday, June 15, 2003", "El Sadar (13,000)"
Athletic Bilbao, 3, 2, Deportivo La Coruña, "Sunday, June 15, 2003", "San Mames Stadium (42,000)"
Atletico Madrid, 0, 4, Real Madrid, "Sunday, June 15, 2003", "Vicente Calderon (57,000)"
Celta Vigo, 3, 2, Real Sociedad, "Sunday, June 15, 2003", "Balaidos Stadium "
Espanyol, 2, 2, Villarreal, "Sunday, June 15, 2003", "Montjuic Stadium (12,400)"
Malaga, 3, 2, Sevilla FC, "Sunday, June 15, 2003", "La Rosaleda "
Real Betis, 4, 2, Racing Santander, "Sunday, June 15, 2003", "Estadio Manuel Ruiz de Lopera "
Recreativo Huelva, 1, 1, Mallorca, "Sunday, June 15, 2003", " (9,000)"
Valencia, 1, 3, Barcelona, "Sunday, June 15, 2003", "Mestalla Stadium (51,000)"
Real Valladolid, 2, 0, Rayo Vallecano, "Saturday, June 14, 2003", "Nuevo Jose Zorilla Stadium (6,500)"
Deportivo La Coruña, 3, 2, Atletico Madrid, "Sunday, June 1, 2003", "Riazor Stadium (25,000)"
Alavés, 0, 1, Real Betis, "Sunday, June 1, 2003", "Mendizorroza Stadium (17,183)"
Mallorca, 1, 1, Rayo Vallecano, "Sunday, June 1, 2003", "Son Moix (13,100)"
Real Valladolid, 0, 2, Osasuna, "Sunday, June 1, 2003", "Nuevo Jose Zorilla Stadium (10,000)"
Villarreal, 1, 1, Athletic Bilbao, "Sunday, June 1, 2003", "El Madrigal (20,000)"
Barcelona, 2, 1, Malaga, "Sunday, June 1, 2003", "Camp Nou (42,866)"
Sevilla FC, 1, 0, Recreativo Huelva, "Sunday, June 1, 2003", "Estadio Ramon Sanchez Pizjuan (29,250)"
Real Sociedad, 1, 1, Valencia, "Sunday, June 1, 2003", "Anoeta Stadium (30,384)"
Racing Santander, 5, 2, Espanyol, "Sunday, June 1, 2003", "El Sardinero "
Real Madrid, 1, 1, Celta Vigo, "Saturday, May 31, 2003", "Santiago Bernabeu (65,000)"
Espanyol, 3, 1, Alavés, "Sunday, May 25, 2003", "Montjuic Stadium (21,050)"
Mallorca, 1, 3, Sevilla FC, "Sunday, May 25, 2003", "Son Moix (12,000)"
Recreativo Huelva, 1, 3, Barcelona, "Sunday, May 25, 2003", " "
Real Betis, 2, 2, Real Valladolid, "Sunday, May 25, 2003", "Estadio Manuel Ruiz de Lopera (34,000)"
Malaga, 0, 2, Real Sociedad, "Sunday, May 25, 2003", "La Rosaleda (34,500)"
Athletic Bilbao, 2, 1, Racing Santander, "Saturday, May 24, 2003", "San Mames Stadium (39,000)"
Atletico Madrid, 3, 2, Villarreal, "Saturday, May 24, 2003", "Vicente Calderon (40,000)"
Celta Vigo, 3, 0, Deportivo La Coruña, "Saturday, May 24, 2003", "Balaidos Stadium (27,000)"
Rayo Vallecano, 0, 0, Osasuna, "Saturday, May 24, 2003", "Nuevo Vallecas Stadium (18,000)"
Valencia, 1, 2, Real Madrid, "Saturday, May 24, 2003", "Mestalla Stadium (53,500)"
Alavés, 2, 4, Athletic Bilbao, "Sunday, May 18, 2003", "Mendizorroza Stadium (16,577)"
Real Valladolid, 1, 1, Espanyol, "Sunday, May 18, 2003", "Nuevo Jose Zorilla Stadium (11,500)"
Sevilla FC, 3, 3, Rayo Vallecano, "Sunday, May 18, 2003", "Estadio Ramon Sanchez Pizjuan (32,000)"
Villarreal, 6, 0, Celta Vigo, "Sunday, May 18, 2003", "El Madrigal (20,000)"
Real Sociedad, 1, 0, Recreativo Huelva, "Sunday, May 18, 2003", "Anoeta Stadium (28,500)"
Real Madrid, 5, 1, Malaga, "Sunday, May 18, 2003", "Santiago Bernabeu (70,000)"
Osasuna, 2, 1, Real Betis, "Sunday, May 18, 2003", "El Sadar (16,000)"
Barcelona, 1, 2, Mallorca, "Sunday, May 18, 2003", "Camp Nou (48,000)"
Racing Santander, 0, 2, Atletico Madrid, "Saturday, May 17, 2003", "El Sardinero (17,000)"
Deportivo La Coruña, 1, 2, Valencia, "Saturday, May 17, 2003", "Riazor Stadium (34,000)"
Celta Vigo, 2, 2, Racing Santander, "Sunday, May 11, 2003", "Balaidos Stadium (17,000)"
Mallorca, 1, 3, Real Sociedad, "Sunday, May 11, 2003", "Son Moix (17,800)"
Rayo Vallecano, 1, 1, Real Betis, "Sunday, May 11, 2003", "Nuevo Vallecas Stadium (13,000)"
Valencia, 1, 2, Villarreal, "Sunday, May 11, 2003", "Mestalla Stadium (43,000)"
Sevilla FC, 0, 0, Barcelona, "Sunday, May 11, 2003", "Estadio Ramon Sanchez Pizjuan (42,000)"
Atletico Madrid, 0, 1, Alavés, "Saturday, May 10, 2003", "Vicente Calderon (40,000)"
Recreativo Huelva, 0, 0, Real Madrid, "Saturday, May 10, 2003", " (21,500)"
Athletic Bilbao, 0, 0, Real Valladolid, "Saturday, May 10, 2003", "San Mames Stadium (36,000)"
Espanyol, 0, 0, Osasuna, "Saturday, May 10, 2003", "Montjuic Stadium (18,300)"
Malaga, 0, 2, Deportivo La Coruña, "Saturday, May 10, 2003", "La Rosaleda (18,000)"
Alavés, 0, 0, Celta Vigo, "Sunday, May 4, 2003", "Mendizorroza Stadium (16,786)"
Villarreal, 0, 0, Malaga, "Sunday, May 4, 2003", "El Madrigal (17,000)"
Racing Santander, 2, 1, Valencia, "Sunday, May 4, 2003", "El Sardinero (18,000)"
Real Betis, 1, 1, Espanyol, "Sunday, May 4, 2003", "Estadio Manuel Ruiz de Lopera (37,000)"
Real Valladolid, 3, 1, Atletico Madrid, "Sunday, May 4, 2003", "Nuevo Jose Zorilla Stadium "
Osasuna, 1, 5, Athletic Bilbao, "Sunday, May 4, 2003", "El Sadar (14,000)"
Barcelona, 3, 0, Rayo Vallecano, "Sunday, May 4, 2003", "Camp Nou (47,342)"
Deportivo La Coruña, 5, 0, Recreativo Huelva, "Sunday, May 4, 2003", "Riazor Stadium (27,000)"
Real Madrid, 1, 5, Mallorca, "Saturday, May 3, 2003", "Santiago Bernabeu (64,000)"
Real Sociedad, 1, 0, Sevilla FC, "Saturday, May 3, 2003", "Anoeta Stadium (25,000)"
Valencia, 3, 0, Alavés, "Sunday, April 27, 2003", "Mestalla Stadium (45,000)"
Celta Vigo, 0, 0, Real Valladolid, "Sunday, April 27, 2003", "Balaidos Stadium (15,000)"
Malaga, 2, 2, Racing Santander, "Sunday, April 27, 2003", "La Rosaleda (20,000)"
Mallorca, 3, 0, Deportivo La Coruña, "Sunday, April 27, 2003", "Son Moix (18,000)"
Rayo Vallecano, 0, 3, Espanyol, "Sunday, April 27, 2003", "Nuevo Vallecas Stadium (12,000)"
Recreativo Huelva, 5, 0, Villarreal, "Sunday, April 27, 2003", " (18,000)"
Sevilla FC, 1, 3, Real Madrid, "Sunday, April 27, 2003", "Estadio Ramon Sanchez Pizjuan (45,000)"
Barcelona, 2, 1, Real Sociedad, "Sunday, April 27, 2003", "Camp Nou (45,000)"
Athletic Bilbao, 3, 1, Real Betis, "Saturday, April 26, 2003", "San Mames Stadium "
Atletico Madrid, 0, 1, Osasuna, "Saturday, April 26, 2003", "Vicente Calderon (55,000)"
Alavés, 0, 1, Malaga, "Sunday, April 20, 2003", "Mendizorroza Stadium (15,000)"
Deportivo La Coruña, 3, 1, Sevilla FC, "Sunday, April 20, 2003", "Riazor Stadium (27,000)"
Espanyol, 3, 3, Athletic Bilbao, "Sunday, April 20, 2003", "Montjuic Stadium (19,250)"
Osasuna, 0, 2, Celta Vigo, "Sunday, April 20, 2003", "El Sadar (14,572)"
Racing Santander, 1, 0, Recreativo Huelva, "Sunday, April 20, 2003", "El Sardinero (15,000)"
Real Betis, 2, 2, Atletico Madrid, "Sunday, April 20, 2003", "Estadio Manuel Ruiz de Lopera (38,000)"
Real Sociedad, 5, 0, Rayo Vallecano, "Sunday, April 20, 2003", "Anoeta Stadium (28,000)"
Real Valladolid, 1, 0, Valencia, "Saturday, April 19, 2003", "Nuevo Jose Zorilla Stadium (10,000)"
Villarreal, 1, 1, Mallorca, "Saturday, April 19, 2003", "El Madrigal (10,000)"
Real Madrid, 1, 1, Barcelona, "Saturday, April 19, 2003", "Santiago Bernabeu (75,000)"
Recreativo Huelva, 1, 0, Alavés, "Sunday, April 13, 2003", " (17,000)"
Atletico Madrid, 3, 3, Espanyol, "Sunday, April 13, 2003", "Vicente Calderon (35,000)"
Mallorca, 3, 3, Racing Santander, "Sunday, April 13, 2003", "Son Moix (14,100)"
Celta Vigo, 1, 0, Real Betis, "Sunday, April 13, 2003", "Balaidos Stadium (18,000)"
Malaga, 1, 0, Real Valladolid, "Sunday, April 13, 2003", "La Rosaleda "
Rayo Vallecano, 1, 1, Athletic Bilbao, "Sunday, April 13, 2003", "Nuevo Vallecas Stadium (12,500)"
Real Sociedad, 4, 2, Real Madrid, "Sunday, April 13, 2003", "Anoeta Stadium (31,000)"
Valencia, 1, 0, Osasuna, "Sunday, April 13, 2003", "Mestalla Stadium (45,000)"
Sevilla FC, 3, 1, Villarreal, "Saturday, April 12, 2003", "Estadio Ramon Sanchez Pizjuan (41,000)"
Barcelona, 2, 4, Deportivo La Coruña, "Saturday, April 12, 2003", "Camp Nou (69,000)"
Alavés, 0, 0, Mallorca, "Sunday, April 6, 2003", "Mendizorroza Stadium (13,500)"
Racing Santander, 1, 0, Sevilla FC, "Sunday, April 6, 2003", "El Sardinero (15,500)"
Athletic Bilbao, 1, 0, Atletico Madrid, "Sunday, April 6, 2003", "San Mames Stadium (40,000)"
Osasuna, 0, 1, Malaga, "Sunday, April 6, 2003", "El Sadar (17,000)"
Real Valladolid, 0, 1, Recreativo Huelva, "Sunday, April 6, 2003", "Nuevo Jose Zorilla Stadium (14,000)"
Deportivo La Coruña, 2, 1, Real Sociedad, "Sunday, April 6, 2003", "Riazor Stadium (27,000)"
Real Madrid, 3, 1, Rayo Vallecano, "Saturday, April 5, 2003", "Santiago Bernabeu (60,000)"
Villarreal, 2, 0, Barcelona, "Saturday, April 5, 2003", "El Madrigal (16,000)"
Real Betis, 2, 0, Valencia, "Saturday, April 5, 2003", "Estadio Manuel Ruiz de Lopera (35,000)"
Espanyol, 0, 0, Celta Vigo, "Saturday, April 5, 2003", "Montjuic Stadium (13,800)"
Celta Vigo, 2, 1, Athletic Bilbao, "Sunday, March 23, 2003", "Balaidos Stadium (17,000)"
Malaga, 0, 0, Real Betis, "Sunday, March 23, 2003", "La Rosaleda (20,000)"
Mallorca, 2, 1, Real Valladolid, "Sunday, March 23, 2003", "Son Moix (15,000)"
Real Sociedad, 2, 2, Villarreal, "Sunday, March 23, 2003", "Anoeta Stadium (21,600)"
Recreativo Huelva, 1, 1, Osasuna, "Sunday, March 23, 2003", " (19,000)"
Sevilla FC, 3, 2, Alavés, "Sunday, March 23, 2003", "Estadio Ramon Sanchez Pizjuan (36,000)"
Valencia, 1, 1, Espanyol, "Sunday, March 23, 2003", "Mestalla Stadium (45,000)"
Barcelona, 6, 1, Racing Santander, "Sunday, March 23, 2003", "Camp Nou (68,351)"
