home,homescore,awayscore,away,date,location
NAC Breda,1,3,NEC Nijmegen,"Saturday, April 13, 2002","Fujifilm  (14,236)"
AZ Alkmaar,2,2,Willem II Tilburg,"Saturday, April 13, 2002","Alkmaarder Hout (7,290)"
FC Den Bosch,0,1,PSV Eindhoven,"Sunday, April 7, 2002","Ecco Stadion (6,184)"
FC Groningen,2,2,NEC Nijmegen,"Sunday, April 7, 2002","Oosterpark  (12,000)"
Feyenoord Rotterdam,0,0,NAC Breda,"Sunday, April 7, 2002","De Kuip Stadion  (38,250)"
De Graafschap,3,1,RKC Waalwijk,"Saturday, April 6, 2002","De Vijverberg (11,200)"
Roda JC Kerkrade,0,0,AZ Alkmaar,"Saturday, April 6, 2002","Parkstad Limburg Stadion (14,500)"
Vitesse Arnhem,0,0,Heerenveen,"Saturday, April 6, 2002","Gelredome (26,800)"
Willem II Tilburg,3,0,Fortuna Sittard,"Saturday, April 6, 2002","Willem II  (13,300)"
Twente Enschede,2,0,Sparta Rotterdam,"Friday, April 5, 2002","Arke Stadion (13,250)"
Ajax Amsterdam,4,3,FC Groningen,"Wednesday, April 3, 2002","Amsterdam ArenA (30,142)"
PSV Eindhoven,4,1,Heerenveen,"Monday, April 1, 2002","Philipsstadion (33,000)"
FC Utrecht,3,1,FC Den Bosch,"Monday, April 1, 2002","Nieuwe Galgenwaard (13,500)"
Feyenoord Rotterdam,1,1,RKC Waalwijk,"Sunday, March 31, 2002","De Kuip Stadion  (42,000)"
Vitesse Arnhem,3,1,Ajax Amsterdam,"Sunday, March 31, 2002","Gelredome (28,000)"
NAC Breda,1,0,De Graafschap,"Saturday, March 30, 2002","Fujifilm  (14,000)"
Roda JC Kerkrade,3,0,Sparta Rotterdam,"Saturday, March 30, 2002","Parkstad Limburg Stadion (14,500)"
AZ Alkmaar,0,2,Twente Enschede,"Saturday, March 30, 2002","Alkmaarder Hout (6,867)"
NEC Nijmegen,3,1,Fortuna Sittard,"Saturday, March 30, 2002","De Goffert (9,500)"
PSV Eindhoven,1,1,Ajax Amsterdam,"Sunday, March 24, 2002","Philipsstadion (33,000)"
De Graafschap,0,0,FC Utrecht,"Sunday, March 24, 2002","De Vijverberg (10,750)"
FC Groningen,0,2,Roda JC Kerkrade,"Sunday, March 24, 2002","Oosterpark  (13,000)"
RKC Waalwijk,3,1,Twente Enschede,"Sunday, March 24, 2002","Sportp. Olympia/Mandemakers Stadion (6,500)"
Sparta Rotterdam,0,5,Feyenoord Rotterdam,"Sunday, March 24, 2002","ENECO (10,600)"
FC Den Bosch,1,2,Willem II Tilburg,"Saturday, March 23, 2002","Ecco Stadion (5,347)"
Heerenveen,4,0,NEC Nijmegen,"Saturday, March 23, 2002","Abe Lenstra Stadion (14,300)"
NAC Breda,3,3,Vitesse Arnhem,"Saturday, March 23, 2002","Fujifilm  (14,414)"
Fortuna Sittard,0,1,AZ Alkmaar,"Friday, March 22, 2002","Wagner & Partners Stadion (4,500)"
Ajax Amsterdam,2,0,Heerenveen,"Sunday, March 17, 2002","Amsterdam ArenA (41,957)"
FC Utrecht,3,0,Fortuna Sittard,"Sunday, March 17, 2002","Nieuwe Galgenwaard (13,000)"
Feyenoord Rotterdam,3,0,FC Den Bosch,"Sunday, March 17, 2002","De Kuip Stadion  (37,500)"
RKC Waalwijk,2,1,NEC Nijmegen,"Sunday, March 17, 2002","Sportp. Olympia/Mandemakers Stadion (6,580)"
Twente Enschede,0,1,FC Groningen,"Sunday, March 17, 2002","Arke Stadion (13,000)"
Vitesse Arnhem,0,0,PSV Eindhoven,"Sunday, March 17, 2002","Gelredome (26,000)"
Willem II Tilburg,4,0,Sparta Rotterdam,"Saturday, March 16, 2002","Willem II  (13,500)"
AZ Alkmaar,2,1,De Graafschap,"Saturday, March 16, 2002","Alkmaarder Hout (6,637)"
Roda JC Kerkrade,1,1,NAC Breda,"Friday, March 15, 2002","Parkstad Limburg Stadion (14,000)"
Heerenveen,3,1,Fortuna Sittard,"Wednesday, March 13, 2002","Abe Lenstra Stadion (14,300)"
NEC Nijmegen,3,1,De Graafschap,"Wednesday, March 13, 2002","De Goffert (10,500)"
Ajax Amsterdam,4,0,De Graafschap,"Sunday, March 10, 2002","Amsterdam ArenA (36,282)"
Feyenoord Rotterdam,4,1,AZ Alkmaar,"Sunday, March 10, 2002","De Kuip Stadion  (42,000)"
NEC Nijmegen,3,0,Willem II Tilburg,"Sunday, March 10, 2002","De Goffert (10,000)"
FC Den Bosch,1,2,NAC Breda,"Saturday, March 9, 2002","Ecco Stadion (5,089)"
Fortuna Sittard,0,1,FC Groningen,"Saturday, March 9, 2002","Wagner & Partners Stadion (5,000)"
Heerenveen,2,0,RKC Waalwijk,"Saturday, March 9, 2002","Abe Lenstra Stadion (14,300)"
PSV Eindhoven,4,1,Roda JC Kerkrade,"Saturday, March 9, 2002","Philipsstadion (31,000)"
Vitesse Arnhem,2,0,Twente Enschede,"Saturday, March 9, 2002","Gelredome (25,250)"
FC Utrecht,4,2,Sparta Rotterdam,"Friday, March 8, 2002","Nieuwe Galgenwaard (13,500)"
Roda JC Kerkrade,0,2,Vitesse Arnhem,"Monday, March 4, 2002","Parkstad Limburg Stadion (14,000)"
Ajax Amsterdam,1,1,Feyenoord Rotterdam,"Sunday, March 3, 2002","Amsterdam ArenA (51,000)"
FC Groningen,1,1,RKC Waalwijk,"Sunday, March 3, 2002","Oosterpark  (12,000)"
Sparta Rotterdam,0,0,Fortuna Sittard,"Sunday, March 3, 2002","ENECO (8,100)"
Twente Enschede,2,0,NEC Nijmegen,"Sunday, March 3, 2002","Arke Stadion (13,500)"
De Graafschap,0,1,FC Den Bosch,"Saturday, March 2, 2002","De Vijverberg (10,500)"
Willem II Tilburg,4,2,FC Utrecht,"Saturday, March 2, 2002","Willem II  (13,500)"
NAC Breda,3,1,AZ Alkmaar,"Friday, March 1, 2002","Fujifilm  (12,314)"
Fortuna Sittard,1,1,Ajax Amsterdam,"Wednesday, February 27, 2002","Wagner & Partners Stadion (10,000)"
NAC Breda,0,1,Ajax Amsterdam,"Sunday, February 24, 2002","Fujifilm  (15,900)"
Feyenoord Rotterdam,1,2,Twente Enschede,"Sunday, February 24, 2002","De Kuip Stadion  (40,000)"
RKC Waalwijk,3,2,AZ Alkmaar,"Sunday, February 24, 2002","Sportp. Olympia/Mandemakers Stadion (5,500)"
PSV Eindhoven,4,0,FC Utrecht,"Sunday, February 24, 2002","Philipsstadion (31,000)"
Roda JC Kerkrade,2,0,Willem II Tilburg,"Saturday, February 23, 2002","Parkstad Limburg Stadion (13,800)"
Vitesse Arnhem,1,1,FC Den Bosch,"Saturday, February 23, 2002","Gelredome (24,300)"
FC Den Bosch,1,4,FC Groningen,"Wednesday, February 20, 2002","Ecco Stadion (4,896)"
Sparta Rotterdam,0,4,AZ Alkmaar,"Wednesday, February 20, 2002","ENECO (7,418)"
Feyenoord Rotterdam,1,2,Vitesse Arnhem,"Sunday, February 17, 2002","De Kuip Stadion  (27,000)"
AZ Alkmaar,0,0,Ajax Amsterdam,"Sunday, February 17, 2002","Alkmaarder Hout (7,997)"
Twente Enschede,1,2,NAC Breda,"Sunday, February 17, 2002","Arke Stadion (13,200)"
De Graafschap,2,1,Roda JC Kerkrade,"Saturday, February 16, 2002","De Vijverberg (11,000)"
Heerenveen,3,0,Willem II Tilburg,"Saturday, February 16, 2002","Abe Lenstra Stadion (13,600)"
NEC Nijmegen,0,4,PSV Eindhoven,"Saturday, February 16, 2002","De Goffert (12,000)"
FC Den Bosch,1,1,Sparta Rotterdam,"Friday, February 15, 2002","Ecco Stadion (5,048)"
FC Groningen,0,1,Feyenoord Rotterdam,"Sunday, February 10, 2002","Oosterpark  (12,455)"
Ajax Amsterdam,3,1,RKC Waalwijk,"Sunday, February 10, 2002","Amsterdam ArenA (35,123)"
FC Utrecht,1,4,NEC Nijmegen,"Sunday, February 10, 2002","Nieuwe Galgenwaard (13,000)"
AZ Alkmaar,0,2,Heerenveen,"Saturday, February 9, 2002","Alkmaarder Hout (7,284)"
Sparta Rotterdam,1,3,De Graafschap,"Saturday, February 9, 2002","ENECO (8,000)"
Vitesse Arnhem,1,1,Fortuna Sittard,"Saturday, February 9, 2002","Gelredome (23,900)"
Twente Enschede,4,0,FC Den Bosch,"Friday, February 8, 2002","Arke Stadion (30,000)"
Feyenoord Rotterdam,1,0,Fortuna Sittard,"Wednesday, February 6, 2002","De Kuip Stadion  (32,000)"
NAC Breda,2,2,Sparta Rotterdam,"Wednesday, February 6, 2002","Fujifilm  (9,400)"
Roda JC Kerkrade,1,0,FC Utrecht,"Wednesday, February 6, 2002","Parkstad Limburg Stadion (13,500)"
RKC Waalwijk,2,1,PSV Eindhoven,"Tuesday, February 5, 2002","Sportp. Olympia/Mandemakers Stadion (7,240)"
FC Groningen,3,0,NAC Breda,"Sunday, February 3, 2002","Oosterpark  (12,000)"
FC Utrecht,0,0,Heerenveen,"Sunday, February 3, 2002","Nieuwe Galgenwaard (13,000)"
Feyenoord Rotterdam,5,0,Roda JC Kerkrade,"Sunday, February 3, 2002","De Kuip Stadion  (37,000)"
Willem II Tilburg,1,3,Ajax Amsterdam,"Sunday, February 3, 2002","Willem II  (14,700)"
FC Den Bosch,1,0,RKC Waalwijk,"Saturday, February 2, 2002","Ecco Stadion (5,355)"
Twente Enschede,0,0,De Graafschap,"Saturday, February 2, 2002","Arke Stadion (13,400)"
AZ Alkmaar,0,0,Vitesse Arnhem,"Saturday, February 2, 2002","Alkmaarder Hout (7,136)"
Fortuna Sittard,0,1,PSV Eindhoven,"Saturday, February 2, 2002","Wagner & Partners Stadion (9,500)"
NEC Nijmegen,1,1,Sparta Rotterdam,"Friday, February 1, 2002","De Goffert (9,500)"
Willem II Tilburg,3,1,FC Groningen,"Thursday, January 31, 2002","Willem II  (12,730)"
FC Utrecht,2,2,Feyenoord Rotterdam,"Sunday, January 27, 2002","Nieuwe Galgenwaard (13,500)"
FC Den Bosch,0,1,Ajax Amsterdam,"Sunday, January 27, 2002","Ecco Stadion (6,155)"
RKC Waalwijk,0,1,Willem II Tilburg,"Sunday, January 27, 2002","Sportp. Olympia/Mandemakers Stadion (5,682)"
Vitesse Arnhem,2,1,NEC Nijmegen,"Sunday, January 27, 2002","Gelredome (24,600)"
De Graafschap,5,0,Fortuna Sittard,"Saturday, January 26, 2002","De Vijverberg (10,500)"
PSV Eindhoven,3,1,NAC Breda,"Saturday, January 26, 2002","Philipsstadion (31,000)"
Roda JC Kerkrade,2,1,Twente Enschede,"Saturday, January 26, 2002","Parkstad Limburg Stadion (13,000)"
AZ Alkmaar,3,2,FC Groningen,"Saturday, January 26, 2002","Alkmaarder Hout (6,696)"
Sparta Rotterdam,1,4,Heerenveen,"Friday, January 25, 2002","ENECO (8,500)"
FC Utrecht,3,1,Ajax Amsterdam,"Sunday, December 23, 2001","Nieuwe Galgenwaard (13,500)"
NEC Nijmegen,1,0,Roda JC Kerkrade,"Sunday, December 23, 2001","De Goffert (9,500)"
NAC Breda,2,1,Heerenveen,"Saturday, December 22, 2001","Fujifilm  (14,126)"
PSV Eindhoven,8,0,FC Groningen,"Saturday, December 22, 2001","Philipsstadion (30,400)"
Willem II Tilburg,3,3,Twente Enschede,"Saturday, December 22, 2001","Willem II  (13,000)"
Vitesse Arnhem,1,1,RKC Waalwijk,"Saturday, December 22, 2001","Gelredome (24,200)"
Fortuna Sittard,3,3,FC Utrecht,"Wednesday, December 19, 2001","Wagner & Partners Stadion (5,000)"
Heerenveen,2,0,FC Den Bosch,"Wednesday, December 19, 2001","Abe Lenstra Stadion (14,200)"
Twente Enschede,3,2,Feyenoord Rotterdam,"Wednesday, December 19, 2001","Arke Stadion (13,500)"
Ajax Amsterdam,5,1,Vitesse Arnhem,"Wednesday, December 19, 2001","Amsterdam ArenA (34,318)"
Feyenoord Rotterdam,0,0,PSV Eindhoven,"Sunday, December 16, 2001","De Kuip Stadion  (43,000)"
FC Groningen,2,2,FC Utrecht,"Sunday, December 16, 2001","Oosterpark  (12,674)"
NEC Nijmegen,1,0,Heerenveen,"Sunday, December 16, 2001","De Goffert (10,000)"
RKC Waalwijk,1,1,Sparta Rotterdam,"Sunday, December 16, 2001","Sportp. Olympia/Mandemakers Stadion (6,550)"
De Graafschap,1,1,Willem II Tilburg,"Saturday, December 15, 2001","De Vijverberg (10,750)"
Twente Enschede,0,0,AZ Alkmaar,"Saturday, December 15, 2001","Arke Stadion (13,250)"
FC Den Bosch,4,1,Vitesse Arnhem,"Saturday, December 15, 2001","Ecco Stadion (5,544)"
Roda JC Kerkrade,1,1,Ajax Amsterdam,"Saturday, December 15, 2001","Parkstad Limburg Stadion (16,000)"
Fortuna Sittard,2,3,NAC Breda,"Friday, December 14, 2001","Wagner & Partners Stadion (4,000)"
FC Groningen,0,0,Sparta Rotterdam,"Sunday, December 9, 2001","Oosterpark  (12,557)"
Feyenoord Rotterdam,5,0,NEC Nijmegen,"Sunday, December 9, 2001","De Kuip Stadion  (38,000)"
PSV Eindhoven,1,0,Twente Enschede,"Sunday, December 9, 2001","Philipsstadion (31,000)"
NAC Breda,0,1,RKC Waalwijk,"Saturday, December 8, 2001","Fujifilm  (13,477)"
Willem II Tilburg,2,2,Heerenveen,"Saturday, December 8, 2001","Willem II  (13,300)"
AZ Alkmaar,1,2,Roda JC Kerkrade,"Saturday, December 8, 2001","Alkmaarder Hout (7,381)"
Fortuna Sittard,1,3,FC Den Bosch,"Friday, December 7, 2001","Wagner & Partners Stadion (5,984)"
Vitesse Arnhem,2,1,De Graafschap,"Friday, December 7, 2001","Gelredome (25,455)"
Ajax Amsterdam,4,0,Fortuna Sittard,"Tuesday, December 4, 2001","Amsterdam ArenA (31,543)"
FC Utrecht,3,1,Vitesse Arnhem,"Sunday, December 2, 2001","Nieuwe Galgenwaard (13,500)"
Sparta Rotterdam,0,0,NEC Nijmegen,"Sunday, December 2, 2001","ENECO (9,000)"
Willem II Tilburg,2,2,NAC Breda,"Sunday, December 2, 2001","Willem II  (14,200)"
Heerenveen,1,0,Feyenoord Rotterdam,"Saturday, December 1, 2001","Abe Lenstra Stadion (14,500)"
PSV Eindhoven,3,0,AZ Alkmaar,"Saturday, December 1, 2001","Philipsstadion (31,000)"
Twente Enschede,1,1,Fortuna Sittard,"Saturday, December 1, 2001","Arke Stadion (13,300)"
RKC Waalwijk,3,0,Roda JC Kerkrade,"Saturday, December 1, 2001","Sportp. Olympia/Mandemakers Stadion (4,500)"
De Graafschap,1,2,FC Groningen,"Friday, November 30, 2001","De Vijverberg (11,000)"
FC Utrecht,3,3,PSV Eindhoven,"Wednesday, November 28, 2001","Nieuwe Galgenwaard (13,500)"
NEC Nijmegen,1,3,NAC Breda,"Wednesday, November 28, 2001","De Goffert (10,000)"
RKC Waalwijk,2,3,Feyenoord Rotterdam,"Wednesday, November 28, 2001","Sportp. Olympia/Mandemakers Stadion (7,500)"
Roda JC Kerkrade,1,0,Fortuna Sittard,"Wednesday, November 28, 2001","Parkstad Limburg Stadion (15,000)"
Sparta Rotterdam,3,2,Willem II Tilburg,"Wednesday, November 28, 2001","ENECO (6,116)"
Ajax Amsterdam,3,2,Twente Enschede,"Wednesday, November 28, 2001","Amsterdam ArenA (24,000)"
FC Groningen,0,1,AZ Alkmaar,"Tuesday, November 27, 2001","Oosterpark  (12,500)"
FC Den Bosch,3,1,De Graafschap,"Tuesday, November 27, 2001","Ecco Stadion (4,500)"
Ajax Amsterdam,1,3,PSV Eindhoven,"Sunday, November 25, 2001","Amsterdam ArenA (43,830)"
Feyenoord Rotterdam,3,1,Willem II Tilburg,"Sunday, November 25, 2001","De Kuip Stadion  (40,000)"
NEC Nijmegen,0,3,FC Utrecht,"Sunday, November 25, 2001","De Goffert (10,000)"
De Graafschap,3,0,Sparta Rotterdam,"Saturday, November 24, 2001","De Vijverberg (11,000)"
Fortuna Sittard,1,4,RKC Waalwijk,"Saturday, November 24, 2001","Wagner & Partners Stadion (6,000)"
NAC Breda,5,0,FC Groningen,"Saturday, November 24, 2001","Fujifilm  (12,549)"
Twente Enschede,0,0,Heerenveen,"Saturday, November 24, 2001","Arke Stadion (13,300)"
Vitesse Arnhem,2,0,Roda JC Kerkrade,"Saturday, November 24, 2001","Gelredome (24,500)"
AZ Alkmaar,3,2,FC Den Bosch,"Friday, November 23, 2001","Alkmaarder Hout (6,630)"
Ajax Amsterdam,1,3,NAC Breda,"Sunday, November 18, 2001","Amsterdam ArenA (35,500)"
FC Groningen,4,2,Fortuna Sittard,"Sunday, November 18, 2001","Oosterpark  (12,500)"
FC Utrecht,6,0,De Graafschap,"Sunday, November 18, 2001","Nieuwe Galgenwaard (12,500)"
FC Den Bosch,1,3,Twente Enschede,"Saturday, November 17, 2001","Ecco Stadion (4,722)"
PSV Eindhoven,3,1,NEC Nijmegen,"Saturday, November 17, 2001","Philipsstadion (31,000)"
Vitesse Arnhem,3,2,Feyenoord Rotterdam,"Saturday, November 17, 2001","De Kuip Stadion  (40,500)"
Willem II Tilburg,1,1,Roda JC Kerkrade,"Saturday, November 17, 2001","Willem II  (13,600)"
AZ Alkmaar,0,1,RKC Waalwijk,"Saturday, November 17, 2001","Alkmaarder Hout (7,281)"
Heerenveen,3,0,Sparta Rotterdam,"Friday, November 16, 2001","Abe Lenstra Stadion (14,200)"
De Graafschap,1,1,Ajax Amsterdam,"Sunday, November 4, 2001","De Vijverberg (11,000)"
FC Utrecht,1,1,Twente Enschede,"Sunday, November 4, 2001","Nieuwe Galgenwaard (13,500)"
NAC Breda,2,1,Feyenoord Rotterdam,"Sunday, November 4, 2001","Fujifilm  (15,134)"
Roda JC Kerkrade,3,1,FC Groningen,"Sunday, November 4, 2001","Parkstad Limburg Stadion "
Fortuna Sittard,1,0,Heerenveen,"Saturday, November 3, 2001","Wagner & Partners Stadion (7,000)"
Sparta Rotterdam,2,1,PSV Eindhoven,"Saturday, November 3, 2001","ENECO (8,000)"
NEC Nijmegen,1,0,AZ Alkmaar,"Saturday, November 3, 2001","De Goffert (10,000)"
RKC Waalwijk,3,3,FC Den Bosch,"Saturday, November 3, 2001","Sportp. Olympia/Mandemakers Stadion (7,500)"
Willem II Tilburg,1,1,Vitesse Arnhem,"Friday, November 2, 2001","Willem II  (13,900)"
Sparta Rotterdam,2,3,NAC Breda,"Tuesday, October 30, 2001","ENECO (6,913)"
Ajax Amsterdam,4,1,Willem II Tilburg,"Sunday, October 28, 2001","Amsterdam ArenA (37,654)"
FC Groningen,2,0,FC Den Bosch,"Sunday, October 28, 2001","Oosterpark  (12,000)"
Feyenoord Rotterdam,4,0,FC Utrecht,"Sunday, October 28, 2001","De Kuip Stadion  (40,000)"
Heerenveen,1,0,De Graafschap,"Saturday, October 27, 2001","Abe Lenstra Stadion (14,200)"
PSV Eindhoven,2,0,RKC Waalwijk,"Saturday, October 27, 2001","Philipsstadion (31,000)"
Twente Enschede,0,0,Vitesse Arnhem,"Saturday, October 27, 2001","Arke Stadion (12,800)"
AZ Alkmaar,3,0,Fortuna Sittard,"Saturday, October 27, 2001","Alkmaarder Hout (6,645)"
Roda JC Kerkrade,0,0,NEC Nijmegen,"Friday, October 26, 2001","Parkstad Limburg Stadion (13,000)"
Heerenveen,5,1,Ajax Amsterdam,"Wednesday, October 24, 2001","Abe Lenstra Stadion "
FC Den Bosch,1,1,FC Utrecht,"Sunday, October 21, 2001","Ecco Stadion (5,257)"
FC Groningen,1,1,Heerenveen,"Sunday, October 21, 2001","Oosterpark  (9,000)"
NEC Nijmegen,2,0,Twente Enschede,"Sunday, October 21, 2001","De Goffert (9,500)"
PSV Eindhoven,4,0,De Graafschap,"Saturday, October 20, 2001","Philipsstadion (30,500)"
Willem II Tilburg,3,1,RKC Waalwijk,"Saturday, October 20, 2001","Willem II  (13,700)"
AZ Alkmaar,1,3,Feyenoord Rotterdam,"Saturday, October 20, 2001","Alkmaarder Hout (7,783)"
Sparta Rotterdam,0,3,Roda JC Kerkrade,"Saturday, October 20, 2001","ENECO (6,000)"
Vitesse Arnhem,1,0,NAC Breda,"Saturday, October 20, 2001","Gelredome (24,000)"
NAC Breda,1,1,Willem II Tilburg,"Wednesday, October 17, 2001","Fujifilm  "
Vitesse Arnhem,1,0,FC Groningen,"Wednesday, October 17, 2001","Gelredome (23,900)"
De Graafschap,4,2,Twente Enschede,"Sunday, October 14, 2001","De Vijverberg (10,750)"
FC Utrecht,3,1,Willem II Tilburg,"Sunday, October 14, 2001","Nieuwe Galgenwaard (13,500)"
Feyenoord Rotterdam,1,0,FC Groningen,"Sunday, October 14, 2001","De Kuip Stadion  (41,000)"
NAC Breda,0,0,FC Den Bosch,"Sunday, October 14, 2001","Fujifilm  (13,076)"
NEC Nijmegen,1,0,Vitesse Arnhem,"Sunday, October 14, 2001","De Goffert (11,500)"
Fortuna Sittard,3,4,Sparta Rotterdam,"Saturday, October 13, 2001","Wagner & Partners Stadion (7,000)"
Heerenveen,2,1,AZ Alkmaar,"Saturday, October 13, 2001","Abe Lenstra Stadion (14,500)"
RKC Waalwijk,0,2,Ajax Amsterdam,"Saturday, October 13, 2001","Sportp. Olympia/Mandemakers Stadion (8,500)"
Roda JC Kerkrade,0,1,PSV Eindhoven,"Friday, October 12, 2001","Parkstad Limburg Stadion (15,000)"
Twente Enschede,1,2,Willem II Tilburg,"Wednesday, October 10, 2001","Abe Lenstra Stadion (14,800)"
Ajax Amsterdam,5,0,NEC Nijmegen,"Wednesday, October 10, 2001","Amsterdam ArenA (31,665)"
AZ Alkmaar,1,1,PSV Eindhoven,"Tuesday, October 9, 2001","Alkmaarder Hout (7,821)"
NAC Breda,2,1,Roda JC Kerkrade,"Tuesday, October 9, 2001","Fujifilm  (10,523)"
RKC Waalwijk,2,0,De Graafschap,"Tuesday, October 9, 2001","Sportp. Olympia/Mandemakers Stadion (4,945)"
Sparta Rotterdam,1,1,FC Den Bosch,"Sunday, October 7, 2001","ENECO (6,340)"
FC Groningen,1,4,Ajax Amsterdam,"Sunday, September 30, 2001","Oosterpark  (13,000)"
FC Den Bosch,0,0,Feyenoord Rotterdam,"Sunday, September 30, 2001","Ecco Stadion (5,897)"
FC Utrecht,2,1,RKC Waalwijk,"Sunday, September 30, 2001","Nieuwe Galgenwaard (13,000)"
Roda JC Kerkrade,0,2,Heerenveen,"Sunday, September 30, 2001","Parkstad Limburg Stadion (14,500)"
Sparta Rotterdam,1,1,Twente Enschede,"Sunday, September 30, 2001","ENECO (8,000)"
Fortuna Sittard,2,2,NEC Nijmegen,"Saturday, September 29, 2001","Wagner & Partners Stadion (5,000)"
PSV Eindhoven,0,2,Vitesse Arnhem,"Saturday, September 29, 2001","Philipsstadion (31,000)"
Willem II Tilburg,2,2,AZ Alkmaar,"Saturday, September 29, 2001","Willem II  (13,300)"
De Graafschap,4,2,NAC Breda,"Friday, September 28, 2001","De Vijverberg (10,450)"
Ajax Amsterdam,3,0,Sparta Rotterdam,"Sunday, September 23, 2001","Amsterdam ArenA (32,388)"
AZ Alkmaar,1,0,FC Utrecht,"Sunday, September 23, 2001","Alkmaarder Hout (6,876)"
De Graafschap,0,2,Vitesse Arnhem,"Sunday, September 23, 2001","De Vijverberg (11,000)"
NEC Nijmegen,1,0,FC Groningen,"Sunday, September 23, 2001","De Goffert (9,000)"
Heerenveen,4,1,PSV Eindhoven,"Saturday, September 22, 2001","Abe Lenstra Stadion (14,800)"
RKC Waalwijk,1,0,Fortuna Sittard,"Saturday, September 22, 2001","Sportp. Olympia/Mandemakers Stadion (5,249)"
Roda JC Kerkrade,4,1,FC Den Bosch,"Friday, September 21, 2001","Parkstad Limburg Stadion (13,500)"
Ajax Amsterdam,1,0,AZ Alkmaar,"Sunday, September 16, 2001","Amsterdam ArenA (32,353)"
FC Den Bosch,2,1,NEC Nijmegen,"Sunday, September 16, 2001","Ecco Stadion (5,150)"
