home,homescore,awayscore,away,date,location
FC Groningen,3,0,Twente Enschede,"Sunday, September 16, 2001","Oosterpark  (6,750)"
FC Utrecht,4,1,Roda JC Kerkrade,"Sunday, September 16, 2001","Nieuwe Galgenwaard (13,500)"
RKC Waalwijk,2,1,Heerenveen,"Sunday, September 16, 2001","Sportp. Olympia/Mandemakers Stadion (5,500)"
NAC Breda,2,0,PSV Eindhoven,"Saturday, September 15, 2001","Fujifilm  (14,258)"
Feyenoord Rotterdam,2,0,De Graafschap,"Saturday, September 15, 2001","De Kuip Stadion  (30,000)"
Vitesse Arnhem,1,1,Sparta Rotterdam,"Saturday, September 15, 2001","Gelredome (23,500)"
Fortuna Sittard,1,2,Willem II Tilburg,"Friday, September 14, 2001","Wagner & Partners Stadion (5,000)"
FC Utrecht,3,1,FC Groningen,"Sunday, September 9, 2001","Nieuwe Galgenwaard (14,300)"
Sparta Rotterdam,0,0,RKC Waalwijk,"Sunday, September 9, 2001","ENECO (6,340)"
Willem II Tilburg,1,1,FC Den Bosch,"Sunday, September 9, 2001","Willem II  (13,500)"
PSV Eindhoven,3,0,Fortuna Sittard,"Saturday, September 8, 2001","Philipsstadion (31,000)"
Roda JC Kerkrade,0,1,De Graafschap,"Saturday, September 8, 2001","Parkstad Limburg Stadion (12,500)"
Twente Enschede,0,2,Ajax Amsterdam,"Saturday, September 8, 2001","Arke Stadion (13,500)"
AZ Alkmaar,2,1,NAC Breda,"Saturday, September 8, 2001","Alkmaarder Hout (6,943)"
NEC Nijmegen,0,3,Feyenoord Rotterdam,"Saturday, September 8, 2001","De Goffert (12,500)"
Heerenveen,1,1,Vitesse Arnhem,"Friday, September 7, 2001","Abe Lenstra Stadion (14,350)"
Feyenoord Rotterdam,1,2,Ajax Amsterdam,"Sunday, August 26, 2001","De Kuip Stadion  (47,000)"
FC Den Bosch,4,0,Fortuna Sittard,"Sunday, August 26, 2001","Ecco Stadion (4,725)"
RKC Waalwijk,4,0,FC Groningen,"Sunday, August 26, 2001","Sportp. Olympia/Mandemakers Stadion (5,500)"
De Graafschap,1,1,NEC Nijmegen,"Saturday, August 25, 2001","De Vijverberg (10,300)"
Twente Enschede,3,0,Roda JC Kerkrade,"Saturday, August 25, 2001","Arke Stadion (13,200)"
Willem II Tilburg,3,1,PSV Eindhoven,"Saturday, August 25, 2001","Willem II  (14,500)"
AZ Alkmaar,3,0,Sparta Rotterdam,"Saturday, August 25, 2001","Alkmaarder Hout (6,057)"
Vitesse Arnhem,1,0,FC Utrecht,"Saturday, August 25, 2001","Gelredome (24,000)"
Heerenveen,5,0,NAC Breda,"Friday, August 24, 2001","Abe Lenstra Stadion "
FC Groningen,1,0,Willem II Tilburg,"Wednesday, August 22, 2001","Oosterpark  (12,000)"
Roda JC Kerkrade,0,2,Feyenoord Rotterdam,"Wednesday, August 22, 2001","Parkstad Limburg Stadion (19,000)"
Fortuna Sittard,2,1,De Graafschap,"Wednesday, August 22, 2001","Wagner & Partners Stadion (7,800)"
NEC Nijmegen,1,0,RKC Waalwijk,"Wednesday, August 22, 2001","De Goffert (9,250)"
PSV Eindhoven,3,2,FC Den Bosch,"Wednesday, August 22, 2001","Philipsstadion (31,000)"
Sparta Rotterdam,3,1,FC Utrecht,"Wednesday, August 22, 2001","ENECO (7,000)"
Vitesse Arnhem,1,0,AZ Alkmaar,"Wednesday, August 22, 2001","Gelredome (23,800)"
NAC Breda,3,3,Twente Enschede,"Tuesday, August 21, 2001","Fujifilm  (14,000)"
Ajax Amsterdam,1,1,Roda JC Kerkrade,"Sunday, August 19, 2001","Amsterdam ArenA (33,116)"
Feyenoord Rotterdam,5,0,Sparta Rotterdam,"Sunday, August 19, 2001","De Kuip Stadion  (44,000)"
Fortuna Sittard,0,0,Vitesse Arnhem,"Sunday, August 19, 2001","Wagner & Partners Stadion (7,244)"
Willem II Tilburg,3,1,NEC Nijmegen,"Sunday, August 19, 2001","Willem II  (12,754)"
FC Groningen,2,2,PSV Eindhoven,"Saturday, August 18, 2001","Oosterpark  (13,000)"
De Graafschap,3,0,AZ Alkmaar,"Saturday, August 18, 2001","De Vijverberg (10,800)"
FC Den Bosch,0,0,Heerenveen,"Saturday, August 18, 2001","Ecco Stadion (4,251)"
NAC Breda,1,0,FC Utrecht,"Saturday, August 18, 2001","Fujifilm  (13,126)"
Twente Enschede,1,0,RKC Waalwijk,"Friday, August 17, 2001","Arke Stadion (30,250)"
