home, homescore, awayscore, away, date, group
Brest, 0, 1, AS Nancy Lorraine, "Saturday, March 24, 2012", "Stade Francis-le Blé (13,970)"
Evian Thonon Gaillard, 0, 3, Lille, "Saturday, March 24, 2012", "Parc des Sports, Annecy (14,000)"
Lyon, 2, 1, Sochaux, "Saturday, March 24, 2012", "Stade de Gerland (32,730)"
Montpellier, 1, 0, St Etienne, "Saturday, March 24, 2012", "Stade de la Mosson (24,615)"
Nice, 1, 1, Marseille, "Saturday, March 24, 2012", "Stade du Ray (11,727)"
Valenciennes, 1, 0, Stade Rennes, "Saturday, March 24, 2012", "Stade du Hainaut (12,135)"
Sochaux, 2, 0, Nice, "Sunday, March 18, 2012", "Stade Bonal "
Stade Rennes, 0, 1, Toulouse, "Sunday, March 18, 2012", "Stade de la Route-de-Lorient "
Lille, 4, 0, Valenciennes, "Sunday, March 18, 2012", "Stadium Lille Métropole (17,000)"
AJ Auxerre, 0, 2, Evian Thonon Gaillard, "Saturday, March 17, 2012", "Stade Abbé-Deschamps (17,991)"
AS Nancy Lorraine, 1, 0, Montpellier, "Saturday, March 17, 2012", "Stade Marcel Picot (17,136)"
Bordeaux, 1, 1, AC Ajaccio, "Saturday, March 17, 2012", "Stade Jacques Chaban-Delmas (17,946)"
Caen, 2, 2, Paris Saint-Germain , "Saturday, March 17, 2012", "Stade Michel-d'Ornano (19,172)"
Lorient, 2, 1, Brest, "Saturday, March 17, 2012", "Stade du Moustoir (15,454)"
Marseille, 1, 2, Dijon FCO, "Saturday, March 17, 2012", "Stade Vélodrome (40,445)"
St Etienne, 0, 1, Lyon, "Saturday, March 17, 2012", "Stade Geoffroy-Guichard "
Dijon FCO, 1, 2, Paris Saint-Germain , "Sunday, March 11, 2012", "Stade Gaston Gérard (14,446)"
Stade Rennes, 1, 1, AJ Auxerre, "Sunday, March 11, 2012", "Stade de la Route-de-Lorient (22,886)"
Montpellier, 3, 0, Caen, "Sunday, March 11, 2012", "Stade de la Mosson "
Brest, 0, 2, Bordeaux, "Saturday, March 10, 2012", "Stade Francis-le Blé (13,100)"
Evian Thonon Gaillard, 2, 3, Sochaux, "Saturday, March 10, 2012", "Parc des Sports, Annecy (10,861)"
Nice, 1, 1, AS Nancy Lorraine, "Saturday, March 10, 2012", "Stade du Ray (8,405)"
Toulouse, 1, 1, Lorient, "Saturday, March 10, 2012", "Stadium Municipal (13,963)"
Valenciennes, 1, 2, St Etienne, "Saturday, March 10, 2012", "Stade du Hainaut (16,507)"
Lyon, 2, 1, Lille, "Saturday, March 10, 2012", "Stade de Gerland (33,318)"
AC Ajaccio, 1, 0, Marseille, "Friday, March 9, 2012", "Stade Francois-Coty "
Evian Thonon Gaillard, 2, 0, Marseille, "Tuesday, March 6, 2012", "Parc des Sports, Annecy (12,000)"
Caen, 0, 0, Brest, "Sunday, March 4, 2012", "Stade Michel-d'Ornano "
Paris Saint-Germain , 4, 1, AC Ajaccio, "Sunday, March 4, 2012", "Parc des Princes "
Lorient, 0, 2, Stade Rennes, "Sunday, March 4, 2012", "Stade du Moustoir "
AS Nancy Lorraine, 2, 0, Lyon, "Saturday, March 3, 2012", "Stade Marcel Picot "
Dijon FCO, 1, 1, Montpellier, "Saturday, March 3, 2012", "Stade Gaston Gérard (14,016)"
Lille, 2, 2, AJ Auxerre, "Saturday, March 3, 2012", "Stadium Lille Métropole "
Marseille, 0, 1, Toulouse, "Saturday, March 3, 2012", "Stade Vélodrome "
Sochaux, 1, 1, Valenciennes, "Saturday, March 3, 2012", "Stade Bonal "
St Etienne, 0, 2, Evian Thonon Gaillard, "Saturday, March 3, 2012", "Stade Geoffroy-Guichard "
Bordeaux, 1, 2, Nice, "Saturday, March 3, 2012", "Stade Jacques Chaban-Delmas "
Brest, 1, 0, Marseille, "Sunday, February 26, 2012", "Stade Francis-le Blé (15,096)"
Toulouse, 2, 0, Sochaux, "Sunday, February 26, 2012", "Stadium Municipal (11,351)"
Stade Rennes, 1, 1, Lille, "Sunday, February 26, 2012", "Stade de la Route-de-Lorient (19,834)"
AC Ajaccio, 2, 1, Dijon FCO, "Saturday, February 25, 2012", "Stade Francois-Coty (7,000)"
AJ Auxerre, 0, 0, St Etienne, "Saturday, February 25, 2012", "Stade Abbé-Deschamps (20,000)"
Evian Thonon Gaillard, 2, 0, AS Nancy Lorraine, "Saturday, February 25, 2012", "Parc des Sports, Annecy (10,748)"
Montpellier, 1, 0, Bordeaux, "Saturday, February 25, 2012", "Stade de la Mosson (21,284)"
Nice, 1, 0, Caen, "Saturday, February 25, 2012", "Stade du Ray (6,106)"
Valenciennes, 2, 0, Lorient, "Saturday, February 25, 2012", "Stade du Hainaut (13,969)"
Lyon, 4, 4, Paris Saint-Germain , "Saturday, February 25, 2012", "Stade de Gerland (45,000)"
Caen, 2, 1, AJ Auxerre, "Wednesday, February 22, 2012", "Stade Michel-d'Ornano "
Sochaux, 0, 1, Lille, "Wednesday, February 22, 2012", "Stade Bonal "
St Etienne, 4, 2, Lorient, "Wednesday, February 22, 2012", "Stade Geoffroy-Guichard "
Bordeaux, 1, 0, Lyon, "Sunday, February 19, 2012", "Stade Jacques Chaban-Delmas (27,704)"
St Etienne, 4, 0, Stade Rennes, "Sunday, February 19, 2012", "Stade Geoffroy-Guichard (21,432)"
Paris Saint-Germain , 2, 2, Montpellier, "Sunday, February 19, 2012", "Parc des Princes "
AC Ajaccio, 0, 0, Brest, "Saturday, February 18, 2012", "Stade Francois-Coty (7,000)"
AS Nancy Lorraine, 0, 3, Toulouse, "Saturday, February 18, 2012", "Stade Marcel Picot (12,093)"
Caen, 2, 2, Evian Thonon Gaillard, "Saturday, February 18, 2012", "Stade Michel-d'Ornano (14,881)"
Dijon FCO, 3, 0, Nice, "Saturday, February 18, 2012", "Stade Gaston Gérard (12,303)"
Lorient, 0, 1, Lille, "Saturday, February 18, 2012", "Stade du Moustoir (14,812)"
Sochaux, 0, 0, AJ Auxerre, "Saturday, February 18, 2012", "Stade Bonal (12,136)"
Marseille, 1, 1, Valenciennes, "Saturday, February 18, 2012", "Stade Vélodrome (41,055)"
Lille, 4, 5, Bordeaux, "Sunday, February 12, 2012", "Stadium Lille Métropole (17,256)"
Nice, 0, 0, Paris Saint-Germain , "Sunday, February 12, 2012", "Stade du Ray (12,332)"
Toulouse, 0, 1, St Etienne, "Sunday, February 12, 2012", "Stadium Municipal (5,500)"
AJ Auxerre, 1, 1, Lorient, "Saturday, February 11, 2012", "Stade Abbé-Deschamps (7,373)"
Lyon, 1, 2, Caen, "Saturday, February 11, 2012", "Stade de Gerland (30,692)"
Montpellier, 3, 0, AC Ajaccio, "Saturday, February 11, 2012", "Stade de la Mosson (11,647)"
Valenciennes, 1, 0, AS Nancy Lorraine, "Saturday, February 11, 2012", "Stade du Hainaut "
Stade Rennes, 1, 0, Sochaux, "Saturday, February 11, 2012", "Stade de la Route-de-Lorient (17,177)"
Brest, 1, 1, Dijon FCO, "Saturday, February 11, 2012", "Stade Francis-le Blé (13,412)"
Marseille, 2, 2, Lyon, "Sunday, February 5, 2012", "Stade Vélodrome "
AS Nancy Lorraine, 0, 0, Stade Rennes, "Saturday, February 4, 2012", "Stade Marcel Picot (12,615)"
Dijon FCO, 1, 2, Valenciennes, "Saturday, February 4, 2012", "Stade Gaston Gérard "
AC Ajaccio, 1, 1, Nice, "Saturday, February 4, 2012", "Stade Francois-Coty (5,742)"
Montpellier, 1, 0, Brest, "Saturday, February 4, 2012", "Stade de la Mosson (11,149)"
Paris Saint-Germain , 3, 1, Evian Thonon Gaillard, "Saturday, February 4, 2012", "Parc des Princes (41,624)"
Bordeaux, 2, 0, Toulouse, "Saturday, February 4, 2012", "Stade Jacques Chaban-Delmas (16,485)"
Evian Thonon Gaillard, 0, 0, Bordeaux, "Sunday, January 29, 2012", "Parc des Sports, Annecy (11,543)"
Valenciennes, 1, 2, AC Ajaccio, "Sunday, January 29, 2012", "Stade du Hainaut (13,515)"
Stade Rennes, 1, 2, Marseille, "Sunday, January 29, 2012", "Stade de la Route-de-Lorient (30,000)"
AJ Auxerre, 1, 3, AS Nancy Lorraine, "Saturday, January 28, 2012", "Stade Abbé-Deschamps (10,815)"
Brest, 0, 1, Paris Saint-Germain , "Saturday, January 28, 2012", "Stade Francis-le Blé (14,760)"
Lorient, 1, 1, Sochaux, "Saturday, January 28, 2012", "Stade du Moustoir (15,500)"
Lyon, 3, 1, Dijon FCO, "Saturday, January 28, 2012", "Stade de Gerland (35,644)"
Nice, 0, 1, Montpellier, "Saturday, January 28, 2012", "Stade du Ray (7,099)"
Toulouse, 1, 0, Caen, "Saturday, January 28, 2012", "Stadium Municipal (22,500)"
Lille, 3, 0, St Etienne, "Saturday, January 28, 2012", "Stadium Lille Métropole (17,437)"
Marseille, 2, 0, Lille, "Sunday, January 15, 2012", "Stade Vélodrome (41,279)"
AC Ajaccio, 2, 1, AJ Auxerre, "Saturday, January 14, 2012", "Stade Francois-Coty (5,522)"
AS Nancy Lorraine, 2, 2, Lorient, "Saturday, January 14, 2012", "Stade Marcel Picot (13,500)"
Bordeaux, 2, 1, Valenciennes, "Saturday, January 14, 2012", "Stade Jacques Chaban-Delmas (16,274)"
Brest, 1, 0, Nice, "Saturday, January 14, 2012", "Stade Francis-le Blé (11,997)"
Caen, 0, 2, Stade Rennes, "Saturday, January 14, 2012", "Stade Michel-d'Ornano (14,785)"
Dijon FCO, 3, 1, Evian Thonon Gaillard, "Saturday, January 14, 2012", "Stade Gaston Gérard (12,565)"
Montpellier, 1, 0, Lyon, "Saturday, January 14, 2012", "Stade de la Mosson (18,889)"
Paris Saint-Germain , 3, 1, Toulouse, "Saturday, January 14, 2012", "Parc des Princes (44,669)"
St Etienne, 1, 0, Sochaux, "Saturday, January 14, 2012", "Stade Geoffroy-Guichard (20,222)"
AJ Auxerre, 2, 2, Dijon FCO, "Wednesday, December 21, 2011", "Stade Abbé-Deschamps "
Evian Thonon Gaillard, 4, 2, Montpellier, "Wednesday, December 21, 2011", "Parc des Sports, Annecy "
Lille, 4, 4, Nice, "Wednesday, December 21, 2011", "Stadium Lille Métropole "
Lorient, 0, 0, Caen, "Wednesday, December 21, 2011", "Stade du Moustoir "
Sochaux, 0, 2, AC Ajaccio, "Wednesday, December 21, 2011", "Stade Bonal "
Stade Rennes, 1, 0, Bordeaux, "Wednesday, December 21, 2011", "Stade de la Route-de-Lorient "
Toulouse, 0, 0, Brest, "Wednesday, December 21, 2011", "Stadium Municipal "
Valenciennes, 1, 0, Lyon, "Wednesday, December 21, 2011", "Stade du Hainaut "
St Etienne, 0, 1, Paris Saint-Germain , "Wednesday, December 21, 2011", "Stade Geoffroy-Guichard "
AS Nancy Lorraine, 1, 3, Marseille, "Tuesday, December 20, 2011", "Stade Marcel Picot "
AC Ajaccio, 1, 0, Stade Rennes, "Sunday, December 18, 2011", "Stade Francois-Coty (5,645)"
Bordeaux, 1, 0, Sochaux, "Sunday, December 18, 2011", "Stade Jacques Chaban-Delmas (23,700)"
Paris Saint-Germain , 0, 0, Lille, "Sunday, December 18, 2011", "Parc des Princes (45,195)"
Brest, 1, 0, AJ Auxerre, "Saturday, December 17, 2011", "Stade Francis-le Blé (13,677)"
Caen, 1, 2, AS Nancy Lorraine, "Saturday, December 17, 2011", "Stade Michel-d'Ornano (13,528)"
Dijon FCO, 1, 2, St Etienne, "Saturday, December 17, 2011", "Stade Gaston Gérard (14,435)"
Marseille, 2, 1, Lorient, "Saturday, December 17, 2011", "Stade Vélodrome (40,080)"
Montpellier, 1, 1, Toulouse, "Saturday, December 17, 2011", "Stade de la Mosson (16,780)"
Nice, 2, 0, Valenciennes, "Saturday, December 17, 2011", "Stade du Ray (7,358)"
Lyon, 2, 1, Evian Thonon Gaillard, "Saturday, December 17, 2011", "Stade de Gerland (35,253)"
AJ Auxerre, 2, 1, Nice, "Sunday, December 11, 2011", "Stade Abbé-Deschamps "
Lille, 2, 0, Dijon FCO, "Sunday, December 11, 2011", "Stadium Lille Métropole "
Lorient, 0, 1, Lyon, "Sunday, December 11, 2011", "Stade du Moustoir "
AS Nancy Lorraine, 2, 2, AC Ajaccio, "Saturday, December 10, 2011", "Stade Marcel Picot (15,000)"
Sochaux, 0, 1, Paris Saint-Germain , "Saturday, December 10, 2011", "Stade Bonal "
St Etienne, 2, 0, Caen, "Saturday, December 10, 2011", "Stade Geoffroy-Guichard "
Stade Rennes, 1, 1, Brest, "Saturday, December 10, 2011", "Stade de la Route-de-Lorient "
Toulouse, 2, 1, Evian Thonon Gaillard, "Saturday, December 10, 2011", "Stadium Municipal "
Valenciennes, 1, 0, Montpellier, "Saturday, December 10, 2011", "Stade du Hainaut (3,000)"
Marseille, 0, 0, Bordeaux, "Saturday, December 10, 2011", "Stade Vélodrome "
Bordeaux, 2, 0, AS Nancy Lorraine, "Sunday, December 4, 2011", "Stade Jacques Chaban-Delmas (15,404)"
Paris Saint-Germain , 3, 2, AJ Auxerre, "Sunday, December 4, 2011", "Parc des Princes (42,035)"
Lyon, 3, 2, Toulouse, "Sunday, December 4, 2011", "Stade de Gerland (31,028)"
AC Ajaccio, 2, 3, Lille, "Saturday, December 3, 2011", "Stade Francois-Coty (5,319)"
Brest, 2, 2, St Etienne, "Saturday, December 3, 2011", "Stade Francis-le Blé (13,789)"
Dijon FCO, 0, 0, Sochaux, "Saturday, December 3, 2011", "Stade Gaston Gérard (13,165)"
Evian Thonon Gaillard, 2, 1, Valenciennes, "Saturday, December 3, 2011", "Parc des Sports, Annecy (9,608)"
Montpellier, 4, 0, Lorient, "Saturday, December 3, 2011", "Stade de la Mosson (12,866)"
Nice, 2, 0, Stade Rennes, "Saturday, December 3, 2011", "Stade du Ray (7,664)"
Caen, 1, 2, Marseille, "Friday, December 2, 2011", "Stade Michel-d'Ornano "
AJ Auxerre, 0, 3, Lyon, "Sunday, November 27, 2011", "Stade Abbé-Deschamps (12,081)"
Lorient, 1, 0, Nice, "Sunday, November 27, 2011", "Stade du Moustoir (16,009)"
Marseille, 3, 0, Paris Saint-Germain , "Sunday, November 27, 2011", "Stade Vélodrome (40,000)"
AS Nancy Lorraine, 1, 2, Dijon FCO, "Saturday, November 26, 2011", "Stade Marcel Picot (15,114)"
Bordeaux, 2, 0, Caen, "Saturday, November 26, 2011", "Stade Jacques Chaban-Delmas (17,255)"
Sochaux, 1, 3, Montpellier, "Saturday, November 26, 2011", "Stade Bonal (11,941)"
St Etienne, 3, 1, AC Ajaccio, "Saturday, November 26, 2011", "Stade Geoffroy-Guichard (20,059)"
Stade Rennes, 3, 2, Evian Thonon Gaillard, "Saturday, November 26, 2011", "Stade de la Route-de-Lorient (17,782)"
Toulouse, 2, 0, Valenciennes, "Saturday, November 26, 2011", "Stadium Municipal (29,234)"
Lille, 2, 0, Brest, "Saturday, November 26, 2011", "Stadium Lille Métropole (16,760)"
Brest, 2, 0, Sochaux, "Sunday, November 20, 2011", "Stade Francis-le Blé (12,918)"
Valenciennes, 2, 1, AJ Auxerre, "Sunday, November 20, 2011", "Stade du Hainaut (13,383)"
Paris Saint-Germain , 0, 1, AS Nancy Lorraine, "Sunday, November 20, 2011", "Parc des Princes (35,000)"
AC Ajaccio, 2, 2, Caen, "Saturday, November 19, 2011", "Stade Francois-Coty (5,125)"
Dijon FCO, 2, 0, Bordeaux, "Saturday, November 19, 2011", "Stade Gaston Gérard (13,568)"
Evian Thonon Gaillard, 2, 1, Lorient, "Saturday, November 19, 2011", "Parc des Sports, Annecy (10,763)"
Nice, 0, 2, St Etienne, "Saturday, November 19, 2011", "Stade du Ray (8,599)"
Montpellier, 1, 0, Marseille, "Saturday, November 19, 2011", "Stade de la Mosson (26,241)"
Lyon, 1, 2, Stade Rennes, "Friday, November 18, 2011", "Stade de Gerland (32,193)"
Toulouse, 0, 0, Lille, "Friday, November 18, 2011", "Stadium Municipal (17,653)"
AS Nancy Lorraine, 2, 1, Brest, "Sunday, November 6, 2011", "Stade Marcel Picot (14,029)"
Caen, 3, 0, Dijon FCO, "Sunday, November 6, 2011", "Stade Michel-d'Ornano (14,387)"
Lorient, 2, 0, AC Ajaccio, "Sunday, November 6, 2011", "Stade du Moustoir (15,672)"
Marseille, 2, 0, Nice, "Sunday, November 6, 2011", "Stade Vélodrome (39,716)"
Sochaux, 2, 1, Lyon, "Sunday, November 6, 2011", "Stade Bonal (14,611)"
St Etienne, 1, 1, Montpellier, "Sunday, November 6, 2011", "Stade Geoffroy-Guichard (18,788)"
Stade Rennes, 1, 1, Valenciennes, "Sunday, November 6, 2011", "Stade de la Route-de-Lorient (20,006)"
AJ Auxerre, 2, 0, Toulouse, "Sunday, November 6, 2011", "Stade Abbé-Deschamps (7,238)"
Bordeaux, 1, 1, Paris Saint-Germain , "Sunday, November 6, 2011", "Stade Jacques Chaban-Delmas (29,496)"
Lille, 1, 1, Evian Thonon Gaillard, "Saturday, November 5, 2011", "Stadium Lille Métropole "
Nice, 1, 1, Sochaux, "Sunday, October 30, 2011", "Stade du Ray "
Toulouse, 1, 0, Stade Rennes, "Sunday, October 30, 2011", "Stadium Municipal (32,000)"
Valenciennes, 0, 0, Lille, "Sunday, October 30, 2011", "Stade du Hainaut "
AC Ajaccio, 0, 2, Bordeaux, "Saturday, October 29, 2011", "Stade Francois-Coty "
Brest, 3, 1, Lorient, "Saturday, October 29, 2011", "Stade Francis-le Blé "
Dijon FCO, 2, 3, Marseille, "Saturday, October 29, 2011", "Stade Gaston Gérard "
Evian Thonon Gaillard, 3, 1, AJ Auxerre, "Saturday, October 29, 2011", "Parc des Sports, Annecy "
Montpellier, 2, 0, AS Nancy Lorraine, "Saturday, October 29, 2011", "Stade de la Mosson "
Paris Saint-Germain , 4, 2, Caen, "Saturday, October 29, 2011", "Parc des Princes "
Lyon, 2, 0, St Etienne, "Saturday, October 29, 2011", "Stade de Gerland "
AJ Auxerre, 0, 1, Stade Rennes, "Sunday, October 23, 2011", "Stade Abbé-Deschamps "
Paris Saint-Germain , 2, 0, Dijon FCO, "Sunday, October 23, 2011", "Parc des Princes "
Lille, 3, 1, Lyon, "Sunday, October 23, 2011", "Stadium Lille Métropole (17,000)"
AS Nancy Lorraine, 1, 0, Nice, "Saturday, October 22, 2011", "Stade Marcel Picot (13,652)"
