home,homescore,awayscore,away,date,location
NEC Nijmegen,0,0,Feyenoord Rotterdam,"Sunday, March 28, 2010","De Goffert (12,500)"
Ajax Amsterdam,3,0,FC Groningen,"Sunday, March 28, 2010","Amsterdam ArenA (51,669)"
FC Utrecht,2,0,RKC Waalwijk,"Sunday, March 28, 2010","Nieuw Galgewaard (21,780)"
VVV Venlo,2,4,PSV Eindhoven,"Sunday, March 28, 2010","De Koel (7,500)"
AZ Alkmaar,3,2,SC Heracles Almelo,"Saturday, March 27, 2010","Almaarderhout (16,000)"
Roda JC Kerkrade,4,2,Heerenveen,"Saturday, March 27, 2010","Parkstad Limburg Stadion (14,900)"
Vitesse Arnhem,2,1,Willem II Tilburg,"Saturday, March 27, 2010","Gelredome (16,446)"
Twente Enschede,3,0,Sparta Rotterdam,"Saturday, March 27, 2010","De Grolsch Veste (23,800)"
NAC Breda,3,0,ADO Den Haag,"Friday, March 26, 2010","Rat Verlegh Stadion "
RKC Waalwijk,1,5,Ajax Amsterdam,"Sunday, March 21, 2010","Mandemakers Stadion (7,800)"
ADO Den Haag,0,0,VVV Venlo,"Sunday, March 21, 2010","Het Zuiderpark (12,584)"
FC Groningen,1,0,Roda JC Kerkrade,"Sunday, March 21, 2010","Euroborg Stadion (21,045)"
Sparta Rotterdam,0,1,AZ Alkmaar,"Sunday, March 21, 2010","Sparta-Stadion, Het Kasteel (10,605)"
Willem II Tilburg,0,3,FC Utrecht,"Saturday, March 20, 2010","Willem II Stadion (13,200)"
PSV Eindhoven,1,1,Twente Enschede,"Saturday, March 20, 2010","Philips Stadion (35,200)"
SC Heracles Almelo,3,0,NAC Breda,"Saturday, March 20, 2010","Polman Stadion (8,400)"
Heerenveen,4,1,NEC Nijmegen,"Friday, March 19, 2010","Abe Lenstra Stadion (24,900)"
Feyenoord Rotterdam,1,1,SC Heracles Almelo,"Sunday, March 14, 2010","De Kuip Stadion  (45,000)"
Vitesse Arnhem,0,1,Heerenveen,"Sunday, March 14, 2010","Gelredome (17,720)"
Willem II Tilburg,3,1,Sparta Rotterdam,"Sunday, March 14, 2010","Willem II Stadion (11,300)"
Ajax Amsterdam,4,1,PSV Eindhoven,"Sunday, March 14, 2010","Amsterdam ArenA (51,000)"
NAC Breda,0,3,FC Groningen,"Saturday, March 13, 2010","Rat Verlegh Stadion (17,750)"
AZ Alkmaar,6,2,RKC Waalwijk,"Saturday, March 13, 2010","Almaarderhout (16,563)"
VVV Venlo,0,1,FC Utrecht,"Saturday, March 13, 2010","De Koel (7,500)"
NEC Nijmegen,0,2,Roda JC Kerkrade,"Saturday, March 13, 2010","De Goffert (12,350)"
Twente Enschede,3,1,ADO Den Haag,"Friday, March 12, 2010","De Grolsch Veste (23,500)"
Roda JC Kerkrade,2,4,Feyenoord Rotterdam,"Sunday, March 7, 2010","Parkstad Limburg Stadion (17,300)"
Sparta Rotterdam,0,3,Ajax Amsterdam,"Sunday, March 7, 2010","Sparta-Stadion, Het Kasteel (10,650)"
FC Groningen,1,0,VVV Venlo,"Sunday, March 7, 2010","Euroborg Stadion (21,840)"
FC Utrecht,1,0,NEC Nijmegen,"Sunday, March 7, 2010","Nieuw Galgewaard (22,183)"
RKC Waalwijk,0,1,Twente Enschede,"Sunday, March 7, 2010","Mandemakers Stadion (6,500)"
AZ Alkmaar,4,1,Heerenveen,"Saturday, March 6, 2010","Almaarderhout (16,427)"
ADO Den Haag,1,1,Vitesse Arnhem,"Saturday, March 6, 2010","Het Zuiderpark (10,132)"
SC Heracles Almelo,3,2,Willem II Tilburg,"Saturday, March 6, 2010","Polman Stadion (8,400)"
NAC Breda,2,1,PSV Eindhoven,"Saturday, March 6, 2010","Rat Verlegh Stadion (17,750)"
Ajax Amsterdam,4,0,FC Utrecht,"Sunday, February 28, 2010","Amsterdam ArenA (45,113)"
FC Groningen,2,3,Feyenoord Rotterdam,"Sunday, February 28, 2010","Euroborg Stadion (21,857)"
PSV Eindhoven,5,1,RKC Waalwijk,"Sunday, February 28, 2010","Philips Stadion (32,000)"
Sparta Rotterdam,2,2,NAC Breda,"Sunday, February 28, 2010","Sparta-Stadion, Het Kasteel (10,216)"
Twente Enschede,2,1,NEC Nijmegen,"Sunday, February 28, 2010","De Grolsch Veste (23,500)"
Heerenveen,1,2,SC Heracles Almelo,"Saturday, February 27, 2010","Abe Lenstra Stadion (25,800)"
Vitesse Arnhem,0,3,AZ Alkmaar,"Saturday, February 27, 2010","Gelredome (17,550)"
Willem II Tilburg,2,1,VVV Venlo,"Saturday, February 27, 2010","Willem II Stadion (11,500)"
ADO Den Haag,1,2,Roda JC Kerkrade,"Friday, February 26, 2010","Het Zuiderpark (11,898)"
Feyenoord Rotterdam,2,2,ADO Den Haag,"Sunday, February 21, 2010","De Kuip Stadion  (45,000)"
Ajax Amsterdam,4,0,Vitesse Arnhem,"Sunday, February 21, 2010","Amsterdam ArenA (49,000)"
PSV Eindhoven,1,1,Sparta Rotterdam,"Sunday, February 21, 2010","Philips Stadion (33,000)"
Twente Enschede,1,0,Willem II Tilburg,"Sunday, February 21, 2010","De Grolsch Veste (23,500)"
NAC Breda,0,2,FC Utrecht,"Saturday, February 20, 2010","Rat Verlegh Stadion (17,750)"
RKC Waalwijk,1,2,Heerenveen,"Saturday, February 20, 2010","Mandemakers Stadion (6,400)"
VVV Venlo,3,3,AZ Alkmaar,"Saturday, February 20, 2010","De Koel (7,000)"
NEC Nijmegen,0,2,FC Groningen,"Saturday, February 20, 2010","De Goffert (12,200)"
Roda JC Kerkrade,2,1,SC Heracles Almelo,"Friday, February 19, 2010","Parkstad Limburg Stadion (13,195)"
NEC Nijmegen,2,1,Willem II Tilburg,"Wednesday, February 17, 2010","De Goffert (12,250)"
FC Utrecht,0,0,Feyenoord Rotterdam,"Sunday, February 14, 2010","Nieuw Galgewaard (22,530)"
FC Groningen,2,1,RKC Waalwijk,"Sunday, February 14, 2010","Euroborg Stadion (21,659)"
SC Heracles Almelo,0,1,PSV Eindhoven,"Sunday, February 14, 2010","Polman Stadion (8,400)"
Sparta Rotterdam,2,0,VVV Venlo,"Sunday, February 14, 2010","Sparta-Stadion, Het Kasteel (10,000)"
Vitesse Arnhem,1,2,Twente Enschede,"Saturday, February 13, 2010","Gelredome (18,414)"
ADO Den Haag,3,0,Willem II Tilburg,"Saturday, February 13, 2010","Het Zuiderpark (10,009)"
Heerenveen,0,2,Ajax Amsterdam,"Saturday, February 13, 2010","Abe Lenstra Stadion (26,500)"
AZ Alkmaar,2,0,Roda JC Kerkrade,"Saturday, February 13, 2010","Almaarderhout (16,491)"
NEC Nijmegen,4,2,NAC Breda,"Friday, February 12, 2010","De Goffert (12,200)"
Feyenoord Rotterdam,1,2,AZ Alkmaar,"Sunday, February 7, 2010","De Kuip Stadion  (27,300)"
RKC Waalwijk,0,1,NEC Nijmegen,"Sunday, February 7, 2010","Mandemakers Stadion (6,200)"
VVV Venlo,2,0,Vitesse Arnhem,"Sunday, February 7, 2010","De Koel (7,500)"
Ajax Amsterdam,3,0,Twente Enschede,"Sunday, February 7, 2010","Amsterdam ArenA (49,184)"
PSV Eindhoven,2,0,ADO Den Haag,"Saturday, February 6, 2010","Philips Stadion (33,100)"
Heerenveen,2,0,FC Utrecht,"Saturday, February 6, 2010","Abe Lenstra Stadion (26,000)"
Roda JC Kerkrade,2,1,Sparta Rotterdam,"Saturday, February 6, 2010","Parkstad Limburg Stadion (13,500)"
SC Heracles Almelo,4,3,FC Groningen,"Saturday, February 6, 2010","Polman Stadion (8,300)"
Willem II Tilburg,1,2,NAC Breda,"Friday, February 5, 2010","Willem II Stadion (12,000)"
RKC Waalwijk,0,1,Feyenoord Rotterdam,"Thursday, February 4, 2010","Mandemakers Stadion (7,500)"
FC Groningen,2,0,ADO Den Haag,"Wednesday, February 3, 2010","Euroborg Stadion (21,289)"
PSV Eindhoven,2,1,FC Utrecht,"Wednesday, February 3, 2010","Philips Stadion (33,100)"
Twente Enschede,2,0,SC Heracles Almelo,"Wednesday, February 3, 2010","De Grolsch Veste (24,000)"
Ajax Amsterdam,4,0,Roda JC Kerkrade,"Wednesday, February 3, 2010","Amsterdam ArenA (49,000)"
Sparta Rotterdam,1,1,Vitesse Arnhem,"Wednesday, February 3, 2010","Sparta-Stadion, Het Kasteel (9,213)"
NAC Breda,1,1,AZ Alkmaar,"Tuesday, February 2, 2010","Rat Verlegh Stadion (17,750)"
VVV Venlo,3,1,Heerenveen,"Tuesday, February 2, 2010","De Koel (5,000)"
Feyenoord Rotterdam,1,1,Ajax Amsterdam,"Sunday, January 31, 2010","De Kuip Stadion  (47,000)"
FC Utrecht,0,0,SC Heracles Almelo,"Sunday, January 31, 2010","Nieuw Galgewaard (21,050)"
Twente Enschede,2,0,Roda JC Kerkrade,"Sunday, January 31, 2010","De Grolsch Veste (23,500)"
Vitesse Arnhem,0,0,PSV Eindhoven,"Sunday, January 31, 2010","Gelredome (18,600)"
NEC Nijmegen,1,0,Sparta Rotterdam,"Saturday, January 30, 2010","De Goffert (12,350)"
AZ Alkmaar,0,1,FC Groningen,"Saturday, January 30, 2010","Almaarderhout (16,000)"
NAC Breda,2,0,VVV Venlo,"Saturday, January 30, 2010","Rat Verlegh Stadion (17,750)"
ADO Den Haag,2,1,Heerenveen,"Saturday, January 30, 2010","Het Zuiderpark (10,759)"
Willem II Tilburg,2,1,RKC Waalwijk,"Friday, January 29, 2010","Willem II Stadion (13,500)"
Ajax Amsterdam,1,0,AZ Alkmaar,"Sunday, January 24, 2010","Amsterdam ArenA (47,770)"
FC Groningen,0,0,Twente Enschede,"Sunday, January 24, 2010","Euroborg Stadion (21,415)"
Sparta Rotterdam,0,0,ADO Den Haag,"Sunday, January 24, 2010","Sparta-Stadion, Het Kasteel (10,122)"
VVV Venlo,1,1,Feyenoord Rotterdam,"Sunday, January 24, 2010","De Koel (7,500)"
SC Heracles Almelo,1,2,Vitesse Arnhem,"Saturday, January 23, 2010","Polman Stadion (8,300)"
Heerenveen,4,2,Willem II Tilburg,"Saturday, January 23, 2010","Abe Lenstra Stadion (25,500)"
Roda JC Kerkrade,2,0,FC Utrecht,"Saturday, January 23, 2010","Parkstad Limburg Stadion (13,580)"
RKC Waalwijk,0,1,NAC Breda,"Saturday, January 23, 2010","Mandemakers Stadion (6,400)"
PSV Eindhoven,3,0,NEC Nijmegen,"Friday, January 22, 2010","Philips Stadion (32,500)"
FC Groningen,2,0,Heerenveen,"Wednesday, January 20, 2010","Euroborg Stadion (22,440)"
Roda JC Kerkrade,0,1,PSV Eindhoven,"Tuesday, January 19, 2010","Parkstad Limburg Stadion (16,400)"
NEC Nijmegen,2,1,Vitesse Arnhem,"Sunday, January 17, 2010","De Goffert (12,500)"
FC Utrecht,0,0,Twente Enschede,"Sunday, January 17, 2010","Nieuw Galgewaard (24,000)"
NAC Breda,1,1,Ajax Amsterdam,"Sunday, January 17, 2010","Rat Verlegh Stadion (17,000)"
AZ Alkmaar,3,0,ADO Den Haag,"Saturday, December 19, 2009","Almaarderhout (16,072)"
Feyenoord Rotterdam,1,0,Willem II Tilburg,"Saturday, December 19, 2009","De Kuip Stadion  (45,500)"
RKC Waalwijk,4,1,Sparta Rotterdam,"Saturday, December 19, 2009","Mandemakers Stadion (5,000)"
SC Heracles Almelo,1,0,VVV Venlo,"Friday, December 18, 2009","Polman Stadion (8,200)"
ADO Den Haag,1,4,SC Heracles Almelo,"Sunday, December 13, 2009","Het Zuiderpark (11,679)"
Vitesse Arnhem,2,2,FC Utrecht,"Sunday, December 13, 2009","Gelredome (16,280)"
Willem II Tilburg,1,3,Roda JC Kerkrade,"Sunday, December 13, 2009","Willem II Stadion (12,500)"
Sparta Rotterdam,2,4,FC Groningen,"Sunday, December 13, 2009","Sparta-Stadion, Het Kasteel (9,725)"
VVV Venlo,3,0,RKC Waalwijk,"Saturday, December 12, 2009","De Koel (7,500)"
Heerenveen,0,2,Feyenoord Rotterdam,"Saturday, December 12, 2009","Abe Lenstra Stadion (25,600)"
Twente Enschede,3,1,NAC Breda,"Saturday, December 12, 2009","De Grolsch Veste (23,500)"
PSV Eindhoven,1,0,AZ Alkmaar,"Saturday, December 12, 2009","Philips Stadion (35,600)"
Ajax Amsterdam,3,0,NEC Nijmegen,"Friday, December 11, 2009","Amsterdam ArenA (47,297)"
FC Utrecht,2,0,Ajax Amsterdam,"Sunday, December 6, 2009","Nieuw Galgewaard (23,500)"
Feyenoord Rotterdam,3,1,FC Groningen,"Sunday, December 6, 2009","De Kuip Stadion  (42,500)"
RKC Waalwijk,0,2,PSV Eindhoven,"Sunday, December 6, 2009","Mandemakers Stadion (7,400)"
NEC Nijmegen,3,4,Twente Enschede,"Sunday, December 6, 2009","De Goffert (12,500)"
SC Heracles Almelo,3,1,Heerenveen,"Sunday, December 6, 2009","Polman Stadion (8,488)"
AZ Alkmaar,1,2,Vitesse Arnhem,"Friday, December 4, 2009","Almaarderhout (16,000)"
NAC Breda,2,2,Sparta Rotterdam,"Friday, December 4, 2009","Rat Verlegh Stadion (17,700)"
Roda JC Kerkrade,1,1,ADO Den Haag,"Friday, December 4, 2009","Parkstad Limburg Stadion (14,100)"
VVV Venlo,2,1,Willem II Tilburg,"Friday, December 4, 2009","De Koel (7,500)"
ADO Den Haag,0,2,Feyenoord Rotterdam,"Sunday, November 29, 2009","Het Zuiderpark (13,800)"
Vitesse Arnhem,1,5,Ajax Amsterdam,"Sunday, November 29, 2009","Gelredome (21,850)"
FC Groningen,2,2,NEC Nijmegen,"Sunday, November 29, 2009","Euroborg Stadion (21,721)"
FC Utrecht,3,1,NAC Breda,"Sunday, November 29, 2009","Nieuw Galgewaard (22,300)"
AZ Alkmaar,2,0,VVV Venlo,"Saturday, November 28, 2009","Almaarderhout "
Heerenveen,3,1,RKC Waalwijk,"Saturday, November 28, 2009","Abe Lenstra Stadion (25,500)"
SC Heracles Almelo,3,2,Roda JC Kerkrade,"Saturday, November 28, 2009","Polman Stadion (8,400)"
Willem II Tilburg,1,3,Twente Enschede,"Saturday, November 28, 2009","Willem II Stadion (11,500)"
Sparta Rotterdam,2,3,PSV Eindhoven,"Friday, November 27, 2009","Sparta-Stadion, Het Kasteel (10,800)"
Feyenoord Rotterdam,0,0,FC Utrecht,"Sunday, November 22, 2009","De Kuip Stadion  (44,000)"
Ajax Amsterdam,5,1,Heerenveen,"Sunday, November 22, 2009","Amsterdam ArenA (49,598)"
VVV Venlo,5,0,Sparta Rotterdam,"Sunday, November 22, 2009","De Koel (7,000)"
Willem II Tilburg,1,1,ADO Den Haag,"Sunday, November 22, 2009","Willem II Stadion (12,000)"
PSV Eindhoven,4,0,SC Heracles Almelo,"Sunday, November 22, 2009","Philips Stadion (34,000)"
Roda JC Kerkrade,2,4,AZ Alkmaar,"Saturday, November 21, 2009","Parkstad Limburg Stadion (16,400)"
NAC Breda,3,3,NEC Nijmegen,"Saturday, November 21, 2009","Rat Verlegh Stadion (17,750)"
RKC Waalwijk,3,1,FC Groningen,"Saturday, November 21, 2009","Mandemakers Stadion (6,000)"
Twente Enschede,1,0,Vitesse Arnhem,"Saturday, November 21, 2009","De Grolsch Veste (24,000)"
NAC Breda,4,0,Willem II Tilburg,"Sunday, November 8, 2009","Rat Verlegh Stadion (17,700)"
ADO Den Haag,1,5,PSV Eindhoven,"Sunday, November 8, 2009","Het Zuiderpark (13,463)"
AZ Alkmaar,1,1,Feyenoord Rotterdam,"Sunday, November 8, 2009","Almaarderhout (16,712)"
FC Utrecht,2,3,Heerenveen,"Sunday, November 8, 2009","Nieuw Galgewaard (21,200)"
Twente Enschede,1,0,Ajax Amsterdam,"Sunday, November 8, 2009","De Grolsch Veste (24,000)"
Vitesse Arnhem,2,0,VVV Venlo,"Saturday, November 7, 2009","Gelredome (18,600)"
Sparta Rotterdam,1,2,Roda JC Kerkrade,"Saturday, November 7, 2009","Sparta-Stadion, Het Kasteel (10,107)"
NEC Nijmegen,0,1,RKC Waalwijk,"Saturday, November 7, 2009","De Goffert (12,000)"
FC Groningen,4,1,SC Heracles Almelo,"Friday, November 6, 2009","Euroborg Stadion (22,117)"
Ajax Amsterdam,5,1,Feyenoord Rotterdam,"Sunday, November 1, 2009","Amsterdam ArenA (60,000)"
RKC Waalwijk,0,1,Willem II Tilburg,"Sunday, November 1, 2009","Mandemakers Stadion (7,000)"
SC Heracles Almelo,3,1,FC Utrecht,"Sunday, November 1, 2009","Polman Stadion (8,450)"
Sparta Rotterdam,2,0,NEC Nijmegen,"Sunday, November 1, 2009","Sparta-Stadion, Het Kasteel (10,058)"
Heerenveen,3,0,ADO Den Haag,"Saturday, October 31, 2009","Abe Lenstra Stadion (25,800)"
PSV Eindhoven,1,0,Vitesse Arnhem,"Saturday, October 31, 2009","Philips Stadion (32,500)"
Roda JC Kerkrade,1,2,Twente Enschede,"Saturday, October 31, 2009","Parkstad Limburg Stadion (14,905)"
FC Groningen,0,1,AZ Alkmaar,"Saturday, October 31, 2009","Euroborg Stadion (22,216)"
VVV Venlo,1,1,NAC Breda,"Friday, October 30, 2009","De Koel (7,500)"
AZ Alkmaar,2,4,Ajax Amsterdam,"Sunday, October 25, 2009","Almaarderhout (16,867)"
Twente Enschede,4,0,FC Groningen,"Sunday, October 25, 2009","De Grolsch Veste (23,800)"
Willem II Tilburg,4,1,Heerenveen,"Sunday, October 25, 2009","Willem II Stadion (12,500)"
NEC Nijmegen,0,4,PSV Eindhoven,"Sunday, October 25, 2009","De Goffert (12,400)"
ADO Den Haag,2,3,Sparta Rotterdam,"Saturday, October 24, 2009","Het Zuiderpark (14,390)"
Feyenoord Rotterdam,1,0,VVV Venlo,"Saturday, October 24, 2009","De Kuip Stadion  (44,000)"
Vitesse Arnhem,0,2,SC Heracles Almelo,"Saturday, October 24, 2009","Gelredome (15,900)"
NAC Breda,1,0,RKC Waalwijk,"Saturday, October 24, 2009","Rat Verlegh Stadion "
FC Utrecht,2,1,Roda JC Kerkrade,"Friday, October 23, 2009","Nieuw Galgewaard (20,500)"
VVV Venlo,1,1,Roda JC Kerkrade,"Sunday, October 18, 2009","De Koel (7,500)"
FC Groningen,0,0,FC Utrecht,"Sunday, October 18, 2009","Euroborg Stadion (21,724)"
NEC Nijmegen,1,1,ADO Den Haag,"Sunday, October 18, 2009","De Goffert (12,500)"
RKC Waalwijk,0,1,SC Heracles Almelo,"Sunday, October 18, 2009","Mandemakers Stadion (7,200)"
Sparta Rotterdam,2,1,Feyenoord Rotterdam,"Sunday, October 18, 2009","Sparta-Stadion, Het Kasteel (10,894)"
Ajax Amsterdam,4,0,Willem II Tilburg,"Saturday, October 17, 2009","Amsterdam ArenA (49,000)"
NAC Breda,4,0,Vitesse Arnhem,"Saturday, October 17, 2009","Rat Verlegh Stadion (17,600)"
Twente Enschede,3,2,AZ Alkmaar,"Saturday, October 17, 2009","De Grolsch Veste (23,800)"
PSV Eindhoven,1,0,Heerenveen,"Saturday, October 17, 2009","Philips Stadion (34,200)"
Roda JC Kerkrade,2,2,Ajax Amsterdam,"Sunday, October 4, 2009","Parkstad Limburg Stadion (18,000)"
FC Utrecht,0,0,PSV Eindhoven,"Sunday, October 4, 2009","Nieuw Galgewaard (21,500)"
Heerenveen,1,1,VVV Venlo,"Sunday, October 4, 2009","Abe Lenstra Stadion (25,800)"
SC Heracles Almelo,1,3,Twente Enschede,"Sunday, October 4, 2009","Polman Stadion (8,500)"
ADO Den Haag,1,1,FC Groningen,"Saturday, October 3, 2009","Het Zuiderpark (10,771)"
AZ Alkmaar,1,0,NAC Breda,"Saturday, October 3, 2009","Almaarderhout (17,000)"
Willem II Tilburg,1,1,NEC Nijmegen,"Saturday, October 3, 2009","Willem II Stadion (12,500)"
Feyenoord Rotterdam,3,0,RKC Waalwijk,"Saturday, October 3, 2009","De Kuip Stadion  (45,000)"
Vitesse Arnhem,2,0,Sparta Rotterdam,"Friday, October 2, 2009","Gelredome (15,350)"
NEC Nijmegen,1,1,FC Utrecht,"Wednesday, September 30, 2009","De Goffert (12,400)"
Ajax Amsterdam,3,0,ADO Den Haag,"Sunday, September 27, 2009","Amsterdam ArenA (49,000)"
FC Groningen,1,0,Vitesse Arnhem,"Sunday, September 27, 2009","Euroborg Stadion (21,942)"
NAC Breda,0,2,Feyenoord Rotterdam,"Sunday, September 27, 2009","Rat Verlegh Stadion (17,000)"
Sparta Rotterdam,0,2,Heerenveen,"Sunday, September 27, 2009","Sparta-Stadion, Het Kasteel (10,057)"
NEC Nijmegen,0,2,SC Heracles Almelo,"Sunday, September 27, 2009","De Goffert (12,320)"
FC Utrecht,1,0,AZ Alkmaar,"Saturday, September 26, 2009","Nieuw Galgewaard (21,500)"
PSV Eindhoven,3,1,Willem II Tilburg,"Saturday, September 26, 2009","Philips Stadion (32,000)"
RKC Waalwijk,4,1,Roda JC Kerkrade,"Saturday, September 26, 2009","Mandemakers Stadion (5,200)"
Twente Enschede,2,1,VVV Venlo,"Saturday, September 26, 2009","De Grolsch Veste (23,700)"
ADO Den Haag,0,1,FC Utrecht,"Sunday, September 20, 2009","Het Zuiderpark (9,220)"
Feyenoord Rotterdam,1,3,PSV Eindhoven,"Sunday, September 20, 2009","De Kuip Stadion  (45,000)"
Heerenveen,0,2,Twente Enschede,"Sunday, September 20, 2009","Abe Lenstra Stadion (25,500)"
VVV Venlo,0,4,Ajax Amsterdam,"Sunday, September 20, 2009","De Koel (7,500)"
SC Heracles Almelo,1,1,Sparta Rotterdam,"Saturday, September 19, 2009","Polman Stadion (8,451)"
Roda JC Kerkrade,2,0,NAC Breda,"Saturday, September 19, 2009","Parkstad Limburg Stadion (13,550)"
Vitesse Arnhem,3,1,RKC Waalwijk,"Saturday, September 19, 2009","Gelredome (16,045)"
AZ Alkmaar,0,1,NEC Nijmegen,"Saturday, September 19, 2009","Almaarderhout (16,147)"
Willem II Tilburg,2,1,FC Groningen,"Friday, September 18, 2009","Willem II Stadion (11,000)"
Willem II Tilburg,2,3,Feyenoord Rotterdam,"Sunday, September 13, 2009","Willem II Stadion (12,500)"
Ajax Amsterdam,6,0,NAC Breda,"Sunday, September 13, 2009","Amsterdam ArenA (48,127)"
Sparta Rotterdam,1,0,RKC Waalwijk,"Sunday, September 13, 2009","Sparta-Stadion, Het Kasteel (9,000)"
VVV Venlo,1,0,SC Heracles Almelo,"Sunday, September 13, 2009","De Koel (7,500)"
Vitesse Arnhem,2,2,NEC Nijmegen,"Sunday, September 13, 2009","Gelredome (17,500)"
PSV Eindhoven,3,0,Roda JC Kerkrade,"Saturday, September 12, 2009","Philips Stadion (32,000)"
Heerenveen,0,1,FC Groningen,"Saturday, September 12, 2009","Abe Lenstra Stadion (26,100)"
Twente Enschede,3,2,FC Utrecht,"Saturday, September 12, 2009","De Grolsch Veste (23,500)"
ADO Den Haag,2,1,AZ Alkmaar,"Saturday, September 12, 2009","Het Zuiderpark (13,221)"
