home, homescore, awayscore, away, date, group
AS Roma, 3, 2, Torino, "Sunday, May 31, 2009", "Olimpico (37,407)"
Bologna, 3, 1, Catania, "Sunday, May 31, 2009", "Renato Dall'Ara (27,000)"
Fiorentina, 0, 2, AC Milan, "Sunday, May 31, 2009", "Artemio Franchi (41,839)"
Genoa, 4, 1, Lecce, "Sunday, May 31, 2009", "Luigi Ferraris (28,000)"
Internazionale, 4, 3, Atalanta, "Sunday, May 31, 2009", "Giuseppe Meazza (69,205)"
Juventus, 2, 0, Lazio, "Sunday, May 31, 2009", "Olimpico Di Torino (20,000)"
Napoli, 3, 0, Chievo Verona, "Sunday, May 31, 2009", "San Paolo (20,000)"
Palermo, 2, 2, Sampdoria, "Sunday, May 31, 2009", "Renzo Barbera (23,000)"
Reggina, 1, 1, Siena, "Sunday, May 31, 2009", "Oreste Granillo (7,000)"
Udinese, 6, 2, Cagliari, "Sunday, May 31, 2009", "Friuli (14,000)"
AC Milan, 2, 3, AS Roma, "Sunday, May 24, 2009", "Giuseppe Meazza (72,681)"
Atalanta, 2, 2, Palermo, "Sunday, May 24, 2009", "Atleti Azzurri d'Italia di Gallarate (11,000)"
Cagliari, 2, 1, Internazionale, "Sunday, May 24, 2009", "Sant'Elia (22,000)"
Catania, 3, 1, Napoli, "Sunday, May 24, 2009", "Angelo Massimino (17,408)"
Chievo Verona, 0, 0, Bologna, "Sunday, May 24, 2009", "Marc'Antonio Bentegodi (14,000)"
Lecce, 1, 1, Fiorentina, "Sunday, May 24, 2009", "Via del Mare (10,000)"
Sampdoria, 2, 2, Udinese, "Sunday, May 24, 2009", "Luigi Ferraris (20,000)"
Siena, 0, 3, Juventus, "Sunday, May 24, 2009", "Artemio Franchi Montepaschi Arena (15,000)"
Torino, 2, 3, Genoa, "Sunday, May 24, 2009", "Olimpico Di Torino (20,000)"
Lazio, 1, 0, Reggina, "Wednesday, May 20, 2009", "Olimpico (25,000)"
Bologna, 2, 1, Lecce, "Sunday, May 17, 2009", "Renato Dall'Ara (38,005)"
Fiorentina, 1, 0, Sampdoria, "Sunday, May 17, 2009", "Artemio Franchi (26,000)"
Genoa, 2, 2, Chievo Verona, "Sunday, May 17, 2009", "Luigi Ferraris (25,008)"
Juventus, 2, 2, Atalanta, "Sunday, May 17, 2009", "Olimpico Di Torino (10,500)"
Napoli, 1, 2, Torino, "Sunday, May 17, 2009", "San Paolo (12,200)"
Palermo, 2, 0, Lazio, "Sunday, May 17, 2009", "Renzo Barbera (20,000)"
Reggina, 2, 1, Cagliari, "Sunday, May 17, 2009", "Oreste Granillo (10,000)"
Internazionale, 3, 0, Siena, "Sunday, May 17, 2009", "Giuseppe Meazza (80,000)"
AS Roma, 4, 3, Catania, "Saturday, May 16, 2009", "Olimpico (31,728)"
Udinese, 2, 1, AC Milan, "Saturday, May 16, 2009", "Friuli (25,000)"
