home,homescore,awayscore,away,date,location
Heerenveen,5,1,Feyenoord Rotterdam,"Sunday, April 29, 2007","Abe Lenstra Stadion (26,000)"
NEC Nijmegen,3,2,ADO Den Haag,"Sunday, April 29, 2007","De Goffert (12,000)"
PSV Eindhoven,5,1,Vitesse Arnhem,"Sunday, April 29, 2007","Philipsstadion (33,500)"
Roda JC Kerkrade,7,0,SC Heracles Almelo,"Sunday, April 29, 2007","Parkstad Limburg Stadion (17,600)"
Sparta Rotterdam,1,0,RKC Waalwijk,"Sunday, April 29, 2007","ENECO (10,000)"
Twente Enschede,2,1,NAC Breda,"Sunday, April 29, 2007","Arke Stadion (13,250)"
Willem II Tilburg,0,2,Ajax Amsterdam,"Sunday, April 29, 2007","Willem II  (14,700)"
ADO Den Haag,1,3,FC Groningen,"Wednesday, April 25, 2007","De Meerdijk Stadion "
Ajax Amsterdam,5,2,Sparta Rotterdam,"Sunday, April 22, 2007","Amsterdam ArenA (50,364)"
AZ Alkmaar,3,1,Heerenveen,"Sunday, April 22, 2007","DSB Stadion (17,023)"
FC Utrecht,1,1,PSV Eindhoven,"Sunday, April 22, 2007","Nieuwe Galgenwaard (22,500)"
Feyenoord Rotterdam,1,1,NEC Nijmegen,"Sunday, April 22, 2007","De Kuip Stadion  (40,000)"
NAC Breda,0,2,Roda JC Kerkrade,"Sunday, April 22, 2007","Fujifilm  (14,120)"
RKC Waalwijk,1,1,Willem II Tilburg,"Sunday, April 22, 2007","Sportp. Olympia/Mandemakers Stadion (6,898)"
SC Heracles Almelo,3,2,Excelsior,"Sunday, April 22, 2007","Polman Stadion (8,500)"
Vitesse Arnhem,1,1,Twente Enschede,"Sunday, April 22, 2007","Gelredome (24,250)"
AZ Alkmaar,1,0,Vitesse Arnhem,"Sunday, April 15, 2007","DSB Stadion (16,000)"
FC Groningen,4,1,NEC Nijmegen,"Sunday, April 15, 2007","Euroborg (19,159)"
SC Heracles Almelo,4,1,Feyenoord Rotterdam,"Sunday, April 15, 2007","Polman Stadion (8,500)"
Willem II Tilburg,1,3,Heerenveen,"Sunday, April 15, 2007","Willem II  (14,000)"
ADO Den Haag,0,2,Roda JC Kerkrade,"Saturday, April 14, 2007","Het Zuiderpark (8,477)"
PSV Eindhoven,2,0,Twente Enschede,"Saturday, April 14, 2007","Philipsstadion (35,000)"
Excelsior,0,3,RKC Waalwijk,"Saturday, April 14, 2007","Stad Rotterdam Verzekeringen Stadion (3,624)"
Sparta Rotterdam,1,1,FC Utrecht,"Friday, April 13, 2007","ENECO (10,700)"
Ajax Amsterdam,2,0,NAC Breda,"Friday, April 13, 2007","Amsterdam ArenA (49,737)"
FC Utrecht,3,0,Willem II Tilburg,"Sunday, April 8, 2007","Nieuwe Galgenwaard (21,000)"
Feyenoord Rotterdam,0,4,FC Groningen,"Sunday, April 8, 2007","De Kuip Stadion  (48,000)"
NAC Breda,1,4,AZ Alkmaar,"Sunday, April 8, 2007","Fujifilm  (14,780)"
RKC Waalwijk,2,2,Ajax Amsterdam,"Sunday, April 8, 2007","Sportp. Olympia/Mandemakers Stadion (7,000)"
Twente Enschede,1,1,SC Heracles Almelo,"Sunday, April 8, 2007","Arke Stadion (13,250)"
Heerenveen,1,1,ADO Den Haag,"Saturday, April 7, 2007","Abe Lenstra Stadion (25,000)"
Roda JC Kerkrade,2,0,Excelsior,"Saturday, April 7, 2007","Parkstad Limburg Stadion (13,600)"
NEC Nijmegen,2,1,PSV Eindhoven,"Saturday, April 7, 2007","De Goffert (12,500)"
Vitesse Arnhem,3,0,Sparta Rotterdam,"Friday, April 6, 2007","Gelredome (21,200)"
Vitesse Arnhem,0,1,Feyenoord Rotterdam,"Sunday, April 1, 2007","Gelredome (22,900)"
Ajax Amsterdam,3,0,SC Heracles Almelo,"Sunday, April 1, 2007","Amsterdam ArenA (50,109)"
Excelsior,3,1,ADO Den Haag,"Sunday, April 1, 2007","Stad Rotterdam Verzekeringen Stadion (2,825)"
Sparta Rotterdam,2,2,Heerenveen,"Sunday, April 1, 2007","ENECO (10,500)"
Twente Enschede,3,0,FC Utrecht,"Sunday, April 1, 2007","Arke Stadion (13,250)"
NAC Breda,1,1,PSV Eindhoven,"Saturday, March 31, 2007","Fujifilm  (16,000)"
Willem II Tilburg,1,0,NEC Nijmegen,"Saturday, March 31, 2007","Willem II  (12,000)"
AZ Alkmaar,2,0,RKC Waalwijk,"Saturday, March 31, 2007","DSB Stadion (16,181)"
Roda JC Kerkrade,0,1,FC Groningen,"Friday, March 30, 2007","Parkstad Limburg Stadion (40,200)"
FC Groningen,1,1,Twente Enschede,"Sunday, March 18, 2007","Euroborg (20,000)"
FC Utrecht,2,0,Vitesse Arnhem,"Sunday, March 18, 2007","Nieuwe Galgenwaard (19,000)"
Feyenoord Rotterdam,0,0,Willem II Tilburg,"Sunday, March 18, 2007","De Kuip Stadion  (41,000)"
PSV Eindhoven,1,5,Ajax Amsterdam,"Sunday, March 18, 2007","Philipsstadion (35,000)"
SC Heracles Almelo,0,0,AZ Alkmaar,"Sunday, March 18, 2007","Polman Stadion (8,250)"
ADO Den Haag,2,4,Sparta Rotterdam,"Saturday, March 17, 2007","Het Zuiderpark "
Heerenveen,4,2,NAC Breda,"Saturday, March 17, 2007","Abe Lenstra Stadion (25,300)"
NEC Nijmegen,0,1,Excelsior,"Saturday, March 17, 2007","De Goffert (4,000)"
RKC Waalwijk,3,2,Roda JC Kerkrade,"Friday, March 16, 2007","Sportp. Olympia/Mandemakers Stadion (5,031)"
AZ Alkmaar,0,0,Feyenoord Rotterdam,"Sunday, March 11, 2007","Alkmaarder Hout (16,529)"
Excelsior,0,0,PSV Eindhoven,"Sunday, March 11, 2007","Stad Rotterdam Verzekeringen Stadion (3,356)"
Twente Enschede,1,4,Ajax Amsterdam,"Sunday, March 11, 2007","Arke Stadion (13,250)"
Vitesse Arnhem,2,2,ADO Den Haag,"Sunday, March 11, 2007","Gelredome (18,285)"
Heerenveen,1,0,RKC Waalwijk,"Saturday, March 10, 2007","Abe Lenstra Stadion (25,500)"
NAC Breda,1,1,SC Heracles Almelo,"Saturday, March 10, 2007","Fujifilm  (14,812)"
Willem II Tilburg,3,0,FC Groningen,"Saturday, March 10, 2007","Willem II  "
Sparta Rotterdam,0,4,NEC Nijmegen,"Saturday, March 10, 2007","ENECO (10,115)"
Roda JC Kerkrade,0,0,FC Utrecht,"Friday, March 9, 2007","Parkstad Limburg Stadion (30,800)"
Ajax Amsterdam,0,1,Heerenveen,"Sunday, March 4, 2007","Amsterdam ArenA (50,174)"
FC Utrecht,0,4,AZ Alkmaar,"Sunday, March 4, 2007","Nieuwe Galgenwaard (20,200)"
Feyenoord Rotterdam,1,1,Roda JC Kerkrade,"Sunday, March 4, 2007","De Kuip Stadion  (42,000)"
SC Heracles Almelo,3,1,ADO Den Haag,"Sunday, March 4, 2007","Polman Stadion (8,250)"
PSV Eindhoven,2,0,RKC Waalwijk,"Saturday, March 3, 2007","Philipsstadion (33,300)"
Willem II Tilburg,0,0,Sparta Rotterdam,"Saturday, March 3, 2007","Willem II  (11,200)"
FC Groningen,3,1,NAC Breda,"Saturday, March 3, 2007","Euroborg (19,100)"
Vitesse Arnhem,2,3,Excelsior,"Saturday, March 3, 2007","Gelredome (19,450)"
NEC Nijmegen,0,3,Twente Enschede,"Friday, March 2, 2007","De Goffert (12,000)"
ADO Den Haag,3,3,Feyenoord Rotterdam,"Sunday, February 25, 2007","Het Zuiderpark (8,814)"
AZ Alkmaar,1,1,Ajax Amsterdam,"Sunday, February 25, 2007","Alkmaarder Hout (16,458)"
Excelsior,0,2,NAC Breda,"Sunday, February 25, 2007","Stad Rotterdam Verzekeringen Stadion (3,312)"
RKC Waalwijk,3,1,Vitesse Arnhem,"Sunday, February 25, 2007","Sportp. Olympia/Mandemakers Stadion (5,000)"
PSV Eindhoven,1,0,FC Groningen,"Saturday, February 24, 2007","Philipsstadion (33,400)"
Roda JC Kerkrade,1,0,Heerenveen,"Saturday, February 24, 2007","Parkstad Limburg Stadion (15,184)"
Sparta Rotterdam,0,0,SC Heracles Almelo,"Saturday, February 24, 2007","ENECO (10,120)"
Twente Enschede,0,0,Willem II Tilburg,"Saturday, February 24, 2007","Arke Stadion (13,200)"
FC Utrecht,3,0,NEC Nijmegen,"Friday, February 23, 2007","Nieuwe Galgenwaard (18,500)"
Ajax Amsterdam,2,2,Excelsior,"Sunday, February 18, 2007","Amsterdam ArenA (47,905)"
FC Groningen,1,1,AZ Alkmaar,"Sunday, February 18, 2007","Euroborg (20,000)"
Feyenoord Rotterdam,2,0,FC Utrecht,"Sunday, February 18, 2007","De Kuip Stadion  (38,000)"
Heerenveen,1,2,Twente Enschede,"Sunday, February 18, 2007","Abe Lenstra Stadion (25,500)"
NEC Nijmegen,1,0,RKC Waalwijk,"Saturday, February 17, 2007","De Goffert (11,750)"
SC Heracles Almelo,0,2,PSV Eindhoven,"Saturday, February 17, 2007","Polman Stadion (8,500)"
Vitesse Arnhem,0,0,Roda JC Kerkrade,"Saturday, February 17, 2007","Gelredome (19,500)"
Willem II Tilburg,2,1,ADO Den Haag,"Friday, February 16, 2007","Willem II  (12,000)"
NAC Breda,3,1,Sparta Rotterdam,"Friday, February 16, 2007","Fujifilm  (14,375)"
ADO Den Haag,1,2,Ajax Amsterdam,"Sunday, February 11, 2007","Het Zuiderpark (8,276)"
Twente Enschede,3,0,Feyenoord Rotterdam,"Sunday, February 11, 2007","Arke Stadion (13,250)"
FC Utrecht,1,0,NAC Breda,"Sunday, February 11, 2007","Nieuwe Galgenwaard (18,750)"
Sparta Rotterdam,1,1,PSV Eindhoven,"Sunday, February 11, 2007","ENECO (10,350)"
Heerenveen,0,0,Vitesse Arnhem,"Saturday, February 10, 2007","Abe Lenstra Stadion (25,300)"
Roda JC Kerkrade,1,0,NEC Nijmegen,"Saturday, February 10, 2007","Parkstad Limburg Stadion (13,500)"
AZ Alkmaar,2,0,Willem II Tilburg,"Saturday, February 10, 2007","Alkmaarder Hout (15,987)"
RKC Waalwijk,2,0,SC Heracles Almelo,"Saturday, February 10, 2007","Sportp. Olympia/Mandemakers Stadion (5,500)"
Excelsior,0,2,FC Groningen,"Friday, February 9, 2007","Stad Rotterdam Verzekeringen Stadion (3,000)"
ADO Den Haag,1,1,FC Utrecht,"Sunday, February 4, 2007","Het Zuiderpark (7,160)"
Ajax Amsterdam,4,1,Feyenoord Rotterdam,"Sunday, February 4, 2007","Amsterdam ArenA (51,000)"
Vitesse Arnhem,1,1,NEC Nijmegen,"Sunday, February 4, 2007","Gelredome "
Sparta Rotterdam,2,2,Roda JC Kerkrade,"Sunday, February 4, 2007","ENECO (9,750)"
NAC Breda,2,1,RKC Waalwijk,"Saturday, February 3, 2007","Fujifilm  (14,760)"
PSV Eindhoven,2,3,AZ Alkmaar,"Saturday, February 3, 2007","Philipsstadion (35,000)"
Excelsior,1,2,Twente Enschede,"Saturday, February 3, 2007","Stad Rotterdam Verzekeringen Stadion (3,000)"
SC Heracles Almelo,2,2,Willem II Tilburg,"Saturday, February 3, 2007","Polman Stadion (8,500)"
FC Groningen,1,1,Heerenveen,"Friday, February 2, 2007","Euroborg (20,000)"
FC Groningen,2,3,Ajax Amsterdam,"Sunday, January 28, 2007","Euroborg (15,593)"
Feyenoord Rotterdam,3,1,RKC Waalwijk,"Sunday, January 28, 2007","De Kuip Stadion  (40,500)"
Roda JC Kerkrade,2,0,PSV Eindhoven,"Sunday, January 28, 2007","Parkstad Limburg Stadion (16,500)"
Twente Enschede,3,1,ADO Den Haag,"Sunday, January 28, 2007","Arke Stadion (13,000)"
Willem II Tilburg,0,0,Vitesse Arnhem,"Saturday, January 27, 2007","Willem II  (13,000)"
AZ Alkmaar,3,0,Sparta Rotterdam,"Saturday, January 27, 2007","Alkmaarder Hout (15,873)"
FC Utrecht,1,0,Excelsior,"Saturday, January 27, 2007","Nieuwe Galgenwaard (19,000)"
NEC Nijmegen,2,1,NAC Breda,"Saturday, January 27, 2007","De Goffert (12,000)"
Heerenveen,5,1,SC Heracles Almelo,"Friday, January 26, 2007","Abe Lenstra Stadion (22,500)"
Ajax Amsterdam,2,0,FC Utrecht,"Sunday, January 21, 2007","Amsterdam ArenA (50,000)"
NAC Breda,4,1,Feyenoord Rotterdam,"Sunday, January 21, 2007","Fujifilm  (16,480)"
Sparta Rotterdam,2,1,Excelsior,"Sunday, January 21, 2007","ENECO (10,025)"
Vitesse Arnhem,3,2,FC Groningen,"Sunday, January 21, 2007","Gelredome (18,650)"
PSV Eindhoven,3,1,Heerenveen,"Saturday, January 20, 2007","Philipsstadion (34,100)"
Roda JC Kerkrade,2,1,Willem II Tilburg,"Saturday, January 20, 2007","Parkstad Limburg Stadion (13,200)"
RKC Waalwijk,1,2,Twente Enschede,"Saturday, January 20, 2007","Sportp. Olympia/Mandemakers Stadion (6,400)"
SC Heracles Almelo,0,0,NEC Nijmegen,"Saturday, January 20, 2007","Polman Stadion (8,200)"
ADO Den Haag,1,3,AZ Alkmaar,"Friday, January 19, 2007","Hindmarsh Stadium (7,405)"
Willem II Tilburg,0,2,NAC Breda,"Sunday, January 14, 2007","Willem II  (14,000)"
AZ Alkmaar,2,2,Roda JC Kerkrade,"Sunday, December 31, 2006","Alkmaarder Hout (15,000)"
SC Heracles Almelo,2,2,Vitesse Arnhem,"Sunday, December 31, 2006","Polman Stadion (8,000)"
NEC Nijmegen,2,2,Ajax Amsterdam,"Saturday, December 30, 2006","De Goffert (12,500)"
Heerenveen,0,0,FC Utrecht,"Saturday, December 30, 2006","Abe Lenstra Stadion (25,200)"
PSV Eindhoven,2,1,ADO Den Haag,"Saturday, December 30, 2006","Philipsstadion (32,800)"
RKC Waalwijk,0,2,FC Groningen,"Saturday, December 30, 2006","Sportp. Olympia/Mandemakers Stadion (6,200)"
Sparta Rotterdam,3,0,Twente Enschede,"Saturday, December 30, 2006","ENECO (10,072)"
Excelsior,1,3,Feyenoord Rotterdam,"Friday, December 29, 2006","Stad Rotterdam Verzekeringen Stadion (3,500)"
ADO Den Haag,1,1,RKC Waalwijk,"Wednesday, December 27, 2006","Het Zuiderpark (8,360)"
FC Utrecht,0,0,SC Heracles Almelo,"Wednesday, December 27, 2006","Nieuwe Galgenwaard (19,500)"
NAC Breda,2,1,Vitesse Arnhem,"Wednesday, December 27, 2006","Fujifilm  (13,520)"
NEC Nijmegen,0,2,Heerenveen,"Wednesday, December 27, 2006","De Goffert (12,250)"
Twente Enschede,3,0,AZ Alkmaar,"Wednesday, December 27, 2006","Arke Stadion (13,250)"
Ajax Amsterdam,2,0,Roda JC Kerkrade,"Wednesday, December 27, 2006","Amsterdam ArenA (50,334)"
Feyenoord Rotterdam,1,1,PSV Eindhoven,"Tuesday, December 26, 2006","De Kuip Stadion  (39,000)"
Willem II Tilburg,2,1,Excelsior,"Tuesday, December 26, 2006","Willem II  (11,750)"
FC Groningen,0,1,Sparta Rotterdam,"Tuesday, December 26, 2006","Euroborg (19,140)"
Roda JC Kerkrade,2,0,Twente Enschede,"Sunday, December 24, 2006","Parkstad Limburg Stadion (13,000)"
Vitesse Arnhem,4,2,Ajax Amsterdam,"Sunday, December 24, 2006","Gelredome (24,450)"
AZ Alkmaar,0,0,NEC Nijmegen,"Sunday, December 24, 2006","Alkmaarder Hout (15,299)"
RKC Waalwijk,1,1,FC Utrecht,"Sunday, December 24, 2006","Sportp. Olympia/Mandemakers Stadion (7,100)"
Heerenveen,2,0,Excelsior,"Saturday, December 23, 2006","Abe Lenstra Stadion (25,000)"
NAC Breda,2,2,ADO Den Haag,"Saturday, December 23, 2006","Fujifilm  (14,628)"
PSV Eindhoven,4,0,Willem II Tilburg,"Saturday, December 23, 2006","Philipsstadion (33,200)"
Feyenoord Rotterdam,3,2,Sparta Rotterdam,"Saturday, December 23, 2006","De Kuip Stadion  (40,000)"
SC Heracles Almelo,0,1,FC Groningen,"Friday, December 22, 2006","Polman Stadion (8,200)"
Excelsior,1,3,Ajax Amsterdam,"Sunday, December 17, 2006","Stad Rotterdam Verzekeringen Stadion (3,500)"
FC Utrecht,2,1,Feyenoord Rotterdam,"Sunday, December 17, 2006","Nieuwe Galgenwaard (24,500)"
RKC Waalwijk,0,1,NEC Nijmegen,"Sunday, December 17, 2006","Sportp. Olympia/Mandemakers Stadion (6,900)"
AZ Alkmaar,2,0,FC Groningen,"Sunday, December 17, 2006","Alkmaarder Hout (15,493)"
Twente Enschede,5,1,Heerenveen,"Sunday, December 17, 2006","Arke Stadion (13,250)"
ADO Den Haag,2,1,Willem II Tilburg,"Saturday, December 16, 2006","Het Zuiderpark (6,200)"
Roda JC Kerkrade,2,4,Vitesse Arnhem,"Saturday, December 16, 2006","Parkstad Limburg Stadion (13,500)"
Sparta Rotterdam,0,3,NAC Breda,"Saturday, December 16, 2006","ENECO (10,800)"
PSV Eindhoven,3,0,SC Heracles Almelo,"Friday, December 15, 2006","Philipsstadion (33,500)"
Ajax Amsterdam,2,2,AZ Alkmaar,"Sunday, December 10, 2006","Amsterdam ArenA (50,649)"
Feyenoord Rotterdam,3,1,ADO Den Haag,"Sunday, December 10, 2006","De Kuip Stadion  (38,000)"
Vitesse Arnhem,3,1,RKC Waalwijk,"Sunday, December 10, 2006","Gelredome (12,400)"
Willem II Tilburg,1,3,Twente Enschede,"Sunday, December 10, 2006","Willem II  (20,750)"
NAC Breda,2,1,Excelsior,"Saturday, December 9, 2006","Fujifilm  (15,125)"
FC Groningen,0,2,PSV Eindhoven,"Saturday, December 9, 2006","Euroborg (19,254)"
NEC Nijmegen,2,0,FC Utrecht,"Saturday, December 9, 2006","De Goffert (12,000)"
SC Heracles Almelo,2,3,Sparta Rotterdam,"Saturday, December 9, 2006","Polman Stadion (8,311)"
Heerenveen,1,0,Roda JC Kerkrade,"Friday, December 8, 2006","Abe Lenstra Stadion (25,200)"
Ajax Amsterdam,6,0,Willem II Tilburg,"Sunday, December 3, 2006","Amsterdam ArenA (46,695)"
AZ Alkmaar,5,0,Excelsior,"Sunday, December 3, 2006","Alkmaarder Hout (16,000)"
FC Utrecht,3,0,FC Groningen,"Sunday, December 3, 2006","Nieuwe Galgenwaard (18,500)"
Feyenoord Rotterdam,4,3,Heerenveen,"Sunday, December 3, 2006","De Kuip Stadion  (38,000)"
ADO Den Haag,0,2,NEC Nijmegen,"Saturday, December 2, 2006","Het Zuiderpark (7,500)"
NAC Breda,0,0,Twente Enschede,"Saturday, December 2, 2006","Fujifilm  (14,125)"
SC Heracles Almelo,1,1,Roda JC Kerkrade,"Saturday, December 2, 2006","Polman Stadion (8,250)"
Vitesse Arnhem,0,1,PSV Eindhoven,"Saturday, December 2, 2006","Gelredome "
RKC Waalwijk,2,1,Sparta Rotterdam,"Friday, December 1, 2006","Sportp. Olympia/Mandemakers Stadion (7,200)"
Vitesse Arnhem,1,3,Heerenveen,"Wednesday, November 29, 2006","Gelredome (17,600)"
NEC Nijmegen,4,1,Feyenoord Rotterdam,"Sunday, November 26, 2006","De Goffert (12,000)"
Sparta Rotterdam,3,0,Ajax Amsterdam,"Sunday, November 26, 2006","ENECO (10,800)"
FC Groningen,2,5,ADO Den Haag,"Sunday, November 26, 2006","Euroborg (18,747)"
Heerenveen,1,3,AZ Alkmaar,"Sunday, November 26, 2006","Abe Lenstra Stadion (25,600)"
Roda JC Kerkrade,3,2,NAC Breda,"Sunday, November 26, 2006","Parkstad Limburg Stadion (12,500)"
PSV Eindhoven,5,0,FC Utrecht,"Saturday, November 25, 2006","Philipsstadion (33,114)"
Willem II Tilburg,3,1,RKC Waalwijk,"Saturday, November 25, 2006","Willem II  (13,100)"
Excelsior,6,1,SC Heracles Almelo,"Saturday, November 25, 2006","Stad Rotterdam Verzekeringen Stadion "
Twente Enschede,2,0,Vitesse Arnhem,"Friday, November 24, 2006","Arke Stadion (13,250)"
Ajax Amsterdam,1,1,Twente Enschede,"Sunday, November 19, 2006","Amsterdam ArenA (49,364)"
FC Groningen,4,1,Willem II Tilburg,"Sunday, November 19, 2006","Euroborg (19,000)"
FC Utrecht,2,0,Roda JC Kerkrade,"Sunday, November 19, 2006","Nieuwe Galgenwaard (19,000)"
PSV Eindhoven,4,0,Excelsior,"Saturday, November 18, 2006","Philipsstadion (32,000)"
Feyenoord Rotterdam,3,2,AZ Alkmaar,"Saturday, November 18, 2006","De Kuip Stadion  (45,000)"
NEC Nijmegen,1,2,Sparta Rotterdam,"Saturday, November 18, 2006","De Goffert (12,000)"
RKC Waalwijk,0,2,Heerenveen,"Saturday, November 18, 2006","Sportp. Olympia/Mandemakers Stadion (5,500)"
SC Heracles Almelo,2,0,NAC Breda,"Friday, November 17, 2006","Polman Stadion (8,000)"
Ajax Amsterdam,0,1,PSV Eindhoven,"Sunday, November 12, 2006","Amsterdam ArenA (52,000)"
Sparta Rotterdam,2,1,ADO Den Haag,"Sunday, November 12, 2006","ENECO (9,072)"
Willem II Tilburg,3,5,Feyenoord Rotterdam,"Sunday, November 12, 2006","Willem II  (12,750)"
Twente Enschede,7,1,FC Groningen,"Sunday, November 12, 2006","Arke Stadion (13,225)"
Vitesse Arnhem,4,2,FC Utrecht,"Sunday, November 12, 2006","Gelredome (17,850)"
Roda JC Kerkrade,1,1,RKC Waalwijk,"Saturday, November 11, 2006","Parkstad Limburg Stadion (12,000)"
AZ Alkmaar,5,0,SC Heracles Almelo,"Saturday, November 11, 2006","Alkmaarder Hout (15,485)"
Excelsior,1,1,NEC Nijmegen,"Saturday, November 11, 2006","Stad Rotterdam Verzekeringen Stadion (2,935)"
NAC Breda,1,1,Heerenveen,"Friday, November 10, 2006","Fujifilm  (14,045)"
FC Utrecht,0,0,Twente Enschede,"Sunday, November 5, 2006","Nieuwe Galgenwaard (19,700)"
Feyenoord Rotterdam,2,1,Vitesse Arnhem,"Sunday, November 5, 2006","De Kuip Stadion  (40,000)"
Heerenveen,2,0,Sparta Rotterdam,"Sunday, November 5, 2006","Abe Lenstra Stadion (25,800)"
RKC Waalwijk,0,2,AZ Alkmaar,"Sunday, November 5, 2006","Sportp. Olympia/Mandemakers Stadion (6,900)"
SC Heracles Almelo,0,3,Ajax Amsterdam,"Sunday, November 5, 2006","Polman Stadion (8,500)"
ADO Den Haag,2,2,Excelsior,"Saturday, November 4, 2006","Het Zuiderpark (7,511)"
PSV Eindhoven,3,0,NAC Breda,"Saturday, November 4, 2006","Philipsstadion (33,800)"
FC Groningen,2,1,Roda JC Kerkrade,"Saturday, November 4, 2006","Euroborg (19,088)"
NEC Nijmegen,1,2,Willem II Tilburg,"Friday, November 3, 2006","De Goffert (12,000)"
AZ Alkmaar,5,1,FC Utrecht,"Sunday, October 29, 2006","Alkmaarder Hout (15,297)"
Roda JC Kerkrade,1,2,Feyenoord Rotterdam,"Sunday, October 29, 2006","Parkstad Limburg Stadion (17,000)"
NAC Breda,0,0,FC Groningen,"Sunday, October 29, 2006","Fujifilm  (14,985)"
Sparta Rotterdam,1,0,Willem II Tilburg,"Sunday, October 29, 2006","ENECO (10,134)"
Twente Enschede,4,0,NEC Nijmegen,"Sunday, October 29, 2006","Arke Stadion (13,225)"
ADO Den Haag,2,0,SC Heracles Almelo,"Saturday, October 28, 2006","Het Zuiderpark (7,630)"
Heerenveen,0,2,Ajax Amsterdam,"Saturday, October 28, 2006","Abe Lenstra Stadion (26,000)"
Excelsior,2,2,Vitesse Arnhem,"Saturday, October 28, 2006","Stad Rotterdam Verzekeringen Stadion (2,800)"
RKC Waalwijk,0,3,PSV Eindhoven,"Saturday, October 28, 2006","Sportp. Olympia/Mandemakers Stadion (7,200)"
Feyenoord Rotterdam,2,1,Twente Enschede,"Thursday, October 26, 2006","De Kuip Stadion  (33,000)"
NAC Breda,2,1,FC Utrecht,"Thursday, October 26, 2006","Fujifilm  (14,853)"
Willem II Tilburg,0,4,AZ Alkmaar,"Thursday, October 26, 2006","Willem II  (12,200)"
FC Groningen,2,1,Excelsior,"Wednesday, October 25, 2006","Euroborg (19,867)"
NEC Nijmegen,0,0,Roda JC Kerkrade,"Wednesday, October 25, 2006","De Goffert (11,750)"
PSV Eindhoven,7,0,Sparta Rotterdam,"Wednesday, October 25, 2006","Philipsstadion (33,800)"
SC Heracles Almelo,1,1,RKC Waalwijk,"Wednesday, October 25, 2006","Polman Stadion (8,350)"
Ajax Amsterdam,2,0,ADO Den Haag,"Wednesday, October 25, 2006","Amsterdam ArenA (35,000)"
AZ Alkmaar,1,3,PSV Eindhoven,"Sunday, October 22, 2006","Alkmaarder Hout (15,000)"
