home,homescore,awayscore,away,date,location
FC Utrecht,2,0,ADO Den Haag,"Sunday, October 22, 2006","Nieuwe Galgenwaard (19,000)"
Feyenoord Rotterdam,0,4,Ajax Amsterdam,"Sunday, October 22, 2006","De Kuip Stadion  (38,000)"
NEC Nijmegen,1,0,Vitesse Arnhem,"Sunday, October 22, 2006","De Goffert (12,500)"
Heerenveen,4,2,FC Groningen,"Sunday, October 22, 2006","Abe Lenstra Stadion (26,000)"
Roda JC Kerkrade,2,1,Sparta Rotterdam,"Saturday, October 21, 2006","Parkstad Limburg Stadion (14,000)"
RKC Waalwijk,0,1,NAC Breda,"Saturday, October 21, 2006","Sportp. Olympia/Mandemakers Stadion (6,700)"
Twente Enschede,4,1,Excelsior,"Saturday, October 21, 2006","Arke Stadion (13,125)"
Willem II Tilburg,2,0,SC Heracles Almelo,"Friday, October 20, 2006","Willem II  (8,000)"
Excelsior,0,1,FC Utrecht,"Sunday, October 15, 2006","Stad Rotterdam Verzekeringen Stadion (2,835)"
PSV Eindhoven,4,1,Roda JC Kerkrade,"Sunday, October 15, 2006","Philipsstadion (34,340)"
RKC Waalwijk,2,2,Feyenoord Rotterdam,"Sunday, October 15, 2006","Sportp. Olympia/Mandemakers Stadion (7,400)"
SC Heracles Almelo,1,0,Heerenveen,"Sunday, October 15, 2006","Polman Stadion (8,000)"
Ajax Amsterdam,3,2,FC Groningen,"Saturday, October 14, 2006","Amsterdam ArenA (49,000)"
NAC Breda,0,2,NEC Nijmegen,"Saturday, October 14, 2006","Fujifilm  (14,650)"
Sparta Rotterdam,0,2,AZ Alkmaar,"Saturday, October 14, 2006","ENECO (12,500)"
Vitesse Arnhem,1,0,Willem II Tilburg,"Saturday, October 14, 2006","Gelredome (19,280)"
ADO Den Haag,1,2,Twente Enschede,"Friday, October 13, 2006","Het Zuiderpark (6,111)"
FC Utrecht,2,3,Ajax Amsterdam,"Sunday, October 1, 2006","Nieuwe Galgenwaard (25,500)"
AZ Alkmaar,2,2,ADO Den Haag,"Sunday, October 1, 2006","Alkmaarder Hout (15,478)"
FC Groningen,4,3,Vitesse Arnhem,"Sunday, October 1, 2006","Euroborg (20,000)"
Feyenoord Rotterdam,3,2,NAC Breda,"Sunday, October 1, 2006","De Kuip Stadion  (40,000)"
Heerenveen,0,0,PSV Eindhoven,"Sunday, October 1, 2006","Abe Lenstra Stadion (26,000)"
Willem II Tilburg,0,1,Roda JC Kerkrade,"Saturday, September 30, 2006","Willem II  (11,900)"
Excelsior,3,1,Sparta Rotterdam,"Saturday, September 30, 2006","Stad Rotterdam Verzekeringen Stadion (3,500)"
Twente Enschede,4,3,RKC Waalwijk,"Saturday, September 30, 2006","Arke Stadion (13,000)"
NEC Nijmegen,2,0,SC Heracles Almelo,"Friday, September 29, 2006","De Goffert (118,000)"
Ajax Amsterdam,2,0,NEC Nijmegen,"Sunday, September 24, 2006","Amsterdam ArenA (25,000)"
FC Groningen,1,1,RKC Waalwijk,"Sunday, September 24, 2006","Euroborg (18,680)"
FC Utrecht,1,0,Heerenveen,"Sunday, September 24, 2006","Nieuwe Galgenwaard (18,680)"
Feyenoord Rotterdam,1,0,Excelsior,"Sunday, September 24, 2006","De Kuip Stadion  (35,000)"
Roda JC Kerkrade,0,2,AZ Alkmaar,"Sunday, September 24, 2006","Parkstad Limburg Stadion (50,000)"
ADO Den Haag,0,2,PSV Eindhoven,"Saturday, September 23, 2006","Het Zuiderpark (6,600)"
Twente Enschede,2,0,Sparta Rotterdam,"Saturday, September 23, 2006","Arke Stadion (13,000)"
Vitesse Arnhem,4,0,SC Heracles Almelo,"Saturday, September 23, 2006","Gelredome (19,650)"
NAC Breda,0,0,Willem II Tilburg,"Friday, September 22, 2006","Fujifilm  (15,150)"
PSV Eindhoven,2,1,Feyenoord Rotterdam,"Sunday, September 17, 2006","Philipsstadion (35,000)"
Roda JC Kerkrade,2,0,Ajax Amsterdam,"Sunday, September 17, 2006","Parkstad Limburg Stadion (17,500)"
AZ Alkmaar,2,2,Twente Enschede,"Sunday, September 17, 2006","Alkmaarder Hout (15,899)"
Heerenveen,3,0,NEC Nijmegen,"Sunday, September 17, 2006","Abe Lenstra Stadion (25,100)"
Sparta Rotterdam,0,1,FC Groningen,"Sunday, September 17, 2006","ENECO (8,153)"
Excelsior,3,2,Willem II Tilburg,"Saturday, September 16, 2006","Stad Rotterdam Verzekeringen Stadion (3,000)"
SC Heracles Almelo,3,0,FC Utrecht,"Saturday, September 16, 2006","Polman Stadion (8,500)"
Vitesse Arnhem,0,1,NAC Breda,"Saturday, September 16, 2006","Gelredome (19,250)"
RKC Waalwijk,1,0,ADO Den Haag,"Friday, September 15, 2006","Sportp. Olympia/Mandemakers Stadion (6,200)"
Ajax Amsterdam,3,0,Vitesse Arnhem,"Sunday, September 10, 2006","Amsterdam ArenA (46,001)"
FC Groningen,2,1,SC Heracles Almelo,"Sunday, September 10, 2006","Euroborg (20,000)"
FC Utrecht,5,0,RKC Waalwijk,"Sunday, September 10, 2006","Nieuwe Galgenwaard (20,000)"
NEC Nijmegen,0,2,AZ Alkmaar,"Sunday, September 10, 2006","De Goffert (11,800)"
Sparta Rotterdam,1,4,Feyenoord Rotterdam,"Sunday, September 10, 2006","ENECO (10,500)"
Willem II Tilburg,1,3,PSV Eindhoven,"Saturday, September 9, 2006","Willem II  (17,000)"
Excelsior,3,1,Heerenveen,"Saturday, September 9, 2006","Stad Rotterdam Verzekeringen Stadion (3,000)"
ADO Den Haag,0,2,NAC Breda,"Friday, September 8, 2006","Het Zuiderpark "
Twente Enschede,2,2,Roda JC Kerkrade,"Friday, September 8, 2006","Arke Stadion (12,978)"
Feyenoord Rotterdam,0,0,SC Heracles Almelo,"Sunday, August 27, 2006","De Kuip Stadion  (40,000)"
NAC Breda,1,2,Ajax Amsterdam,"Sunday, August 27, 2006","Fujifilm  (15,432)"
NEC Nijmegen,1,1,FC Groningen,"Sunday, August 27, 2006","De Goffert (11,800)"
Twente Enschede,1,0,PSV Eindhoven,"Sunday, August 27, 2006","Arke Stadion (13,000)"
Heerenveen,5,0,Willem II Tilburg,"Saturday, August 26, 2006","Abe Lenstra Stadion (25,600)"
FC Utrecht,2,2,Sparta Rotterdam,"Saturday, August 26, 2006","Nieuwe Galgenwaard (19,000)"
RKC Waalwijk,1,1,Excelsior,"Saturday, August 26, 2006","Sportp. Olympia/Mandemakers Stadion (6,500)"
Vitesse Arnhem,1,3,AZ Alkmaar,"Saturday, August 26, 2006","Gelredome (19,890)"
Roda JC Kerkrade,1,0,ADO Den Haag,"Friday, August 25, 2006","Parkstad Limburg Stadion (11,000)"
Ajax Amsterdam,5,0,RKC Waalwijk,"Sunday, August 20, 2006","Amsterdam ArenA (46,688)"
FC Groningen,3,0,Feyenoord Rotterdam,"Sunday, August 20, 2006","Euroborg (20,000)"
PSV Eindhoven,3,1,NEC Nijmegen,"Sunday, August 20, 2006","Philipsstadion (33,400)"
SC Heracles Almelo,3,0,Twente Enschede,"Sunday, August 20, 2006","Polman Stadion (8,500)"
ADO Den Haag,2,3,Heerenveen,"Saturday, August 19, 2006","Het Zuiderpark (6,000)"
Willem II Tilburg,2,1,FC Utrecht,"Saturday, August 19, 2006","Willem II  (11,300)"
AZ Alkmaar,8,1,NAC Breda,"Saturday, August 19, 2006","Alkmaarder Hout (15,387)"
Excelsior,0,1,Roda JC Kerkrade,"Saturday, August 19, 2006","Stad Rotterdam Verzekeringen Stadion (2,825)"
Sparta Rotterdam,1,2,Vitesse Arnhem,"Friday, August 18, 2006","ENECO (7,689)"
