home,homescore,awayscore,away,date,location
Willem II Tilburg,1,3,AZ Alkmaar,"Sunday, March 12, 2006","Willem II  (12,200)"
ADO Den Haag,2,1,FC Groningen,"Saturday, March 11, 2006","Het Zuiderpark "
Ajax Amsterdam,0,0,PSV Eindhoven,"Saturday, March 11, 2006","Amsterdam ArenA "
Roda JC Kerkrade,1,1,Sparta Rotterdam,"Saturday, March 11, 2006","Parkstad Limburg Stadion "
NEC Nijmegen,2,0,SC Heracles Almelo,"Saturday, March 11, 2006","De Goffert (11,500)"
Twente Enschede,1,0,NAC Breda,"Friday, March 10, 2006","Arke Stadion (13,200)"
Feyenoord Rotterdam,3,0,FC Utrecht,"Sunday, March 5, 2006","De Kuip Stadion  "
Ajax Amsterdam,6,0,Sparta Rotterdam,"Sunday, March 5, 2006","Amsterdam ArenA "
RKC Waalwijk,3,0,ADO Den Haag,"Sunday, March 5, 2006","Sportp. Olympia/Mandemakers Stadion (5,500)"
Twente Enschede,2,0,SC Heracles Almelo,"Sunday, March 5, 2006","Arke Stadion (13,250)"
NAC Breda,2,1,RBC Roosendaal,"Saturday, March 4, 2006","Fujifilm  "
PSV Eindhoven,4,1,Heerenveen,"Saturday, March 4, 2006","Philipsstadion (33,400)"
Willem II Tilburg,5,0,FC Groningen,"Saturday, March 4, 2006","Willem II  "
Vitesse Arnhem,1,3,Roda JC Kerkrade,"Saturday, March 4, 2006","Gelredome "
NEC Nijmegen,0,2,AZ Alkmaar,"Friday, March 3, 2006","De Goffert (11,750)"
AZ Alkmaar,1,2,PSV Eindhoven,"Sunday, February 26, 2006","Alkmaarder Hout (8,578)"
FC Utrecht,2,1,Roda JC Kerkrade,"Sunday, February 26, 2006","Nieuwe Galgenwaard "
Heerenveen,2,1,NAC Breda,"Sunday, February 26, 2006","Abe Lenstra Stadion "
SC Heracles Almelo,1,3,Ajax Amsterdam,"Sunday, February 26, 2006","Polman Stadion (8,500)"
FC Groningen,1,1,Feyenoord Rotterdam,"Sunday, February 26, 2006","Oosterpark  (20,000)"
ADO Den Haag,2,0,Vitesse Arnhem,"Saturday, February 25, 2006","Het Zuiderpark "
Sparta Rotterdam,3,2,Willem II Tilburg,"Saturday, February 25, 2006","ENECO (8,000)"
RBC Roosendaal,2,0,NEC Nijmegen,"Friday, February 24, 2006","Vast & Goed Stadion (3,000)"
RKC Waalwijk,0,0,Twente Enschede,"Friday, February 24, 2006","Sportp. Olympia/Mandemakers Stadion (5,200)"
AZ Alkmaar,2,3,FC Utrecht,"Sunday, February 19, 2006","Alkmaarder Hout "
Feyenoord Rotterdam,4,0,Sparta Rotterdam,"Sunday, February 19, 2006","De Kuip Stadion  (45,000)"
Ajax Amsterdam,6,0,RBC Roosendaal,"Sunday, February 19, 2006","Amsterdam ArenA (46,383)"
SC Heracles Almelo,1,3,ADO Den Haag,"Sunday, February 19, 2006","Polman Stadion (8,500)"
Willem II Tilburg,2,0,NAC Breda,"Sunday, February 19, 2006","Willem II  (13,500)"
FC Groningen,1,0,RKC Waalwijk,"Saturday, February 18, 2006","Oosterpark  "
Roda JC Kerkrade,2,1,Heerenveen,"Saturday, February 18, 2006","Parkstad Limburg Stadion "
NEC Nijmegen,0,3,Twente Enschede,"Friday, February 17, 2006","De Goffert (12,000)"
Vitesse Arnhem,1,3,PSV Eindhoven,"Friday, February 17, 2006","Gelredome (19,845)"
ADO Den Haag,1,2,Ajax Amsterdam,"Sunday, February 12, 2006","Het Zuiderpark (8,600)"
FC Utrecht,1,1,NEC Nijmegen,"Sunday, February 12, 2006","Nieuwe Galgenwaard (17,500)"
NAC Breda,3,3,Feyenoord Rotterdam,"Sunday, February 12, 2006","Fujifilm  "
RBC Roosendaal,1,2,FC Groningen,"Sunday, February 12, 2006","Vast & Goed Stadion (3,250)"
Heerenveen,4,1,Vitesse Arnhem,"Saturday, February 11, 2006","Abe Lenstra Stadion (20,600)"
PSV Eindhoven,1,0,SC Heracles Almelo,"Saturday, February 11, 2006","Philipsstadion (32,900)"
RKC Waalwijk,1,0,Willem II Tilburg,"Saturday, February 11, 2006","Sportp. Olympia/Mandemakers Stadion (6,800)"
Twente Enschede,1,0,Roda JC Kerkrade,"Saturday, February 11, 2006","Arke Stadion (13,200)"
Sparta Rotterdam,0,1,AZ Alkmaar,"Friday, February 10, 2006","ENECO "
ADO Den Haag,0,3,NAC Breda,"Wednesday, February 8, 2006","Het Zuiderpark (6,000)"
SC Heracles Almelo,1,1,Heerenveen,"Wednesday, February 8, 2006","Polman Stadion (8,500)"
FC Utrecht,1,2,PSV Eindhoven,"Wednesday, February 8, 2006","Nieuwe Galgenwaard (19,615)"
NEC Nijmegen,1,2,Feyenoord Rotterdam,"Wednesday, February 8, 2006","De Goffert (12,500)"
Roda JC Kerkrade,1,0,RKC Waalwijk,"Wednesday, February 8, 2006","Parkstad Limburg Stadion "
Vitesse Arnhem,1,2,Twente Enschede,"Wednesday, February 8, 2006","Gelredome (18,300)"
Ajax Amsterdam,1,0,Willem II Tilburg,"Wednesday, February 8, 2006","Amsterdam ArenA "
RBC Roosendaal,0,5,AZ Alkmaar,"Tuesday, February 7, 2006","Vast & Goed Stadion (3,500)"
Sparta Rotterdam,1,0,FC Groningen,"Tuesday, February 7, 2006","ENECO (7,245)"
Feyenoord Rotterdam,3,2,Ajax Amsterdam,"Sunday, February 5, 2006","De Kuip Stadion  "
RKC Waalwijk,1,3,NEC Nijmegen,"Sunday, February 5, 2006","Sportp. Olympia/Mandemakers Stadion (6,200)"
Twente Enschede,3,0,FC Utrecht,"Sunday, February 5, 2006","Arke Stadion (13,100)"
Heerenveen,3,0,ADO Den Haag,"Sunday, February 5, 2006","Abe Lenstra Stadion (20,500)"
NAC Breda,0,0,Sparta Rotterdam,"Saturday, February 4, 2006","Fujifilm  "
PSV Eindhoven,3,2,Roda JC Kerkrade,"Saturday, February 4, 2006","Philipsstadion (33,100)"
AZ Alkmaar,1,1,Vitesse Arnhem,"Saturday, February 4, 2006","Alkmaarder Hout (8,426)"
FC Groningen,0,0,SC Heracles Almelo,"Saturday, February 4, 2006","Oosterpark  (20,000)"
Willem II Tilburg,3,1,RBC Roosendaal,"Friday, February 3, 2006","Willem II  "
ADO Den Haag,0,2,PSV Eindhoven,"Sunday, January 29, 2006","Het Zuiderpark (8,000)"
Ajax Amsterdam,1,4,FC Utrecht,"Sunday, January 29, 2006","Amsterdam ArenA "
FC Groningen,3,2,NAC Breda,"Sunday, January 29, 2006","Oosterpark  (20,000)"
RKC Waalwijk,0,1,Vitesse Arnhem,"Sunday, January 29, 2006","Sportp. Olympia/Mandemakers Stadion (5,000)"
SC Heracles Almelo,0,4,Feyenoord Rotterdam,"Sunday, January 29, 2006","Polman Stadion (8,500)"
RBC Roosendaal,0,2,Heerenveen,"Saturday, January 28, 2006","Vast & Goed Stadion (4,500)"
Willem II Tilburg,2,2,NEC Nijmegen,"Saturday, January 28, 2006","Willem II  (11,800)"
Sparta Rotterdam,1,0,Twente Enschede,"Saturday, January 28, 2006","ENECO (7,500)"
Roda JC Kerkrade,1,4,AZ Alkmaar,"Friday, January 27, 2006","Parkstad Limburg Stadion "
Twente Enschede,2,3,Ajax Amsterdam,"Sunday, January 22, 2006","Arke Stadion (13,250)"
FC Utrecht,2,2,NAC Breda,"Sunday, January 22, 2006","Nieuwe Galgenwaard (17,500)"
Feyenoord Rotterdam,0,0,Roda JC Kerkrade,"Sunday, January 22, 2006","De Kuip Stadion  (40,000)"
NEC Nijmegen,5,0,ADO Den Haag,"Sunday, January 22, 2006","De Goffert (11,750)"
Heerenveen,0,0,Sparta Rotterdam,"Saturday, January 21, 2006","Abe Lenstra Stadion (20,600)"
RBC Roosendaal,1,2,SC Heracles Almelo,"Saturday, January 21, 2006","Vast & Goed Stadion "
AZ Alkmaar,1,1,FC Groningen,"Saturday, January 21, 2006","Alkmaarder Hout (8,476)"
Vitesse Arnhem,2,1,Willem II Tilburg,"Saturday, January 21, 2006","Gelredome (19,000)"
PSV Eindhoven,2,0,RKC Waalwijk,"Friday, January 20, 2006","Philipsstadion "
AZ Alkmaar,3,1,ADO Den Haag,"Wednesday, January 18, 2006","Alkmaarder Hout (8,349)"
Sparta Rotterdam,1,3,NEC Nijmegen,"Wednesday, January 18, 2006","ENECO (7,500)"
ADO Den Haag,2,3,FC Utrecht,"Sunday, January 15, 2006","Het Zuiderpark "
Vitesse Arnhem,0,1,Feyenoord Rotterdam,"Sunday, January 15, 2006","Gelredome "
Ajax Amsterdam,1,1,NEC Nijmegen,"Sunday, January 15, 2006","Amsterdam ArenA "
Willem II Tilburg,1,1,Twente Enschede,"Sunday, January 15, 2006","Willem II  (11,500)"
Sparta Rotterdam,0,1,PSV Eindhoven,"Sunday, January 15, 2006","ENECO (10,000)"
NAC Breda,0,4,Roda JC Kerkrade,"Saturday, January 14, 2006","Fujifilm  (13,498)"
SC Heracles Almelo,0,2,AZ Alkmaar,"Saturday, January 14, 2006","Polman Stadion (8,500)"
RKC Waalwijk,1,1,RBC Roosendaal,"Saturday, January 14, 2006","Sportp. Olympia/Mandemakers Stadion (5,500)"
FC Groningen,2,0,Heerenveen,"Friday, January 13, 2006","Oosterpark  "
NAC Breda,1,2,RKC Waalwijk,"Wednesday, January 11, 2006","Fujifilm  (12,874)"
Willem II Tilburg,1,2,SC Heracles Almelo,"Wednesday, January 11, 2006","Willem II  (12,300)"
Roda JC Kerkrade,1,3,FC Groningen,"Friday, December 30, 2005","Parkstad Limburg Stadion (8,200)"
SC Heracles Almelo,3,1,Vitesse Arnhem,"Friday, December 30, 2005","Polman Stadion "
Heerenveen,4,2,Ajax Amsterdam,"Friday, December 30, 2005","Abe Lenstra Stadion (22,000)"
PSV Eindhoven,1,1,Twente Enschede,"Thursday, December 29, 2005","Philipsstadion (32,200)"
RBC Roosendaal,1,2,FC Utrecht,"Thursday, December 29, 2005","Vast & Goed Stadion (4,500)"
Feyenoord Rotterdam,6,1,Willem II Tilburg,"Thursday, December 29, 2005","De Kuip Stadion  "
RKC Waalwijk,2,2,Heerenveen,"Tuesday, December 27, 2005","Sportp. Olympia/Mandemakers Stadion (5,500)"
Roda JC Kerkrade,3,1,ADO Den Haag,"Tuesday, December 27, 2005","Parkstad Limburg Stadion (12,000)"
Vitesse Arnhem,2,1,NAC Breda,"Tuesday, December 27, 2005","Gelredome (19,000)"
Ajax Amsterdam,3,2,FC Groningen,"Tuesday, December 27, 2005","Amsterdam ArenA "
FC Utrecht,1,1,Sparta Rotterdam,"Monday, December 26, 2005","Nieuwe Galgenwaard (17,500)"
Feyenoord Rotterdam,2,0,AZ Alkmaar,"Monday, December 26, 2005","De Kuip Stadion  (45,000)"
NEC Nijmegen,0,2,PSV Eindhoven,"Monday, December 26, 2005","De Goffert (11,750)"
Twente Enschede,4,1,RBC Roosendaal,"Monday, December 26, 2005","Arke Stadion (12,250)"
ADO Den Haag,2,1,Feyenoord Rotterdam,"Sunday, December 18, 2005","Het Zuiderpark "
AZ Alkmaar,3,0,RKC Waalwijk,"Sunday, December 18, 2005","Alkmaarder Hout (8,356)"
FC Groningen,3,0,NEC Nijmegen,"Sunday, December 18, 2005","Oosterpark  "
NAC Breda,0,2,Ajax Amsterdam,"Sunday, December 18, 2005","Fujifilm  "
SC Heracles Almelo,1,1,FC Utrecht,"Sunday, December 18, 2005","Polman Stadion "
Heerenveen,3,1,Twente Enschede,"Saturday, December 17, 2005","Abe Lenstra Stadion (20,500)"
PSV Eindhoven,4,1,Willem II Tilburg,"Saturday, December 17, 2005","Philipsstadion (32,500)"
RBC Roosendaal,0,2,Roda JC Kerkrade,"Saturday, December 17, 2005","Vast & Goed Stadion "
Sparta Rotterdam,1,0,Vitesse Arnhem,"Friday, December 16, 2005","ENECO "
Willem II Tilburg,0,1,FC Utrecht,"Wednesday, December 14, 2005","Willem II  (10,700)"
Feyenoord Rotterdam,1,0,PSV Eindhoven,"Sunday, December 11, 2005","De Kuip Stadion  "
FC Utrecht,0,2,FC Groningen,"Sunday, December 11, 2005","Nieuwe Galgenwaard (20,250)"
RKC Waalwijk,3,2,Sparta Rotterdam,"Sunday, December 11, 2005","Sportp. Olympia/Mandemakers Stadion (6,500)"
Vitesse Arnhem,0,2,Ajax Amsterdam,"Sunday, December 11, 2005","Gelredome (24,400)"
ADO Den Haag,3,0,RBC Roosendaal,"Saturday, December 10, 2005","Het Zuiderpark "
Heerenveen,3,3,Willem II Tilburg,"Saturday, December 10, 2005","Abe Lenstra Stadion "
NAC Breda,2,1,SC Heracles Almelo,"Saturday, December 10, 2005","Fujifilm  "
Twente Enschede,1,3,AZ Alkmaar,"Saturday, December 10, 2005","Arke Stadion (16,100)"
Roda JC Kerkrade,0,1,NEC Nijmegen,"Friday, December 9, 2005","Parkstad Limburg Stadion "
NEC Nijmegen,1,0,Vitesse Arnhem,"Sunday, December 4, 2005","De Goffert (12,000)"
Ajax Amsterdam,4,1,RKC Waalwijk,"Sunday, December 4, 2005","Amsterdam ArenA (47,500)"
FC Groningen,1,0,Twente Enschede,"Sunday, December 4, 2005","Oosterpark  (12,485)"
Sparta Rotterdam,2,3,ADO Den Haag,"Sunday, December 4, 2005","ENECO "
RBC Roosendaal,2,2,Feyenoord Rotterdam,"Saturday, December 3, 2005","Vast & Goed Stadion "
AZ Alkmaar,2,1,Heerenveen,"Saturday, December 3, 2005","Alkmaarder Hout (8,429)"
PSV Eindhoven,3,0,NAC Breda,"Saturday, December 3, 2005","Philipsstadion (33,000)"
SC Heracles Almelo,0,1,Roda JC Kerkrade,"Friday, December 2, 2005","Polman Stadion (8,153)"
NAC Breda,2,2,FC Groningen,"Wednesday, November 30, 2005","Fujifilm  (14,000)"
NEC Nijmegen,2,0,Willem II Tilburg,"Wednesday, November 30, 2005","De Goffert (11,000)"
Twente Enschede,1,0,Sparta Rotterdam,"Wednesday, November 30, 2005","Arke Stadion (13,000)"
Vitesse Arnhem,4,2,RKC Waalwijk,"Tuesday, November 29, 2005","Gelredome (19,600)"
FC Utrecht,1,0,Ajax Amsterdam,"Sunday, November 27, 2005","Nieuwe Galgenwaard "
AZ Alkmaar,2,0,Roda JC Kerkrade,"Sunday, November 27, 2005","Alkmaarder Hout "
Feyenoord Rotterdam,7,1,SC Heracles Almelo,"Sunday, November 27, 2005","De Kuip Stadion  "
Heerenveen,2,0,RBC Roosendaal,"Sunday, November 27, 2005","Abe Lenstra Stadion "
PSV Eindhoven,3,0,ADO Den Haag,"Sunday, November 27, 2005","Philipsstadion (33,000)"
Roda JC Kerkrade,2,3,Feyenoord Rotterdam,"Sunday, November 20, 2005","Parkstad Limburg Stadion (15,500)"
FC Groningen,0,0,AZ Alkmaar,"Sunday, November 20, 2005","Oosterpark  "
SC Heracles Almelo,3,0,RBC Roosendaal,"Sunday, November 20, 2005","Polman Stadion (8,200)"
Sparta Rotterdam,1,2,Heerenveen,"Sunday, November 20, 2005","ENECO "
ADO Den Haag,0,1,NEC Nijmegen,"Saturday, November 19, 2005","Het Zuiderpark "
NAC Breda,0,1,FC Utrecht,"Saturday, November 19, 2005","Fujifilm  "
RKC Waalwijk,4,4,PSV Eindhoven,"Saturday, November 19, 2005","Sportp. Olympia/Mandemakers Stadion (7,500)"
Ajax Amsterdam,2,0,Twente Enschede,"Saturday, November 19, 2005","Amsterdam ArenA "
Willem II Tilburg,3,4,Vitesse Arnhem,"Friday, November 18, 2005","Willem II  (11,000)"
FC Utrecht,1,1,ADO Den Haag,"Sunday, November 6, 2005","Nieuwe Galgenwaard (17,147)"
NEC Nijmegen,1,0,Ajax Amsterdam,"Sunday, November 6, 2005","De Goffert (12,000)"
Feyenoord Rotterdam,0,0,Vitesse Arnhem,"Sunday, November 6, 2005","De Kuip Stadion  "
Heerenveen,4,0,FC Groningen,"Sunday, November 6, 2005","Abe Lenstra Stadion (21,000)"
PSV Eindhoven,3,0,Sparta Rotterdam,"Saturday, November 5, 2005","Philipsstadion "
Roda JC Kerkrade,3,3,NAC Breda,"Saturday, November 5, 2005","Parkstad Limburg Stadion "
Twente Enschede,3,1,Willem II Tilburg,"Saturday, November 5, 2005","Arke Stadion (13,000)"
AZ Alkmaar,2,2,SC Heracles Almelo,"Saturday, November 5, 2005","Het Zuiderpark (8,399)"
RBC Roosendaal,1,1,RKC Waalwijk,"Friday, November 4, 2005","Vast & Goed Stadion (4,500)"
FC Groningen,1,0,Roda JC Kerkrade,"Sunday, October 30, 2005","Oosterpark  (12,500)"
FC Utrecht,4,1,RBC Roosendaal,"Sunday, October 30, 2005","Nieuwe Galgenwaard (17,000)"
NEC Nijmegen,0,0,Sparta Rotterdam,"Sunday, October 30, 2005","De Goffert (12,000)"
Willem II Tilburg,1,3,Feyenoord Rotterdam,"Sunday, October 30, 2005","Willem II  (12,500)"
ADO Den Haag,0,2,AZ Alkmaar,"Saturday, October 29, 2005","Het Zuiderpark "
RKC Waalwijk,4,1,NAC Breda,"Saturday, October 29, 2005","Sportp. Olympia/Mandemakers Stadion (6,907)"
Twente Enschede,0,1,PSV Eindhoven,"Saturday, October 29, 2005","Arke Stadion (13,100)"
Vitesse Arnhem,5,1,SC Heracles Almelo,"Saturday, October 29, 2005","Gelredome "
Ajax Amsterdam,0,0,Heerenveen,"Friday, October 28, 2005","Amsterdam ArenA (47,364)"
PSV Eindhoven,1,0,Ajax Amsterdam,"Sunday, October 23, 2005","Philipsstadion (34,700)"
AZ Alkmaar,5,1,Willem II Tilburg,"Sunday, October 23, 2005","Alkmaarder Hout (8,392)"
FC Groningen,3,1,ADO Den Haag,"Sunday, October 23, 2005","Oosterpark  (11,403)"
RKC Waalwijk,2,1,Feyenoord Rotterdam,"Sunday, October 23, 2005","Sportp. Olympia/Mandemakers Stadion (7,500)"
Heerenveen,1,1,FC Utrecht,"Sunday, October 23, 2005","Abe Lenstra Stadion (20,500)"
NAC Breda,1,1,Twente Enschede,"Saturday, October 22, 2005","Fujifilm  (14,150)"
RBC Roosendaal,0,3,Vitesse Arnhem,"Saturday, October 22, 2005","Vast & Goed Stadion "
Sparta Rotterdam,2,3,Roda JC Kerkrade,"Saturday, October 22, 2005","ENECO (8,212)"
SC Heracles Almelo,0,2,NEC Nijmegen,"Friday, October 21, 2005","Polman Stadion (8,250)"
Feyenoord Rotterdam,4,1,FC Groningen,"Sunday, October 16, 2005","De Kuip Stadion  (37,500)"
NEC Nijmegen,3,1,RBC Roosendaal,"Sunday, October 16, 2005","De Goffert (11,750)"
Vitesse Arnhem,3,1,ADO Den Haag,"Sunday, October 16, 2005","Gelredome (17,625)"
Roda JC Kerkrade,2,1,FC Utrecht,"Sunday, October 16, 2005","Parkstad Limburg Stadion (12,500)"
NAC Breda,0,3,Heerenveen,"Saturday, October 15, 2005","Fujifilm  (14,850)"
PSV Eindhoven,3,0,AZ Alkmaar,"Saturday, October 15, 2005","Philipsstadion (33,700)"
Twente Enschede,2,0,RKC Waalwijk,"Saturday, October 15, 2005","Arke Stadion (13,000)"
