home,homescore,awayscore,away,date,location
RBC Roosendaal,0,1,NAC Breda,"Wednesday, November 29, 2000"," "
Feyenoord Rotterdam,2,1,Sparta Rotterdam,"Wednesday, November 29, 2000"," "
Heerenveen,1,1,AZ Alkmaar,"Wednesday, November 29, 2000"," "
Roda JC Kerkrade,2,3,Vitesse Arnhem,"Tuesday, November 28, 2000"," "
PSV Eindhoven,2,1,NAC Breda,"Sunday, November 26, 2000"," "
FC Utrecht,2,1,Ajax Amsterdam,"Sunday, November 26, 2000"," "
NEC Nijmegen,0,0,Heerenveen,"Sunday, November 26, 2000"," "
Twente Enschede,3,0,FC Groningen,"Sunday, November 26, 2000"," "
Feyenoord Rotterdam,1,0,Willem II Tilburg,"Sunday, November 26, 2000"," "
De Graafschap,5,1,Fortuna Sittard,"Saturday, November 25, 2000"," "
RBC Roosendaal,0,4,Roda JC Kerkrade,"Saturday, November 25, 2000"," "
AZ Alkmaar,1,1,Sparta Rotterdam,"Saturday, November 25, 2000"," "
NAC Breda,0,3,Ajax Amsterdam,"Sunday, November 19, 2000"," "
NEC Nijmegen,1,3,Feyenoord Rotterdam,"Sunday, November 19, 2000"," "
RKC Waalwijk,1,0,De Graafschap,"Sunday, November 19, 2000"," "
Fortuna Sittard,1,1,AZ Alkmaar,"Saturday, November 18, 2000"," "
Willem II Tilburg,2,2,Twente Enschede,"Saturday, November 18, 2000"," "
Heerenveen,1,4,PSV Eindhoven,"Saturday, November 18, 2000"," "
Vitesse Arnhem,2,1,RBC Roosendaal,"Saturday, November 18, 2000"," "
Roda JC Kerkrade,2,1,FC Utrecht,"Friday, November 17, 2000"," "
Twente Enschede,4,0,NAC Breda,"Sunday, November 12, 2000"," "
PSV Eindhoven,1,0,Feyenoord Rotterdam,"Sunday, November 12, 2000"," "
Ajax Amsterdam,4,1,De Graafschap,"Sunday, November 12, 2000"," "
AZ Alkmaar,2,1,FC Utrecht,"Sunday, November 12, 2000"," "
Roda JC Kerkrade,3,1,Heerenveen,"Sunday, November 12, 2000"," "
Sparta Rotterdam,0,2,NEC Nijmegen,"Sunday, November 12, 2000"," "
Vitesse Arnhem,2,2,FC Groningen,"Sunday, November 12, 2000"," "
Fortuna Sittard,0,0,RKC Waalwijk,"Saturday, November 11, 2000"," "
RBC Roosendaal,2,1,Willem II Tilburg,"Friday, November 10, 2000"," "
De Graafschap,1,2,Vitesse Arnhem,"Sunday, November 5, 2000"," "
FC Groningen,1,2,AZ Alkmaar,"Sunday, November 5, 2000"," "
FC Utrecht,1,1,Sparta Rotterdam,"Sunday, November 5, 2000"," "
Feyenoord Rotterdam,4,2,Roda JC Kerkrade,"Sunday, November 5, 2000"," "
RBC Roosendaal,3,1,Fortuna Sittard,"Sunday, November 5, 2000"," "
Willem II Tilburg,0,1,Ajax Amsterdam,"Sunday, November 5, 2000"," "
NAC Breda,2,2,NEC Nijmegen,"Saturday, November 4, 2000"," "
Twente Enschede,0,2,PSV Eindhoven,"Saturday, November 4, 2000"," "
Feyenoord Rotterdam,5,1,RBC Roosendaal,"Thursday, November 2, 2000"," "
Heerenveen,1,1,Sparta Rotterdam,"Wednesday, November 1, 2000"," "
NEC Nijmegen,2,1,De Graafschap,"Wednesday, November 1, 2000"," "
PSV Eindhoven,2,0,Vitesse Arnhem,"Wednesday, November 1, 2000"," "
RKC Waalwijk,4,1,FC Utrecht,"Wednesday, November 1, 2000"," "
Roda JC Kerkrade,1,0,Fortuna Sittard,"Wednesday, November 1, 2000"," "
FC Utrecht,1,1,Feyenoord Rotterdam,"Sunday, October 29, 2000"," "
NEC Nijmegen,3,0,Willem II Tilburg,"Sunday, October 29, 2000"," "
PSV Eindhoven,1,1,Ajax Amsterdam,"Sunday, October 29, 2000"," "
Roda JC Kerkrade,0,1,RKC Waalwijk,"Sunday, October 29, 2000"," "
Sparta Rotterdam,2,0,FC Groningen,"Sunday, October 29, 2000"," "
Heerenveen,1,0,De Graafschap,"Saturday, October 28, 2000"," "
Fortuna Sittard,1,2,NAC Breda,"Friday, October 27, 2000"," "
AZ Alkmaar,5,0,Twente Enschede,"Friday, October 27, 2000"," "
AZ Alkmaar,0,2,Vitesse Arnhem,"Sunday, October 22, 2000"," "
FC Groningen,4,0,Fortuna Sittard,"Sunday, October 22, 2000"," "
FC Utrecht,5,3,RBC Roosendaal,"Sunday, October 22, 2000"," "
De Graafschap,1,1,Willem II Tilburg,"Saturday, October 21, 2000"," "
Feyenoord Rotterdam,2,0,Heerenveen,"Saturday, October 21, 2000"," "
Ajax Amsterdam,4,2,Roda JC Kerkrade,"Friday, October 20, 2000"," "
RBC Roosendaal,2,4,De Graafschap,"Sunday, October 15, 2000"," "
Vitesse Arnhem,3,2,Ajax Amsterdam,"Sunday, October 15, 2000"," "
Sparta Rotterdam,1,4,Feyenoord Rotterdam,"Sunday, October 15, 2000"," "
Heerenveen,1,1,RKC Waalwijk,"Saturday, October 14, 2000"," "
PSV Eindhoven,0,0,NEC Nijmegen,"Saturday, October 14, 2000"," "
Roda JC Kerkrade,2,0,FC Groningen,"Saturday, October 14, 2000"," "
Willem II Tilburg,6,2,FC Utrecht,"Saturday, October 14, 2000"," "
AZ Alkmaar,3,1,NEC Nijmegen,"Friday, October 13, 2000"," "
AZ Alkmaar,3,1,NAC Breda,"Friday, October 13, 2000"," "
Heerenveen,2,2,Ajax Amsterdam,"Monday, September 25, 2000"," "
De Graafschap,2,3,Feyenoord Rotterdam,"Sunday, September 24, 2000"," "
FC Groningen,0,1,PSV Eindhoven,"Sunday, September 24, 2000"," "
RKC Waalwijk,1,1,Twente Enschede,"Sunday, September 24, 2000"," "
Roda JC Kerkrade,4,2,AZ Alkmaar,"Sunday, September 24, 2000"," "
Sparta Rotterdam,1,2,Willem II Tilburg,"Sunday, September 24, 2000"," "
Vitesse Arnhem,2,1,FC Utrecht,"Sunday, September 24, 2000"," "
