home, homescore, awayscore, away, date, group
AS Roma, 1, 2, Atalanta, "Saturday, May 24, 2003", "Olimpico (50,000)"
Bologna, 0, 2, Reggina, "Saturday, May 24, 2003", "Renato Dall'Ara (22,000)"
Brescia, 2, 2, Modena, "Saturday, May 24, 2003", "Mario Rigamonti (17,000)"
Como, 1, 0, Torino, "Saturday, May 24, 2003", "Stadio Giuseppe Sinigaglia (3,000)"
Empoli, 0, 2, Parma, "Saturday, May 24, 2003", "Carlo Castellani (6,000)"
Internazionale, 2, 2, Perugia, "Saturday, May 24, 2003", "San Siro (55,000)"
Juventus, 4, 3, Chievo Verona, "Saturday, May 24, 2003", "Delle Alpi (39,417)"
Piacenza, 4, 2, AC Milan, "Saturday, May 24, 2003", "Leonardo Garilli (6,000)"
Udinese, 2, 1, Lazio, "Saturday, May 24, 2003", "Friuli (25,000)"
AC Milan, 3, 1, Bologna, "Saturday, May 17, 2003", "San Siro "
Atalanta, 2, 1, Como, "Saturday, May 17, 2003", "Atleti Azzurri d'Italia (18,000)"
Chievo Verona, 0, 0, AS Roma, "Saturday, May 17, 2003", "Bentegodi "
Lazio, 3, 1, Brescia, "Saturday, May 17, 2003", "Stadio Olimpico (65,000)"
Modena, 0, 2, Internazionale, "Saturday, May 17, 2003", "Stadio Alberto Braglia (10,000)"
Parma, 3, 2, Piacenza, "Saturday, May 17, 2003", "Ennio Tardini (12,000)"
Perugia, 0, 2, Udinese, "Saturday, May 17, 2003", "Ennio Tardini (12,000)"
Reggina, 2, 1, Juventus, "Saturday, May 17, 2003", "Stadio Granillo "
Torino, 1, 1, Empoli, "Saturday, May 17, 2003", "Delle Alpi (1,000)"
AS Roma, 3, 1, Torino, "Saturday, May 10, 2003", "Olimpico (51,000)"
Bologna, 0, 2, Lazio, "Saturday, May 10, 2003", "Renato Dall'Ara (25,000)"
Brescia, 1, 0, AC Milan, "Saturday, May 10, 2003", "Mario Rigamonti (19,000)"
Como, 2, 4, Chievo Verona, "Saturday, May 10, 2003", "Stadio Giuseppe Sinigaglia (4,000)"
Empoli, 0, 0, Atalanta, "Saturday, May 10, 2003", "Carlo Castellani (9,500)"
Internazionale, 1, 1, Parma, "Saturday, May 10, 2003", "San Siro (60,000)"
Juventus, 2, 2, Perugia, "Saturday, May 10, 2003", "Delle Alpi (50,000)"
Piacenza, 2, 2, Reggina, "Saturday, May 10, 2003", "Leonardo Garilli (8,000)"
Udinese, 2, 1, Modena, "Saturday, May 10, 2003", "Friuli (16,000)"
AC Milan, 2, 0, Como, "Saturday, May 3, 2003", "San Siro (50,000)"
Atalanta, 1, 1, Internazionale, "Saturday, May 3, 2003", "Atleti Azzurri d'Italia (24,000)"
Chievo Verona, 3, 1, Piacenza, "Saturday, May 3, 2003", "Bentegodi (11,418)"
