home, homescore, awayscore, away, date, group
AS Monaco, 2, 0, AS Nancy Lorraine, "Saturday, May 26, 2007", "Stade Louis II "
Lille, 1, 1, Stade Rennes, "Saturday, May 26, 2007", "Stadium Lille Métropole "
Lorient, 0, 1, Paris Saint-Germain , "Saturday, May 26, 2007", "Stade du Moustoir "
Lyon, 3, 1, Nantes, "Saturday, May 26, 2007", "Stade de Gerland "
Marseille, 1, 0, Sedan, "Saturday, May 26, 2007", "Stade Vélodrome "
Nice, 3, 3, Le Mans, "Saturday, May 26, 2007", "Stade du Ray "
Sochaux, 1, 0, St Etienne, "Saturday, May 26, 2007", "Stade Bonal "
Toulouse, 3, 1, Bordeaux, "Saturday, May 26, 2007", "Stadium Municipal "
Troyes, 3, 0, Lens, "Saturday, May 26, 2007", "Stade de l'Aube "
Valenciennes, 1, 3, AJ Auxerre, "Saturday, May 26, 2007", "Stade Nungesser "
AJ Auxerre, 2, 1, Lille, "Saturday, May 19, 2007", "Stade Abbé-Deschamps "
AS Monaco, 1, 0, Lyon, "Saturday, May 19, 2007", "Stade Louis II "
AS Nancy Lorraine, 5, 2, Sochaux, "Saturday, May 19, 2007", "Stade Marcel Picot "
Le Mans, 1, 1, Bordeaux, "Saturday, May 19, 2007", "Leon-Bollée "
Lens, 0, 0, Nice, "Saturday, May 19, 2007", "Stade Felix-Bollaert "
Nantes, 0, 0, Toulouse, "Saturday, May 19, 2007", "La Beaujoire-Louis-Fonteneau "
Paris Saint-Germain , 2, 1, Troyes, "Saturday, May 19, 2007", "Parc des Princes "
Sedan, 1, 1, Valenciennes, "Saturday, May 19, 2007", "Stade Louis-Dugauguez "
St Etienne, 1, 2, Marseille, "Saturday, May 19, 2007", "Stade Geoffroy-Guichard "
Stade Rennes, 4, 1, Lorient, "Saturday, May 19, 2007", "Stade de la Route-de-Lorient "
Toulouse, 0, 1, Le Mans, "Thursday, May 10, 2007", "Stadium Municipal "
Sochaux, 2, 1, AS Monaco, "Wednesday, May 9, 2007", "Stade Bonal "
Bordeaux, 0, 1, Nantes, "Wednesday, May 9, 2007", "Parc Lescure "
Lille, 2, 1, Sedan, "Wednesday, May 9, 2007", "Stadium Lille Métropole "
Lorient, 2, 1, AJ Auxerre, "Wednesday, May 9, 2007", "Stade du Moustoir "
Marseille, 2, 1, AS Nancy Lorraine, "Wednesday, May 9, 2007", "Stade Vélodrome "
Nice, 1, 0, Paris Saint-Germain , "Wednesday, May 9, 2007", "Stade du Ray "
Troyes, 2, 2, Stade Rennes, "Wednesday, May 9, 2007", "Stade de l'Aube "
Valenciennes, 1, 0, St Etienne, "Wednesday, May 9, 2007", "Stade Nungesser "
Lyon, 3, 0, Lens, "Wednesday, May 9, 2007", "Stade de Gerland "
St Etienne, 2, 1, Lille, "Sunday, May 6, 2007", "Stade Geoffroy-Guichard "
AS Monaco, 1, 2, Marseille, "Sunday, May 6, 2007", "Stade Louis II "
Paris Saint-Germain , 1, 1, Lyon, "Saturday, May 5, 2007", "Parc des Princes "
AJ Auxerre, 1, 0, Troyes, "Saturday, May 5, 2007", "Stade Abbé-Deschamps "
AS Nancy Lorraine, 3, 0, Nice, "Saturday, May 5, 2007", "Stade Marcel Picot "
Le Mans, 1, 1, Nantes, "Saturday, May 5, 2007", "Leon-Bollée "
Lens, 2, 0, Toulouse, "Saturday, May 5, 2007", "Stade Felix-Bollaert "
Sedan, 3, 1, Lorient, "Saturday, May 5, 2007", "Stade Louis-Dugauguez "
Sochaux, 1, 0, Valenciennes, "Saturday, May 5, 2007", "Stade Bonal "
Stade Rennes, 0, 0, Bordeaux, "Saturday, May 5, 2007", "Stade de la Route-de-Lorient "
Bordeaux, 1, 0, Lens, "Sunday, April 29, 2007", "Parc Lescure "
Marseille, 4, 2, Sochaux, "Sunday, April 29, 2007", "Stade Vélodrome "
Toulouse, 1, 3, Paris Saint-Germain , "Saturday, April 28, 2007", "Stadium Municipal "
Lille, 0, 1, AS Nancy Lorraine, "Saturday, April 28, 2007", "Stadium Lille Métropole "
Lorient, 0, 0, St Etienne, "Saturday, April 28, 2007", "Stade du Moustoir "
Lyon, 2, 1, Le Mans, "Saturday, April 28, 2007", "Stade de Gerland "
Nantes, 0, 2, Stade Rennes, "Saturday, April 28, 2007", "La Beaujoire-Louis-Fonteneau "
Nice, 0, 0, AJ Auxerre, "Saturday, April 28, 2007", "Stade du Ray "
Troyes, 3, 2, Sedan, "Saturday, April 28, 2007", "Stade de l'Aube "
Valenciennes, 2, 2, AS Monaco, "Saturday, April 28, 2007", "Stade Nungesser "
AJ Auxerre, 0, 0, Lyon, "Sunday, April 22, 2007", "Stade Abbé-Deschamps "
St Etienne, 0, 2, Bordeaux, "Sunday, April 22, 2007", "Stade Geoffroy-Guichard "
Paris Saint-Germain , 4, 0, Nantes, "Saturday, April 21, 2007", "Parc des Princes "
AS Monaco, 3, 1, Lille, "Saturday, April 21, 2007", "Stade Louis II "
AS Nancy Lorraine, 1, 0, Valenciennes, "Saturday, April 21, 2007", "Stade Marcel Picot "
Lens, 2, 0, Le Mans, "Saturday, April 21, 2007", "Stade Felix-Bollaert "
Marseille, 2, 1, Troyes, "Saturday, April 21, 2007", "Stade Vélodrome "
Sedan, 1, 1, Nice, "Saturday, April 21, 2007", "Stade Louis-Dugauguez "
Sochaux, 1, 1, Lorient, "Saturday, April 21, 2007", "Stade Bonal "
Stade Rennes, 3, 2, Toulouse, "Saturday, April 21, 2007", "Stade de la Route-de-Lorient "
Bordeaux, 3, 0, AS Nancy Lorraine, "Wednesday, April 18, 2007", "Parc Lescure "
Lyon, 0, 0, Stade Rennes, "Wednesday, April 18, 2007", "Stade de Gerland "
Nice, 2, 1, St Etienne, "Sunday, April 15, 2007", "Stade du Ray "
Lyon, 1, 0, Sedan, "Sunday, April 15, 2007", "Stade de Gerland "
