home, homescore, awayscore, away, date, group
Atalanta, 1, 2, Palermo, "Sunday, May 16, 2010", "Atleti Azzurri d'Italia di Gallarate (9,000)"
Bari, 2, 0, Fiorentina, "Sunday, May 16, 2010", "San Nicola (20,000)"
Cagliari, 1, 1, Bologna, "Sunday, May 16, 2010", "Sant'Elia (5,000)"
Catania, 1, 0, Genoa, "Sunday, May 16, 2010", "Angelo Massimino (18,000)"
Chievo Verona, 0, 2, AS Roma, "Sunday, May 16, 2010", "Marc'Antonio Bentegodi (28,000)"
Parma, 4, 1, Livorno, "Sunday, May 16, 2010", "Ennio Tardini (17,272)"
Sampdoria, 1, 0, Napoli, "Sunday, May 16, 2010", "Luigi Ferraris (31,000)"
Siena, 0, 1, Internazionale, "Sunday, May 16, 2010", "Artemio Franchi Montepaschi Arena (15,373)"
AC Milan, 3, 0, Juventus, "Saturday, May 15, 2010", "Giuseppe Meazza (66,108)"
Lazio, 3, 1, Udinese, "Saturday, May 15, 2010", "Olimpico (35,000)"
AS Roma, 2, 1, Cagliari, "Sunday, May 9, 2010", "Olimpico (50,291)"
Bologna, 1, 1, Catania, "Sunday, May 9, 2010", "Renato Dall'Ara (22,270)"
Fiorentina, 1, 1, Siena, "Sunday, May 9, 2010", "Artemio Franchi (29,378)"
Genoa, 1, 0, AC Milan, "Sunday, May 9, 2010", "Luigi Ferraris "
Internazionale, 4, 3, Chievo Verona, "Sunday, May 9, 2010", "Giuseppe Meazza "
Juventus, 2, 3, Parma, "Sunday, May 9, 2010", "Olimpico Di Torino (23,656)"
Livorno, 1, 2, Lazio, "Sunday, May 9, 2010", "Armando Picchi (24,000)"
Napoli, 2, 0, Atalanta, "Sunday, May 9, 2010", "San Paolo (56,000)"
Palermo, 1, 1, Sampdoria, "Sunday, May 9, 2010", "Renzo Barbera (38,000)"
Udinese, 3, 3, Bari, "Sunday, May 9, 2010", "Friuli (14,000)"
Atalanta, 1, 1, Bologna, "Sunday, May 2, 2010", "Atleti Azzurri d'Italia di Gallarate (10,000)"
Bari, 3, 0, Genoa, "Sunday, May 2, 2010", "San Nicola (10,300)"
Cagliari, 2, 2, Udinese, "Sunday, May 2, 2010", "Sant'Elia (6,000)"
Catania, 1, 1, Juventus, "Sunday, May 2, 2010", "Angelo Massimino (18,000)"
Chievo Verona, 1, 2, Napoli, "Sunday, May 2, 2010", "Marc'Antonio Bentegodi (12,000)"
Sampdoria, 2, 0, Livorno, "Sunday, May 2, 2010", "Luigi Ferraris (25,000)"
Siena, 1, 2, Palermo, "Sunday, May 2, 2010", "Artemio Franchi Montepaschi Arena (11,156)"
Lazio, 0, 2, Internazionale, "Sunday, May 2, 2010", "Olimpico (50,000)"
Parma, 1, 2, AS Roma, "Saturday, May 1, 2010", "Ennio Tardini (21,323)"
AC Milan, 1, 0, Fiorentina, "Saturday, May 1, 2010", "Giuseppe Meazza (47,579)"
Bologna, 2, 1, Parma, "Sunday, April 25, 2010", "Renato Dall'Ara (23,970)"
Fiorentina, 0, 2, Chievo Verona, "Sunday, April 25, 2010", "Artemio Franchi (29,198)"
Genoa, 1, 2, Lazio, "Sunday, April 25, 2010", "Luigi Ferraris (25,982)"
Juventus, 3, 0, Bari, "Sunday, April 25, 2010", "Olimpico Di Torino (24,147)"
Livorno, 3, 1, Catania, "Sunday, April 25, 2010", "Armando Picchi (3,000)"
Napoli, 0, 0, Cagliari, "Sunday, April 25, 2010", "San Paolo (40,000)"
Udinese, 4, 1, Siena, "Sunday, April 25, 2010", "Friuli (14,000)"
AS Roma, 1, 2, Sampdoria, "Sunday, April 25, 2010", "Olimpico (55,000)"
Internazionale, 3, 1, Atalanta, "Saturday, April 24, 2010", "Giuseppe Meazza (55,000)"
Palermo, 3, 1, AC Milan, "Saturday, April 24, 2010", "Renzo Barbera (29,000)"
Atalanta, 2, 1, Fiorentina, "Sunday, April 18, 2010", "Atleti Azzurri d'Italia di Gallarate (10,000)"
Bari, 1, 2, Napoli, "Sunday, April 18, 2010", "San Nicola (20,000)"
Cagliari, 2, 2, Palermo, "Sunday, April 18, 2010", "Sant'Elia (10,000)"
Catania, 2, 2, Siena, "Sunday, April 18, 2010", "Angelo Massimino (18,000)"
Parma, 2, 3, Genoa, "Sunday, April 18, 2010", "Ennio Tardini (16,895)"
Sampdoria, 2, 1, AC Milan, "Sunday, April 18, 2010", "Luigi Ferraris (25,000)"
Udinese, 1, 1, Bologna, "Sunday, April 18, 2010", "Friuli (14,000)"
Lazio, 1, 2, AS Roma, "Sunday, April 18, 2010", "Olimpico (45,000)"
Chievo Verona, 2, 0, Livorno, "Saturday, April 17, 2010", "Marc'Antonio Bentegodi (10,000)"
Internazionale, 2, 0, Juventus, "Friday, April 16, 2010", "Giuseppe Meazza (50,000)"
AC Milan, 2, 2, Catania, "Sunday, April 11, 2010", "Giuseppe Meazza (45,000)"
AS Roma, 2, 1, Atalanta, "Sunday, April 11, 2010", "Olimpico (49,503)"
Bologna, 2, 3, Lazio, "Sunday, April 11, 2010", "Renato Dall'Ara (21,000)"
Juventus, 1, 0, Cagliari, "Sunday, April 11, 2010", "Olimpico Di Torino (22,634)"
Livorno, 0, 2, Udinese, "Sunday, April 11, 2010", "Armando Picchi (6,000)"
Palermo, 3, 1, Chievo Verona, "Sunday, April 11, 2010", "Renzo Barbera "
Siena, 3, 2, Bari, "Sunday, April 11, 2010", "Artemio Franchi Montepaschi Arena (9,943)"
Sampdoria, 1, 0, Genoa, "Sunday, April 11, 2010", "Luigi Ferraris (35,000)"
Napoli, 2, 3, Parma, "Saturday, April 10, 2010", "San Paolo "
Fiorentina, 2, 2, Internazionale, "Saturday, April 10, 2010", "Artemio Franchi (36,981)"
Atalanta, 2, 0, Siena, "Saturday, April 3, 2010", "Atleti Azzurri d'Italia di Gallarate (10,000)"
Bari, 0, 1, AS Roma, "Saturday, April 3, 2010", "San Nicola (25,000)"
Cagliari, 2, 3, AC Milan, "Saturday, April 3, 2010", "Sant'Elia (32,000)"
Chievo Verona, 1, 2, Sampdoria, "Saturday, April 3, 2010", "Marc'Antonio Bentegodi (10,000)"
Genoa, 1, 1, Livorno, "Saturday, April 3, 2010", "Luigi Ferraris (25,260)"
Internazionale, 3, 0, Bologna, "Saturday, April 3, 2010", "Giuseppe Meazza (45,000)"
Lazio, 1, 1, Napoli, "Saturday, April 3, 2010", "Olimpico (25,000)"
Parma, 1, 1, Fiorentina, "Saturday, April 3, 2010", "Ennio Tardini (5,011)"
Catania, 2, 0, Palermo, "Saturday, April 3, 2010", "Angelo Massimino (18,000)"
Udinese, 3, 0, Juventus, "Saturday, April 3, 2010", "Friuli (17,000)"
Chievo Verona, 0, 0, Parma, "Sunday, March 28, 2010", "Marc'Antonio Bentegodi (9,000)"
Fiorentina, 4, 1, Udinese, "Sunday, March 28, 2010", "Artemio Franchi (25,418)"
Juventus, 2, 1, Atalanta, "Sunday, March 28, 2010", "Olimpico Di Torino (20,310)"
Livorno, 1, 1, Bari, "Sunday, March 28, 2010", "Armando Picchi (7,000)"
Napoli, 1, 0, Catania, "Sunday, March 28, 2010", "San Paolo (50,000)"
Sampdoria, 1, 1, Cagliari, "Sunday, March 28, 2010", "Luigi Ferraris (22,000)"
Siena, 0, 0, Genoa, "Sunday, March 28, 2010", "Artemio Franchi Montepaschi Arena (13,029)"
AC Milan, 1, 1, Lazio, "Sunday, March 28, 2010", "Giuseppe Meazza (40,393)"
AS Roma, 2, 1, Internazionale, "Saturday, March 27, 2010", "Olimpico (61,898)"
Palermo, 3, 1, Bologna, "Saturday, March 27, 2010", "Renzo Barbera (28,000)"
Napoli, 3, 1, Juventus, "Thursday, March 25, 2010", "San Paolo (55,000)"
Atalanta, 3, 1, Cagliari, "Wednesday, March 24, 2010", "Atleti Azzurri d'Italia di Gallarate (10,000)"
Bari, 2, 1, Sampdoria, "Wednesday, March 24, 2010", "San Nicola (15,000)"
Bologna, 0, 2, AS Roma, "Wednesday, March 24, 2010", "Renato Dall'Ara (20,000)"
Catania, 1, 0, Fiorentina, "Wednesday, March 24, 2010", "Angelo Massimino (40,000)"
Genoa, 2, 2, Palermo, "Wednesday, March 24, 2010", "Luigi Ferraris (25,772)"
Internazionale, 3, 0, Livorno, "Wednesday, March 24, 2010", "Giuseppe Meazza (45,000)"
Lazio, 2, 0, Siena, "Wednesday, March 24, 2010", "Olimpico (40,000)"
Parma, 1, 0, AC Milan, "Wednesday, March 24, 2010", "Ennio Tardini (20,493)"
Udinese, 0, 0, Chievo Verona, "Wednesday, March 24, 2010", "Friuli (14,000)"
AC Milan, 1, 1, Napoli, "Sunday, March 21, 2010", "Giuseppe Meazza (51,044)"
Atalanta, 3, 0, Livorno, "Sunday, March 21, 2010", "Atleti Azzurri d'Italia di Gallarate (10,000)"
