home, homescore, awayscore, away, date, group
Hull City, 1, 2, Stoke City, "Saturday, May 9, 2009", "Kingston Communications Stadium (24,932)"
West Bromwich Albion, 3, 1, Wigan Athletic, "Saturday, May 9, 2009", "The Hawthorns (24,741)"
West Ham United, 0, 3, Liverpool, "Saturday, May 9, 2009", "Upton Park (34,951)"
Aston Villa, 1, 0, Hull City, "Monday, May 4, 2009", "Villa Park (39,607)"
Liverpool, 3, 0, Newcastle United, "Sunday, May 3, 2009", "Anfield (44,121)"
Sunderland, 0, 2, Everton, "Sunday, May 3, 2009", "Stadium of Light (41,313)"
Middlesbrough, 0, 2, Manchester United, "Saturday, May 2, 2009", "The Riverside Stadium (33,767)"
Chelsea, 3, 1, Fulham, "Saturday, May 2, 2009", "Stamford Bridge (41,801)"
Manchester City, 3, 1, Blackburn Rovers, "Saturday, May 2, 2009", "Etihad Stadium (43,967)"
Portsmouth, 0, 3, Arsenal, "Saturday, May 2, 2009", "Fratton Park (20,418)"
Stoke City, 0, 1, West Ham United, "Saturday, May 2, 2009", "Britannia Stadium (27,500)"
Tottenham Hotspur, 1, 0, West Bromwich Albion, "Saturday, May 2, 2009", "White Hart Lane (35,836)"
Wigan Athletic, 0, 0, Bolton Wanderers, "Saturday, May 2, 2009", "DW Stadium (18,655)"
Newcastle United, 0, 0, Portsmouth, "Monday, April 27, 2009", "St James' Park (47,481)"
Arsenal, 2, 0, Middlesbrough, "Sunday, April 26, 2009", "Emirates Stadium (60,089)"
Blackburn Rovers, 2, 0, Wigan Athletic, "Sunday, April 26, 2009", "Ewood Park (25,019)"
Bolton Wanderers, 1, 1, Aston Villa, "Saturday, April 25, 2009", "Reebok Stadium (21,709)"
Everton, 1, 2, Manchester City, "Saturday, April 25, 2009", "Goodison Park (37,791)"
Fulham, 1, 0, Stoke City, "Saturday, April 25, 2009", "Craven Cottage (24,997)"
Hull City, 1, 3, Liverpool, "Saturday, April 25, 2009", "Kingston Communications Stadium (24,942)"
West Bromwich Albion, 3, 0, Sunderland, "Saturday, April 25, 2009", "The Hawthorns (26,256)"
West Ham United, 0, 1, Chelsea, "Saturday, April 25, 2009", "Upton Park (34,749)"
Manchester United, 5, 2, Tottenham Hotspur, "Saturday, April 25, 2009", "Old Trafford (75,458)"
Chelsea, 0, 0, Everton, "Wednesday, April 22, 2009", "Stamford Bridge (41,556)"
Manchester United, 2, 0, Portsmouth, "Wednesday, April 22, 2009", "Old Trafford (74,895)"
Liverpool, 4, 4, Arsenal, "Tuesday, April 21, 2009", "Anfield (44,424)"
Tottenham Hotspur, 1, 0, Newcastle United, "Sunday, April 19, 2009", "White Hart Lane (35,850)"
Manchester City, 4, 2, West Bromwich Albion, "Sunday, April 19, 2009", "Etihad Stadium (40,072)"
Aston Villa, 1, 1, West Ham United, "Saturday, April 18, 2009", "Villa Park (39,534)"
Middlesbrough, 0, 0, Fulham, "Saturday, April 18, 2009", "The Riverside Stadium (30,389)"
Portsmouth, 1, 0, Bolton Wanderers, "Saturday, April 18, 2009", "Fratton Park (20,158)"
Stoke City, 1, 0, Blackburn Rovers, "Saturday, April 18, 2009", "Britannia Stadium (27,500)"
Sunderland, 1, 0, Hull City, "Saturday, April 18, 2009", "Stadium of Light (42,855)"
Aston Villa, 3, 3, Everton, "Sunday, April 12, 2009", "Villa Park (40,188)"
Manchester City, 1, 3, Fulham, "Sunday, April 12, 2009", "Etihad Stadium (39,841)"
Liverpool, 4, 0, Blackburn Rovers, "Saturday, April 11, 2009", "Anfield (43,466)"
Chelsea, 4, 3, Bolton Wanderers, "Saturday, April 11, 2009", "Stamford Bridge (41,096)"
Middlesbrough, 3, 1, Hull City, "Saturday, April 11, 2009", "The Riverside Stadium (32,255)"
Portsmouth, 2, 2, West Bromwich Albion, "Saturday, April 11, 2009", "Fratton Park (20,376)"
Sunderland, 1, 2, Manchester United, "Saturday, April 11, 2009", "Stadium of Light (45,408)"
Tottenham Hotspur, 1, 0, West Ham United, "Saturday, April 11, 2009", "White Hart Lane (35,969)"
Wigan Athletic, 1, 4, Arsenal, "Saturday, April 11, 2009", "DW Stadium (22,954)"
Stoke City, 1, 1, Newcastle United, "Saturday, April 11, 2009", "Britannia Stadium (27,500)"
Everton, 4, 0, Wigan Athletic, "Sunday, April 5, 2009", "Goodison Park (34,427)"
Manchester United, 3, 2, Aston Villa, "Sunday, April 5, 2009", "Old Trafford (75,409)"
Blackburn Rovers, 2, 1, Tottenham Hotspur, "Saturday, April 4, 2009", "Ewood Park (21,891)"
Arsenal, 2, 0, Manchester City, "Saturday, April 4, 2009", "Emirates Stadium (60,097)"
Bolton Wanderers, 4, 1, Middlesbrough, "Saturday, April 4, 2009", "Reebok Stadium (20,819)"
Hull City, 0, 0, Portsmouth, "Saturday, April 4, 2009", "Kingston Communications Stadium (24,802)"
Newcastle United, 0, 2, Chelsea, "Saturday, April 4, 2009", "St James' Park (52,112)"
West Bromwich Albion, 0, 2, Stoke City, "Saturday, April 4, 2009", "The Hawthorns (26,277)"
West Ham United, 2, 0, Sunderland, "Saturday, April 4, 2009", "Upton Park (34,761)"
Fulham, 0, 1, Liverpool, "Saturday, April 4, 2009", "Craven Cottage (25,661)"
Wigan Athletic, 1, 0, Hull City, "Sunday, March 22, 2009", "DW Stadium (17,689)"
Manchester City, 1, 0, Sunderland, "Sunday, March 22, 2009", "Etihad Stadium (43,017)"
Liverpool, 5, 0, Aston Villa, "Sunday, March 22, 2009", "Anfield (44,131)"
Portsmouth, 2, 1, Everton, "Saturday, March 21, 2009", "Fratton Park (20,388)"
Blackburn Rovers, 1, 1, West Ham United, "Saturday, March 21, 2009", "Ewood Park (21,672)"
Fulham, 2, 0, Manchester United, "Saturday, March 21, 2009", "Craven Cottage (25,652)"
Stoke City, 1, 0, Middlesbrough, "Saturday, March 21, 2009", "Britannia Stadium (26,442)"
Tottenham Hotspur, 1, 0, Chelsea, "Saturday, March 21, 2009", "White Hart Lane (36,034)"
West Bromwich Albion, 1, 1, Bolton Wanderers, "Saturday, March 21, 2009", "The Hawthorns (25,530)"
Newcastle United, 1, 3, Arsenal, "Saturday, March 21, 2009", "St James' Park (49,972)"
West Ham United, 0, 0, West Bromwich Albion, "Monday, March 16, 2009", "Upton Park (40,842)"
Chelsea, 1, 0, Manchester City, "Sunday, March 15, 2009", "Stamford Bridge (41,810)"
Aston Villa, 1, 2, Tottenham Hotspur, "Sunday, March 15, 2009", "Villa Park (41,205)"
Manchester United, 1, 4, Liverpool, "Saturday, March 14, 2009", "Old Trafford (75,569)"
Arsenal, 4, 0, Blackburn Rovers, "Saturday, March 14, 2009", "Emirates Stadium (60,091)"
Bolton Wanderers, 1, 3, Fulham, "Saturday, March 14, 2009", "Reebok Stadium (22,117)"
Everton, 3, 1, Stoke City, "Saturday, March 14, 2009", "Goodison Park (36,396)"
Hull City, 1, 1, Newcastle United, "Saturday, March 14, 2009", "Kingston Communications Stadium (24,914)"
Middlesbrough, 1, 1, Portsmouth, "Saturday, March 14, 2009", "The Riverside Stadium (24,281)"
Sunderland, 1, 2, Wigan Athletic, "Saturday, March 14, 2009", "Stadium of Light (39,266)"
Fulham, 1, 2, Blackburn Rovers, "Wednesday, March 11, 2009", "Craven Cottage (22,259)"
Sunderland, 1, 1, Tottenham Hotspur, "Saturday, March 7, 2009", "Stadium of Light (37,894)"
Manchester City, 2, 0, Aston Villa, "Wednesday, March 4, 2009", "Etihad Stadium (40,137)"
Newcastle United, 1, 2, Manchester United, "Wednesday, March 4, 2009", "St James' Park (51,636)"
Stoke City, 2, 0, Bolton Wanderers, "Wednesday, March 4, 2009", "Britannia Stadium (26,319)"
Wigan Athletic, 0, 1, West Ham United, "Wednesday, March 4, 2009", "DW Stadium (14,169)"
Blackburn Rovers, 0, 0, Everton, "Wednesday, March 4, 2009", "Ewood Park (21,445)"
Fulham, 0, 1, Hull City, "Wednesday, March 4, 2009", "Craven Cottage (23,051)"
Tottenham Hotspur, 4, 0, Middlesbrough, "Wednesday, March 4, 2009", "White Hart Lane (35,761)"
Portsmouth, 0, 1, Chelsea, "Tuesday, March 3, 2009", "Fratton Park (20,326)"
West Bromwich Albion, 1, 3, Arsenal, "Tuesday, March 3, 2009", "The Hawthorns (26,244)"
Liverpool, 2, 0, Sunderland, "Tuesday, March 3, 2009", "Anfield (41,587)"
Hull City, 1, 2, Blackburn Rovers, "Sunday, March 1, 2009", "Kingston Communications Stadium (24,612)"
West Ham United, 1, 0, Manchester City, "Sunday, March 1, 2009", "Upton Park (34,562)"
Bolton Wanderers, 1, 0, Newcastle United, "Sunday, March 1, 2009", "Reebok Stadium (20,763)"
Aston Villa, 2, 2, Stoke City, "Sunday, March 1, 2009", "Villa Park (39,641)"
Everton, 2, 0, West Bromwich Albion, "Saturday, February 28, 2009", "Goodison Park (33,898)"
Arsenal, 0, 0, Fulham, "Saturday, February 28, 2009", "Emirates Stadium (60,102)"
Chelsea, 2, 1, Wigan Athletic, "Saturday, February 28, 2009", "Stamford Bridge (40,714)"
Middlesbrough, 2, 0, Liverpool, "Saturday, February 28, 2009", "The Riverside Stadium (33,724)"
Hull City, 1, 2, Tottenham Hotspur, "Monday, February 23, 2009", "Kingston Communications Stadium (24,742)"
Fulham, 2, 0, West Bromwich Albion, "Sunday, February 22, 2009", "Craven Cottage (22,394)"
Liverpool, 1, 1, Manchester City, "Sunday, February 22, 2009", "Anfield (44,259)"
Newcastle United, 0, 0, Everton, "Sunday, February 22, 2009", "St James' Park (47,683)"
Aston Villa, 0, 1, Chelsea, "Saturday, February 21, 2009", "Villa Park (42,585)"
Arsenal, 0, 0, Sunderland, "Saturday, February 21, 2009", "Emirates Stadium (60,104)"
Bolton Wanderers, 2, 1, West Ham United, "Saturday, February 21, 2009", "Reebok Stadium (21,245)"
Middlesbrough, 0, 0, Wigan Athletic, "Saturday, February 21, 2009", "The Riverside Stadium (24,020)"
Stoke City, 2, 2, Portsmouth, "Saturday, February 21, 2009", "Britannia Stadium "
Manchester United, 2, 1, Blackburn Rovers, "Saturday, February 21, 2009", "Old Trafford (75,000)"
Manchester United, 3, 0, Fulham, "Wednesday, February 18, 2009", "Old Trafford (75,437)"
Portsmouth, 2, 0, Manchester City, "Saturday, February 14, 2009", "Fratton Park (20,018)"
Tottenham Hotspur, 0, 0, Arsenal, "Sunday, February 8, 2009", "White Hart Lane (36,021)"
West Ham United, 0, 1, Manchester United, "Sunday, February 8, 2009", "Upton Park (34,958)"
Manchester City, 1, 0, Middlesbrough, "Saturday, February 7, 2009", "Etihad Stadium (40,588)"
Blackburn Rovers, 0, 2, Aston Villa, "Saturday, February 7, 2009", "Ewood Park (24,267)"
Chelsea, 0, 0, Hull City, "Saturday, February 7, 2009", "Stamford Bridge (41,802)"
Everton, 3, 0, Bolton Wanderers, "Saturday, February 7, 2009", "Goodison Park (33,791)"
Sunderland, 2, 0, Stoke City, "Saturday, February 7, 2009", "Stadium of Light (38,350)"
West Bromwich Albion, 2, 3, Newcastle United, "Saturday, February 7, 2009", "The Hawthorns (25,817)"
Wigan Athletic, 0, 0, Fulham, "Saturday, February 7, 2009", "DW Stadium (16,499)"
Portsmouth, 2, 3, Liverpool, "Saturday, February 7, 2009", "Fratton Park (20,524)"
Newcastle United, 1, 1, Sunderland, "Sunday, February 1, 2009", "St James' Park (52,084)"
Liverpool, 2, 0, Chelsea, "Sunday, February 1, 2009", "Anfield (44,174)"
Fulham, 3, 1, Portsmouth, "Saturday, January 31, 2009", "Craven Cottage (23,722)"
Stoke City, 1, 0, Manchester City, "Saturday, January 31, 2009", "Britannia Stadium (27,236)"
Arsenal, 0, 0, West Ham United, "Saturday, January 31, 2009", "Emirates Stadium (60,109)"
Aston Villa, 0, 0, Wigan Athletic, "Saturday, January 31, 2009", "Villa Park (41,766)"
Bolton Wanderers, 3, 2, Tottenham Hotspur, "Saturday, January 31, 2009", "Reebok Stadium (21,575)"
Hull City, 2, 2, West Bromwich Albion, "Saturday, January 31, 2009", "Kingston Communications Stadium (24,879)"
Middlesbrough, 0, 0, Blackburn Rovers, "Saturday, January 31, 2009", "The Riverside Stadium (24,303)"
Manchester United, 1, 0, Everton, "Saturday, January 31, 2009", "Old Trafford (75,399)"
Chelsea, 2, 0, Middlesbrough, "Wednesday, January 28, 2009", "Stamford Bridge (40,280)"
Manchester City, 2, 1, Newcastle United, "Wednesday, January 28, 2009", "Etihad Stadium (42,280)"
Wigan Athletic, 1, 1, Liverpool, "Wednesday, January 28, 2009", "DW Stadium (21,237)"
Blackburn Rovers, 2, 2, Bolton Wanderers, "Wednesday, January 28, 2009", "Ewood Park (25,205)"
Everton, 1, 1, Arsenal, "Wednesday, January 28, 2009", "Goodison Park (37,097)"
West Ham United, 2, 0, Hull City, "Wednesday, January 28, 2009", "Upton Park (34,340)"
Sunderland, 1, 0, Fulham, "Tuesday, January 27, 2009", "Stadium of Light (36,539)"
West Bromwich Albion, 0, 5, Manchester United, "Tuesday, January 27, 2009", "The Hawthorns (26,105)"
Portsmouth, 0, 1, Aston Villa, "Tuesday, January 27, 2009", "Fratton Park (19,073)"
Tottenham Hotspur, 3, 1, Stoke City, "Tuesday, January 27, 2009", "White Hart Lane (36,072)"
Liverpool, 1, 1, Everton, "Monday, January 19, 2009", "Anfield (44,382)"
West Ham United, 3, 1, Fulham, "Sunday, January 18, 2009", "Upton Park (31,818)"
Tottenham Hotspur, 1, 1, Portsmouth, "Sunday, January 18, 2009", "White Hart Lane (36,011)"
Blackburn Rovers, 3, 0, Newcastle United, "Saturday, January 17, 2009", "Ewood Park (25,583)"
Bolton Wanderers, 0, 1, Manchester United, "Saturday, January 17, 2009", "Reebok Stadium (26,021)"
Chelsea, 2, 1, Stoke City, "Saturday, January 17, 2009", "Stamford Bridge (41,788)"
Manchester City, 1, 0, Wigan Athletic, "Saturday, January 17, 2009", "Etihad Stadium (41,262)"
Sunderland, 1, 2, Aston Villa, "Saturday, January 17, 2009", "Stadium of Light (40,350)"
West Bromwich Albion, 3, 0, Middlesbrough, "Saturday, January 17, 2009", "The Hawthorns (25,557)"
Hull City, 1, 3, Arsenal, "Saturday, January 17, 2009", "Kingston Communications Stadium (24,924)"
Manchester United, 1, 0, Wigan Athletic, "Wednesday, January 14, 2009", "Old Trafford (73,917)"
Wigan Athletic, 1, 0, Tottenham Hotspur, "Sunday, January 11, 2009", "DW Stadium (17,500)"
Manchester United, 3, 0, Chelsea, "Sunday, January 11, 2009", "Old Trafford (75,455)"
Aston Villa, 2, 1, West Bromwich Albion, "Saturday, January 10, 2009", "Villa Park (41,757)"
Arsenal, 1, 0, Bolton Wanderers, "Saturday, January 10, 2009", "Emirates Stadium (60,068)"
Everton, 2, 0, Hull City, "Saturday, January 10, 2009", "Goodison Park (37,527)"
Middlesbrough, 1, 1, Sunderland, "Saturday, January 10, 2009", "The Riverside Stadium (29,310)"
Newcastle United, 2, 2, West Ham United, "Saturday, January 10, 2009", "St James' Park (47,571)"
Stoke City, 0, 0, Liverpool, "Saturday, January 10, 2009", "Britannia Stadium (27,500)"
Hull City, 0, 1, Aston Villa, "Tuesday, December 30, 2008", "Kingston Communications Stadium (24,727)"
Manchester United, 1, 0, Middlesbrough, "Monday, December 29, 2008", "Old Trafford (75,294)"
Newcastle United, 1, 5, Liverpool, "Sunday, December 28, 2008", "St James' Park (52,114)"
Arsenal, 1, 0, Portsmouth, "Sunday, December 28, 2008", "Emirates Stadium (60,092)"
Bolton Wanderers, 0, 1, Wigan Athletic, "Sunday, December 28, 2008", "Reebok Stadium (23,726)"
Everton, 3, 0, Sunderland, "Sunday, December 28, 2008", "Goodison Park (39,146)"
Fulham, 2, 2, Chelsea, "Sunday, December 28, 2008", "Craven Cottage (25,462)"
West Bromwich Albion, 2, 0, Tottenham Hotspur, "Sunday, December 28, 2008", "The Hawthorns (26,344)"
West Ham United, 2, 1, Stoke City, "Sunday, December 28, 2008", "Upton Park (34,477)"
Blackburn Rovers, 2, 2, Manchester City, "Sunday, December 28, 2008", "Ewood Park (25,200)"
Stoke City, 0, 1, Manchester United, "Friday, December 26, 2008", "Britannia Stadium (27,500)"
Chelsea, 2, 0, West Bromwich Albion, "Friday, December 26, 2008", "Stamford Bridge (43,417)"
Portsmouth, 1, 4, West Ham United, "Friday, December 26, 2008", "Fratton Park (20,102)"
Tottenham Hotspur, 0, 0, Fulham, "Friday, December 26, 2008", "White Hart Lane (35,866)"
Liverpool, 3, 0, Bolton Wanderers, "Friday, December 26, 2008", "Anfield (43,548)"
Manchester City, 5, 1, Hull City, "Friday, December 26, 2008", "Etihad Stadium (45,196)"
Middlesbrough, 0, 1, Everton, "Friday, December 26, 2008", "The Riverside Stadium (30,253)"
Sunderland, 0, 0, Blackburn Rovers, "Friday, December 26, 2008", "Stadium of Light (44,680)"
Wigan Athletic, 2, 1, Newcastle United, "Friday, December 26, 2008", "DW Stadium (20,266)"
Aston Villa, 2, 2, Arsenal, "Friday, December 26, 2008", "Villa Park (42,585)"
Everton, 0, 0, Chelsea, "Monday, December 22, 2008", "Goodison Park (35,655)"
West Bromwich Albion, 2, 1, Manchester City, "Sunday, December 21, 2008", "The Hawthorns (25,010)"
Newcastle United, 2, 1, Tottenham Hotspur, "Sunday, December 21, 2008", "St James' Park (47,982)"
Arsenal, 1, 1, Liverpool, "Sunday, December 21, 2008", "Emirates Stadium (60,094)"
Blackburn Rovers, 3, 0, Stoke City, "Saturday, December 20, 2008", "Ewood Park (23,004)"
Bolton Wanderers, 2, 1, Portsmouth, "Saturday, December 20, 2008", "Reebok Stadium (19,884)"
Fulham, 3, 0, Middlesbrough, "Saturday, December 20, 2008", "Craven Cottage (23,722)"
Hull City, 1, 4, Sunderland, "Saturday, December 20, 2008", "Kingston Communications Stadium (24,917)"
West Ham United, 0, 1, Aston Villa, "Saturday, December 20, 2008", "Upton Park (31,353)"
Portsmouth, 0, 3, Newcastle United, "Sunday, December 14, 2008", "Fratton Park (19,416)"
Chelsea, 1, 1, West Ham United, "Sunday, December 14, 2008", "Stamford Bridge (41,675)"
Middlesbrough, 1, 1, Arsenal, "Saturday, December 13, 2008", "The Riverside Stadium (27,320)"
Aston Villa, 4, 2, Bolton Wanderers, "Saturday, December 13, 2008", "Villa Park (35,134)"
Liverpool, 2, 2, Hull City, "Saturday, December 13, 2008", "Anfield (43,835)"
Manchester City, 0, 1, Everton, "Saturday, December 13, 2008", "Etihad Stadium (41,344)"
Stoke City, 0, 0, Fulham, "Saturday, December 13, 2008", "Britannia Stadium (25,287)"
Sunderland, 4, 0, West Bromwich Albion, "Saturday, December 13, 2008", "Stadium of Light (36,280)"
Wigan Athletic, 3, 0, Blackburn Rovers, "Saturday, December 13, 2008", "DW Stadium (18,003)"
Tottenham Hotspur, 0, 0, Manchester United, "Saturday, December 13, 2008", "White Hart Lane (35,882)"
West Ham United, 0, 2, Tottenham Hotspur, "Monday, December 8, 2008", "Upton Park (34,277)"
West Bromwich Albion, 1, 1, Portsmouth, "Sunday, December 7, 2008", "The Hawthorns (24,964)"
Everton, 2, 3, Aston Villa, "Sunday, December 7, 2008", "Goodison Park (31,922)"
Fulham, 1, 1, Manchester City, "Saturday, December 6, 2008", "Craven Cottage (24,012)"
Arsenal, 1, 0, Wigan Athletic, "Saturday, December 6, 2008", "Emirates Stadium (59,317)"
Blackburn Rovers, 1, 3, Liverpool, "Saturday, December 6, 2008", "Ewood Park (26,920)"
Bolton Wanderers, 0, 2, Chelsea, "Saturday, December 6, 2008", "Reebok Stadium (22,023)"
Hull City, 2, 1, Middlesbrough, "Saturday, December 6, 2008", "Kingston Communications Stadium (24,912)"
Newcastle United, 2, 2, Stoke City, "Saturday, December 6, 2008", "St James' Park (47,422)"
Manchester United, 1, 0, Sunderland, "Saturday, December 6, 2008", "Old Trafford (75,400)"
Liverpool, 0, 0, West Ham United, "Monday, December 1, 2008", "Anfield (41,169)"
Manchester City, 0, 1, Manchester United, "Sunday, November 30, 2008", "Etihad Stadium (47,320)"
Portsmouth, 3, 2, Blackburn Rovers, "Sunday, November 30, 2008", "Fratton Park (18,111)"
Tottenham Hotspur, 0, 1, Everton, "Sunday, November 30, 2008", "White Hart Lane (35,742)"
Chelsea, 1, 2, Arsenal, "Sunday, November 30, 2008", "Stamford Bridge (41,760)"
Aston Villa, 0, 0, Fulham, "Saturday, November 29, 2008", "Villa Park (36,625)"
Middlesbrough, 0, 0, Newcastle United, "Saturday, November 29, 2008", "The Riverside Stadium (32,160)"
Stoke City, 1, 1, Hull City, "Saturday, November 29, 2008", "Britannia Stadium (27,500)"
Sunderland, 1, 4, Bolton Wanderers, "Saturday, November 29, 2008", "Stadium of Light (35,457)"
Wigan Athletic, 2, 1, West Bromwich Albion, "Saturday, November 29, 2008", "DW Stadium (17,054)"
Wigan Athletic, 1, 0, Everton, "Monday, November 24, 2008", "DW Stadium (18,344)"
Tottenham Hotspur, 1, 0, Blackburn Rovers, "Sunday, November 23, 2008", "White Hart Lane (35,903)"
Sunderland, 0, 1, West Ham United, "Sunday, November 23, 2008", "Stadium of Light (35,222)"
Chelsea, 0, 0, Newcastle United, "Saturday, November 22, 2008", "Stamford Bridge (41,660)"
Liverpool, 0, 0, Fulham, "Saturday, November 22, 2008", "Anfield (43,589)"
Manchester City, 3, 0, Arsenal, "Saturday, November 22, 2008", "Etihad Stadium (44,878)"
Middlesbrough, 1, 3, Bolton Wanderers, "Saturday, November 22, 2008", "The Riverside Stadium (24,487)"
Portsmouth, 2, 2, Hull City, "Saturday, November 22, 2008", "Fratton Park (20,240)"
Stoke City, 1, 0, West Bromwich Albion, "Saturday, November 22, 2008", "Britannia Stadium (26,613)"
Aston Villa, 0, 0, Manchester United, "Saturday, November 22, 2008", "Villa Park (42,585)"
Everton, 1, 1, Middlesbrough, "Sunday, November 16, 2008", "Goodison Park (31,063)"
Hull City, 2, 2, Manchester City, "Sunday, November 16, 2008", "Kingston Communications Stadium (24,902)"
Bolton Wanderers, 0, 2, Liverpool, "Saturday, November 15, 2008", "Reebok Stadium (24,893)"
Arsenal, 0, 2, Aston Villa, "Saturday, November 15, 2008", "Emirates Stadium (60,047)"
Blackburn Rovers, 1, 2, Sunderland, "Saturday, November 15, 2008", "Ewood Park (21,798)"
Fulham, 2, 1, Tottenham Hotspur, "Saturday, November 15, 2008", "Craven Cottage (25,139)"
Manchester United, 5, 0, Stoke City, "Saturday, November 15, 2008", "Old Trafford (75,369)"
Newcastle United, 2, 2, Wigan Athletic, "Saturday, November 15, 2008", "St James' Park (47,657)"
West Ham United, 0, 0, Portsmouth, "Saturday, November 15, 2008", "Upton Park (32,328)"
West Bromwich Albion, 0, 3, Chelsea, "Saturday, November 15, 2008", "The Hawthorns (26,322)"
Blackburn Rovers, 0, 2, Chelsea, "Sunday, November 9, 2008", "Ewood Park (20,670)"
Aston Villa, 1, 2, Middlesbrough, "Sunday, November 9, 2008", "Villa Park (36,672)"
Manchester City, 1, 2, Tottenham Hotspur, "Sunday, November 9, 2008", "Etihad Stadium (41,893)"
Fulham, 2, 1, Newcastle United, "Sunday, November 9, 2008", "Craven Cottage (24,740)"
Arsenal, 2, 1, Manchester United, "Saturday, November 8, 2008", "Emirates Stadium (60,106)"
Wigan Athletic, 0, 0, Stoke City, "Saturday, November 8, 2008", "DW Stadium (15,881)"
Hull City, 0, 1, Bolton Wanderers, "Saturday, November 8, 2008", "Kingston Communications Stadium (24,903)"
Sunderland, 1, 2, Portsmouth, "Saturday, November 8, 2008", "Stadium of Light (37,712)"
West Ham United, 1, 3, Everton, "Saturday, November 8, 2008", "Upton Park (33,961)"
Liverpool, 3, 0, West Bromwich Albion, "Saturday, November 8, 2008", "Anfield (43,451)"
Newcastle United, 2, 0, Aston Villa, "Monday, November 3, 2008", "St James' Park (44,567)"
Bolton Wanderers, 2, 0, Manchester City, "Sunday, November 2, 2008", "Reebok Stadium (21,095)"
Everton, 1, 0, Fulham, "Saturday, November 1, 2008", "Goodison Park (31,278)"
Chelsea, 5, 0, Sunderland, "Saturday, November 1, 2008", "Stamford Bridge (41,693)"
Manchester United, 4, 3, Hull City, "Saturday, November 1, 2008", "Old Trafford (75,398)"
Middlesbrough, 1, 1, West Ham United, "Saturday, November 1, 2008", "The Riverside Stadium (25,164)"
Portsmouth, 1, 2, Wigan Athletic, "Saturday, November 1, 2008", "Fratton Park (18,416)"
Stoke City, 2, 1, Arsenal, "Saturday, November 1, 2008", "Britannia Stadium (26,704)"
West Bromwich Albion, 2, 2, Blackburn Rovers, "Saturday, November 1, 2008", "The Hawthorns (24,976)"
Tottenham Hotspur, 2, 1, Liverpool, "Saturday, November 1, 2008", "White Hart Lane (36,183)"
Aston Villa, 3, 2, Blackburn Rovers, "Wednesday, October 29, 2008", "Villa Park (35,985)"
Fulham, 2, 0, Wigan Athletic, "Wednesday, October 29, 2008", "Craven Cottage (22,500)"
Hull City, 0, 3, Chelsea, "Wednesday, October 29, 2008", "Kingston Communications Stadium (24,906)"
Stoke City, 1, 0, Sunderland, "Wednesday, October 29, 2008", "Britannia Stadium (26,731)"
