home,homescore,awayscore,away,date,location
Heerenveen,1,2,Twente Enschede,"Saturday, April 9, 2005","Abe Lenstra Stadion (21,000)"
PSV Eindhoven,3,0,FC Den Bosch,"Saturday, April 9, 2005","Philipsstadion (31,200)"
ADO Den Haag,2,0,De Graafschap,"Friday, April 8, 2005","Het Zuiderpark (5,500)"
Ajax Amsterdam,2,0,Willem II Tilburg,"Thursday, April 7, 2005","Amsterdam ArenA (45,216)"
Feyenoord Rotterdam,4,2,AZ Alkmaar,"Sunday, April 3, 2005","De Kuip Stadion  (47,000)"
NEC Nijmegen,4,3,FC Groningen,"Sunday, April 3, 2005","De Goffert (27,750)"
RBC Roosendaal,1,2,FC Den Bosch,"Sunday, April 3, 2005","Vast & Goed Stadion (5,000)"
Roda JC Kerkrade,2,1,NAC Breda,"Sunday, April 3, 2005","Parkstad Limburg Stadion (11,870)"
ADO Den Haag,0,0,RKC Waalwijk,"Saturday, April 2, 2005","Het Zuiderpark (6,000)"
Heerenveen,2,1,Ajax Amsterdam,"Saturday, April 2, 2005","Abe Lenstra Stadion (21,000)"
PSV Eindhoven,2,0,FC Utrecht,"Saturday, April 2, 2005","Philipsstadion (34,000)"
Willem II Tilburg,4,1,De Graafschap,"Saturday, April 2, 2005","Willem II  (12,600)"
Vitesse Arnhem,1,1,Twente Enschede,"Friday, April 1, 2005","Gelredome (20,000)"
Ajax Amsterdam,0,4,PSV Eindhoven,"Sunday, March 20, 2005","Amsterdam ArenA (50,765)"
FC Groningen,1,1,Willem II Tilburg,"Sunday, March 20, 2005","Oosterpark  (10,800)"
FC Utrecht,0,1,Heerenveen,"Sunday, March 20, 2005","Nieuwe Galgenwaard (20,545)"
Twente Enschede,2,1,ADO Den Haag,"Sunday, March 20, 2005","Arke Stadion (13,000)"
De Graafschap,0,1,RBC Roosendaal,"Saturday, March 19, 2005","De Vijverberg (11,000)"
NAC Breda,1,2,NEC Nijmegen,"Saturday, March 19, 2005","Fujifilm  (12,389)"
RKC Waalwijk,2,4,Feyenoord Rotterdam,"Saturday, March 19, 2005","Sportp. Olympia/Mandemakers Stadion (7,400)"
AZ Alkmaar,3,0,Vitesse Arnhem,"Saturday, March 19, 2005","Alkmaarder Hout (8,559)"
FC Den Bosch,0,3,Roda JC Kerkrade,"Friday, March 18, 2005","Ecco Stadion (5,688)"
FC Groningen,0,1,PSV Eindhoven,"Thursday, March 17, 2005","Oosterpark  (12,500)"
ADO Den Haag,0,2,Heerenveen,"Wednesday, March 16, 2005","Het Zuiderpark (6,000)"
NEC Nijmegen,0,1,Ajax Amsterdam,"Sunday, March 13, 2005","De Goffert (12,000)"
PSV Eindhoven,4,0,ADO Den Haag,"Sunday, March 13, 2005","Philipsstadion (32,000)"
AZ Alkmaar,3,2,De Graafschap,"Sunday, March 13, 2005","Alkmaarder Hout (8,145)"
FC Utrecht,1,2,FC Groningen,"Sunday, March 13, 2005","Nieuwe Galgenwaard (18,500)"
Feyenoord Rotterdam,4,1,Roda JC Kerkrade,"Sunday, March 13, 2005","De Kuip Stadion  (39,000)"
Heerenveen,1,2,RKC Waalwijk,"Saturday, March 12, 2005","Abe Lenstra Stadion (19,700)"
NAC Breda,1,2,Vitesse Arnhem,"Saturday, March 12, 2005","Fujifilm  (12,472)"
Willem II Tilburg,2,1,FC Den Bosch,"Saturday, March 12, 2005","Willem II  (12,000)"
Twente Enschede,3,0,RBC Roosendaal,"Friday, March 11, 2005","Arke Stadion (13,100)"
De Graafschap,0,2,NAC Breda,"Sunday, March 6, 2005","De Vijverberg (11,000)"
Roda JC Kerkrade,1,2,Twente Enschede,"Sunday, March 6, 2005","Parkstad Limburg Stadion (12,300)"
RKC Waalwijk,2,2,FC Utrecht,"Saturday, March 5, 2005","Sportp. Olympia/Mandemakers Stadion (4,500)"
Vitesse Arnhem,2,0,Willem II Tilburg,"Saturday, March 5, 2005","Gelredome (18,500)"
RBC Roosendaal,1,0,NEC Nijmegen,"Friday, March 4, 2005","Vast & Goed Stadion (5,000)"
Roda JC Kerkrade,1,2,Ajax Amsterdam,"Sunday, February 27, 2005","Parkstad Limburg Stadion (17,000)"
ADO Den Haag,1,0,FC Utrecht,"Sunday, February 27, 2005","Het Zuiderpark (6,000)"
FC Den Bosch,1,2,Vitesse Arnhem,"Sunday, February 27, 2005","Ecco Stadion (5,378)"
Feyenoord Rotterdam,3,0,RBC Roosendaal,"Sunday, February 27, 2005","De Kuip Stadion  (35,000)"
Willem II Tilburg,1,3,AZ Alkmaar,"Sunday, February 27, 2005","Willem II  (12,500)"
Heerenveen,0,3,PSV Eindhoven,"Sunday, February 27, 2005","Abe Lenstra Stadion (20,000)"
NAC Breda,1,4,FC Groningen,"Saturday, February 26, 2005","Fujifilm  (12,316)"
Twente Enschede,0,0,De Graafschap,"Saturday, February 26, 2005","Arke Stadion (13,150)"
NEC Nijmegen,1,0,RKC Waalwijk,"Friday, February 25, 2005","De Goffert (11,000)"
FC Utrecht,0,2,Feyenoord Rotterdam,"Sunday, February 20, 2005","Nieuwe Galgenwaard (21,500)"
Ajax Amsterdam,2,0,FC Den Bosch,"Sunday, February 20, 2005","Amsterdam ArenA (45,619)"
AZ Alkmaar,1,1,Roda JC Kerkrade,"Sunday, February 20, 2005","Alkmaarder Hout (8,209)"
De Graafschap,2,1,Heerenveen,"Sunday, February 20, 2005","De Vijverberg (10,750)"
FC Groningen,0,1,Twente Enschede,"Sunday, February 20, 2005","Oosterpark  (11,000)"
RKC Waalwijk,1,0,NAC Breda,"Sunday, February 20, 2005","Sportp. Olympia/Mandemakers Stadion (5,000)"
Vitesse Arnhem,3,4,ADO Den Haag,"Sunday, February 20, 2005","Gelredome (18,002)"
PSV Eindhoven,4,1,NEC Nijmegen,"Saturday, February 19, 2005","Philipsstadion (35,800)"
RBC Roosendaal,2,0,Willem II Tilburg,"Friday, February 18, 2005","Vast & Goed Stadion (5,000)"
NAC Breda,1,2,Ajax Amsterdam,"Sunday, February 13, 2005","Fujifilm  (15,103)"
FC Den Bosch,0,2,De Graafschap,"Sunday, February 13, 2005","Ecco Stadion (6,037)"
Feyenoord Rotterdam,7,0,Willem II Tilburg,"Sunday, February 13, 2005","De Kuip Stadion  (37,500)"
NEC Nijmegen,1,1,ADO Den Haag,"Sunday, February 13, 2005","De Goffert (10,500)"
AZ Alkmaar,0,0,PSV Eindhoven,"Saturday, February 12, 2005","Alkmaarder Hout (8,683)"
RBC Roosendaal,0,1,FC Utrecht,"Saturday, February 12, 2005","Vast & Goed Stadion (5,000)"
Roda JC Kerkrade,2,3,Heerenveen,"Saturday, February 12, 2005","Parkstad Limburg Stadion (12,535)"
Twente Enschede,3,1,RKC Waalwijk,"Saturday, February 12, 2005","Arke Stadion (13,000)"
FC Groningen,0,0,Vitesse Arnhem,"Friday, February 11, 2005","Oosterpark  (12,100)"
Ajax Amsterdam,1,2,Twente Enschede,"Sunday, February 6, 2005","Amsterdam ArenA (47,000)"
FC Utrecht,2,0,NAC Breda,"Sunday, February 6, 2005","Nieuwe Galgenwaard (18,030)"
RKC Waalwijk,3,0,FC Groningen,"Sunday, February 6, 2005","Sportp. Olympia/Mandemakers Stadion (4,000)"
Vitesse Arnhem,3,0,Roda JC Kerkrade,"Sunday, February 6, 2005","Gelredome (17,300)"
ADO Den Haag,2,0,FC Den Bosch,"Saturday, February 5, 2005","Het Zuiderpark (6,500)"
Heerenveen,1,3,AZ Alkmaar,"Saturday, February 5, 2005","Abe Lenstra Stadion (17,800)"
De Graafschap,2,7,Feyenoord Rotterdam,"Friday, February 4, 2005","De Vijverberg (11,000)"
Willem II Tilburg,3,1,NEC Nijmegen,"Friday, February 4, 2005","Willem II  (11,500)"
PSV Eindhoven,4,1,RBC Roosendaal,"Wednesday, February 2, 2005","Philipsstadion (35,000)"
RKC Waalwijk,1,4,PSV Eindhoven,"Sunday, January 30, 2005","Sportp. Olympia/Mandemakers Stadion (7,500)"
Ajax Amsterdam,0,0,ADO Den Haag,"Sunday, January 30, 2005","Amsterdam ArenA (47,000)"
FC Groningen,1,0,De Graafschap,"Sunday, January 30, 2005","Oosterpark  (11,000)"
NAC Breda,1,1,Heerenveen,"Sunday, January 30, 2005","Fujifilm  (11,042)"
NEC Nijmegen,0,0,FC Utrecht,"Sunday, January 30, 2005","De Goffert (11,500)"
FC Den Bosch,0,1,AZ Alkmaar,"Saturday, January 29, 2005","Ecco Stadion (6,123)"
Twente Enschede,0,0,Feyenoord Rotterdam,"Saturday, January 29, 2005","Arke Stadion (13,250)"
Vitesse Arnhem,1,3,RBC Roosendaal,"Saturday, January 29, 2005","Gelredome (20,400)"
Roda JC Kerkrade,4,0,Willem II Tilburg,"Friday, January 28, 2005","Parkstad Limburg Stadion (12,200)"
FC Utrecht,0,2,Ajax Amsterdam,"Sunday, January 23, 2005","Nieuwe Galgenwaard (23,000)"
ADO Den Haag,0,3,FC Groningen,"Sunday, January 23, 2005","Het Zuiderpark (6,000)"
Feyenoord Rotterdam,1,2,Vitesse Arnhem,"Sunday, January 23, 2005","De Kuip Stadion  (39,500)"
RBC Roosendaal,0,1,RKC Waalwijk,"Sunday, January 23, 2005","Vast & Goed Stadion (5,000)"
De Graafschap,2,0,Roda JC Kerkrade,"Saturday, January 22, 2005","De Vijverberg (11,000)"
Heerenveen,2,1,FC Den Bosch,"Saturday, January 22, 2005","Abe Lenstra Stadion (17,000)"
PSV Eindhoven,4,0,NAC Breda,"Saturday, January 22, 2005","Philipsstadion (31,000)"
Willem II Tilburg,0,3,Twente Enschede,"Saturday, January 22, 2005","Willem II  (12,700)"
AZ Alkmaar,1,1,NEC Nijmegen,"Friday, January 21, 2005","Alkmaarder Hout (8,263)"
ADO Den Haag,2,0,Feyenoord Rotterdam,"Sunday, December 19, 2004","Het Zuiderpark (8,000)"
FC Groningen,0,4,Ajax Amsterdam,"Sunday, December 19, 2004","Oosterpark  (12,500)"
FC Utrecht,1,0,FC Den Bosch,"Sunday, December 19, 2004","Nieuwe Galgenwaard (18,500)"
NEC Nijmegen,3,2,Heerenveen,"Sunday, December 19, 2004","De Goffert (12,000)"
PSV Eindhoven,0,2,Roda JC Kerkrade,"Saturday, December 18, 2004","Philipsstadion "
RBC Roosendaal,0,2,AZ Alkmaar,"Saturday, December 18, 2004","Vast & Goed Stadion (5,000)"
RKC Waalwijk,1,0,Willem II Tilburg,"Saturday, December 18, 2004","Sportp. Olympia/Mandemakers Stadion (6,300)"
Twente Enschede,0,0,NAC Breda,"Friday, December 17, 2004","Arke Stadion (13,050)"
Vitesse Arnhem,3,1,De Graafschap,"Thursday, December 16, 2004","Gelredome (20,000)"
Feyenoord Rotterdam,3,3,PSV Eindhoven,"Sunday, December 12, 2004","De Kuip Stadion  (43,000)"
Ajax Amsterdam,1,0,Vitesse Arnhem,"Sunday, December 12, 2004","Amsterdam ArenA (43,000)"
De Graafschap,3,2,NEC Nijmegen,"Sunday, December 12, 2004","De Vijverberg (11,000)"
NAC Breda,1,1,ADO Den Haag,"Sunday, December 12, 2004","Fujifilm  (11,700)"
FC Den Bosch,0,2,RKC Waalwijk,"Saturday, December 11, 2004","Ecco Stadion (5,937)"
Roda JC Kerkrade,3,1,RBC Roosendaal,"Saturday, December 11, 2004","Parkstad Limburg Stadion (12,200)"
Willem II Tilburg,0,0,FC Utrecht,"Saturday, December 11, 2004","Willem II  (12,600)"
AZ Alkmaar,5,0,Twente Enschede,"Saturday, December 11, 2004","Alkmaarder Hout (8,094)"
Heerenveen,1,0,FC Groningen,"Friday, December 10, 2004","Abe Lenstra Stadion (17,800)"
AZ Alkmaar,2,0,ADO Den Haag,"Sunday, December 5, 2004","Alkmaarder Hout (8,000)"
Feyenoord Rotterdam,2,1,NEC Nijmegen,"Sunday, December 5, 2004","De Kuip Stadion  (36,000)"
Vitesse Arnhem,2,1,FC Utrecht,"Sunday, December 5, 2004","Gelredome (16,400)"
Willem II Tilburg,2,2,Heerenveen,"Sunday, December 5, 2004","Willem II  (12,300)"
De Graafschap,0,4,PSV Eindhoven,"Saturday, December 4, 2004","De Vijverberg (11,000)"
RBC Roosendaal,0,0,NAC Breda,"Saturday, December 4, 2004","Vast & Goed Stadion (5,000)"
Roda JC Kerkrade,5,1,FC Groningen,"Saturday, December 4, 2004","Parkstad Limburg Stadion (10,800)"
Twente Enschede,4,0,FC Den Bosch,"Saturday, December 4, 2004","Arke Stadion (13,000)"
RKC Waalwijk,1,2,Ajax Amsterdam,"Friday, December 3, 2004","Sportp. Olympia/Mandemakers Stadion (7,500)"
Heerenveen,2,2,Feyenoord Rotterdam,"Sunday, November 28, 2004","Abe Lenstra Stadion (17,500)"
Ajax Amsterdam,4,1,RBC Roosendaal,"Sunday, November 28, 2004","Amsterdam ArenA (47,637)"
FC Groningen,1,2,AZ Alkmaar,"Sunday, November 28, 2004","Oosterpark  (12,500)"
FC Utrecht,1,0,De Graafschap,"Sunday, November 28, 2004","Nieuwe Galgenwaard (18,800)"
NAC Breda,3,0,FC Den Bosch,"Sunday, November 28, 2004","Fujifilm  (11,477)"
ADO Den Haag,0,1,Willem II Tilburg,"Saturday, November 27, 2004","Het Zuiderpark (6,039)"
PSV Eindhoven,2,0,Twente Enschede,"Saturday, November 27, 2004","Philipsstadion (30,500)"
NEC Nijmegen,1,1,Roda JC Kerkrade,"Saturday, November 27, 2004","De Goffert (11,500)"
RKC Waalwijk,2,2,Vitesse Arnhem,"Friday, November 26, 2004","Sportp. Olympia/Mandemakers Stadion (5,500)"
Vitesse Arnhem,0,2,PSV Eindhoven,"Sunday, November 21, 2004","Gelredome (17,350)"
FC Den Bosch,0,0,NEC Nijmegen,"Sunday, November 21, 2004","Ecco Stadion "
Feyenoord Rotterdam,1,2,FC Groningen,"Sunday, November 21, 2004","De Kuip Stadion  (40,500)"
Twente Enschede,0,1,FC Utrecht,"Sunday, November 21, 2004","Arke Stadion (13,000)"
Willem II Tilburg,0,1,NAC Breda,"Sunday, November 21, 2004","Willem II  "
De Graafschap,0,5,Ajax Amsterdam,"Saturday, November 20, 2004","De Vijverberg (11,000)"
RBC Roosendaal,1,3,Heerenveen,"Saturday, November 20, 2004","Vast & Goed Stadion (5,000)"
AZ Alkmaar,3,0,RKC Waalwijk,"Saturday, November 20, 2004","Alkmaarder Hout (8,273)"
Roda JC Kerkrade,1,1,ADO Den Haag,"Friday, November 19, 2004","Parkstad Limburg Stadion (9,000)"
Ajax Amsterdam,1,1,Feyenoord Rotterdam,"Sunday, November 14, 2004","Amsterdam ArenA (49,547)"
FC Groningen,3,1,FC Den Bosch,"Sunday, November 14, 2004","Oosterpark  "
FC Utrecht,1,1,Roda JC Kerkrade,"Sunday, November 14, 2004","Nieuwe Galgenwaard (19,600)"
RKC Waalwijk,2,2,De Graafschap,"Sunday, November 14, 2004","Sportp. Olympia/Mandemakers Stadion (5,600)"
Heerenveen,0,3,Vitesse Arnhem,"Saturday, November 13, 2004","Abe Lenstra Stadion (17,740)"
NAC Breda,0,3,AZ Alkmaar,"Saturday, November 13, 2004","Fujifilm  (14,850)"
PSV Eindhoven,1,0,Willem II Tilburg,"Saturday, November 13, 2004","Philipsstadion (31,000)"
NEC Nijmegen,0,2,Twente Enschede,"Saturday, November 13, 2004","De Goffert (10,000)"
ADO Den Haag,5,1,RBC Roosendaal,"Friday, November 12, 2004","Het Zuiderpark (5,420)"
AZ Alkmaar,4,0,FC Utrecht,"Sunday, November 7, 2004","Alkmaarder Hout (8,065)"
Willem II Tilburg,1,3,Ajax Amsterdam,"Sunday, November 7, 2004","Willem II  "
FC Den Bosch,0,3,PSV Eindhoven,"Sunday, November 7, 2004","Ecco Stadion (6,479)"
Feyenoord Rotterdam,4,0,NAC Breda,"Sunday, November 7, 2004","De Kuip Stadion  (37,200)"
Twente Enschede,1,2,FC Groningen,"Sunday, November 7, 2004","Arke Stadion (13,100)"
Vitesse Arnhem,1,0,NEC Nijmegen,"Sunday, November 7, 2004","Gelredome (18,000)"
RKC Waalwijk,0,0,Heerenveen,"Saturday, November 6, 2004","Sportp. Olympia/Mandemakers Stadion (5,500)"
RBC Roosendaal,3,0,De Graafschap,"Friday, November 5, 2004","Vast & Goed Stadion (5,000)"
AZ Alkmaar,4,1,Feyenoord Rotterdam,"Sunday, October 31, 2004","Alkmaarder Hout (8,454)"
Ajax Amsterdam,1,0,NEC Nijmegen,"Sunday, October 31, 2004","Amsterdam ArenA (46,345)"
FC Den Bosch,2,4,Heerenveen,"Sunday, October 31, 2004","Ecco Stadion (5,721)"
FC Groningen,4,3,ADO Den Haag,"Sunday, October 31, 2004","Oosterpark  (12,170)"
Roda JC Kerkrade,1,1,RKC Waalwijk,"Saturday, October 30, 2004","Parkstad Limburg Stadion (10,500)"
Willem II Tilburg,3,0,RBC Roosendaal,"Saturday, October 30, 2004","Willem II  (11,800)"
Twente Enschede,1,4,Vitesse Arnhem,"Saturday, October 30, 2004","Arke Stadion (13,200)"
FC Utrecht,0,0,PSV Eindhoven,"Friday, October 29, 2004","Nieuwe Galgenwaard (22,286)"
ADO Den Haag,0,1,Twente Enschede,"Wednesday, October 27, 2004","Het Zuiderpark "
De Graafschap,2,2,Willem II Tilburg,"Wednesday, October 27, 2004","De Vijverberg (11,000)"
NAC Breda,4,0,Roda JC Kerkrade,"Wednesday, October 27, 2004","Fujifilm  (12,461)"
PSV Eindhoven,2,0,Ajax Amsterdam,"Sunday, October 24, 2004","Philipsstadion (35,000)"
De Graafschap,1,2,ADO Den Haag,"Sunday, October 24, 2004","De Vijverberg (11,000)"
Feyenoord Rotterdam,4,0,RKC Waalwijk,"Sunday, October 24, 2004","De Kuip Stadion  (40,500)"
Heerenveen,2,1,FC Utrecht,"Sunday, October 24, 2004","Abe Lenstra Stadion (12,775)"
Roda JC Kerkrade,5,0,FC Den Bosch,"Sunday, October 24, 2004","Parkstad Limburg Stadion (12,000)"
RBC Roosendaal,0,1,Twente Enschede,"Saturday, October 23, 2004","Vast & Goed Stadion (5,000)"
NEC Nijmegen,3,3,NAC Breda,"Saturday, October 23, 2004","De Goffert (12,000)"
Vitesse Arnhem,0,3,AZ Alkmaar,"Saturday, October 23, 2004","Gelredome (17,000)"
Willem II Tilburg,4,2,FC Groningen,"Friday, October 22, 2004","Willem II  (11,950)"
Roda JC Kerkrade,0,2,Feyenoord Rotterdam,"Sunday, October 17, 2004","Parkstad Limburg Stadion (14,500)"
FC Groningen,3,0,FC Utrecht,"Sunday, October 17, 2004","Oosterpark  (12,100)"
RKC Waalwijk,2,2,NEC Nijmegen,"Sunday, October 17, 2004","Sportp. Olympia/Mandemakers Stadion (5,900)"
Vitesse Arnhem,1,2,NAC Breda,"Sunday, October 17, 2004","Gelredome (16,472)"
ADO Den Haag,0,2,PSV Eindhoven,"Saturday, October 16, 2004","Het Zuiderpark (7,500)"
FC Den Bosch,2,1,RBC Roosendaal,"Saturday, October 16, 2004","Ecco Stadion (5,794)"
Ajax Amsterdam,1,3,Heerenveen,"Saturday, October 16, 2004","Amsterdam ArenA (48,000)"
De Graafschap,1,3,AZ Alkmaar,"Friday, October 15, 2004","De Vijverberg (11,000)"
AZ Alkmaar,0,0,Ajax Amsterdam,"Sunday, October 3, 2004","Alkmaarder Hout (7,687)"
FC Utrecht,3,2,RKC Waalwijk,"Sunday, October 3, 2004","Nieuwe Galgenwaard (18,800)"
Feyenoord Rotterdam,4,2,FC Den Bosch,"Sunday, October 3, 2004","De Kuip Stadion  (36,500)"
Heerenveen,1,0,ADO Den Haag,"Sunday, October 3, 2004","Abe Lenstra Stadion (17,300)"
NAC Breda,3,2,De Graafschap,"Saturday, October 2, 2004","Fujifilm  (12,800)"
PSV Eindhoven,3,0,FC Groningen,"Saturday, October 2, 2004","Philipsstadion (30,500)"
Willem II Tilburg,3,2,Vitesse Arnhem,"Saturday, October 2, 2004","Willem II  (12,300)"
Twente Enschede,2,3,Roda JC Kerkrade,"Saturday, October 2, 2004","Arke Stadion (13,100)"
NEC Nijmegen,3,0,RBC Roosendaal,"Friday, October 1, 2004","De Goffert (11,000)"
FC Utrecht,2,0,ADO Den Haag,"Sunday, September 26, 2004","Nieuwe Galgenwaard (18,000)"
De Graafschap,0,0,Twente Enschede,"Sunday, September 26, 2004","De Vijverberg (11,000)"
FC Groningen,0,0,NEC Nijmegen,"Sunday, September 26, 2004","Oosterpark  (9,850)"
NAC Breda,0,4,RKC Waalwijk,"Sunday, September 26, 2004","Fujifilm  (11,920)"
RBC Roosendaal,0,4,Feyenoord Rotterdam,"Saturday, September 25, 2004","Vast & Goed Stadion (5,000)"
PSV Eindhoven,4,0,Heerenveen,"Saturday, September 25, 2004","Philipsstadion (31,000)"
AZ Alkmaar,3,1,Willem II Tilburg,"Saturday, September 25, 2004","Alkmaarder Hout (8,149)"
Vitesse Arnhem,0,0,FC Den Bosch,"Saturday, September 25, 2004","Gelredome (18,675)"
Ajax Amsterdam,1,0,Roda JC Kerkrade,"Saturday, September 25, 2004","Amsterdam ArenA (48,370)"
Feyenoord Rotterdam,0,3,FC Utrecht,"Sunday, September 19, 2004","De Kuip Stadion  (37,500)"
Roda JC Kerkrade,1,1,AZ Alkmaar,"Sunday, September 19, 2004","Parkstad Limburg Stadion (12,000)"
FC Den Bosch,0,5,Ajax Amsterdam,"Sunday, September 19, 2004","Ecco Stadion (8,000)"
